"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Accelerate Your Career in a Big 4 Consultancy - Part Qualified Actuary"	"GBP"	"Bristol"	"Permanent"	"Accelerate Your Career in a Big 4 Consultancy - Part Qualified Actuary"	"Bristol - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We are working with one of the Big 4 who are looking to hire a number of Part Qualified Actuaries in to their Life Insurance team. A move to a consultancy at this stage of your career will give you an excellent platform to develop both technical and soft skills, It will give you the opportunity to work on some of the hottest topics in the market, You will be working closely with Senior Managers, Directors and Partners who are all committed to developing you as a Consultant and as an Actuary, You will be exposed to a broad range of Actuarial work and it is a great place for you to develop new skills. There is a big focus on IFRS17, M&A, Capital Management and Transactions projects, The ideal candidate will be a Part or Nearly Qualified Life Actuary and you will be part of their study program,  "	"Bristol, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85183/599836855"	"12/12/2018 11:38:56"	"http://www.jobserve.com/Gm6Cv"	NA	NA
"Non-life Actuarial Contractors - Pet Insurance"	"GBP"	"London"	"Permanent"	"Non-life Actuarial Contractors - Pet Insurance"	"London - GBP"	"Permanent"	"Posted: Sunday, 9 December 2018"	""	"Leading specialist insurer has a number of exciting opportunities for qualified non-life actuaries with personal lines experience to join their pet insurance team. The successful candidates should be technically-astute and be able to hit the ground running. Specific knowledge of pet insurance would be a distinct advantage.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86403/601386986"	"09/12/2018 09:10:17"	"http://www.jobserve.com/GmRP7"	NA	NA
"Highly-skilled Capital Actuary"	"GBP"	"London"	"Permanent"	"Highly-skilled Capital Actuary"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Leading consultancy is seeking qualified non-life actuaries with detailed experience of capital modelling/validation to help develop and grow the business. Recent regulatory experience would also be of interest. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85271/598778257"	"12/12/2018 11:38:07"	"http://www.jobserve.com/Gm6B4"	NA	NA
"Capital modelling Actuary"	"GBP"	"London"	"Contract"	"Capital modelling Actuary"	"London - GBP"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Leading General Insurer is looking for a number of capital modellers to join them now for 6-9 months, to help with their model redevelopment. Experience in igloo, remetrica or tyche is beneficial and this will suit someone who enjoys the technical aspect of capital modelling. "	"London, UK"	"Finance"	NA	NA	"GBP"	"HFG"	"HFG"	"JS7286_85155/598778926"	"07/12/2018 16:01:37"	"http://www.jobserve.com/Gl6Tm"	NA	NA
"Accounting Reserving Actuary Contract - 6 months"	"GBP"	"London"	"Contract"	"Accounting Reserving Actuary Contract - 6 months"	"London - GBP"	"Contract"	"Posted: Friday, 7 December 2018"	""	"A chance to work for 6 months at a well-known Insurance firm based in the City of London. The contract is for the busy period they will be experiencing from January 2019.  Duties:  Liaise with Finance and Actuaries collecting data to complete trust fund reporting which is then reviewed by senior management. Complete first draft of trust funds and solvency 2 tech provisions Work on US trusts funds, collecting data and reporting with excel View to streamline processes and improve spreadsheets Experience with provisions ad economic balance sheet Improve processes in trust fund figures with excel   Key competencies:  Excel Design and building spreadsheets Understanding provisions of Solvency 2 You will have expert experience with Excel and a driven personality to gather different information from different members of teams.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Arthur Financial"	"Arthur Financial"	"JS7286_85298/598778494"	"07/12/2018 15:29:24"	"http://www.jobserve.com/Gl6Mi"	NA	NA
"GI Contract Reserving Actuary"	"£650 per day"	"City of London"	"Permanent"	"GI Contract Reserving Actuary"	"City of London - £650 per day"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"GI Contract Reserving/S2/TP/Balance Sheets/Reporting/US trust funds £650/day 6months "	"City of London, UK"	"Finance"	NA	NA	"£650 per day"	"Eames Consulting"	"Eames Consulting"	"JS7286_85296/599836761"	"08/12/2018 09:09:44"	"http://www.jobserve.com/GmDdT"	NA	NA
"Senior Capital Manager - Annuities - Qualified Actuary"	"GBP"	"London"	"Permanent"	"Senior Capital Manager - Annuities - Qualified Actuary"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Fairbank Partners are currently assisting a high performing FTSE 100 life insurer with their search for a Senior Capital Reporting Manager within their Annuities team.  This will offer the opportunity to lead the team responsible for the delivery of the SII and Economic Capital results for an interesting and rapidly expanding business area.  The opportunity will also include:   - High amount of senior engagement- managing relationships and senior stakeholders across the business, whilst representing the team and presenting results.  - Leading on the development and maintenance of reporting systems and processes for increased efficiency.  - Flexible working is available, typically 1-2 days from home a week. - Providing commentary and analysis on a broad range of additional areas, including investment variance and interest rate exposure.   "	"London, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85238/602841750"	"11/12/2018 11:12:15"	"http://www.jobserve.com/GmtgY"	NA	NA
"Pricing Manager"	"GBP"	"Birmingham"	"Permanent"	"Pricing Manager"	"Birmingham - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Actuarial Pricing Manager sought on a permanent basis for a large 100 General Insurer that underwrites a variety of Personal and Commercial Line products. You will be responsible for the Pricing/Optimisation Team and ensuring the premium is properly adjusted in order to meet the needs of the business.Some of the key responsibilities for the Actuarial Pricing Manager include:Managing a team of circa 10 members of staff.Providing input on price optimisation processes to help drive profit and development.Tracking the impacts of alterations made to the premium on demand and conversion rates.Communicating results and ideas to key stakeholders across the company.Essential experience:General Insurance Pricing experienceStrong leadership experienceExcellent stakeholder management experienceDesirable experience:Experience of Customer/Street/Optimisation PricingKnowledge of or experience using Emblem or RadarQualified or Part-Qualified Actuary (or equivalent)Benefits:Highly competitive basic salary28 days holiday20-25% Bonus10% PensionRemote Working/Work From HomeFlex TimeFor further information, please apply below with your CV Sellick Partnership is a market-leading professional services recruitment specialist operating across the UK. Over the years we have built up an enviable relationship with employers and our expert team of consultants boast up-to-date market knowledge and a strong reputation making Sellick Partnership best placed to help you. Sellick Partnership is proud to be an equal opportunities employer. Please note our advertisements use years' experience and salary levels purely as a guide. We are happy to consider applications from all candidates who are able to demonstrate the skills necessary to fulfil the role. For information on how your personal details may be used by Sellick Partnership, please review our data processing notice which can be found in the footer on our website.  "	"Birmingham, UK"	"Finance"	NA	NA	"GBP"	"Sellick Partnership Limited"	"Sellick Partnership Limited"	"JS7286_85328/599836791"	"08/12/2018 07:06:38"	"http://www.jobserve.com/GmCQJ"	NA	NA
"Pricing Analyst"	""	"Gloucester, Gloucestershire"	"Permanent"	"Pricing Analyst"	"Gloucester, Gloucestershire"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Actuarial Pricing Analyst sought to join a top UK General Insurer. Our client is looking for an ambitious professional to join their Pricing department. The Actuarial Pricing Analyst will look to add value to a highly proficient Pricing team and develop alongside them.Key Responsibilities:Look to amend and improve the price optimisation framework.Developing rating models with high veracity and integrity.Contribute to the implementation and maintenance of rating structures and rates for a number of products.Monitoring the impacts of external changes that may affect premiums and developing strategies to respond to them.Desirable experience:Experience of pricing within General Insurance.Actuarial expertise, either through experience or qualifications.Pricing software experience eg Emblem, Radar or SAS.Experience liaising with stakeholders.Benefits:Study Support (if required)15% Bonus10% PensionFlex Time25 Days HolidayFor further information, please apply below with your CV Sellick Partnership is a market-leading professional services recruitment specialist operating across the UK. Over the years we have built up an enviable relationship with employers and our expert team of consultants boast up-to-date market knowledge and a strong reputation making Sellick Partnership best placed to help you. Sellick Partnership is proud to be an equal opportunities employer. Please note our advertisements use years' experience and salary levels purely as a guide. We are happy to consider applications from all candidates who are able to demonstrate the skills necessary to fulfil the role. For information on how your personal details may be used by Sellick Partnership, please review our data processing notice which can be found in the footer on our website.  "	"Gloucester, Gloucestershire, UK"	"Finance"	NA	NA	NA	"Sellick Partnership Limited"	"Sellick Partnership Limited"	"JS7286_85329/599174196"	"07/12/2018 15:20:51"	"http://www.jobserve.com/Gl6Jw"	NA	NA
"Senior Pricing Manager - Life Reinsurance"	"GBP"	"London"	"Permanent"	"Senior Pricing Manager - Life Reinsurance"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Star Actuarial are currently representing a brand new opportunity for a qualified life actuary with knowledge of the reinsurance market to price new and existing insurance business to push profit and growth whilst minimising risk.In this exciting career-development opportunity, you will ensure the pricing process is efficient and robust by recommending and delivering developments to the process as necessary.You will also develop new distribution and new products by providing pricing expertise and any additional actuarial support as required.In addition, you will build and manage relationships with reinsurers, working across all business areas across the Protection business in order to negotiate and implement reinsurance treaties for new and existing business.A detailed understanding of actuarial techniques for pricing long term insurance products is essential, whilst detailed understanding of the Protection business, including underwriting and claims, would be ideal.Prophet & SAS experience would be beneficial."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5040/593978711"	"11/12/2018 11:12:35"	"http://www.jobserve.com/GmthB"	NA	NA
"Non-life Leader"	"GBP"	"London"	"Permanent"	"Non-life Leader"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Star Actuarial is currently working with a leading consultancy in the search for a qualified non-life actuary with strong project and people management skills to lead client engagement teams, working as part of a multi-disciplinary team. Providing a high-quality advisory service to clients, you will build and maintain strong relationships with both new and existing clients. In addition, you will contribute to high quality thought leadership whilst contributing to the development of new products and services. With strong technical and communication skills, the successful candidate will have the ability to develop productive relationships that bring in business. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86455/602841748"	"11/12/2018 11:05:36"	"http://www.jobserve.com/Gmtb8"	NA	NA
"Capital Modelling in the Capital"	"GBP"	"London"	"Permanent"	"Capital Modelling in the Capital"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Star Actuarial are currently representing this fantastic opportunity on behalf of a leading London Market firm for a part-qualified or qualified non-life actuary to support model development, alongside the optimisation, scenario testing, checking and analysing of model outputs. In this key role, you will support the delivery of Solvency II/Lloyd's requirements, for example: SCR submission to Lloyd's (underwriting risk, reserve risk, market risk, credit risk etc..); validation; governance; documentation and other reporting. In addition, you will carry out wider analyses or investigations as they may arise, for example stress and scenario testing, ORSA etc. With insurance-related work experience, ideally in capital modelling or a mixed actuarial role, the successful candidate will possess excellent communication and interpersonal skills. Igloo experience an advantage."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85055/599836870"	"08/12/2018 07:02:54"	"http://www.jobserve.com/GmCNQ"	NA	NA
"Underwriting Expert"	"GBP"	"London"	"Permanent"	"Underwriting Expert"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Star Actuarial is working with a growing insurance business looking to hire a technical underwriting analyst into their close-knit team. With at least 2 years' experience in a similarly technical role and with prior experience of supporting underwriting processes, you will liaise with teams across the business with a holistic view. Experience of personal lines insurance is an advantage, as is a strong handle of insurance modelling, and software including SQL, Python and R."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85388/600714786"	"11/12/2018 11:08:00"	"http://www.jobserve.com/GmtdA"	NA	NA
"Underwriting Expert"	""	"United Kingdom"	"Permanent"	"Underwriting Expert"	"United Kingdom"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Star Actuarial is working with a growing insurance business looking to hire a technical underwriting analyst into their close-knit team.With at least 2 years' experience in a similarly technical role and with prior experience of supporting underwriting processes, you will liaise with teams across the business with a holistic view.Experience of personal lines insurance is an advantage, as is a strong handle of insurance modelling, and software including SQL, Python and R.Contact us now to hear more about this fantastic opportunity, offering excellent scope for learning and development."	"United Kingdom"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5146/593978772"	"07/12/2018 15:59:10"	"http://www.jobserve.com/Gl6Rl"	NA	NA
"Insurance-focused Data Engineer, Star Exclusive"	""	"London"	"Permanent"	"Insurance-focused Data Engineer, Star Exclusive"	"London"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Star Actuarial is working with a highly unique London-based insurance business looking to hire an experienced data engineer. This hands-on role within a small and tight-knit team will provide leadership on data strategy across the business.  You will have the ability to develop and implement data analytics structures and capabilities from scratch. With a culture of continuous refinement and improvement, you will work across a variety of individual areas, each with its own characteristics and drivers. Excellent future growth potential exists, with a view to recruiting a number of data scientists to support data analytics tasks utilising the framework you create. Experience within a similar context is a must, particularly with any knowledge of machine learning techniques and other cutting edge tools that can be creatively deployed to create additive and actionable business insights. A natural collaborator and an individual with a hands-on approach would suit the team well. This is a role for a candidate invested in the long-term, and someone who would want to share and participate in the growing success of this business. Contact us now for more insight into this incredible opportunity."	"London, UK"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82833/599836900"	"08/12/2018 09:09:20"	"http://www.jobserve.com/GmDdD"	NA	NA
"With-Profits/Part VII Contractor"	"GBP"	"Midlands"	"Contract"	"With-Profits/Part VII Contractor"	"Midlands - GBP"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Seeking a qualified actuary to assist with the implementation of With-Profit governance changes. You will have experience of working on complex Part VII transfers involving With-Profit business. This is a 6 month contract to start ASAP. "	"Midlands, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82871/598778773"	"12/12/2018 11:38:24"	"http://www.jobserve.com/Gm6CO"	NA	NA
"Coastal Pricing"	"GBP"	"United Kingdom"	"Permanent"	"Coastal Pricing"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Develop your actuarial career on the South Coast in this exciting and challenging pricing role, helping the business develop through applying your pricing expertise together with an analytical approach.  This position is ideal for an ambitious candidate with an innovative approach, and a track record of delivery across strategic projects, which could include GLMs, analytics, machine learning, and other cutting-edge techniques. Experience of leading and managing teams in a retail environment would be helpful. Strong technical skills with pricing and analytical software, including Earnix and SQL, will also be an advantage.  "	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86397/602153604"	"11/12/2018 13:18:05"	"http://www.jobserve.com/GmuiF"	NA	NA
"Life Insurance Consultancy Opportunities"	"GBP"	"London"	"Permanent"	"Life Insurance Consultancy Opportunities"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Our client, a leading actuarial consultancy, is seeking part-qualified or qualified life actuaries with strategic business acumen and expert knowledge of risks facing the life insurance industry to support a variety of diverse assignments. The successful candidates will likely gain exposure to a number of workstreams, including risk and capital management, Solvency II, investment strategy and ALM, reinsurance & risk transfer, alongside pricing & product development. With a good grounding in actuarial techniques and strong IT skills, the successful candidates will have a good level knowledge of requirements of Solvency II and high familiarity with the relevant parts of the PRA handbook. These are excellent opportunities to develop your career within a market-leader.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_83916/598778385"	"07/12/2018 16:01:10"	"http://www.jobserve.com/Gl6TQ"	NA	NA
"Life Insurance Consultancy Opportunities"	"GBP"	"Glasgow, Lanarkshire"	"Permanent"	"Life Insurance Consultancy Opportunities"	"Glasgow, Lanarkshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Our client, a leading actuarial consultancy, is seeking part-qualified or qualified life actuaries with strategic business acumen and expert knowledge of risks facing the life insurance industry to support a variety of diverse assignments.The successful candidates will likely gain exposure to a number of workstreams, including risk and capital management, Solvency II, investment strategy and ALM, reinsurance & risk transfer, alongside pricing & product development.With a good grounding in actuarial techniques and strong IT skills, the successful candidates will have a good level knowledge of requirements of Solvency II and high familiarity with the relevant parts of the PRA handbook.These are excellent opportunities to develop your career within a market-leader."	"Glasgow, Lanarkshire, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4795/593978655"	"07/12/2018 15:58:45"	"http://www.jobserve.com/Gl6RP"	NA	NA
"Life Reporting Contract"	"£1000/day GBP"	"London"	"Contract"	"Life Reporting Contract"	"London - £1000/day GBP"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Urgently looking for a Senior Actuarial Life Reporting Contractor with ideally 10years PQE. Heading up the reporting function and he able to stand in front of an audit committee. You will have a team of 30 actuarial reports therefore management experience is a must!£1000/day 9-12 months Eames Consulting is acting as an Employment Business in relation to this vacancy. "	"London, UK"	"Finance"	NA	NA	"£1000/day GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_82637/598779002"	"12/12/2018 11:38:32"	"http://www.jobserve.com/Gm6CY"	"Executive"	NA
"GI Pricing Analyst"	"GBP"	"United Kingdom"	"Permanent"	"GI Pricing Analyst"	"United Kingdom - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Major insurer is seeking a part-qualified non-life actuary to join their team as a pricing analyst where you will play a key role in helping to develop new pricing approaches for the Commercial Lines business.You'll help develop and exploit new data sources, undertake pricing reviews and embed new portfolio monitoring capabilities.In addition, you'll play a lead role in identifying emerging trends, testing pricing strategies and improving the way our client works, taking responsibility for providing training and direction to analysts within the team.Proven professional experience using data analysis tools including Excel/VBA & SAS (Enterprise Guide and/or Base) is required.Experience of pricing tools such as Emblem and Radar Base is an advantage.Contact us now for more information."	"United Kingdom"	"Consulting"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5147/593978775"	"13/12/2018 07:09:49"	"http://www.jobserve.com/GnHrt"	NA	NA
"Deputy Head of Planning and Insight"	""	"Fareham, Hampshire"	"Permanent"	"Deputy Head of Planning and Insight"	"Fareham, Hampshire"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Superb opportunity for a P&C Actuary to join the Reserving team as Deputy Head of Planning and Insight at a top global insurer. We are seeking to hire a qualified or nearly qualified Actuary with experienced in the fields of regulatory reporting or have a consulting background in audit.  You will work closely with the UK Reserving teams to understand and report their results, identify trends and bring insights to the senior stakeholders from the wider business, with whom you will gain exposure on a day-to-day basis. Using strong analytical and mathematical skills, you'll work alongside some of the most talented qualified actuaries. You'll also liaise with other areas of the business, including Finance, Underwriting, Pricing and Capital, to develop a broad understanding of the business and promote process changes that will result in real difference. If you have approximately 3-6 years of relevant general insurance experience (eg reserving, regulatory reporting, Solvency II, finance bookings or auditing ideal) and a serious and professional attitude towards compliance of regulatory submissions with an eye for attention to detail in order to support accuracy, please apply today. "	"Fareham, Hampshire, UK"	"Finance"	NA	NA	NA	"Fenchurch Associates"	"Fenchurch Associates"	"JS7286_85390/600714793"	"12/12/2018 11:38:19"	"http://www.jobserve.com/Gm6CI"	NA	NA
"Validate Your Non-life"	""	"London"	"Permanent"	"Validate Your Non-life"	"London"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Are you a qualified GI actuary with excellent interpersonal and problem-solving skills? Are you a creative thinker with a passion for model validation and capital model design? Do you have the desire to develop your career within a leading specialty insurer? Then this is the role for you. Joining our client's Risk and Compliance team, you will create an overarching independent model validation framework for the IM, ORSA and SF that is supported by a coherent set of processes. You will also produce independent model validation plans using a risk-based approach to decide on the level and depth of coverage.  In addition, you will have the opportunity to contribute to the company's IMAP application through ensuring innovative and robust model validation and model change processes are well Embedded within the company. The successful candidate will possess strong technical experience of capital model design, creation, parameterisation and documentation, alongside experience of SII and ORSA modelling, SII standard formula and IMAP. An excellent opportunity to develop your career within a market-leader."	"London, UK"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85292/598778497"	"12/12/2018 09:31:09"	"http://www.jobserve.com/Gm4cT"	NA	NA
"Non-life Pricing Contractor"	""	"London"	"Permanent"	"Non-life Pricing Contractor"	"London"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Our client is seeking a qualified non-life actuarial contractor to support the launch of several IFRS17-related projects with respect to pricing platform development and portfolio profitability matrices. We are particularly interesting in qualified candidates with either a property or casualty pricing background and detailed experience of London Market lines.Reinsurance experience would be a distinct advantage.Contact us now for more information."	"London, UK"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5204/593978827"	"11/12/2018 13:17:56"	"http://www.jobserve.com/Gmuh9"	NA	NA
"Life Insurance Consultant"	"GBP"	"London"	"Permanent"	"Life Insurance Consultant"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Leading consultancy is seeking a qualified life actuary to support a wide range of client projects, including financial reporting, being the main day-to-day point of contact and keeping abreast of changes in UK regulatory framework and potential impact.Acting as a role model within the practice, you will identify and implement improvements to processes and procedures used for recurring client projects.With demonstrable knowledge of Solvency II regulations and reporting alongside project management and organisational skills, the successful candidate will ideally possess with-profits management and product development experience.Experience of risk management, such as ORSAs, stress and scenario testing, would also be an advantage."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5066/593978723"	"11/12/2018 13:13:51"	"http://www.jobserve.com/GmugF"	NA	NA
"Senior GI Pricing Analyst"	"GBP"	"Leeds"	"Permanent"	"Senior GI Pricing Analyst"	"Leeds - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major insurer is seeking a part-qualified non-life actuary to provide analytical support and insight to inform and influence business decisions and pricing strategy.In this diverse role, you'll be responsible for delivering benefits using a range of analytical techniques such as price optimisation for renewals.You will also deliver innovative projects to improve capability as well as tactical changes to manage business performance for both new business and renewals.Knowledge of SAS, EMBlem and/or optimisation software is an advantage."	"Leeds, UK"	"Finance, Consulting"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5056/593978719"	"11/12/2018 13:06:23"	"http://www.jobserve.com/GmueI"	NA	NA
"Senior Technical Pricing Analyst - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Senior Technical Pricing Analyst - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major insurer is seeking a part-qualified GI actuary to undertake analyses and support projects that improve the understanding of claims and fees cost drivers across Lines of Business, thereby informing appropriate changes to quoted prices and account profitability assessments.In this key role, you will contribute to the development of appropriate management information systems for pricing.You will also contribute to the specification, development and testing cycles for deployment of rates whilst considering the impact on customers of pricing actions, acting to avoid any unfair treatment.In addition, you will provide technical underwriting and pricing guidance to assist the business in achieving its plans and in support of operational areas.With a detailed understanding of appropriate statistical techniques for insurance risk analysis and demand pricing, the successful candidate will possess familiarity with personal lines products and financial processes.Experience in the use of statistics tools like R, SAS, Emblem or similar also required. Experience in the use of Python desirable."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4769/593978651"	"11/12/2018 11:11:57"	"http://www.jobserve.com/GmtgJ"	NA	NA
"GI Pricing Analyst"	"GBP"	"South East"	"Permanent"	"GI Pricing Analyst"	"South East - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major insurer is seeking a part-qualified non-life actuary to join their team as a pricing analyst where you will play a key role in helping to develop new pricing approaches for the Commercial Lines business. You'll help develop and exploit new data sources, undertake pricing reviews and embed new portfolio monitoring capabilities. In addition, you'll play a lead role in identifying emerging trends, testing pricing strategies and improving the way our client works, taking responsibility for providing training and direction to analysts within the team. Proven professional experience using data analysis tools including Excel/VBA & SAS (Enterprise Guide and/or Base) is required. Experience of pricing tools such as Emblem and Radar Base is an advantage.  "	"South East, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86452/602841747"	"11/12/2018 11:07:42"	"http://www.jobserve.com/Gmtct"	NA	NA
"Life Insurance Consultant"	"GBP"	"London"	"Permanent"	"Life Insurance Consultant"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Leading consultancy is seeking a qualified life actuary to support a wide range of client projects, including financial reporting, being the main day-to-day point of contact and keeping abreast of changes in UK regulatory framework and potential impact. Acting as a role model within the practice, you will identify and implement improvements to processes and procedures used for recurring client projects. With demonstrable knowledge of Solvency II regulations and reporting alongside project management and organisational skills, the successful candidate will ideally possess with-profits management and product development experience. Experience of risk management, such as ORSAs, stress and scenario testing, would also be an advantage.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85280/599836936"	"08/12/2018 09:10:05"	"http://www.jobserve.com/GmDdk"	NA	NA
"Non-life Pricing Contractor"	"GBP"	"London"	"Permanent"	"Non-life Pricing Contractor"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Our client is seeking a qualified non-life actuarial contractor to support the launch of several IFRS17-related projects with respect to pricing platform development and portfolio profitability matrices.  We are particularly interesting in qualified candidates with either a property or casualty pricing background and detailed experience of London Market lines. Reinsurance experience would be a distinct advantage.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85253/598778293"	"07/12/2018 16:01:08"	"http://www.jobserve.com/Gl6TO"	NA	NA
"Longevity Leader"	"GBP"	"London"	"Permanent"	"Longevity Leader"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Major international reinsurer is seeking a qualified actuary with detailed experience of the pensions industry to take the lead on generating and transacting profitable new longevity business opportunities, overseeing the development of the longevity proposition. Developing and maintaining strong relationship with new and existing clients, you will deliver wider Longevity objectives including the effective management of inforce treaties. With very strong analytical skills and the ability to apply judgement, the successful candidate will possess excellent interpersonal and negotiation skills, alongside an excellent grasp of key financial and longevity drivers for a UK life insurance company and UK pension schemes. Experience working in Life, Health and Disability related fields, alongside life reinsurance, desirable."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82742/598778601"	"07/12/2018 15:28:55"	"http://www.jobserve.com/Gl6MR"	NA	NA
"Validate Your Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Validate Your Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you a qualified GI actuary with excellent interpersonal and problem-solving skills? Are you a creative thinker with a passion for model validation and capital model design? Do you have the desire to develop your career within a leading specialty insurer? Then this is the role for you.Joining our client's Risk and Compliance team, you will create an overarching independent model validation framework for the IM, ORSA and SF that is supported by a coherent set of processes.You will also produce independent model validation plans using a risk-based approach to decide on the level and depth of coverage. In addition, you will have the opportunity to contribute to the company's IMAP application through ensuring innovative and robust model validation and model change processes are well Embedded within the company.The successful candidate will possess strong technical experience of capital model design, creation, parameterisation and documentation, alongside experience of SII and ORSA modelling, SII standard formula and IMAP.An excellent opportunity to develop your career within a market-leader."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5352/598336187"	"07/12/2018 15:27:45"	"http://www.jobserve.com/Gl6Lk"	NA	NA
