"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"duration"	"company_summary"
"Data Technology Strategy Associate - Data/Finance Modelling"	""	"City of London"	"Permanent"	"Data Technology Strategy Associate - Data/Finance Modelling"	"City of London"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Great career move working for the world's largest broadband communications company and join a high performing Technology Strategy team that operates at the heart of this global group throughout Europe.The position will offer future leadership opportunities and offers you significant exposure across the organisation, as you will become part of a virtual team answering some of the most complex technical and economic questions that faces Liberty Global, this will give you the opportunity to deliver to senior stakeholders, including our CTO and country Managing Directors.This key function provides rigorous, structured, well-articulated analysis to senior stakeholders in Technology, Finance, Product and Mergers & Acquisitions regarding Entertainment, Connectivity and B2B platforms across IT and Network groups throughout Europe.An insight into some of the responsibilities you will be accountable for:Providing teams within Technology and the wider Technology & Innovations group with insight into likely demands placed on platforms and networks to enable platform and technology deployment to be right-sized to accommodate likely demand.On-going analysis of the E2E unit cost economics and TCO for these services and becoming a subject matter expert during the life cycle of a project regarding its underlying unit economics. This will require day to day engagement with Procurement, technical Architecture and Finance stakeholders.Encouraged and supported in your use of tools such as R, Python and Matlab for modelling of large datasets and application of machine learning and neural network techniques.Support Technology teams in technology specific or T&I wide strategy analysis by providing a techno-economic modelling capability and managing individual business cases as needed.Provide capacity models and guidance for new B2B & B2C products & services into Technology & Innovation teams leveraging and analysis and working with E2E architects.Experience/skills:Good Datamodelling skills and some understanding of financial modellingLiaised with Architects and Developers to understand the technology approachWell rounded on working with projectsHave an entrepreneurial flair along with a strong analytical mind.Great salary on offer plus the following benefits:15% bonusGreat PensionBuy & Sell holiday SchemePrivate healthcareDiscount productsPlus much more!For all the finer details please contact Amanda Cager - (see below).Project People is acting as an Employment Agency in relation to this vacancy."	"City of London, UK"	"IT"	NA	NA	"Project People"	"Amanda Cager "	"JS-AC/0012"	"05/12/2018 13:02:00"	"http://www.jobserve.com/GlnNV"	NA	NA	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."
"Technology Strategic Associate"	"Negotiable"	"Hammersmith and Fulham"	"Permanent"	"Technology Strategic Associate"	"Hammersmith and Fulham - Negotiable"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Technology Strategy AssociateProject People are currently working with a Global Telecommunications Company that have an exciting opportunity for a Technology Strategy Associate where you will be part of delivering the technological solutions we need to compete and grow as an organisation! This role will suit someone that has gained excellent consultancy skills in a large firm and is looking to bring their experience to industry.This role will offer you significant exposure across the organisation, as you will become part of a virtual team answering some of the most complex technical and economic questions that the company faces, this will give you the opportunity to deliver to senior stakeholders, including the CTO and Country Managing Directors. Here is an insight into some of the responsibilities you will be accountable for:Providing teams within Technology & Innovations group with insight into likely demands placed on platforms and networks to enable platform and technology deployment to be right-sized to accommodate likely demandOn-going analysis of the E2E unit cost economics and TCO for these services and becoming a subject matter expert during the life cycle of a project regarding its underlying unit economics. This will require day to day engagement with Procurement, technical Architecture and Finance stakeholders.Encouraged and supported in your use of tools such as R, Python and Matlab for modelling of large datasets and application of machine learning and neural network techniques.Support Technology teams in technology specific or T&I wide strategy analysis by providing a techno-economic modelling capability and managing individual business cases as neededProvide capacity models and guidance for new B2B & B2C products & services into Technology & Innovation teams leveraging and analysis and working with E2E architectsAre you right for the role?Educated to degree level or equivalent in mathematics, engineering, statistics or economics or able to demonstrate equivalent experience in the industry.Significant experience gained working in a consultancy firm and able to easily adapt.Experience of techno-economic/financial modelling and have worked in a highly numerate and analytical environmentExposure and well-rounded experience of working and supporting projects throughout the project life cycle.Strong relationship building skills with the ability to acquire insights/inputs from stakeholders across a diverse range of departmentsAbility to describe and explain complex models, concepts & themes to stakeholders in a simple and engaging mannerNice to have experience/skills: Experience in a Telecoms or networking environment with a broad overall understanding of the technologies and platforms (some or all of OTT Video, TV, VoD, Voice, Broadband, WiFi)R, Python, SQL and C+ development experience desirableHigh aptitude for manipulating and processing large datasets using Databases/Code/ETL applications, and has at least experimented with machine learning and neural network platformsIf you have the skills required for this position, please APPLY now or get in touch with Christopher Casey at Project People today. Project People is acting as an Employment Agency in relation to this vacancy."	"Hammersmith and Fulham, UK"	"IT"	"ASAP"	"Negotiable"	"Project People"	"Christopher Casey "	"JS-CC - TSA1"	"05/12/2018 09:54:40"	"http://www.jobserve.com/Glljf"	NA	NA	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."
"Lead Java Full Stack Developer-Java/JQuery/AngularJS/Azure/API"	""	"England"	"Contract"	"Lead Java Full Stack Developer-Java/JQuery/AngularJS/Azure/API"	"England"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Senior Agile Java Full Stack Developer-Java/React/JQuery/AngularJS/Azure/API is urgently required by our Global IT Services Client, for a rolling 5-month home based contract. If candidates prefer an office base, then it is possible to work from any of clients UK office locations. We are looking for a candidate with a combination of the below skills:- HTML/SQL/Skype for Business/Azure (cognitive API and PaaS)- Advanced design and development knowledge of development frameworks including NodeJS, Java, React, Jquery and JavaScript (Angular).The successful candidate will join an internal service desk of the future project, which incorporates elements, such as, end user potals and web chat.Experience with any of the below is desirable (NOT ESSENTIAL):Apigee (or other API Mgt technologies), RESTful, SOAP, XML, JSON, Microsoft Azure, Python, ServiceNow (Admin and dev), Skype for Business UCWA Connector Service, Signal R (web sockets), Integration solutions and technologies, IaaS/PaaS builds, Security best practice (SSL encryption, certs, XSS, NLP (Natural Language Processing), Scripting (Powershell, bash), Linux (RHEL/Centos), Windows, IaaS, PaaS, Azure App Services, Authentication technologies, Mobile Application Development, ChatBot Frameworks, Cognitive Services/API (AI/Machine Learning, Translation, Sentiment Analysis, speech recognition, search and indexing).This is a very urgent requirement; please apply ASAP if you would like to be considered. Project People is acting as an Employment Business in relation to this vacancy."	"England, UK"	"IT"	NA	NA	"Project People"	"Alice Davis "	"JS-FJS-C_FULLSTACK1_AD"	"07/12/2018 18:17:11"	"http://www.jobserve.com/Gl66f"	NA	"Rolling 5-mnths"	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."
"Lead Software Engineer - Java"	"£55k - £65k per annum"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer - Java"	"Havant, Hampshire - £55k - £65k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Our client are a leading global organisation with a new opportunity for a Lead Software Engineer.This is a key role as a Technical Lead and seeks someone with a real passion for software from a solid background who can lead by example and inspire team members. Matrix environment so won't involve line management.Key requirements:- Solid Java 7/8 skills- Experienced within Agile/Scrum- Strong knowledge of software development techniques - design patterns etc- Ability to find creative solutions to complex technical/logistical problems and desire to learn new technologies- Able to communicate/present clearly and concisely to influence and invoke change- Set direction for the use of new technologies, tools and road-maps- Ability to develop Software Solutions from requirements from internal/external customers that take into account technical, timescale & cost constraints while optimising software for speed, memory etc- Transfer knowledge and spread best practise to staff- Ability to operate at all levels of engineering, programme management and leadership required to achieve the impact required- Work on multiple projects simultaneouslyKey skills/technologies of interest:Machine Learning/AI, Agile/Scrum, model-based software development/code generation, JEE 5/6, JSF/PF, Oracle (or similar), UML, Jenkins, Maven, Data Science, Hadoop, Kafka, Design patterns "	"Havant, Hampshire, UK"	"IT"	"ASAP"	"£55k - £65k per annum"	"aap3"	"Sally Ashenden "	"JS-BBBH6598"	"05/12/2018 16:31:21"	"http://www.jobserve.com/GlpEw"	NA	NA	NA
"Software Engineer Java"	"£45K"	"Havant, Hampshire"	"Permanent"	"Software Engineer Java"	"Havant, Hampshire - £45K"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Software Engineer Java - Permanent - Havant - Up to £45K Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Contribute to architectural decisions to create scalable solutions for business problems.Contribute towards identifying suitable software modelling and development tools.Provide estimates for work and contribute to the production of metrics to track progress.Support software development through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Support other engineering disciplines in capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Support and guide other engineers in applying and delivering product features driven by appropriate development techniques.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides etc.Required skills, qualifications and experience:Java 7/8 Design and Development.Agile Methodologies especially Scrum.Ability to create a collaborative team environment and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.An understanding of optimisation of software design and code for speed, memory constraints, maintainability etc.Good communication skills, ability to plan, arrange and deliver training sessions when necessary.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"ASAP"	"£45K"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7137"	"10/12/2018 10:57:46"	"http://www.jobserve.com/GmhRb"	NA	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
"Lead Software Engineer"	"£60k"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer"	"Havant, Hampshire - £60k"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Software Engineer - Permanent - Havant - up to £60k Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Lead the way on architectural decisions to create scalable solutions for business problems.Identify suitable software modelling and development tools and techniques.Provide estimates for work and contribute to the production of metrics to track progress.Ensure software is developed through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are other quality-related activities are carried out by the Software team.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Ensure collaboration with other engineering disciplines to support requirements capture and testing of software.Ensure Configuration Management documentation is produced accurately, such as Software Version Description Documents.Work with Operational Excellence staff to identify improvements to processes and other ways of reducing costs.Maintain current knowledge of industry techniques and technologies, including those in academia where relevant, in order to assess viability for use.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides, white board sessions, seminars and 1-2-1 training.Support Business Development and Programme Management during capture and proposal phases.Working under consultative direction towards long-range goals and objectives.Support the Engineering management in writing processes, disseminating them and ensuring they are used to produce high quality software.Act as advisor to management and customers on Software technical research studies and applications.Required skills, qualifications and experience:Solid skills in Java 7/8.Agile Methodologies especially Scrum.Ability to create a collaborative team environemt and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Clear and concise communication/presentation skills to influence and invoke change throughout the organisation, including liaising with other disciplines to ensure a joined-up approach to the challenges of ML development.Ability to proactively set the direction for use of new technologies and associated tools, and to develop roadmaps which have the support of relevant stakeholders.Be able to guide the direction of work with minimal managerial direction, while working collaboratively in order to guide team-members and the organisation as a whole to implement change, including working cross-site.Ability to synthesize requirements from internal/external customers and strategic imperatives into software solutions that take into account technical, schedule and cost constraints, as well as requirements to optimise software for speed, memory constraints, maintainability etc.Ability to proactively transfer knowledge and spread best practice to relevant staff, using a variety of media and communication techniques.Ability to interpret current practices and processes and recommend modifications.Ability to work with all levels of engineering, programme management and leadership in order to achieve the necessary impact required.Ability to design metrics for work and to use them to track progress.Proven ability to implement change successfully.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patternsMachine Learning or other Artificial Intelligence.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"ASAP"	"£60k"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7138"	"10/12/2018 10:54:41"	"http://www.jobserve.com/GmhQe"	NA	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
"Java/NodeJS/Fullstack Engineer (Mid-Team Lead)"	"£55k - £105k per annum + benefits"	"London"	"Permanent"	"Java/NodeJS/Fullstack Engineer (Mid-Team Lead)"	"London - £55k - £105k per annum + benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Java/NodeJS/Fullstack/Microservices/Big Data Do you want a challenge? Do you want to work on the latest technology? Looking for a new role before Christmas?You are in luck!One of the world's largest digital transformation agencies are looking for experience Senior Java/Fullstack Engineers and NodeJS/ReactJS Engineers to join them in their London HQ. The business helps some of the world's most prominent organisations through every step of their digital journey. You will be working on the most cutting edge projects happening within Financial Services right now and should have breadth of experience to solve complex solutions using a multitude of technologies. Previous consultancy or agency experience would be a massive bonus, especially having previous experience working with Financial Services clients. Location: Central London( EC2M 7QH )Salary Expectations: 55-105k - depending on experience and not including bonus!RESPONSIBILITIES:Design and build complex technology solutions using best in class libraries and frameworks and design principles Work closely with clients to establish technology solutions at business and technical levelsLead design, estimation, planning, and implementation of business solutions that require IT system(s)Design and build solution frameworks following best practices Interact with business stakeholders to provide technical solutions delivering to business needs.Consult clients' senior technical leaders on best practice point of view. Maintain leading-edge knowledge in emerging technologies; drive knowledge sharing and lessons learnt sessions from knowledge and experienceREQUIREMENTS:Experience of working on large scale, complex, and distributed applications in an Agile environment Good level of understanding of S/W design principles like SOLID, DRY, SoC, etc. Excellent understanding of Core Java, large scale distributed systems and multi-threading programming concepts.Experience with Spring and HibernatemicroservicesTDDFront End experience(NodeJS, ReactJS)desire to learn DevOps, Machine Learning, Big Data If you would like more information pleasesend me an email! Looking forward to hearing from you!"	"London, UK"	"IT"	NA	"£55k - £105k per annum + benefits"	"Arrows Group"	"Cian Sweeney "	"JS-CS1234"	"10/12/2018 10:59:39"	"http://www.jobserve.com/GmhR9"	"Executive"	NA	NA
"Big Data Engineer ( Python/Spark/Scala )"	"£65k - 75k per year + Benefits"	"London Beach, Kent, England"	"Permanent"	"Big Data Engineer ( Python/Spark/Scala )"	"London Beach, Kent, England - £65k - 75k per year + Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Big Data Engineer ( Python/Spark/Scala/PostgreSQL )Big Data Engineer is required to join a well-established start-up company based in a stunning Central London office in the lucrative Real Estate industry. This opportunity is for a Spark/Scala Big Data Engineer, looking for a fast-paced product-driven environment. You will be using your Big Data skills to process huge amounts of data and build data pipelines.What's in it for you as the Big Data Engineer:The Big Data Engineer will have a competitive salary of up to £75,000 plus equity in the business.Exposure to a cutting-edge tech stackFast-tracked career opportunities and a lot of autonomy in your workFlexible working once you're settled inA flexible working environment, where you have the chance to learn new techWorking in a fun and sociable team in the heart of the cityKey Skills and Responsibility of the Big Data Engineer:Experience building data pipelinesHighly skilled in the Hadoop ecosystem, (Spark, Hadoop, PIG, Zookeeper ..)Strong programming experience with Python or ScalaAWS/RDS experienceWorked extensively on PostgreSQLWorking with APIs such as REST or MQTTExcellent communication and team-working skillsThe following would be a great plus, but not essential:PostGISWorking in a finance environmentExposure to machine learning (Pandas, numpy, scipy, scikit-learn, tensorflow )This is an unrivalled opportunity to join an innovative organisation in a tech driven company as a Big Data Engineer.To apply for this position please send a recent CV to: (see below) Keywords - Big Data Engineer, PostgreSQL, Machine Learning, Data engineer, Hadoop, Python, Scala, AWS, Spark, Amazon, Cloud AI, PIG, Postgres Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law. "	"London Beach, Kent, England, UK"	"IT"	"05/01/2019"	"£65k - 75k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS47154"	"05/12/2018 18:23:16"	"http://www.jobserve.com/GlqBj"	NA	NA	NA
"Data Architect"	""	"London"	"Permanent"	"Data Architect"	"London"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"EY is a global leader in Advisory, Assurance, Tax, and Transaction Services. The insights and quality services we deliver build trust and confidence in capital markets and economies throughout the world. We are a $30B+ partnership spanning 150+ countries with 270K+ employees continuously evolving the business landscape to build a better working world.EY's mission is to build a better working world and we can't do it without the right people: exceptional people know for their thought leadership with an entrepreneurial spirit who want to work with the best, constantly learn and create positive change. In the Shared Business Platforms (SBP) Team within the Client Technology (CT) organization, we use innovative and superior technology capabilities while maximizing efficiency to allow further invest in ongoing growth.Our evolving approach adopts the innovative and cultural approaches of technology leaders:To build high performing and independent global teams, we value integrity, respect, collaboration and excellenceWe foster continuous learning through purposeful and broad sharing of knowledgeWe evolve and challenge teams by communicating in a respectful, direct and open mannerIn pursuit of speed and flexibility, we focus on outcomes rather than rulesTo foster creativity, we want work to be fun, exciting and rewardingWe automate the repeatable to ensure speed and qualityWe exercise good judgement in balancing strategic goals with tactical needsPosition Overview:As a Data Architect, you will be responsible for design and engineering of leading and emerging technology designs as part of a global product team using a mixture of COTS, MOTS and custom developed software hosted using IaaS, PaaS and SaaS cloud services. You will work as part of an evolving Agile DevSecOps Team to rapidly design, secure, build, test and release new technology enabled capabilities. The role is primarily an individual contributor who collaborates closely with other Architects, Engineers, InfoSec Consultants, Product Managers & Owners, and internal customers.Essential Functions of the Job:Architect and design platform solutions to meet and exceed expectations of Product ManagerSecure and automate solutions through collaboration with InfoSec and Engineering resourcesProactively evolve and apply DevSecOps methodologies, standards and leading practicesEnsure re-use through consumption and expansion of shared platform technology assetsApply architectural standards/principles, global product-specific guidelines, security standards, usability design standards, as appropriate.Ensure quality through use of manual and automated controlsProvide insight and direction on roles and responsibilities required for platform/product operationsIdentify, communicate and mitigate Risks, Assumptions, Issues and Decisions throughout full life cycleUsing strategic thinking, consider the art of the possible, compare various options based on feasibility and impact, propose actionable plans and roadmaps that balance tactical and strategic needsSkills Requirements:Excellent interpersonal communication and organizational skills to contribute as a leading member of global, distributed teams focused on delivering quality services and solutionsAble to distill complex technical challenges to actionable and explainable decisionsInspire DevSecOps teams by building consensus and mediating compromises when necessaryDemonstrate excellent technical & architecture skills in the context of cloud based global platform/product design, service management and product life cycle managementDemonstrate ability to rapidly learn new and emerging technologies and developing a vision of their suitability and role as a new product within a platform & product landscapeOperational abilities including early life support and driving root cause analysis and remediationRequired Experience:Extensive IT industry experience gained at a Senior levelExperience in a Solutions Architecture role using service and hosting solutions such as private/public cloud IaaS, PaaS and SaaS platforms.Proficiency in a platform/product architecture/development roleLarge scale design, implementation and operations of OLTP, OLAP, DW and NoSQL data storage technologies such as SQL Server, Azure SQL, Azure SQL DW, PostgreSQL, CosmosDB, RedisCache, Azure Data Lake Store, Hadoop, Hive, MongoDB, MySQL, Neo4j, Cassandra, HBaseCreation of descriptive, predictive and prescriptive analytics solutions using Azure Stream Analytics, Azure Analysis Services, Data Lake Analytics, HDInsight, HDP, Spark, Databricks, MapReduce, Pig, Hive, Tez, SSAS, Watson Analytics, SPSSDesign and configuration of data movement, streaming and transformation (ETL) technologies such as Azure Data Factory, HDF, Nifi, Kafka, Storm, Sqoop, SSIS, LogicApps, Signiant, Aspera, MoveIT, Alteryx, Pentaho, IDQ,. Enablement of data reuse through Data Catalog/Marketplace, Metadata, Search and Governance technologies such as including Azure Data Catalog, Waterline, Apache Atlas, Apache Solr, Azure Search, Alteryx Connect, Datawatch Monarch Swarm, Collibra Catalog, Enigma Councourse, Adaptive, Cambridge Semantics, Data Advantage Group (DAG), Global IDs, AlationApplication of Information Architecture in large enterprise through use of industry standard modelling, mapping, management, metadata, lineage and quality standards and technologies including IDEF1X, DDL, DML, UML, ER/Studio, ERWin, MDM, IDQ,Multi-system data Integration using industry standards such as SOA, EAI, BPI and API using API Gateway, iPaaS and ESB technologies such as Apache Knox, Boomi, Mulesoft, Tibco, Axway, Informatica, Workato, Jitterbit, SnapLogic, Apigee.Visualization using technologies such as PowerBI, Tableau, Spotfire, D3, Spotfire, QlikIoT technologies such as IoT Hub, IoT Edge, Event GridDesired Experience:Extensive knowledge with any of the following: Azure, O365, Azure Stack, Azure ADExperience with any claims based authentication (SAML/OAuth/OIDC), MFA, RBAC, or ABACKnowledge of cloud security controls including tenant isolation, encryption at rest, encryption in transit, key management, vulnerability assessments, application Firewalls, SIEM, etc.. Experience with resilient and highly available mission critical technology componentsExperience with multi-geo, multi-tier service design and operationsFunctional knowledge of programming Scripting and data science languages such as JavaScript, PowerShell, Python, Bash, SQL, .NET, Java, PHP, Ruby, PERL, C++, R, etc.CI/CD delivery using code management, configuration management and automation tools such as GitHub, VSTS, Ansible, DSC, Puppet, Ambari, Chef, Salt, Jenkins, Maven, etcApplication of AI, Cognitive and Data Science technologies such as Azure Machine Learning, Cognitive Services, Text Analytics API, Face API, Computer Vision API, Bot Service, Azure Notebooks, Anaconda, Jupyter, TensorFlow, R, Neural Networks, NLP, NLG, TTS, Watson, etc.Delivery using modern methodologies especially SAFe Agile, Iterative, Waterfall, etc.Desired Certifications:Microsoft, Redhat, TOGAF, Zachman, ITIL, Cisco, (ISC)2, CEH, SAFe, PMI, etcIf you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.Apply Now. "	"London, UK"	"IT, Consulting"	NA	NA	"Resource Solutions - EY"	"Ernst & Young "	"JS-LON00ERU"	"11/12/2018 12:54:38"	"http://www.jobserve.com/GmuVm"	NA	NA	NA
"UI Architect - London"	"£95k - £100k per annum + Benefits"	"London"	"Permanent"	"UI Architect - London"	"London - £95k - £100k per annum + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"UI Architect - London - £95,000 - £100,000 My client a world's leading media organisation is looking for a dedicated UI software architect to join their team working to design, author and implement Front End applications and solutions with the goal to build a portfolio of platform services. You will be working closely with other skilled architects, developers, testers, product owners and business stakeholders while being expected to contribute code as well as design and support for the developers. You will also be a key part of a cross-functional product development group using agile management and engineering practices. Essential Skills & Experience*A passion for all aspects of software development and learning new skills with a continuous improvement mindset.*Positive and constructive agile approach with an emphasis on collaboration and flexibility while also being accommodating under pressure.*Solid experience of delivering Front End web applications, with hands-on knowledge of technologies such as, Node.js, React.js, HTML5 and Redux.*Excellent experience of building high-performance UI systems which scale linearly.*Previous experience of designing a continuous integration, ideally continuous deployment using Jenkins.*Experience in contributing towards designing software quality testing framework to enable performance testing, stress/load testing, functional testing and security testing.*Demonstrable hands-on experience and skill in software development, experience of Linux, Windows, Java, JSON, SQL, NoSQL, ADFS.*AWS design/development/deployment including, CloudFormation, CloudWatch, Kinesis, SQS, API Gateway, DynamoDB, VPC, IAM, Lambda, Elasticache.*A credible individual with strong communication skills, both written and spoken with the ability to vocalise issues across a range of situations.*Strong understanding of multi-tier web applications and services.Desirable Skills & Experience*Knowledge of GO, Python, Docker *Experience of automation for QA and DevOps*Liaising with offshore and/or outsourced development teams *Experience influencing product roadmaps*Big Data and machine learning*Computer Science, Broadcast media or maths background *Working knowledge of software development practises and technologiesSpring acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explains how we will use your information "	"London, UK"	"IT"	NA	"£95k - £100k per annum + Benefits"	"Spring Technology"	"Vernon Williment "	"JS-ARCH-281"	"10/12/2018 19:22:36"	"http://www.jobserve.com/GmmHR"	"Executive"	NA	NA
"UI Software Architect"	"90-100k"	"London"	"Permanent"	"UI Software Architect"	"London - 90-100k"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Title: UI Software Architect Location: White City, LondonSalary: £90 - £100,000 My client a world's leading media organisation is looking for a dedicated UI software architect to join their team working to design, author and implement Front End applications and solutions with the goal to build a portfolio of platform services. You will be working closely with other skilled architects, developers, testers, product owners and business stakeholders while being expected to contribute code as well as design and support for the developers. You will also be a key part of a cross-functional product development group using agile management and engineering practices. Essential Skills & Experience*A passion for all aspects of software development and learning new skills with a continuous improvement mindset.*Positive and constructive agile approach with an emphasis on collaboration and flexibility while also being accommodating under pressure.*Solid experience of delivering Front End web applications, with hands-on knowledge of technologies such as, Node.js, React.js, HTML5 and Redux.*Excellent experience of building high-performance UI systems which scale linearly.*Previous experience of designing a continuous integration, ideally continuous deployment using Jenkins.*Experience in contributing towards designing software quality testing framework to enable performance testing, stress/load testing, functional testing and security testing.*Demonstrable hands-on experience and skill in software development, experience of Linux, Windows, Java, JSON, SQL, NoSQL, ADFS.*AWS design/development/deployment including, CloudFormation, CloudWatch, Kinesis, SQS, API Gateway, DynamoDB, VPC, IAM, Lambda, Elasticache.*A credible individual with strong communication skills, both written and spoken with the ability to vocalise issues across a range of situations.*Strong understanding of multi-tier web applications and services.Desirable Skills & Experience*Knowledge of GO, Python, Docker *Experience of automation for QA and DevOps*Liaising with offshore and/or outsourced development teams *Experience influencing product roadmaps*Big Data and machine learning*Computer Science, Broadcast media or maths background *Working knowledge of software development practises and technologiesIf you're interested please get in touch at (see below) Spring acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explains how we will use your information "	"London, UK"	"IT"	NA	"90-100k"	"Spring Technology"	"Niamph Salisbury"	"JS-SALI22"	"07/12/2018 10:54:13"	"http://www.jobserve.com/Gl39U"	"Executive"	NA	NA
