"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"company_summary"	"category"
"HR People Data Analyst"	"£340 Per Day"	"London Sunbury on Thames"	"Contract"	"HR People Data Analyst"	"London Sunbury on Thames - £340 Per Day"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Workplace Analytics Analyst6 Month ContractSunbury on Thames, SurreyDay rate up to GBP 340HR analytics is generating a huge amount of enthusiasm, focus and impact in the corporate environment. The emphasis of the role will be on driving innovation and expanding our clients People Analytics offering using Microsoft's Workplace Analytics. This will include:Maximising value of the tool to improve performance through impact analysis of collaboration and people networksProducing analytics and insight from Workplace Analytics data sets and queriesSupporting the Workplace Analytics Consultant to develop and test hypotheses using both Workplace Analytics and other people data sourcesCollaborating with internal teams and Microsoft the role will ensure that projects are delivered to agreed requirements, standards and within agreed timescales based on business requests.The Workplace Analytics investment is sponsored by C suite executives as part of broader modernisation initiatives.The role sits within the Global People Data team, a highly visible organisation in which delivers People Analytics and Management Information. We have increased sophistication of the offer over the last few years embedding deep dive and statistical analysis to support HR. The Workplace Analytics Analyst is critical to increasing the sophistication of our analytics in line with business demand and internal modernisation AgendasJob ResponsibilitiesDeliver Workplace Analytics Projects to deliver value to our client. This will include:Undertsand business hypotheses and develop analytics story boards to target analysisDeliver robust and accurate analytics findings to test hypothesesDeveloping recommendation using Workplace Analytics, Visualisation tools (Power BI) and multiple HR data setsBe the Workplace Analytics technical expertEssential Qualifications and CriteriaProven ability to deliver analytic insights to solve business problemsDevelop stories to deliver recommendationsExperience in balancing quantitative and qualitative analyticsAbility to work effectively under minimal supervision and show the level of motivation required to work proactivelyRigorous attention to detailAbility to interpret and communicate complex findings in a simple a concise mannerGood comfort levels using coding or querying languages eg SQL, Hive, Impala to manipulate and query dataDesirable Qualifications and CriteriaProject experience using Microsoft Workplace AnalyticsPeople analytics ExperienceStrong working knowledge of Power BI or other visualisation toolsStatisticsDue to the volume of applications, we regret that we can only respond to those meeting our above requirements."	"London Sunbury on Thames, UK"	"IT"	"£340 Per Day"	"Juice Resource Solutions Limited"	"Mo Alam "	"JSMA/009"	"27/11/2018 18:34:25"	"http://www.jobserve.com/GkRen"	"ASAP"	"6 months +"	NA	NA
"Workplace Analytics Analyst"	"£300 - £340 Per Day"	"Surrey Sunbury on Thames"	"Contract"	"Workplace Analytics Analyst"	"Surrey Sunbury on Thames - £300 - £340 Per Day"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Workplace Analytics Analyst6 Month ContractSunbury on Thames, SurreyDay rate up to GBP 340HR analytics is generating a huge amount of enthusiasm, focus and impact in the corporate environment. The emphasis of the role will be on driving innovation and expanding our clients People Analytics offering using Microsoft's Workplace Analytics. This will include:Maximising value of the tool to improve performance through impact analysis of collaboration and people networksProducing analytics and insight from Workplace Analytics data sets and queriesSupporting the Workplace Analytics Consultant to develop and test hypotheses using both Workplace Analytics and other people data sourcesCollaborating with internal teams and Microsoft the role will ensure that projects are delivered to agreed requirements, standards and within agreed timescales based on business requests.The Workplace Analytics investment is sponsored by C suite executives as part of broader modernisation initiatives.The role sits within the Global People Data team, a highly visible organisation in which delivers People Analytics and Management Information. We have increased sophistication of the offer over the last few years embedding deep dive and statistical analysis to support HR. The Workplace Analytics Analyst is critical to increasing the sophistication of our analytics in line with business demand and internal modernisation AgendasJob ResponsibilitiesDeliver Workplace Analytics Projects to deliver value to our client. This will include:Understand business hypotheses and develop analytics story boards to target analysisDeliver robust and accurate analytics findings to test hypothesesDeveloping recommendation using Workplace Analytics, Visualisation tools (Power BI) and multiple HR data setsBe the Workplace Analytics technical expertEssential Qualifications and CriteriaProven ability to deliver analytic insights to solve business problemsDevelop stories to deliver recommendationsExperience in balancing quantitative and qualitative analyticsAbility to work effectively under minimal supervision and show the level of motivation required to work proactivelyRigorous attention to detailAbility to interpret and communicate complex findings in a simple a concise mannerGood comfort levels using coding or querying languages eg SQL, Hive, Impala to manipulate and query dataDesirable Qualifications and CriteriaProject experience using Microsoft Workplace AnalyticsPeople analytics ExperienceStrong working knowledge of Power BI or other visualisation toolsStatisticsDue to the volume of applications, we regret that we can only respond to those meeting our above requirements."	"Surrey Sunbury on Thames, UK"	"IT"	"£300 - £340 Per Day"	"Juice Resource Solutions Limited"	"Emma Heeley "	"JSEH -"	"27/11/2018 10:42:46"	"http://www.jobserve.com/GkOAZ"	"ASAP"	"6 months"	NA	NA
"MI Reporting & Financial Accountant"	"£250 Per Day"	"London Canary Wharf"	"Contract"	"MI Reporting & Financial Accountant"	"London Canary Wharf - £250 Per Day"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Financial Reporting and MI Accountant 3 Month contractBased in Canary WharfDay rate - Negotiable The Financial Reporting and MI Accountant supports the Financial Reporting and MI Manager with regards the following accountabilities:Financial reporting of valuations and cash flow Performance reporting for the FundRegulatory reportingFinancial reporting, budgeting and cost controlStatutory accounting and auditProvision of Management Information, as requiredProvides support to the Statutory Accounting and Internal Control Manager with regards to the Fund's statutory accountsThe role works closely with the Financial Reporting and MI Analyst who also reports to the Financial Reporting and MI Manager. The post holder provides cover for the Financial Reporting and MI Manager.Key TasksValuation, performance and cash flow reportingThe team are responsible for preparing valuations and performance of the Fund's assets on a daily, weekly and monthly basis.The team are responsible for ensuring that Fund performance calculated from the accounting system (MCH) ties back to the Fund's performance reports (PnA), and ensuring that valuations and performance for asset classes managed by third party investment managers is reconciled back to the managers' monthly reports.The team are responsible for the provision of the Fund's medium-term cash flow reporting and cash flow reforecast.The team are responsible for the provision of this information to a number of stakeholders within the Fund.The team are responsible for demonstrating the performance of relevant controls to ensure the accuracy of the fund accounting records and will be required to work closely with the Statutory Accounting and Internal Control Manager in this regard.Regulatory reportingResponsible for regulatory reporting including Fund's quarterly ONS (Office of National Statistics) returns, annual FCA reporting of assets under management and annual PPF levy \"stress test\" reporting including PV01 and IE01 exposure sensitivity reporting on derivative assets.Financial reporting, budgeting and cost control for the corporate entityOversee the preparation of the annual budget and cost reporting for team costs ensuring all significant costs are accurately accrued and that all material variances between actual spend and latest forecast are investigated and followed up on. Oversee the preparation of a monthly cost reforecast.Ensuring that quarterly recharge invoices (paid by Pension Fund) are paid (via the ops team) and ensuring accounting entries are correctly reflected in the Fund's accounting books.Ensuring the accurate allocation of investment management costs across the individual funds and instructing the State Street accounting team to book these accounting entries correctly in the Fund's accounting records.Responsible for management of the end to end process relating to payment of invoices, managing AP function in this regard to promote controlled process as well as accurate posting of invoices.Statutory accounting and audit for the corporate entityResponsible for planning, management and successful conclusion of the corporate entity annual accounts.Fund Audit and statutory accountsSupporting the Statutory Accounting and Internal Control Manager in the production of the annual statutory accounts for the Pension Fund in accordance with FRS 102.The team are responsible for the Fund's accounting records being correct with all items shown in the correct place in State Street's MCH accounting system. Supplier managementThe team are lead in relationships with some of its key suppliers, State Street for fund accounting and Fund performance, as well as FTSE, MSCI, S&P and AonHewitt for provision of benchmarks.Client managementFinance & Operations lead in relationships with regards valuation, performance reporting and managing the successful delivery of the quarterly reporting timetable.The team are responsible for the management of the quarterly client meetings and preparation of the metrics relevant to the FOSA.Development of the Fund's accounting and performance systemsEnsuring that the team makes best use of State Street's MCH and PnA systems by ensuring that the right reports are available from the systems.Optimising the structure of the data in the accounting system (GL structure, asset hierarchy from individual assets to portfolios and onwards to the Fund).Liaise and work effectively with the Fund's accounting and performance service supplier on the development of the Fund accounting system MCH and the ongoing development of the Fund's performance platform PnA.Support other team members to ensure that data in the MCH accounting system is aligned at all times with Factset.Strive for continuous improvement in content and process and support ad hoc projects.Essential Education:Qualified accountant (ACA, ACCA, CIMA or equivalent)University degreeEssential experienceStrong understanding of the investment management industry, including its controls and procedures.Able to effectively collaborate with colleagues across and the Fund, as well as with the Fund's key suppliers, advisors and auditors.Mastery of technical accounting treatments and their impacts on performance reporting, valuation and cash flowAble to challenge current processes and standards and to develop new standardised techniques or approaches to improve the efficiency of the processesDesirablePrior experience working within the fund management industry.Previous experience of managing 3rd party stakeholder relationships is desirable.CFA qualified or part-qualified"	"London Canary Wharf, UK"	"Finance"	"£250 Per Day"	"Juice Resource Solutions Limited"	"Mo Alam "	"JSMA/008"	"27/11/2018 17:02:27"	"http://www.jobserve.com/GkQ3F"	NA	NA	NA	NA
"New Permanent Opportunity! Data Scientist! Immediate Start!"	"£40k - 43k per year + Benefits"	"London"	"Permanent"	"New Permanent Opportunity! Data Scientist! Immediate Start!"	"London - £40k - 43k per year + Benefits"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"RSR Regulatory Services is a market leading recruitment business dedicated to supplying experienced practitioners on a temporary, contractual or permanent basis to the Law Enforcement, Cyber Security, Offender Management and Regulatory Services talent markets.RSR Regulatory Services are currently recruiting for a Data Scientist to join a well-established healthcare regulatory body to deliver data insights the drive operations and direct resources for the business.Role: Data ScientistContract Type: PermanentSalary Range: £40000/Annum - £43000/Annum + BenefitsMain duties and responsibilities Develop mechanisms for analysing, modelling and reporting relevant employer and healthcare settings risk data to provide intelligence to the organisation.Contribute to the development of the business' insight and intelligence capability by bringing knowledge and experience of data science.Manage stakeholders and partners (internal and external) and develop effective partnerships with external data science teams and academics to ensure that the NMC's data science capability is in line with others within the healthcare regulatory context. This includes sharing of data and information, ensuring all aspects are covered within GDPR and other relevant legislation.Apply (or develop if necessary) tools and pipelines to efficiently collect, clean, and prepare massive volumes of data for analysis.Acquire and use broad knowledge of innovative methods, algorithms, and tools from within Microsoft and from the scientific literature, and apply them to analysis of scalability and applicability to the formulated problem.Transform formulated problems into implementation plans by applying (and creating when necessary) the appropriate methods, algorithms, and tools, and statistically validating the results against biases and errors. This includes the interpretation of results and development of insights and providing the business with risks and limitations.Influence change by promoting the understanding and the development of regulatory intelligence and the concept of data science within the organisation, including senior colleagues and senior external stakeholders.Undertake complex research and analysis at strategic and operational levels, linking information and intelligence to identify patterns and trends and to identify risks and concerns for various teams through timely research of all necessary internal systems and external sources using open source intelligence.Enhance data collection procedures to include information that is relevant for building analytic systems.Select features, build and optimise classifiers using machine learning techniques.Validate, monitor, and drive continuous improvement to methods, and propose enhancements to data sources that improve usability and results.Person SpecificationQualified to degree level in a relevant discipline such as statistics or economics or relevant work experience. B.S. in Computer Science, Statistics, Operations Research or similar quantitative field.Experience with data visualisation tools, such as PowerBI, D3.js, GGplot, etc.Experience of applying statistical modelling, ML and data mining algorithms to real world problems.Experience handling varied and complex data sources to draw accurate and insightful conclusions.Good understanding and experience with distributed data/computing tools like Map/Reduce, Hadoop, Spark, Hive, etc.Practical understanding and experience of working with the principles of the National Intelligence Model (desirable).Solid working knowledge of advanced analytical software and databases (eg Microsoft Azure and SAS).Solid working knowledge in one or more Scripting/database querying languages like Hive, Pig or SQL.Excellent applied statistics skills, such as distributions, statistical testing, regression, etc.If you would like to be considered for this position and have the relevant experience, then please email your CV to dapo.adewunmi@rsg Alternatively, if this role is not for you but you do know somebody who would be interested please refer them. We have a referral bonus scheme and will pay £75, in retail vouchers of your choice, for referrals who are not already known to us.Due to the high volume of applications received, if you do not hear from us within 7 working days, I am afraid your application has been unsuccessful.RSR Regulatory Services is member of the Red Snapper Group.The Red Snapper Group acts as an employment agency (permanent) and as an employment business (temporary) - a free and confidential service to candidates.The Red Snapper Recruitment Group is an equal opportunities employer.Word cloud: data science, analytics, data scientist, data, statistics, programming, algorithms, intelligence "	"London, UK"	"IT"	"£40k - 43k per year + Benefits"	"Red Snapper Recruitment"	"Dapo Adewunmi"	"JSDA - DS - LDN"	"30/11/2018 11:53:39"	"http://www.jobserve.com/Gkp6B"	NA	NA	NA	NA
"Real World/HTA Statistician - Pharmaceutical"	"GBP"	"London"	"Unspecified"	"Real World/HTA Statistician - Pharmaceutical"	"London - GBP"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"HTA/Outcomes statistician. Global pharmaceutical company, SAS/R, CDISC/SDTM. Method development. LondonYour new companyIs a prestigious global pharmaceutical company with a history of innovation, looking to grow their Real World Evidence and HTA team, by adding several late phase/observational/HTA statisticians to work on a range of projects.Your new roleYou will be supporting a number of studies focused on HTA/Observational & late phase clinical development projects, working closely with clinical colleagues, senior stakeholders and programmers to provide comprehensive expertise, analysis, interpretation, and understanding of data.Major responsibilities will include:Statistical analysis of large real world and late phase trial data sets;Statistical method development and optimisation;Supporting late phase/HTA submission teams on the analysis and interpretation of data;Working on multiple concurrent projects.What you'll need to succeedAs well as a good technical background within statistics, you should have very strong analysis and data interpretation skills and exposure to late phase clinical/observational research and/or HTA submissions.Candidates should have:An MSc (or equivalent experience) within statistics, biostatistics, mathematics, informatics or related discipline. Candidates with higher degrees, ie PhD are preferred;A track record of method development or innovation within statistics/biostatistics;Experience of late phase/observational/real-world research, ideally with knowledge of HTA processes or submissions;A good knowledge of programming languages, such as R or SAS.Candidates with direct experience of the pharmaceutical industry (either from in-house or CRO experience) are preferred, as are those with hands-on experience of CDISC standards, eg SDTM or ADaM.There are several roles available at varying levels, and candidates with less/different experience are also encouraged to apply.What you'll get in returnYou'll get the chance to work for an innovative pharmaceutical company, with a collaborative working atmosphere, working on a range of interesting projects. You'll also get excellent career progression and development and a generous salary and benefits package.What you need to do nowIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call me on .If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career, as there are a number of statistics and data science roles available.Keywords: statistics, biostatistics, SAS, R clinical, trial, development, late, phase, Phase IV, RWE, RWD, real, world, evidence, observational, outcomes, data, HTA, health, technology, assessment, analysis, science, pharmaceutical, CDISC, SDTM, ADaM, submission, interpretation, project, management, London, programmer, method, tool, small, molecule, biologics, research, biology "	"London, UK"	"Science"	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36690997/587525791"	"02/12/2018 11:11:40"	"http://www.jobserve.com/GlEdl"	NA	NA	NA	NA
"Senior Lecturer/Reader in Medical Statistics"	"51630.00 - 58089.00 Annual GBP"	"City, Bristol"	"Permanent"	"Senior Lecturer/Reader in Medical Statistics"	"City, Bristol - 51630.00 - 58089.00 Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Senior Lecturer/Reader in Medical Statistics ACAD103686 £51,630 - £58,089 per annum This is an exciting opportunity for an experienced medical statistician with a strong track record in applied clinical trials research to join one of the UK's leading UK Clinical Research Collaboration (UKCRC) registered Clinical Trials Units. The post is at the Senior Lecturer/Reader level but for an exceptional candidate an appointment at the Professorial level may be considered. This post is funded by the University of Bristol as part of a strategic investment in clinical trials. The newly formed Bristol Trials Centre, which comprises the Clinical Trials and Evaluation Unit (CTEU) and the Bristol Randomised Trials Collaboration (BRTC), has a diverse portfolio of trials including studies evaluating hospital-based and community-based interventions, clinical trials of investigational medicinal products (CTIMPs) and non-CTIMPs. Currently, the Centre is running a range of trials in general surgery, cardiac surgery (adults and children), orthopaedic surgery, ophthalmology, emergency medicine, urology, primary care, mental health and public health. The Centre also has a portfolio of cohort studies in cardiovascular and other diseases. Improving the efficiency and quality of trial conduct through the use of innovative IT solutions and greater use of routinely collected data is a key focus. Working with multidisciplinary research teams, you will provide leadership in medical statistics, clinical trial methods and trials methodology and play a role in the development of the Centre. A key strategic objective is to increase the breath and number trials run through the Centre. Another key objective is to complete the harmonisation of working practices as the CTEU and BRTC come together as the Bristol Trials Centre. You will be based in the CTEU.  You are expected to make a significant contribution towards establishing the Centre as an international centre of excellence in clinical trials and translational research, evidenced through an increased research portfolio and publications in high-quality journals. You will also contribute to teaching and administration for the School's postgraduate taught programmes. Supervision of PhD students working on trials methodology topics will be encouraged. You will have a PhD in statistics (or a related quantitative topic) and a track record of high-quality research in trials or trials methodology, with a portfolio of research grants and research outputs in major international journals. For an informal discussion please contact: Professor Chris Rogers, Director Bristol Trials Centre, Co-Director of the Clinical Trials and Evaluation Unit, Telephone: ; E-mail:  We appreciate and value difference, seeking to attract, develop and retain a diverse mix of talented people that will contribute to the overall success of Bristol and help maintain our position as one of the world's leading universities. To apply please visit our web site at enter the vacancy number into the job search and follow the link to the on line application process. The closing date for applications is 23:59 on Sunday 16th December 2018. "	"City, Bristol, UK"	"Education"	"51630.00 - 58089.00 Annual GBP"	"University of Bristol"	"University of Bristol"	"JS3573_6816487/587812174"	"02/12/2018 11:05:30"	"http://www.jobserve.com/GlEZN"	NA	NA	NA	NA
"Research Associate in Computer Vision for Body and Facial Movement Rec"	"GBP"	"Bristol"	"Permanent"	"Research Associate in Computer Vision for Body and Facial Movement Rec"	"Bristol - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This project is funded by a charity to apply machine learning and deep learning techniques for the analysis of movements in Parkinson's patients. The position is available for 13 months and will involve collaboration with medical colleagues at a nearby hospital who will provide access to patients to allow the candidate to commence the task by capturing the relevant data.The research and software development will involve feature detection and tracking, deep learning techniques, statistical modelling and analysis, the use of one or more RGB-D cameras, comparative evaluation, and many other relevant topics.ApplicationThe candidate should hold (or be currently in the completion stages of) a PhD degree in Computer Science or Electronic Engineering or a related discipline, in a field related (but not limited) to computer vision, machine learning, statistics or applied mathematics.  should ideally also have experience in any one or more of the following: human tracking; multi-camera analysis; action and event recognition; object detection and recognition; facial movement analysis have excellent C/C++/Matlab/Python programming and systems integration skills  have a good publication record in computer vision and/or machine learning be able to conduct research independently possess excellent speaking and writing skills in English be comfortable in dealing with patients, medical practitioners and others as the job may require.There is no formal closing date. Applications will be reviewed when submitted and the recruitment process will continue until the position is filled.For further details and application please contact:Prof. Majid Mirmehdi - Email: We appreciate and value difference, seeking to attract, develop and retain a diverse mix of talented people that will contribute to the overall success of Bristol and help maintain our position as one of the world's leading universities. "	"Bristol, UK"	"Legal"	"GBP"	"University of Bristol"	"University of Bristol"	"JSACAD103543/593978403"	"03/12/2018 18:14:53"	"http://www.jobserve.com/GlSmW"	NA	NA	NA	NA
"Clerical/Admin Officer"	"9.85 Hourly GBP"	"North Shields, Tyne And Wear"	"Permanent"	"Clerical/Admin Officer"	"North Shields, Tyne And Wear - 9.85 Hourly GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Are you looking for a new, exciting Admin opportunity? Do you have excellent IT skills and a background in data entry? We are thrilled to support our public sector organisation in North Shields you'll be an essential part of a small, dedicated and friendly data processing team.Contract: Temporary, expected until end of February 2019.Location: North Shields Hours: Monday to Friday 9 - 5, 37 hours a week.Pay Rate: £9 p/hThis role is to work within an established public sector organisation based at North Shields. This is an involved Admin Officer role concentrating primarily on data entry. If successful, your responsibilities will include the following: - Covering general admin tasks, such as filing, photocopying, email correspondence etc.- Strong knowledge and understanding of Microsoft Office packages (Word and Excel) - Inputting figures and statistics from paper and electronic forms- Data entry into databases- Using in house systems to input data- Training provided on in house systems- Working in busy environment As the ideal candidate, you will:-Possess excellent IT skills, including proficiency with the Microsoft packages, in particular Word, Excel and Outlook-Be a skilled communicator, confident communicating internally and externally-Possess a keen eye for detail with a high level of accuracyThis is a full time temporary role, currently expected to last until the end of February 2019. If you think you have the skills and knowledge to fulfil this role, please do not hesitate to submit your online application. We are looking for the correct candidate to start ASAP and welcome your applications. "	"North Shields, Tyne And Wear, UK"	"Office and Admin"	"9.85 Hourly GBP"	"Brook Street"	"Brook Street"	"JS8530352/586923659"	"03/12/2018 16:28:37"	"http://www.jobserve.com/GlRWG"	NA	NA	NA	"Public Sector"
"Excellent opportunity for a Capital analyst to join growing run-off ac"	"GBP"	"London"	"Permanent"	"Excellent opportunity for a Capital analyst to join growing run-off ac"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Fairbank Partners are working with a fast-growing run-off acquirer in their search for a Solvency II Capital Analyst. The opportunity: Wide variety of complex work: calculating the Solvency II balance sheets and producing reports to the UK and Irish regulators - the role will evolve and develop as the team continues to grow Highly business-facing role: interaction with actuarial, risk, M&A, and finance Excellent exposure to senior-stakeholders: Report into a Senior Actuary and Head of Department who then reports directly into the Chief Actuary Basic salary: c.£45,000 dependent on experience The ideal candidate: Actuarial student Experience of Solvency II Standard Formula ReMetrica abilities preferred but not essential A degree in Mathematics, Statistics or Actuarial Science with excellent academic background To discuss this role, or to explore your career options, please submit your CV or contact Daisy Hector in confidence on . Fairbank Partners has access to a wide range of actuarial jobs and acts as an employment agency. "	"London, UK"	"Other"	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85224/594974271"	"03/12/2018 15:12:59"	"http://www.jobserve.com/GlQX2"	NA	NA	NA	NA
"Senior Commercial Claims Handler"	"42k Annual 00 GBP"	"New Malden, Surrey"	"Unspecified"	"Senior Commercial Claims Handler"	"New Malden, Surrey - 42k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Are you an experienced Commercial Claims Handler looking for a new opportunity? Senior Claims Handler  Location - New Malden  Salary £42,000 DOE + Pension and other Benefits Our client is a leading National Broker which has grown significantly through Organic Growth from New business and renewal of existing clients. They are now looking for claims handler to add to compliment this Growing brokerage. Duties include: Process claims under delegated authority schemes in accordance with requirements of insurers and Claims ManagerPreparation of accurate claim statistics and analysis to assist the client servicing team to review/evaluate trends and assist in Risk Management issues for nominated accountsEnsure that insurers and their representatives afford clients an appropriate quality of service within appropriate timescalesInform insurers of claims/circumstances ASAP after they are notified to us and in accordance with latest judicial regulationsConsider whether applied reserves are realisticNegotiate settlement proposals with insurers to the best interest of the clientProvide claims advice to clients, managing expectations from the outset and ensuring that they are kept informed and advised of necessary developmentsEnsuring the clients are aware of appropriate deductions eg policy excessLiaise with client servicing team where claims have been or are likely to be declinedWarning of any difficulties experienced with a clientProviding accurate claims information and appreciate the impact of claims experience on the placement of coverEnsuring that the claims database is maintainedEnsuring electronic files accurate and up-to-dateMaintaining effective diary systemSkills and Experience:  We are looking for an experienced Claims Handler with a strong background within Commercial Claims gained from a Broker Background and ideally with knowledge of commercial liability, material damage and business interruption claims A good knowledge of Excel is essential (V-Look Ups/pivot tables etc.) as well as a high level of communication skills and ability to manage your own workload For the opportunity to work for an outstanding Independent Broker please complete the online application and a consultant from Cameron James will be in contact with you. "	"New Malden, Surrey, UK"	"Other"	"42k Annual 00 GBP"	"Cameron James"	"Cameron James"	"JS3561_33154955/567277594"	"03/12/2018 15:06:32"	"http://www.jobserve.com/GlQSk"	NA	NA	NA	NA
"Senior Technical Pricing Analyst - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Senior Technical Pricing Analyst - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major insurer is seeking a part-qualified GI actuary to undertake analyses and support projects that improve the understanding of claims and fees cost drivers across Lines of Business, thereby informing appropriate changes to quoted prices and account profitability assessments.In this key role, you will contribute to the development of appropriate management information systems for pricing.You will also contribute to the specification, development and testing cycles for deployment of rates whilst considering the impact on customers of pricing actions, acting to avoid any unfair treatment.In addition, you will provide technical underwriting and pricing guidance to assist the business in achieving its plans and in support of operational areas.With a detailed understanding of appropriate statistical techniques for insurance risk analysis and demand pricing, the successful candidate will possess familiarity with personal lines products and financial processes.Experience in the use of statistics tools like R, SAS, Emblem or similar also required. Experience in the use of Python desirable."	"United Kingdom"	"Other"	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4769/593978651"	"03/12/2018 14:14:14"	"http://www.jobserve.com/GlPwr"	NA	NA	NA	NA
"Head of Operations - Legal"	"£60k - £75K"	"Liverpool"	"Unspecified"	"Head of Operations - Legal"	"Liverpool - £60k - £75K"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"HEAD OF OPERATION - LEGAL SECTOR LIVERPOOL £60k - £75K Our client offers a full suite of legal services and is comprised of two ABS Law firms. From Costs Drafting and recovery, litigation funding provision, claims management operations, claims handling services, IT services to the insurance industry and Sports management business Due to further growth they have an exciting opportunity for an Head of Operations to ensure an appropriate programme is developed and implemented that will achieve the business's operational objectives. To oversee customer service departments and ensure they are meeting customer satisfaction goals. Duties:- Drive business growth by developing a proactive action planProduce and deliver against an agreed plan and budgetEnsuring the company has the correct level of skills to growMonitor and review processes to ensure the customers receive the best serviceImplement measure to provide motivation for employeesPrepare reports and budgetsImplement quality management and regulatory compliance strategiesReview customer reviews and customer related statistics.Person:- Educated to degree level or equivalent.Successful working experience in operational management.In depth industry knowledge.Skills:-People management Team workingCommercial business awarenessCommunication skillsProfessionalCreativityMotivatingLeadershipPlanning and co-ordinationFlexibilityCommitmentIntegrityInfluencingNegotiating"	"Liverpool, UK"	"Legal"	"£60k - £75K"	"Purchasing Professionals"	"Purchasing Professionals"	"JS3561_36610721/575957597"	"03/12/2018 08:06:22"	"http://www.jobserve.com/GlKv2"	NA	NA	NA	NA
"Account Co-ordinator - Business Travel Sector"	"25k Annual 00 GBP"	"London"	"Unspecified"	"Account Co-ordinator - Business Travel Sector"	"London - 25k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Account Co-ordinator - Business Travel Sector, London, Up to £25kOur client is a mid size Travel Management agency with international offices. Due to growth they are looking for an Account Co-ordinator to support the Business Travel Account Management team.  The responsibilities of the Account Co-ordinator are as follows: To manage a portfolio of approximate 50 small clients, making regular calls and acting as point of contact as required.To assist the AM team with management information reporting and statistics.To provide administrative support to the AM team, which will include extensive use of Salesforce ensuring that all information is kept up-to date.To assist in dealing with complaints and resolving to a satisfactory conclusion.To help arrange client functions, promotional events and familiarisation trips and to attend/escort when necessaryThe skills required for the Account Co-ordinator role is as follows:- At least 1 years travel industry experienceExperience of working with commercial agreements, RFP's would be desirablePassion for travelAbility to build relationships, and negotiateExcellent written and verbal communication skills as role is client facing and will also involve interaction with all departments of the companyProficient knowledge of Microsoft Office, particularly ExcelTo demonstrate a flexible approach to the work and functions of the post and to use flair and initiative when problem solving.To prioritise workloads working to deadlines and reaching targets where specified."	"London, UK"	"Hospitality"	"25k Annual 00 GBP"	"Prospects 4 Corporate Travel"	"Prospects 4 Corporate Travel"	"JS3561_36463641/587507147"	"03/12/2018 07:52:11"	"http://www.jobserve.com/GlKgm"	NA	NA	NA	NA
"Procurement/Supply manager - CIPS Qualified"	"60k Annual 00 GBP"	"Knaphill, Surrey"	"Unspecified"	"Procurement/Supply manager - CIPS Qualified"	"Knaphill, Surrey - 60k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Supply manager - CIPS Qualified We are looking for someone who can bring experience from a similar role with a true love for supplier management and organisational compliance. We will be looking to this role for:  Performance updates and delivery indicators of suppliers alongside meetings and reviews, gaining feedback and raising where necessary Maintain systems and data to ensure accurate information and report on business-beneficial statistics Undertaking audits with a risk based approach, raising recommendations for greater efficiencies Liaise with our trade bodies (CoPSO, IPSA), regulator (PCCB) and The Property Ombudsman (TPOs), whilst maintaining a brilliant understanding of Search Code requirements What you need to know:  Data management systems, compliance industry experience, supplier management, audit processing, CIPS "	"Knaphill, Surrey, UK"	"Manufacturing"	"60k Annual 00 GBP"	"MLR Associates"	"MLR Associates"	"JS3561_36430029/582765893"	"03/12/2018 07:42:14"	"http://www.jobserve.com/GlKUB"	NA	NA	NA	NA
