"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"company_summary"	"duration"	"category"
"Data Scientist - World class team in Manchester"	"£30k - £45k per annum + Share Options & Bonus"	"Manchester"	"Permanent"	"Data Scientist - World class team in Manchester"	"Manchester - £30k - £45k per annum + Share Options & Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Scientist needed by a genuinely world class team in the heart of Manchester, building a first of its kind AI product. This is a unique opportunity to join a growing organisation who have been one of Manchester's biggest success stories in the last few years. They are constantly striving to improve, hiring some of the best people in the UK across the business, whilst fiercely guarding their culture.You: You will ideally be either a Data Scientist at the moment or someone coming from a highly numerical background doing something an MSc or PhD.The team appreciate that if you can solve complex problems, deal with complex data sets and turn that information into something actionable - you can become a top Data Scientist. From a technical perspective, ideally you will have experience (commercial or academic) of most of the following: * Machine Learning/Data Mining/Natural Language Processing (NLP)/Neural Networks/Deep Learning* Statistical Packages or Languages such as: R, SPSS, SAS, S-Plus, Python, MATLAB and STATA* RDBMS - Open Source, NoSQL and any knowledge of SQL Server* Any understanding or previous knowledge of: Markov Models, Cluster Analysis, Statistics and Reliability Models* Big Data tools such as: Hadoop/Pig/Hive/HBase/Cassandra/Spark/SplunkThe Role:As you will be working for a Data Analytics company, technical & mathematical problems are par for the course. You will be dealing with a mix of clients from global FTSE 100 organisations to local companies so will need to be able to communicate with them at both a technical and non-technical level. One of the reasons they have been so successful is the attention to detail and understanding of their customers exact problem.One of the biggest areas for our client is the desire to continue your professional development, keeping abreast of the ever-changing world of data, attending meet-ups, experimenting with new techniques/technologies and generally immersing yourself in all things data science.If you're on the lookout for a big pay day, or to work in a behemoth organisation where you'll be a small cog in a big wheel, this is definitely not the role for you.However, if you are ambitious and up for a challenge - it could be perfect.The Company:A genuine North West success story, you will be joining an organisation who have really exploded onto the scene in the last couple of years and have helped solidify Manchester as a genuine tech Powerhouse.With a stellar leadership team, who are constantly pushing the boundaries and striving to achieve more, you will be working for an organisation that is trying to be one of the very best on the planet. With the way they are going - this will become a reality!They provide various data analytics solutions to customers across the country, from models for forecasting and sales pipelines, to entire end to end data science solutions - this team can do it all.Having already out-grown two offices, they have moved into a custom fit space in the heart of Manchester, which is easily one of the best spaces in Manchester (if not the whole country). Application & Interview Process:To apply for this role, click on the link below and feel free to get in touch with Liam at Cathcart Associates for a more detailed chat.The interview process for this role is an informal chat with one of the Lead Data Scientists, followed by a more in-depth technical chat with the Director of Data Science and a final cultural chat with the CEO, who is still very much hands on when it comes to building the team."	"Manchester, UK"	"IT"	"£30k - £45k per annum + Share Options & Bonus"	"Cathcart Associates Limited"	"Liam Wilson "	"JS-VR/20250"	"07/12/2018 16:14:26"	"http://www.jobserve.com/Gl6ZW"	"ASAP"	"About Cathcart Associates Limitedwww.cathcartassociates.comCathcart Associates is a market leading, independent IT / Technology consultancy offering permanent and contract services across Scotland and the North of England for all technical disciplines."	NA	NA
"C# Developer: interested in delivering scalable solutions"	"£34k - £64k per annum + Package"	"Leatherhead, Surrey"	"Permanent"	"C# Developer: interested in delivering scalable solutions"	"Leatherhead, Surrey - £34k - £64k per annum + Package"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"C# Developer: interested in delivering scalable solutionsJunior, Mid-level and Senior Developer openingsLeatherhead, Surrey£34k - 64k + Package (Negotiable for the right candidate)Job descriptionDo you want to be part of a company focused on massive growth and heading in a new and exciting direction? Do you want to help them save lives by changing the driving behaviour of young drivers with cutting edge technology?My client are a SaaS provider who have been successfully doing that for 7 years.The use innovative and massively scalable cloud-based technologies to improve young driver safety and help them get great discounts on their car insurance.They are looking for developers who are passionate about delivering solutions to complex problems using best practice approaches and the latest technology.They have lots of greenfield projects to start and minimal Legacy code.They work as a collaborative, friendly team, where everyone's input is valued from initial design to deployment. Whether joining at a Junior, Mid or Senior level they are invested in each team member's development, continuously evolving and refining the ways they work.Some features of their team approach:*Proposed solutions judged on their merits, not seniority*Technology choices based on applicability, not history*DDD*Agile practices*CI with automated testing*Azure hosting - services, API's, data storage and databases*Message-based, distributed architecture*TDD, Design patterns, SOLID principlesAbout the roleCandidates will gain invaluable experience over the course of their career and be exposed to the full software development life cycle.Junior candidates will start learning from day one and will be encouraged to employ best practice development techniques. Candidates will be supported by the senior team but will most importantly have a voice on all projects they work on.Mid and senior candidates will be expected to take project ownership and responsibility for producing high quality solutions. They will be directly involved in what they build and how they build it. They'll also be expected to offer guidance and mentoring to less experienced developers on the team.About youWith a new CEO joining the business at the end of 2017, they're looking for someone who can work under business pressures with the overall company goals at the forefront.They're looking for smart, ambitious people who are keen to help them shape and refine their current ways of working. The ideal candidate will demonstrate solid technical skills, have a passion for writing great code and be willing to participate in or lead a team of developers.Core skills and experience*C#, .NET Framework*Visual Studio*SQLNot essential, but good to have*Microservices*CQRS*Event sourcing, Publish - subscribe patterns*Angular*Data Science/modelling*PythonIn addition to technical skills, they're looking for a dedication to lifelong learning. A desire to try new technologies or apply current ones in new ways.Working thereIt won't take long on your arrival at their offices to see what a scenic environment they're lucky enough to work in. With the River Mole running alongside you'll find all sorts of wildlife joining you on your lunchtime stroll.Although they're worlds apart from the city hustle and bustle, Leatherhead's town centre has a good choice of cafés, restaurants and shops to grab a bite to eat.They have a leisure centre nearby for those who prefer to spend their lunch break on a treadmill and plenty of parking on site which takes the stress out of finding a space each day.Their bright, airy offices and stunning grounds make for a lovely place to work.The teamThey're a friendly team with both male and female developers across all ages and experiences.With a nice selection of pubs just a 10-minute walk away you'll often find the team at the local Wetherspoons for Chicken Wednesdays or enjoying an after-work drink in the sunshine, though there is always a selection of fresh fruit and snacks in the office. When they want to celebrate a success, there'll be a pizza or bacon sandwich brunch.Please send me your CV for an immediate turn around.TLP Consultancy Ltd is acting as an Employment Agency in relation to this vacancy."	"Leatherhead, Surrey, UK"	"IT"	"£34k - £64k per annum + Package"	"TLP Consultancy"	"Martin Pyke "	"JS-SAAS3"	"13/12/2018 15:59:03"	"http://www.jobserve.com/GnK8D"	NA	NA	NA	NA
"Senior Consultant - Insurance & Analytics - Enterprise Analytics Solution Practice"	"Strong Salary Package"	"London"	"Permanent"	"Senior Consultant - Insurance & Analytics - Enterprise Analytics Solution Practice"	"London - Strong Salary Package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you want to join one of the fastest growing Global Platform Software Engineering Consultancies in the world?Do you enjoy working with super technical people coupled with strong business acumen?Here at EPAM, we combine best-in-class software engineering with digital strategy and experience design, business consulting and technology innovation services.Come join us!SUMMARY  We are looking for a Permanent Senior Consultant with very strong experience in Insurance and Analytics to join our Enterprise Analytics Solution Practice in London.The role will be aligned to one or more large clients of ours.We need: Deep Knowledge of the Insurance industry ie in various functions/domains within insurance eg Acquisition (Pricing, Marketing etc.) and Customer Management (Claims, Fraud, Attrition, Customer Engagement);Experience in customer analytics and how analytics could be applied to optimise business process eg acquisition, customer management etc. RESPONSIBILITIES Act as team lead, key workshops, assessment and roadmap preparations Present the project's objectives and EPAM's approach to deliver Drive/participate in the IT Service Manager Interviews and the IT Service Team Interviews Participate in the Persona and Use Case Interviews and drive the BU Leader Interviews Provide consultancy/coaching to the BI Analyst(s) Participate in sessions with the Enterprise/Solution Architects Provide consultancy/coaching to the BI Architect Participate and drive the Analytics Road-mapping Session Drive the finalization of the discovery results Drive the BI vision and strategy creation Drive the Review Session with the IT Sponsor and Service Managers Present the BI/analytics vision/strategy Drive the Analytics Roadmap Session REQUIREMENTS Communication: Excellent client-facing communication skills: Drives meetings/workshops/interviews (internal/with client) Excellent networking skills: Actively and proactively networks with the client stakeholders Able to communicate to both highly technical and non-technical stakeholders effectively Excellent documentation, communication and presentation skills  Business: Deep domain expertise in Insurance Industry Have the ability to see the big picture with a demonstration of strong business acumen Understanding of the strategic business needs and vision of the client Can create a 1-5 year BI/Analytics vision Can create a 1-2 year BI/Analytics strategy  Technical: Ability to review the current BI environment, map usage and performance of analytic applications and assess Analytics Maturity state of a Business Significant experience in customer analytics projects and can demonstrate experience of leading end to end projects Knowledge of Data Science principles to do predictive, AI and cognitive modelling Knowledge of Big Data technologies and tools Relevant experience with BI/analytics design/implementation projects Good understanding of Front End analytics, data analytic tools, ETL and Back End technologies  Process: Knowledge of the Analytics Roadmap processes and can support the Roadmap team members with training/coaching the methodology In depth experience in project management and stakeholder engagement (C-suite) Contributes to the definition of Stories/Tasks on Sprint level Understanding of Scrum processes and ability to work accordingly  WE OFFER Competitive compensation depending on experience and skills Opportunity to work on leading edge platforms, working in a fast-paced, agile, software engineering culture Knowledge-sharing with colleagues from EPAM's global tech communities Regular performance feedback and salary reviews Opportunities for professional growth ABOUT EPAM  Ranked as #12 on Forbes' List of 25 Fastest Growing Public Tech Companies for 2017, EPAM is committed to providing our global team of 25,900+ EPAMerswith inspiring careers from day one. EPAMers lead with passion and honesty, and think creatively. Our people are the source of our success and we value collaboration, try to always understand our customers' business, and strive for the highest standards of excellence. No matter where you are located, you will join a dedicated, diverse community that will help you discover your fullest potential."	"London, UK"	"IT"	"Strong Salary Package"	"EPAM Systems Ltd"	"Chris Raynor"	"JS"	"07/12/2018 07:06:49"	"http://www.jobserve.com/Gja6L"	NA	NA	NA	NA
"Software Engineer Java"	"£45K"	"Havant, Hampshire"	"Permanent"	"Software Engineer Java"	"Havant, Hampshire - £45K"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Software Engineer Java - Permanent - Havant - Up to £45K Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Contribute to architectural decisions to create scalable solutions for business problems.Contribute towards identifying suitable software modelling and development tools.Provide estimates for work and contribute to the production of metrics to track progress.Support software development through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Support other engineering disciplines in capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Support and guide other engineers in applying and delivering product features driven by appropriate development techniques.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides etc.Required skills, qualifications and experience:Java 7/8 Design and Development.Agile Methodologies especially Scrum.Ability to create a collaborative team environment and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.An understanding of optimisation of software design and code for speed, memory constraints, maintainability etc.Good communication skills, ability to plan, arrange and deliver training sessions when necessary.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£45K"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7137"	"10/12/2018 10:57:46"	"http://www.jobserve.com/GmhRb"	"ASAP"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA	NA
"Lead Software Engineer"	"£60k"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer"	"Havant, Hampshire - £60k"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Software Engineer - Permanent - Havant - up to £60k Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Lead the way on architectural decisions to create scalable solutions for business problems.Identify suitable software modelling and development tools and techniques.Provide estimates for work and contribute to the production of metrics to track progress.Ensure software is developed through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are other quality-related activities are carried out by the Software team.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Ensure collaboration with other engineering disciplines to support requirements capture and testing of software.Ensure Configuration Management documentation is produced accurately, such as Software Version Description Documents.Work with Operational Excellence staff to identify improvements to processes and other ways of reducing costs.Maintain current knowledge of industry techniques and technologies, including those in academia where relevant, in order to assess viability for use.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides, white board sessions, seminars and 1-2-1 training.Support Business Development and Programme Management during capture and proposal phases.Working under consultative direction towards long-range goals and objectives.Support the Engineering management in writing processes, disseminating them and ensuring they are used to produce high quality software.Act as advisor to management and customers on Software technical research studies and applications.Required skills, qualifications and experience:Solid skills in Java 7/8.Agile Methodologies especially Scrum.Ability to create a collaborative team environemt and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Clear and concise communication/presentation skills to influence and invoke change throughout the organisation, including liaising with other disciplines to ensure a joined-up approach to the challenges of ML development.Ability to proactively set the direction for use of new technologies and associated tools, and to develop roadmaps which have the support of relevant stakeholders.Be able to guide the direction of work with minimal managerial direction, while working collaboratively in order to guide team-members and the organisation as a whole to implement change, including working cross-site.Ability to synthesize requirements from internal/external customers and strategic imperatives into software solutions that take into account technical, schedule and cost constraints, as well as requirements to optimise software for speed, memory constraints, maintainability etc.Ability to proactively transfer knowledge and spread best practice to relevant staff, using a variety of media and communication techniques.Ability to interpret current practices and processes and recommend modifications.Ability to work with all levels of engineering, programme management and leadership in order to achieve the necessary impact required.Ability to design metrics for work and to use them to track progress.Proven ability to implement change successfully.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patternsMachine Learning or other Artificial Intelligence.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£60k"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7138"	"10/12/2018 10:54:41"	"http://www.jobserve.com/GmhQe"	"ASAP"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA	NA
"Full Stack Developer"	""	"London"	"Permanent"	"Full Stack Developer"	"London"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"A Lead Full Stack Developer Role working for one of the World's leading consultancies. The Team Lead Developer is a key role in the IT department, leading the development capability for both the Mode 2 Digital & Innovation technology division as well as the Operational IT division. Delivering business transformation across the organisation and to our clients through prototyping, piloting, development & scaling of user-centric digital products as well as implementing new & emerging technologies to drive efficiencies and improvement across the business. Their role will work closely with the business relationship management, architects, solution design teams and agile project manager to build, & deliver a balanced portfolio of strategic and tactical digital & innovation projects, working closely with suppliers, business stakeholders and team members to scope, plan and deliver change as well as supporting existing solutions through continuous improvement. This is an incredible opportunity to join a progressive IT department at a leading Accounting & Professional services firm. Team Lead Developer:Hands on full-stack developer, including strong Front End development capability and a good understanding of UXManagement responsibility of a small team of developers and one UX/UI designerResponsible for building, maintaining and supporting both enterprise and client facing applicationsCollaborating with Business Relationship Managers and Solution Designers to turn concepts into practical solutions for relevant business challengesRun software development using modern DevOps methodologies to increase efficiency and productivityScan and leverage cross-industry trends in new & emerging technologies such as artificial intelligence, machine learning and data science to apply in the context of accountancy and professional servicesDemonstrate creative flair and the ability to pay attention to detailAssist in the planning and development and deployment of systems and servicesProvide proactive maintenance on support issues to ensure that we deliver excellent customer serviceAct as technical point of contact when collaborating with external vendor partners and work with them to leverage their development capabilitiesCommunication:Demonstrate strong skills to communicate, influence, negotiate and deal effectively with all levels of the IT, the Business organisation and SuppliersSeek to build relationships across the firm and to work for the overall benefit of the businessManage client expectations by listening carefully to their needs and balancing requirements with ability to deliverDemonstrate ability to tailor communication style and approach depending upon the target audience and key messages to be delivered (eg Stakeholder reporting, Steering Groups, Clients). Ensure effective communication of key issues to the department and the wider firm using non-technical languageAble to represent IT within the firmLeadership:Development Leadership - work with the senior technical manager to create best-practice software development processesContribute to thought leadership by keeping up-to-date on new approaches, techniques and tools and take account of changes and trends in technology, the market-place and in the business and propose changes to future plans accordinglyMentor & help improve junior developers. Proven track record of successfully building and delivering digital products (mobile & web apps and services) to market using agile methodologies.Expert hands-on development skills for building mobile & web apps and services.Key development skillsets: C#, .NET platform, JavaScript, HTML/CSS, Azure PaaS (Azure Functions; Azure Logic Apps; Cosmos DB; Azure App Service; ARM templates), SharePoint & ReactExperience of hands-on technical management and collaborating with agile cross-functional teamsExperience with Office 365 including PowerApps, Flow; SharePoint OnlineExperience of authentication, access and identity management technology using Azure ADExperience with cloud platforms, especially Microsoft AzureExperienced in agile software development - scrum master certified or equivalentExperience of application integration at the various levels application, application interface or data layerExperienced in modern DevOps methodologies and continuous integration using Git.Demonstrate a passion & good understanding of key new & emerging technologies and the ability to quickly learn new technology conceptsExperience of test driven development desirableDemonstrate a good understanding of User Experience methodology and its importance in digital product developmentBSc/MSc in Computer Science with a required minimum of 6 years of applicable industry experience strongly preferred)Experience building fin-tech and reg-tech products advantageousHays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"London, UK"	"IT"	NA	"Hays Specialist Recruitment"	"Anthony Ray "	"JS-3467839"	"12/12/2018 15:59:49"	"http://www.jobserve.com/Gm8oG"	NA	NA	NA	NA
"Machine Learning Engineer"	"£350 - £400 per Day"	"London"	"Contract"	"Machine Learning Engineer"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About The AI Startup and how you will play your part as their first NLP Engineer This disruptive AI startup has an outstanding opportunity for an accomplished NLP Engineer to join the team as one of the company's first key hires. They have just raised a considerable amount of funding and are now focusing their attention on growth. As a company, their core purpose is to address the laborious bureaucracy associated with international supply trade documentation. They therefore see this NLP Engineer hire as someone who will help create AI-first solutions to automate document inspection through smart documentation analysis and NLP-centric technologies. With my client having recently set up a London base after kickstarting this project in the USA, as their first NLP Engineer you will have a great blank canvas upon which to make an impact.About The NLP Engineer Role:As an NLP Engineer, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the NLP Engineer:Designing and developing data engineering pipelines to ingest new data and update existing algorithmsPerforming core NLP tasks, including text mining, classification, information extraction, entity recognition, text processing etc.Bringing NLP systems into production, collaborating with the engineering teamNavigating noisy labels, incomplete data-sets and multiple data formatsAbout The Successful NLP Engineer:If you are currently in a NLP Engineer, Machine Learning Engineer, Data Scientist or Data Engineer role this could be the ideal next step in your career with an exciting, disruptive tech company.Desired Skills and Competencies of the NLP Engineer:PhD/MSc in discipline related to Machine Learning, NLP, Computer Science etc.Ideally commercial experience putting academic theory into practiseStrong technical ability in Python as well as other technologies such as NLTK, Keras, Tensorflow, PyTorch etc.Knowledge of good software engineering practice and principles Expertise in NLP with emphasis on text classification, mining and clusteringBonus points for experience in applying Deep Learning for NLP, NLP on large datasetsAfter completing a contract period of work the successful NLP Engineer could also be offered a permanent position and with it a highly competitive salary depending on experience, along with excellent company benefits and stock options. However this is by no means an essential requirement and experienced contract-only applicants are very much encouraged to apply for the long term contract period, if you don't have a desire to move to a permanent role in the future.For more information about this Data Scientist role or to apply send your CV now to Steve. Please email (see below) Reuben Sinclair are a multi award winning recruitment company including: UK's Best Recruitment Consultant, UK's Best Specialist Recruitment Agency, UK's Best Agency Side Recruiter, One of only 30 UK Hyper Growth companies, UK's Most Innovative Recruitment Company, UK's Most Innovative Recruiter, UK's Best Agency Side Recruiter, UK's Best Agency Side RecruiterWe specialise in delivering recruitment solutions for complete brand engagement: Data, Digital, Sales, Marketing and PR working with some of the most innovative, entrepreneurial and award winning companies across industry.Keywords: Data Scientist, Senior Data Scientist, Lead Data Scientist, Head of Data Science, Data Analyst, Statistics, Programming, Machine Learning, Text Mining, Data Visualization, Big Data, Data Ingestion, Data Munging, Toolbox, Natural Language, Processing "	"London, UK"	"IT, Consulting"	"£350 - £400 per Day"	"Reuben Sinclair"	"Steve Woodward "	"JS-SW - 007 - 1207"	"10/12/2018 11:16:40"	"http://www.jobserve.com/GmhW9"	"ASAP"	NA	"6 months"	NA
"Software engineer C++ - Computer vision"	"300-400 per day"	"London"	"Contract"	"Software engineer C++ - Computer vision"	"London - 300-400 per day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Avanti's Key client is looking for a talented and highly motivated developer to join the Applied Technologies team in their London office. The role involves the design and development of computer vision algorithms and advanced systems with a focus on extracting information from video data. You will also be encouraged to take part in hackathons and other innovation initiatives within the global R&D department. This is a 6 month contract role with the possibility to be extended. Responsibilities:  Work with a small, focused team of engineers on a research project analysing video data  Apply machine learning technics to solve Real Time computer vision problems  Design and implement proof of concept prototypes Skills and experience: The following skills are required for the role:  BS/MS degree in Computer Science, Computer Engineering, or related field  Proficiency in C++  Familiarity with state of the art computer vision techniques  Experience with at least one major deep learning frameworks (eg Caffe, TensorFlow, Torch, MXNet)  Excellent process/analytical skills  Robust software engineering and software architecture principles The following skills are not required for the role, but would be seen as highly advantageous:  MS or PhD in Computer Vision, Machine Learning, Robotics or related technical field  Experience with data science tools including Python Scripting, numpy, scipy, matplotlib   Experience with Google Vision and/or Amazon Rekognition  Experience with OpenCV  Experience with audio or video playback library integration or development.  Experience training deep convolutional and/or recurrent neural networks  Experience with Real Time image processing  Robotics background  Experience with C#  Experience with Unity and/or Unreal Engine If this is of interest please do not hesitate to apply for immediate consideration."	"London, UK"	"IT"	"300-400 per day"	"Avanti Recruitment Ltd"	"Peter Breakspear "	"JSAVANTI_COMPVISCONTRACT"	"12/12/2018 08:28:52"	"http://www.jobserve.com/GhtUD"	"ASAP"	NA	"6 - 12 months"	NA
"Head of BI"	"£80k - £90k per annum + Excellent package"	"Bath"	"Permanent"	"Head of BI"	"Bath - £80k - £90k per annum + Excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you considering moving into a new role as Head of BI?Are you tired of spending most of your time sailing through an ocean of company politics issues?Perhaps it is time for a change and new challenge with a company that ACTUALLY get things done.This role is to be based in Bath and has come available due to an internal promotion. Working directly with the CTO, the Head of BI would sit between the senior management team and the technology team.You would have the opportunity to improve and maintain the performance of the information systems team, on a strategic level and tactical levels.The relevant experiences for this position include: Experience working in a managing position Extensive line management experience, especially with high calibre technical staff Strategic thinking Head of BI alongside budget management, including forecasting Good negotiating and influencing skillsThis opportunity will allow you to manage a large team both directly and indirectly. This role would be ideally suited to you if you have a background in analytics, data warehousing or data science, are no longer working in a hands-on capacity and enjoy managing the team and supporting the business working directly with clients.As well as a generous remuneration, the benefits will include: Option to work from home up to 2 days per week Performance based bonus Generous pension package Private healthcareIf this sounds like you and you are interested in learning more, please do get in touch:Angelo Potenza"	"Bath, UK"	"IT"	"£80k - £90k per annum + Excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000015265"	"07/12/2018 16:58:06"	"http://www.jobserve.com/Gl6qr"	NA	NA	NA	NA
"Head of BI"	"£80k - £90k per annum + Excellent package"	"Bristol"	"Permanent"	"Head of BI"	"Bristol - £80k - £90k per annum + Excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you considering moving into a new role as Head of BI?Are you tired of spending most of your time sailing through an ocean of company politics issues?Perhaps it is time for a change and new challenge with a company that ACTUALLY get things done.This role is to be based in Bristol and has come available due to an internal promotion. Working directly with the CTO, the Head of BI would sit between the senior management team and the technology team.You would have the opportunity to improve and maintain the performance of the information systems team, on a strategic level and tactical levels.The relevant experiences for this position include: Experience working in a managing position Extensive line management experience, especially with high calibre technical staff Strategic thinking Head of BI alongside budget management, including forecasting Good negotiating and influencing skillsThis opportunity will allow you to manage a large team both directly and indirectly. This role would be ideally suited to you if you have a background in analytics, data warehousing or data science, are no longer working in a hands-on capacity and enjoy managing the team and supporting the business working directly with clients.As well as a generous remuneration, the benefits will include: Option to work from home up to 2 days per week Performance based bonus Generous pension package Private healthcareIf this sounds like you and you are interested in learning more, please do get in touch:Angelo Potenza (see below). "	"Bristol, UK"	"IT"	"£80k - £90k per annum + Excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000015265"	"07/12/2018 16:57:47"	"http://www.jobserve.com/Gl6qo"	NA	NA	NA	NA
