"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"Lead Data Scientist/Architect - Python/Machine Learning/R"	"Up to £600 per Day"	"East London"	"Contract"	"Lead Data Scientist/Architect - Python/Machine Learning/R"	"East London - Up to £600 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Up to £600p/d - 6 months rolling contract - East London basedMy client is looking for a Lead Data Scientist/Architect with experience in building a machine learning based solutions.Candidate will take full ownership of designing and implementing end to end complex data science solutions. You will have experience in Python, R, Machine Learning, developing algorithms and modelsExperience and Skills:Lead Data Scientist/Architect by tradeCapable of leading and delivering large scale solutionsSignificant experience in design and deliveryExperience in building Machine Learning bot, developing algorithms, Data Science, Computer Science, Machine Learning, Statistical Science, etcInnovative thinking"	"East London, UK"	"IT"	"ASAP"	"Up to £600 per Day"	"Careerwise"	"Bernard Wong "	"JS-0000005587"	"04/12/2018 09:35:25"	"http://www.jobserve.com/GlYlv"	NA	"6 months +"	NA
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bristol"	"Permanent"	"Principal Data Scientist"	"Bristol - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away. "	"Bristol, UK"	"IT"	"ASAP"	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:57:23"	"http://www.jobserve.com/Gl299"	NA	NA	NA
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bath"	"Permanent"	"Principal Data Scientist"	"Bath - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away."	"Bath, UK"	"IT"	"ASAP"	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:56:10"	"http://www.jobserve.com/Gl28r"	NA	NA	NA
"Senior Marketing Data Scientist - 12 month FTC"	""	"London"	"Contract/Permanent"	"Senior Marketing Data Scientist - 12 month FTC"	"London"	"Contract/Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Why is our Senior Marketing Data Scientist position the next step for you?This is an exciting role working on a high profile strategic initiative within Worldpay UK.We've invested heavily in leading-edge data capabilities and we're looking for a senior data scientist with a consumer insights background to join a small, entrepreneurial team looking to exploit this technology by commercialising our payments data.How will you add value on a day-to-day basis?You'll report into the head of our new consumer insights proposition and play a pivotal role in shaping the success of this service by leading the analytical development of new, data-driven marketing products for our corporate customers - which include many of the UK's largest retail and hospitality businesses.To help steer this analytical development, you'll liaise directly with corporate customers, in conjunction with the head of the proposition and our corporate sales team, to help gather their requirements, deliver pilot analysis and test product prototypes.As a senior member of the team, you'll also work alongside the head of the proposition to help co-ordinate workstream activities for two other, more Junior Analysts within the team and help foster a team environment that encourages best practice sharing for coding, analytics and modelling.What will make you the ideal candidate?You'll need to be passionate about consumer data and relish the opportunity to turn a rich transactional dataset into compelling new insight.We are looking for at least 5 years' data science experience at a marketing or consumer insights agency, or a consumer-facing organisation. Strong analytical skills are critical to this role so you'll be highly numerate, with a degree or relevant higher qualification in a quantitative subject. You'll also bring excellent SQL and statistical analysis skills, with hands-on experience of using R to apply statistical techniques such as k-means clustering, principal components analysis, CHAID and multivariate regressions.Strong communication and influencing skills are also core to this role as you'll be expected to deliver insights to customers and engage with a variety of senior business stakeholders across our corporate sales and marketing teams.How is Worldpay changing the world?We are leaders in modern money. Each and every time you use your debit card or credit card to pay for something, whether online or face-to-face, there's a good chance it happened because of us. On an annual basis our innovations, systems and technology enable billions of money transactions globally. Working with customers large and small, we help them to take your payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process. As a leader in global Fin-Tech and the largest London IPO since 2011, this is a great time to join us in building for the next phase of the Worldpay journey."	"London, UK"	"IT, Sales and Marketing"	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000G0REEEAF/587223491"	"05/12/2018 18:19:56"	"http://www.jobserve.com/GjjUW"	NA	NA	NA
"ML Engineer/Data Scientist"	"£65k per year + Benefits"	"London"	"Permanent"	"ML Engineer/Data Scientist"	"London - £65k per year + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Engineer (Data engineering/Data Science)ML Engineer/Data Scientist is required for a tech-driven company in a stunning London location. This is a diverse opportunity for a data scientist/machine learning engineer to join a fantastic company, who are global leaders in their industry. You'll be working on an exciting data-centric product and have exposure to the entire life cycle of the product.What's in it for you as the ML Engineer/Data Scientist:The ML Engineer/Data Scientist will have a competitive salary of up to £65,000Being part of an award winning, tech driven companyGym membershipGenerous holidays, plus your birthdayHealthcare and eyecare benefitsBeing part of a data - driven and dynamic teamWorking with a modern tech stackNew stylish office locationWhat you'll be doing in this ML Engineer/Data Scientist:You will be applying NLP and other machine learning techniques to large amounts of data and performing analysisYou will be required to be consultative, and explain complex ideas to non-technical audiencesYou will be focused on production (not only researching)You'll be implementing prototypes and working in a Big Data environmentEssential skills of the ML Engineer/Data Scientist:2 years of commercial experienceExposure to NLPGood experience with machine learning and Data ScienceGreat programming skills in Python, R, Java or ScalaVery good communicative skillsAbility to work well in a close-knit teamPractical Knowledge of SQL/Nosql databasesRelevant Bachelor's degree in ML, Computer Science, Mathematics, statistics etcBeneficial skills of the ML Engineer/Data Scientist:Experience with deep learning, text mining or neural netsExposure to technologies such as tensorflow, decision trees, SparkMasters or PHD in relevant subjectAs you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative data-driven company. To apply for this position please send a recent CV to: (see below) Keywords for search - Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, Spark, Scala, R, neural nets, deep learning, SQL, NoSQL, Java Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including  pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	"05/01/2019"	"£65k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS48749"	"03/12/2018 18:27:01"	"http://www.jobserve.com/GlSqq"	NA	NA	NA
"Data Scientist - London"	"75k"	"London"	"Permanent"	"Data Scientist - London"	"London - 75k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Great opportunity to work for a new exiting start-up in the heart of London city Requirements Masters degree or equivalent experience in a quantitative field such as Statistics, Computer Science, or Applied Sciences Experience of Machine Learning  Some experience of using Python Experience of running scientific experiments Benefits Be part of a growing technology startup company Collaborative, flexible and friendly environment Competitive salary, share options and bonus 25 days holiday Flex working  Training budget, healthcare and a pension plan with employer contributions, childcare voucher scheme, cycle to work scheme "	"London, UK"	"IT"	"01/01/2019"	"75k"	"Tribal Solutions"	"Troy Woods "	"JSDATASCI_LONDON"	"06/12/2018 16:18:23"	"http://www.jobserve.com/GlyJp"	NA	NA	"Graduate, Executive"
"Data Scientist consultant"	"Negotiable"	"London"	"Contract"	"Data Scientist consultant"	"London - Negotiable"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Job description: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions.Manage and coordinate Data Science projects, ie defining user stories and specific tasks working closely with Product Owners and Product Managers.Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers.Provide guidance and leadership to non-Senior Data Scientists in your workstream.Present Data Science capabilities in client-facing situations, at conferences and in workshops.Actively share Data Science knowledge within Technology and Data network.We look for a profile with complementary skills, such as:Expert knowledge of Python programming, including Spark.Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive).Expert knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano).Basic skills with regard to performance optimization and scalability (eg, parallelization, code optimization, containerization, function as a service).Expert skills with regard to database handling, in particular SQL, NoSQL.Expert statistical modelling skills.Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms.Solid understanding of Big Data Architectures."	"London, UK"	"IT"	NA	"Negotiable"	"Templeton and Partners"	"Gilles Dodotape"	"JSDATAUK"	"04/12/2018 16:54:24"	"http://www.jobserve.com/GlcLb"	NA	NA	NA
"Data Scientist"	""	"Edinburgh, Scotland"	"Contract"	"Data Scientist"	"Edinburgh, Scotland"	"Contract"	"Posted: Monday, 3 December 2018"	""	"DATA SCIENTISTS WANTEDLarge financial organisation looking for Data Scientists to work on an exciting large scale project. The successful applicant will have:Experience of using SQL (T-SQL & PL/SQL) to design database tablesSQL experience and using SQL as an ETL tool. Building API's Desirable skills - Python DevelopmentAmazon Web Services Financial Sector ExperienceTableau6 month initial contract with scope for extension within a top tier organisation.Please apply for more information on this exciting opportunity. Allegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"Edinburgh, Scotland, UK"	"IT"	"ASAP"	NA	"TEKsystems"	"James Good "	"JS-AR2407896"	"03/12/2018 18:21:56"	"http://www.jobserve.com/GlSo0"	NA	"6 months"	NA
"Data Scientist-12 Month Contract"	"£550 - £700 per Day"	"City of London"	"Contract"	"Data Scientist-12 Month Contract"	"City of London - £550 - £700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist/Contract/London/£550-£700We are working with a large, global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it.Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations.The Role:Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutionsClosely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketersActively share Data Science knowledge within the team and be a true TEAM PLAYER.Essential Skills:Expert knowledge of Python programming, including pySparkStrong statistical modelling skills/knowledge on predictive analytics would be a plusExpert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithmsSolid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive)Desirable Skills:Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano)Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service)Experience in working with relational and non-relational databases, including SQLRequired Qualifications:Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required2+ years of professional experience in quantitative data analysis/data science or related areasPlease send your updated CV to (see below) "	"City of London, UK"	"IT"	"ASAP"	"£550 - £700 per Day"	"Jefferson Frank International"	"Patrick Robinson "	"JS-05/12/2018PR"	"05/12/2018 18:11:16"	"http://www.jobserve.com/Glp5M"	NA	NA	NA
"Data Science Manager"	""	"Maidstone"	"Permanent"	"Data Science Manager"	"Maidstone"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This position is based within a fast growing credit management service provider based in Kent. The company is looking for an experienced Data Scientist or Credit Risk modeller to lead the Data Science team. The data science team is focused on understanding, measuring and predicting customer behaviour.SummaryThis opportunity is based within one of the largest and fastest growing credit management services providers in Europe. My client is searching for a Data Scientist/Credit Risk Modeller to lead their Data Science team. Key Responsibilities:Project based delivery of statistical and empirical analytics.Data warehouse interrogation, data collection, sample selection and preparation.Statistical model building to agreed objectives and deadlines.Become a subject matter expert.To be an owner in the business of making better predictions of payer behaviour and propensities to behave in each situation, through a better understanding in the drivers of consumer behaviour.Communicate well with our colleagues and listen to our customers.Explain the technical aspects of statistics to the team and wider as required.Clear project planning and management.Follow model development through to implementation and be prepared to automate models in the business, through SAS or other coding and quality checking.Critical assessment of Credit Bureau Data and other 3rd party data.Coach and mentor Junior Analysts.Work to further the understanding of consumer behaviour relating to the services provided by CCM.Work with other teams and departments to ensure modelling output is correctly deployed into the business.Key Requirements:Numerical degree or evidence of equivalent certification. Master's degree or PhD is preferred.Technical certification in interrogation software preferred (SAS, R, Python, SQL).Strong communication skills.Problem solving skills.Leadership skills.An interest in financial services.Two years + of managerial experience is preferred.If you would be interested in discussing this opportunity further, please get in touch.Phone/Email: (see below) "	"Maidstone, UK"	"IT"	NA	NA	"Robert Walters"	"Lucy Cova "	"JS-50322133/001"	"03/12/2018 15:48:52"	"http://www.jobserve.com/GlQyF"	NA	NA	NA
"Python Developer"	"£600.00 Per Day"	"London"	"Contract"	"Python Developer"	"London - £600.00 Per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Python Developer My client are a financial services organisation based in London. They are currently looking for a Python Engineer/Data Scientist to work on a global analytics project. The successful Python Engineer/Data Scientist should have the following experience: Experience of developing and managing analytics solutions, ideally in Anaconda Exposure to managing open source repositories from external sources in a secure and approved way Some knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and Jira Data science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar. Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learning Experience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository management Ideally with Exposure to Docker or other related container technologies Systems Implementation experience preferable, but not essential This is a highly urgent role and as such we are looking for candidates who are available at short notice or immediately. Python Developer"	"London, UK"	"IT"	"ASAP"	"£600.00 Per Day"	"Norton Blake"	"Theo Schooling "	"JSPYTHON"	"04/12/2018 12:14:27"	"http://www.jobserve.com/GlaGi"	""	"6 months Initially"	NA
"Data Lead"	"£450 - £550 per Day"	"Edinburgh, Scotland"	"Contract"	"Data Lead"	"Edinburgh, Scotland - £450 - £550 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"The successful candidate will be coming in to lead and manage the development of a new AI and ML framework. They do not need to be a data scientist as such, but they do need to be from a data background and have a familiarity with relevant technologies (R, Python, chatbots). This area of the organisation is trying to implement an AI/ML framework as well as encourage best practices and process that can be used consistently across the wider company, rather than just the CoE.Aspects of the job are as follows:Managing pieces of work from a development perspective, estimation process, confirm design and development solutions, managing development team's capacity versus requirements, do costing, utilise skills in the team both on and off shore, drive documentation, guide developers activity and manage streams simultaneously.The right candidate will be from a development background (data), ideally with some form of exposure to data science, they will be able to lead change development across the full life cycle, manage teams off and on shore, be a strong stakeholder manager and be able to clearly articulate technical requirements to the business.It will be based in Edinburgh but may also be able to offer 2 days per week WFH.If this sounds of interest, please do apply to this advert and more information may be shared.Please note you will receive an automated response advising you that we have received your CV.Hudson is part of Morgan Philips Group and is a leading provider of permanent recruitment, contract professionals and talent management solutions worldwide.We are committed to ensuring that all job applicants are treated equally, without discrimination because of gender, sexual orientation, marital or civil partner status, gender reassignment, race, colour, nationality, ethnic or national origin, religion or belief, disability or age."	"Edinburgh, Scotland, UK"	"IT"	"January 2019"	"£450 - £550 per Day"	"Hudson IT (Scotland)"	"Joel Dickie "	"JS-UK773570"	"03/12/2018 16:45:29"	"http://www.jobserve.com/GlRk8"	NA	"6 months +"	NA
"Software Engineer - Medicines discovery"	"£45k - £60k per annum + work from home, flexible benefits."	"Macclesfield, Cheshire"	"Permanent"	"Software Engineer - Medicines discovery"	"Macclesfield, Cheshire - £45k - £60k per annum + work from home, flexible benefits."	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"We are Looking for Software Engineer to join the development team. you will be working closely with our informatics and data scientist.You will be helping to leverage the tools and techniques they design into commercial products that can be initially used within the company then extended to our partners.Client DetailsMy client collaborates with academia and industry to develop new approaches for discovering the medicines of the future. its is on of eleven centres to encourage innovation and growth in the UK's high potential industrial sectors.DescriptionThe successful candidate will be:Designing and building scalable adaptive software from both inception and from existing POC solutionsMaintain existing solutionsProvide support to the informaticians and Data Scientists with their own developmentWrite and document clean, maintainable source codeProfileThe successful Software Engineer will have knowledge of Python language and this is the tool of choice for our Data Scientists,Written commercial applications in at least one of the following: Nodejs, Go, Java, Scala, Web interfaces using Angular or Polymer or react.Job OfferThis is a rare opportunity to work for a not for profit company who are literally using software applications and data to help with the innovation and discovery of new medicines.The role also comes with flexible working hours and the option to work from home."	"Macclesfield, Cheshire, UK"	"IT"	"ASAP."	"£45k - £60k per annum + work from home, flexible benefits."	"Michael Page Technology"	"Ross Quilliam "	"JS-13975128/001"	"05/12/2018 14:31:27"	"http://www.jobserve.com/GloBT"	NA	NA	NA
"Machine Learning Engineer (Data engineering/Data Science)"	"£45k - 55k per year + Benefits"	"London, Greater London, England"	"Permanent"	"Machine Learning Engineer (Data engineering/Data Science)"	"London, Greater London, England - £45k - 55k per year + Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Machine Learning Engineer (Data engineering/Data Science)ML/Data engineer/Scientist is required for an innovative and well-funded start-up company based in a central London location. This is a diverse opportunity for a data scientist with machine learning and data engineering experience to join a company that changes the way we think about data, and what we can do with it!You will be using your engineering skills to build data pipelines and design algorithms to manage huge amounts of data.What's in it for you as the ML Engineer/Data Scientist:The ML Engineer/Data Scientist will have a competitive salary of up to £55,000Equity shares in the businessBeing part of an award winning, tech driven companyBeing part of a tech driven and dynamic teamWorking with a modern tech stackNew stylish office locationFlexible working hoursKey Skills and Responsibility of the ML Engineer/Data Scientist:Strong knowledge of algorithms and building data pipelinesExperience with classic Machine Learning technologiesExcellent knowledge of PythonGreat skills with pandas, numpy, scipy and sklearn2 years commercial experienceBSc or higher in a STEM subject Nice to have but not essentialExperience using R, Deep learning, NPLAs you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative organisation in the machine learning industry as a Machine Learning Engineer.To apply for this position please send a recent CV.Keywords - Big Data Engineer, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, Big Data Engineer, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, Big Data Engineer, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, Big Data Engineer, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, Big Data Engineer, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML. Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law. "	"London, Greater London, England, UK"	"IT"	"05/01/2019"	"£45k - 55k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS46392"	"05/12/2018 18:31:53"	"http://www.jobserve.com/GlqH1"	NA	NA	NA
"Data Science - London - £60k - £75k"	"£60k - 75k per annum"	"London"	"Permanent"	"Data Science - London - £60k - £75k"	"London - £60k - 75k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data Science - London - £60k - £75k My client works with large food companies and specializes in managing the food processing.  This client is looking to set up a new Data Science hub within London, creating a brand new team.Data Scientist Role Requirements: Seriously passionate about solving data problems.  Entrepreneurial attitude/self-starter with the ability to spot data-backed variables influencing growth and forecast their evolution.  Strong attention to detail and organisation.  Outstanding communication skills in order to explain complex data problems in a non-technical way.  Commercial mindset and a good understanding of what data contributes to the overall business objectives both short and long-term.  Ability to work under pressure in a ludicrously fast-paced and scaling business.  Very strong SQL and BI software skills (ideally Mode or similar).  Advanced Excel skills including pivot tables, macros, charts, functions and VBA modelling.  BSc degree (or higher) in Engineering, Computer Science, Physics or any other highly quantitative field from a top-tier University.Nice-to-haves: Commercial understanding of marketplace mechanics and what this looks like from a data standpoint would be epic.  Engineering background in order to work end to end with data. -  Implementation of tracking to data-visualisation.  Experience working with cross-departmental data analytics (Product, Marketing, Customer Service and Growth)  Experience working with data mining/stat languages (Python) is preferred.  Experience working with performance marketing analytics tools (Facebook, Google Adwords/analytics etc )  Knowledge of data visualisation tools such as Mode, Periscope, or Tableau.Skills Python, Data Analysis, SQL, Communication Skills, AnalyticsGet in touch with myself, Dominic at Opus if you would like to be considered for this role. Data Science - London - £60k - £75k "	"London, UK"	"IT"	"2018-12-16"	"£60k - 75k per annum"	"Opus Recruitment Solutions Ltd"	"Dominic Fox "	"JSDATA SCIENCE - EAST LONDON"	"03/12/2018 18:24:06"	"http://www.jobserve.com/GlSpX"	NA	NA	NA
"Data Analytics Specialist, Investment Bank, London"	"£70k - £90k per annum + bonus and benefits"	"London"	"Permanent"	"Data Analytics Specialist, Investment Bank, London"	"London - £70k - £90k per annum + bonus and benefits"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Analytics Specialist, Investment Bank, LondonMy client are a tier 1, global investment bank and currently building out a new analytics practice within the asset management space. At the earlier stages of their new data science function, they have an opportunity for a data scientist/analytics specialist to come in and help drive the use of new ideas, technologies and tools as they continue to evolve. You will work closely alongside the existing technology teams and business to drive the technology transformation as well as perform complex data analysis and insight with the existing technology stack.The successful Data Scientist will ideally have exposure to Asset Management, Trading, Banking or Financial Services and be an expert with traditional BI/MI data analytics tools (ideally Tableau). In addition to this, the successful data scientist should have a knowledge of programming and enough knowledge in the field of machine learning and big data analytics to drive the adoption of data science and the new analytics practice.This is an opportunity to come into an exciting area of the bank that is receiving the funding to use the latest analytics technologies. You will eventually get the chance to play a key part in driving the adoption of cloud technologies, big data analytics, machine learning whilst also working in a business facing role and gaining knowledge of financial products and asset management.RequirementsStrong Knowledge of Data Analytics (Tableau/Data Visualisation)Good knowledge of Python programmingExperience working with Big Data technologies (Hadoop/Spark)Desirable Skills/Experience Hands on experience building Machine Learning models/librariesExperience working in Asset Management/Trading/Banking/Financial ServicesKnowledge of Cloud Technologies (Google/Amazon/Microsoft)If you feel you meet these requirements and would like to find out more about this role please send a copy of your CV or call on (see below) for more information. Your application will be held in strict confidence and your CV will not be forwarded on without a prior detailed conversation about the role and company and your express permission.Allegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"London, UK"	"IT"	"ASAP"	"£70k - £90k per annum + bonus and benefits"	"TEKsystems"	"Eanna Flanagan "	"JS-EF_276"	"06/12/2018 14:11:52"	"http://www.jobserve.com/Glxcn"	NA	NA	NA
"DevOps Engineer (Azure)"	"£600 - £625 per Day"	"Reading, Berkshire"	"Contract"	"DevOps Engineer (Azure)"	"Reading, Berkshire - £600 - £625 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Our Blue Chip Client are looking for a DevOps Engineer with strong Azure skills with an good understanding of PaasThe role will be working in a Scrum team to build the foundations of an DevOps Service with focus on implementing platform automation, Data Scientist and Developer self-serve, CI/CD, for analytics development on the Microsoft Azure Platform. The focus of the role will be on building and implementing the Azure platform (adopting best practice) and then working within the DevOps delivery team. Essential Requirements: Experience in DevOps on Azure and VSTS for Analytics Platform in Azure/VSTS Extensive experience of developing using the Azure analytics components including Data Lake Store, Power BI and Microsoft Visual Studio, Data Factory, HDInsight, Data Factory, SQL DB/DW and SSIS Fully conversant with Agile and DevOps development methodology and concepts as applied to data driven analytics projects. Including CI/CD Coding, securitytesting best practice and standards. Must have experience writing scripts (PowerShell) to build and deploy environments using Infrastructure-as-Code, along with VSTS experience Experience implementing and executing continuous integration and continuous delivery strategies Experience with designing, building, and operating analytics solutions using Azure cloud technologies Data Management experience eg data profiling, large volume data handling Experience in automated data driven testing PaaS, IaaS, VM, Windows Administration, Azure networkingDesirable Requirements: Clear understanding of the gas and electricity industry dataflows, metering standards and regulations Experience of leading transformation or technical team leadership Personal Attributes: Proactive self-starter who can work independently and in a team Highly organised, with attention to detail Results orientated Adaptable to changing requirements Good communication skillsPlease email initially - the contract will be initially for 3 months but expected to roll onShould you choose to contact Sopra Steria Recruitment regarding this role or to apply for it, all personal data you submit to us will be processed in accordance with our Privacy Notice which you can find on our website."	"Reading, Berkshire, UK"	"IT"	NA	"£600 - £625 per Day"	"Sopra Steria Recruitment Limited"	"Mark Christie"	"JS-JS/095574"	"03/12/2018 08:43:15"	"http://www.jobserve.com/GlLXS"	NA	NA	NA
