"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"category"
"LEAD DATA SCIENTIST"	"Up to £60k per annum"	"Stockton on Tees"	"Permanent"	"LEAD DATA SCIENTIST"	"Stockton on Tees - Up to £60k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Lead Data ScientistStockton on TeesCirca £60,000We are working with an innovative, technically progressive company who are looking for a Lead Data Scientist. You will still be hands on, handling large complex datasets and transforming these into pragmatic & actionable insights. A key part of this role will be developing highly complex statistical algorithms and researching large scale data sets using a range of Machine Learning techniques.To be considered or this role, you must be able to show the following;Statistical modelling & large scale data analysis skillsExperience using data science toolkits(Python, Hadoop, MatLab etc)SQL, MySQL & NoSQLProven ability to lead and develop a team. If you are interested in this great opportunity then please email "	"Stockton on Tees, UK"	"IT"	NA	"Up to £60k per annum"	"Reed Technology"	"Rob Mccusker "	"JS-78413"	"07/12/2018 17:14:49"	"http://www.jobserve.com/Gl6uX"	NA	NA	NA
"Senior Data Scientist"	"£80k - £150k per annum + Benefits"	"London"	"Permanent"	"Senior Data Scientist"	"London - £80k - £150k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Senior Data Scientist London Up to £150,000 PA A competent and experienced Senior Data Scientist is required for an exciting Fintech startup based in Central London. This Senior Data Scientist role will see you join the team during the early stages of their ventures and will see you help assist with a number of interesting data driven problems. Skills Required - A minimum of 4 years commercial experience within a similar Data Scientist Strong previous experience modelling in Python/R Those who can write production quality code are preferred although this is not essentialCommercial experience using the likes of Postgres, Main DB, Redshift. This is an excellent opportunity for a forward thinking candidate to jump onboard a really exciting startup at a key time for their development - They have enjoyed an excellent start the year and are on course to becoming real heavyweight in the tech market. To apply for Senior Data Scientist role please send your CV and Portfolio/work examples to Ellis McWilton at Arc IT Recruitment. Data Scientist, Data, Python, R, Modelling, Postgres, Main DB, Redshift, London. "	"London, UK"	"IT"	NA	"£80k - £150k per annum + Benefits"	"ARC IT Recruitment"	"Ellis McWilton "	"JS-5930"	"07/12/2018 18:00:26"	"http://www.jobserve.com/Gl61o"	NA	NA	"Executive"
"Junior/Graduate Data Scientist"	"£30k - £40k per annum"	"Southampton, Hampshire"	"Permanent"	"Junior/Graduate Data Scientist"	"Southampton, Hampshire - £30k - £40k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Junior/Graduate Data Scientist required by a niche technology company located in Southampton. Due to continued success and expansion the company is looking to hire a Junior/Graduate Data Scientist to its existing, highly skilled team made of Software Engineers and Data Scientists.The successful Junior/Graduate Data Scientist is likely to have a relevant academic background (ideally masters or PhD) in Computer Science, Maths, Physics or similar as well as knowledge in one of more of the following areas;- Data analysis- Mathematical modelling- MATLAB- R- C++- Python- Java- Cloud technologiesThis is an opportunity to join a high-tech, forward thinking company offering the chance to work on complex, challenging role. If you are looking for a role of this nature please contact (see below) or call"	"Southampton, Hampshire, UK"	"IT"	NA	"£30k - £40k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ryan Oatley "	"JS-RO - VR/08315"	"13/12/2018 17:20:40"	"http://www.jobserve.com/GnLzm"	NA	NA	"Graduate"
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bristol"	"Permanent"	"Principal Data Scientist"	"Bristol - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away. "	"Bristol, UK"	"IT"	NA	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:57:23"	"http://www.jobserve.com/Gl299"	NA	"ASAP"	NA
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bath"	"Permanent"	"Principal Data Scientist"	"Bath - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away."	"Bath, UK"	"IT"	NA	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:56:10"	"http://www.jobserve.com/Gl28r"	NA	"ASAP"	NA
"Senior Marketing Data Scientist - 12 month FTC"	""	"London"	"Contract/Permanent"	"Senior Marketing Data Scientist - 12 month FTC"	"London"	"Contract/Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Why is our Senior Marketing Data Scientist position the next step for you?This is an exciting role working on a high profile strategic initiative within Worldpay UK.We've invested heavily in leading-edge data capabilities and we're looking for a senior data scientist with a consumer insights background to join a small, entrepreneurial team looking to exploit this technology by commercialising our payments data.How will you add value on a day-to-day basis?You'll report into the head of our new consumer insights proposition and play a pivotal role in shaping the success of this service by leading the analytical development of new, data-driven marketing products for our corporate customers - which include many of the UK's largest retail and hospitality businesses.To help steer this analytical development, you'll liaise directly with corporate customers, in conjunction with the head of the proposition and our corporate sales team, to help gather their requirements, deliver pilot analysis and test product prototypes.As a senior member of the team, you'll also work alongside the head of the proposition to help co-ordinate workstream activities for two other, more Junior Analysts within the team and help foster a team environment that encourages best practice sharing for coding, analytics and modelling.What will make you the ideal candidate?You'll need to be passionate about consumer data and relish the opportunity to turn a rich transactional dataset into compelling new insight.We are looking for at least 5 years' data science experience at a marketing or consumer insights agency, or a consumer-facing organisation. Strong analytical skills are critical to this role so you'll be highly numerate, with a degree or relevant higher qualification in a quantitative subject. You'll also bring excellent SQL and statistical analysis skills, with hands-on experience of using R to apply statistical techniques such as k-means clustering, principal components analysis, CHAID and multivariate regressions.Strong communication and influencing skills are also core to this role as you'll be expected to deliver insights to customers and engage with a variety of senior business stakeholders across our corporate sales and marketing teams.How is Worldpay changing the world?We are leaders in modern money. Each and every time you use your debit card or credit card to pay for something, whether online or face-to-face, there's a good chance it happened because of us. On an annual basis our innovations, systems and technology enable billions of money transactions globally. Working with customers large and small, we help them to take your payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process. As a leader in global Fin-Tech and the largest London IPO since 2011, this is a great time to join us in building for the next phase of the Worldpay journey."	"London, UK"	"IT, Sales and Marketing"	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000G0REEEAF/587223491"	"11/12/2018 18:30:06"	"http://www.jobserve.com/GjjUW"	NA	NA	NA
"Online Data Analyst/Data Scientist - Health Sector - London"	"Up to £825 per Day"	"London"	"Contract"	"Online Data Analyst/Data Scientist - Health Sector - London"	"London - Up to £825 per Day"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"A government organisation based in London, SE1 is looking for a Data Analyst to conduct the analysis of the different layers of data (user surveys and user research, aggregated live data, aggregated telephone data used for comparisons, associated published datasets linked and data on implementation progress) available in relation to the organisation's online product. The main deliverable will be the production and maintenance of data portals, dashboards, the documentation of dashboard formulas and a regular summary of findings and recommendations.Duties will include data portal refinement, CCG queries, product team queries, exec level queries, creation of KPI and benefit management dashboards and support to user research analytics.This will be a contract role for 3 months, is paying up to £825 per day and will require candidates to start no later than Monday 28th January, however looking for applications to be processed immediately - deadline for applications: Thursday 27th December.In order to be suitable for this role you must have proven experience in a Data Analyst/Data Scientist role as well as the following essential criteria:*Willing to undertake Baseline Security clearance*Coding of analytical algorithms to support ad hoc data requirements, ensuring a valid use case is available and the request meets all legal directives for data usage,*Demonstrable experience of working within a fast-paced environment, in an analyst or data scientist role; conducting and interpreting complex analysis and reconciling conflicting information; investigating and resolving data quality issues,*Problem solving in novel areas, excellent written and verbal communications skills, experience of producing reports and presentations for both specialist and non-technical audiences,*Advanced knowledge and experience of statistical analysis and competent use of SQL and of MS-Excel data analysis features with excellent planning skills and ability to work with conflicting priorities,*Experience of working in the health sector and specifically of working with UEC data,*Experience with a variety of professional data analysis tools including Power Bi and TableauIf you would like to apply for this Data Analyst role please ensure that you include all relevant skills and experience to stand the best chance of securing an interview. Please send a WORD CV indicating reference number ASHD8568JH in the subject line of your email.Please note: as an approved Crown Commercial Services supplier we are regularly registering new government based contract opportunities.The Ashdown Group Ltd acts as an employment agency in respect of permanent vacancies and as an employment business in respect of temporary vacancies."	"London, UK"	"IT"	"3 months"	"Up to £825 per Day"	"Ashdown Group"	"Jon Heard "	"JS-ASHD8568JH"	"13/12/2018 16:08:48"	"http://www.jobserve.com/GnLAO"	NA	"28/01/2019"	"Executive"
"Data Analytics Pilots on Financial Crime - Data Scientist"	""	"London"	"Contract"	"Data Analytics Pilots on Financial Crime - Data Scientist"	"London"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Analytics Pilots on Financial Crime - Data Scientist, London, 24 Months ContractA Government organisation based in London are looking to hire a Data Scientist, on a 24-month contract. This project has been deemed as outside IR35.Phase 1 = 3 pilot projects relating to financial crime:Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction.Create taxononmy & database of data (internal and external) to identify firm risk.Customisation tool to generate data, testing sanction screening tools.The client is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role is for a Data Scientist to create a customisable tool to generate data with which to test sanctions screening toolsResponsibilities include:Expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills:Experience with compliance databases such as BVD, Worldcheck, LegalKey, etc.Experience with PEPs, sanctions and negative media screening.Data matching: entity resolution, fuzzy matching, duplicate detection, etc.Cloud computingNice-to-have skills and experience Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills:Solid understanding of UK and European money laundering regulations, initiatives and directivesExposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements.Experience collaborating with 3rd party vendorsIf you are an experience Data Scientist looking for an exciting contract opportunity - apply for immediate consideration."	"London, UK"	"IT"	"24 months"	NA	"Satigo Ltd"	"Andrew Mercer "	"JS-CR/000237"	"11/12/2018 08:50:51"	"http://www.jobserve.com/GmsZh"	NA	"ASAP"	NA
"Data Scientist"	"£30k - £44k per annum"	"Brighton, East Sussex"	"Permanent"	"Data Scientist"	"Brighton, East Sussex - £30k - £44k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Essential experience required:University degree in a STEM subject or equivalent.Experience using Python, Java or MATLABDetailed knowledge of data manipulation tools (SAS/SQL)Experience of visualisation tools such as Power BI Key Responsibilities:Support all area of the Commercial Development and Insight Team.Assist where necessary to enable the senior actuaries to:Analyse internal and external data to provide insight to the team.Use machine learning, data mining and statistical techniques to create new scalable solutions for business problems.Develop ne and existing products by providing data analysis expertise."	"Brighton, East Sussex, UK"	"IT"	NA	"£30k - £44k per annum"	"Harvey Nash IT Recruitment UK"	"Jack Nelson "	"JS-353193/001"	"11/12/2018 16:26:12"	"http://www.jobserve.com/GmvHz"	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."	NA	NA
"Data Scientist - London"	"75k"	"London"	"Permanent"	"Data Scientist - London"	"London - 75k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Great opportunity to work for a new exiting start-up in the heart of London city Requirements Masters degree or equivalent experience in a quantitative field such as Statistics, Computer Science, or Applied Sciences Experience of Machine Learning  Some experience of using Python Experience of running scientific experiments Benefits Be part of a growing technology startup company Collaborative, flexible and friendly environment Competitive salary, share options and bonus 25 days holiday Flex working  Training budget, healthcare and a pension plan with employer contributions, childcare voucher scheme, cycle to work scheme "	"London, UK"	"IT"	NA	"75k"	"Tribal Solutions"	"Troy Woods "	"JSDATASCI_LONDON"	"13/12/2018 07:01:44"	"http://www.jobserve.com/GlyJp"	NA	"01/01/2019"	"Graduate, Executive"
"Data scientist"	"£350/Day"	"Endeavour Square, London"	"Contract"	"Data scientist"	"Endeavour Square, London - £350/Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	" The FCA is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime.  This role is for a Data Analyst to create a taxononmy and database of data (internal and external) relevant for identifying firm risk in relation to financial crime.  Essential skills and experience Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills:Expertise in BI Cognos Strong proficiency in MS Excel/VBA Strong proficiency in SQL with RDBMS such as Oracle or MS SQL Server. Nice-to-have skills and experience Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills:Experience with graph databases such as Neo4j. Experience with data visualisation tools such as Tableau Experience in risk management and/or financial analysis Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. "	"Endeavour Square, London, UK"	"IT"	"12-24 months (initially 3 months)"	"£350/Day"	"Mars Spiders"	"Vladislav Kutas"	"JS - FCA - DATA SCIENTIST(TAXONOMYDATABASE)"	"12/12/2018 20:02:15"	"http://www.jobserve.com/GnCwJ"	NA	"7 February 2019"	NA
"Data Scientist - London"	"£60k - £85k"	"South, England"	"Permanent"	"Data Scientist - London"	"South, England - £60k - £85k"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Love to problem solve? Experienced in Machine Learning, Algorithms? Want to be involved in industry disruptive technologies. Be-ITs client is building Artificial Intelligence focussed on optimising large-scale project delivery. They are changing the consulting industry and need passionate and experienced people to join them. Our clients customer-facing teams provide consultancy support to a range of different clients on all aspects of data from Cradle through to grave. They work mainly, but not exclusively, in the Financial Services sector and their clients call on them to deliver the most challenging assignments going. Theyre proud of the outstanding work they deliver to their clients and aim to significantly exceed client expectations on each project they undertake. Data Science is a core part of their customer-facing work, with previous and current Data Science engagements including: Using Data Science to diagnose the reasons for under-performance in a client product portfolio, along with remediation actions required to address this shortfall; Developing novel applications of Data Science to help better understand the clients Customers, Markets, Products and Competitors; Developing Machine Learning algorithms and tools to help improve client data quality and data consistency; Using Machine Learning to improve the delivery of a large portfolio of client projects; Using Data Science to help detect fraud and ensure compliance with Anti Money Laundering obligations; Design, build, delivery and operation of Data Science innovation laboratories, including provision of interim specialist resources to help embed the new labs. For all their roles, it is essential for you to have a minimum of 3 years hands-on experience of undertaking Data Science in a commercial or applied RD environment and that you are comfortable working on client sites as part of an Embedded team. You must also have excellent client-handling skills, be a fluent communicator in written and spoken English and be able to work with a diverse range of client staff from recent graduates through to senior management. Their hands-on Data Scientists are highly skilled at deriving insight from large, complex, data sets using a range of different platforms and technologies. They work in languages such as R and Python and work with both structured and unstructured data sets. Normally, their Data Scientists work as part of a multi-disciplinary, agile, team that also includes Business Analysts, Data Engineers and Data Visualisation SMEs. Their strategic Data Science role holders must also be able to undertake hands-on Data Science investigations but, in addition, must have direct experience of designing, building and/or operating a Data Science service, such as a laboratory or similar team/capability. These roles often involve liaison with very senior client stakeholders and require exceptional strategy and technology foresight skills. You will normally have a minimum of 8-10 years experience in Data Science to be considered, although this is not an essential requirement of the post. It is, however, an essential requirement that you have previously worked on at least one Data Science capability definition/delivery project, as outlined above. Please note also that you must be willing to work up to 4 days per week on one or more of our clients sites as part of this role and we are not able to guarantee from the outset at which client site you will be based. We will, of course, do all we can to locate our staff in their preferred location(s), but you must be prepared to travel to, and work, in UK locations. Essential requirements 3 years hands-on Data Science experience in a commercial environment (for all customer-facing roles) Broad understanding and experience of ML and AI principles (key assumptions and benefits of ML and AI; algorithm types; experiment design; limitations of ML and AI etc) Confident ML software coding skills (preferably in Python, R and SQL) Demonstrable hands-on experience with ML libraries (such as scikitlearn and/or TensorFlow) Strong in statistical data analysis (eg for data visualisation, data insights and feature engineering) Passion for Data Science, actively seeking out opportunities for learning and development. Confident in working autonomously and as part of a multidisciplinary team Fluent communicator in both written and spoken English, with an engaging personality and a professional, yet approachable, style Excellent presentation and report-writing skills Strong client-handling skills, able to deal maturely with client requests and challenges A Masters degree in maths, physics, computer science or other highly numerate discipline from a leading university In-depth experience in one or more of the following areas: Machine Learning/Deep Learning Information retrieval Text mining Neural networks Bayesian models Graph theory Natural language processing (NLP) Recommendation engines If you are interested in finding out more about this position please apply online. "	"South, England, UK"	"IT"	NA	"£60k - £85k"	"Be-IT Resourcing"	"Alastair Philp"	"JS"	"11/12/2018 10:56:54"	"http://www.jobserve.com/GmtZm"	NA	NA	NA
"Data Engineer (Spark/Scala) (Machine Learning) - London"	"£350 - £450 per Day"	"London"	"Contract"	"Data Engineer (Spark/Scala) (Machine Learning) - London"	"London - £350 - £450 per Day"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Data Scientist/Engineer (Spark/Scala) (Machine Learning).A Data Scientist/Engineer (Spark/Scala) (Machine Learning) is required for a 6 month contract in London. My client, a global leader in their field and a company truly at the forefront of 'bigdata'. At this company, the buzzwords are a reality.With so many datapoints (coding for Real Time worldly occurrences) occurring each and every millisecond, the Data Engineering team are looking for a senior Data Scientist/Engineer (Spark/Scala) (Machine Learning) to join a core team of machine learning experts.The team make Real Time decisions using machine learning and Spark for Cloud based analysis and as a data engineer you will ensure high quality software by producing supportable code for the Enterprise Data platform.Skill shopping list:Data pipelines written in Spark/ScalaCollecting data from KafkaDelivering to Hive or HbaseFamiliarity/appetite to learn tools & frameworks within the HortonWorks Data PlatformEfficiently develop reliable and maintainable code in SQL, Scala, Java and Linux Shell.Great opportunity to expand on your skills working with Kafka, Spark, Solr and associated BigData Technologies (Hadoop, Apache Stack)We help our customers by removing barriers to growth and making everyone's life more convenient in the process.The successful candidate will likely start in January. URGENT REQUIREMENT: please submit your CV ASAP for immediate client interview and to avoid missing out on this excellent opportunity."	"London, UK"	"IT"	"6 months"	"£350 - £450 per Day"	"Gazelle Global Consulting"	"Alexander Carruthers "	"JS  -CCA_0110"	"13/12/2018 10:58:27"	"http://www.jobserve.com/GnJAb"	NA	"ASAP"	NA
"Data Science Engineer"	"£350.00 - £500.00 per Day"	"Glasgow, Scotland"	"Contract"	"Data Science Engineer"	"Glasgow, Scotland - £350.00 - £500.00 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Data Scientist - 6 month contract - Glasgow Your new role  The organisation is looking for a Data Scientist to work closely alongside the executives, developers and other data experts to solve complex business matters for its clients. The successful candidate will be working with raw data to discover hidden information to deliver smarter decisions and better services to the users. You will have effective communication and presentation skills as you will be delivering results to internal and external stakeholders. The successful candidate must have strong statistical programming experienceWhat you'll need to succeed  A successful Data Scientist candidate will have the following skills and experience:Experience with Python or R4 years + experienceDegree in Computer science, Mathematics, Physics or equivalentExperience in statistical modelling, machine learning, data miningPresenting findings to a non-technical audience What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Glasgow, Scotland, UK"	"IT"	NA	"£350.00 - £500.00 per Day"	"Hays Specialist Recruitment"	"Hannah Cromwell "	"JS-3488897"	"12/12/2018 11:53:00"	"http://www.jobserve.com/Gm6Hf"	NA	NA	NA
"Data Scientists/Analysts (Big Data/Python/R)"	"£400 - £500 per Day"	"London"	"Contract"	"Data Scientists/Analysts (Big Data/Python/R)"	"London - £400 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Analyst (Big Data/Python/R), Pyrgont, R, Learning Models, Cloud, AWS, Amazon Web Services, Netlogo, Mesa, Parallel, Actimize, Mantas, Fortent, AML, KYC, Banking, Financial, Government, Public Sector, Big Data, Payment Data,  Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. Create taxononmy & database of data (internal and external) to identify firm risk. Customisation tool to generate data, testing sanction screening tools.Working with Data Scientists, with SMEs in financial crime and with some third party data vendors/collaboratorsThe client is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime.  This role is for a Data Scientist to support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction (eg payment data between retail banks)Key Skills/ExperienceOur expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills:Python/RAgent based modelsSupervised learning modelsUnsupervised learning modelsExperience with cloud computingOur expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills:Experience with AWS cloudExperience with agent based modelling software (eg Netlogo, Mesa, etc.)Parallel computingObject-orientated programmingExposure to operational risk assessments and the identification of setting of risk indicators.Strong commercial awareness of financial drivers and risk activities within banking.Understanding of payment activities in banking, particularly relating to AML and compliance.Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc.Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements."	"London, UK"	"IT"	"12-24 months"	"£400 - £500 per Day"	"Experis IT"	"James Cook "	"JS-2151"	"10/12/2018 18:20:19"	"http://www.jobserve.com/Gmk9m"	NA	"ASAP"	"Public Sector"
"Python Developer"	"£400 - £550 per Day"	"Newport, Wales"	"Contract"	"Python Developer"	"Newport, Wales - £400 - £550 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Python Developer 3 months Outside IR35 We require a Python Developer/Data Analyst/Data Scientist for an initial 3 month contract role based on Government Client site in Newport, South Wales to start ASAP.Please be advised this role will be outside of IR35. Role Overview: - To produce statistical/data science workflow pipelines based on business requirements. - You will be responsible for evaluating and testing the workflow pipelines based on user/business requirements.- Also to provide documentation/data visualisation to their customers so that they understand the product (workflow) throughout the development process. Essential skills: - The ability to build statistical/data science workflow pipelines, based on business requirements. - Experience of coding in python and through the pyspark API. is required.- New data sources experience hence the ability to explore the data (via descriptive statistics)- Data cleaning/transformation experience. - Data visualisation skills are also fundamental.- Pyspark experience for data manipulation and Python/R for charting and summary statistics. - Datamodelling experience - using pyspark, jupyter notebooks and python. Desirable skills: - Working knowledge of Cloudera. To apply send an updated CV to Jade Patrick today. Certes Computing (and all of its subsidiary companies) is committed to promoting equality and diversity in its business operations."	"Newport, Wales, UK"	"IT"	NA	"£400 - £550 per Day"	"Certes Computing Ltd"	"Jade Patrick "	"JS-55140/001"	"12/12/2018 16:05:01"	"http://www.jobserve.com/Gm8sv"	NA	"ASAP"	NA
"Data Analyst (5+ Years Experience)"	"£400.00 - £650.00 per Day"	"London"	"Contract"	"Data Analyst (5+ Years Experience)"	"London - £400.00 - £650.00 per Day"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Senior Data Analyst, Lead Data Analyst, Senior Data Analyst, Lead Data Analyst, Senior Analytics Consultant, Senior Data Scientist, Lead Data Scientist, SQL, UEC, Urgent and Emergency Care, NHS, Health Data, CSU, Commissioning Support Unit, Power Bi, Tableau, KPI, Key Performance Indicator, Data Portal, Analytical, Algorithms, Data ScienceData Analyst, NHS Client, London, 3months +, Outside IR35You will provide data analysis expertise into our client's online programme, working within NHS legal directions at all times. The work will consist of data portal refinement, CCG queries, product team queries, exec level queries, creation of KPI and benefit management dashboards and support to user research analytics.The successful candidate will conduct the analysis of the different layers of data available in relation to the online product. These include data from both user surveys and user research, aggregated live data, aggregated telephone data to be used for comparisons, associated published datasets linked and data on implementation progress. The main deliverable will be the production and maintenance of data portals, dashboards, the documentation of dashboard formulas and a regular summary of findings and recommendations.Key Skills/ExperienceCoding of analytical algorithms to support ad hoc data requirements, ensuring a valid use case is available and the request meets all legal directives for data usage,Demonstrable experience of working within a fast-paced environment, in an analyst or data scientist role; conducting and interpreting complex analysis and reconciling conflicting information; investigating and resolving data quality issues,Problem solving in novel areas, excellent written and verbal communications skills, experience of producing reports and presentations for both specialist and non-technical audiences,Advanced knowledge and experience of statistical analysis and competent use of SQL and of MS-Excel data analysis features with excellent planning skills and ability to work with conflicting priorities,Experience of working in the health sector and specifically of working with UEC data and Health dataExperience with a variety of professional data analysis tools including Power Bi and Tableau"	"London, UK"	"IT"	"3months +"	"£400.00 - £650.00 per Day"	"Experis IT"	"Jack Williams "	"JS-90577"	"13/12/2018 14:48:27"	"http://www.jobserve.com/GnKfT"	NA	NA	NA
"Data Analytics Pilots on Financial Crime - Data Analyst, London"	""	"London, England"	"Contract"	"Data Analytics Pilots on Financial Crime - Data Analyst, London"	"London, England"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Analytics Pilots on Financial Crime - Data Analyst, London, 24 Months ContractA Government organisation based in London are looking to hire a Data Scientist, on a 24-month contract. This project has been deemed outside IR35.Phase 1 = 3 pilot projects relating to financial crime:Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction.Create taxononmy & database of data (internal and external) to identify firm risk.Customisation tool to generate data, testing sanction screening tools.The client is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role is for a Data Analyst to create a taxononmy and database of data (internal and external) relevant for identifying firm risk in relation to financial crimeResponsibilities include:Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills:Expertise in BI CognosStrong proficiency in MS Excel/VBAStrong proficiency in SQL with RDBMS such as Oracle or MS SQL Server.Nice-to-have skills and experience: Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills:Experience with graph databases such as Neo4j.Experience with data visualisation tools such as TableauExperience in risk management and/or financial analysisExposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements.If you are an experience Data Analyst looking for an exciting contract opportunity - apply for immediate consideration."	"London, England, UK"	"IT"	"24 months"	NA	"Satigo Ltd"	"Andrew Mercer "	"JS-CR/000347"	"11/12/2018 15:24:45"	"http://www.jobserve.com/Gmut1"	NA	"ASAP"	NA
