"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"category"
"Non-life Pricing Analyst"	"GBP"	"Midlands"	"Permanent"	"Non-life Pricing Analyst"	"Midlands - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major general insurer is seeking a part-qualified GI actuary to support various elements of insurance pricing, conducting complex pricing analyses, for example, root cause, predictiveness and performance testing.Extracting, checking, cleaning and analysing data for use in the pricing models, you will report outcomes of the analyses to enable continuous improvement of data and models.You will also refine and operate models and reporting results to enable the team to make business decisions whilst developing rating logic to ensure effective pricing outcomes.In addition, you will carry out quality control processes and checks on pricing models and data to ensure they deliver the outputs required.With strong analytical and problem-solving skills, the successful candidate will possess experience of pricing general insurance products.SQL, EMBLEM or RADAR skills also required.An exciting career-development opportunity."	"Midlands, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4918/593978680"	"03/12/2018 15:16:22"	"http://www.jobserve.com/GlQaY"	NA	NA
"Non-Life Pricing Analyst"	"GBP"	"United Kingdom"	"Permanent"	"Non-Life Pricing Analyst"	"United Kingdom - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"An ideal role for an actuarial student looking for a long-term move into a pricing-focused role on their path to Fellowship.You will receive valuable mentorship from more senior actuaries in the team, whilst being offered excellent exposure to the growing business.Any experience within personal lines will be useful, whilst a good grasp of SQL and Excel is a must. Experience with Emblem and Radar will be helpful too."	"United Kingdom"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5248/593978883"	"03/12/2018 15:13:59"	"http://www.jobserve.com/GlQYg"	NA	NA
"Life Consultant - London"	"GBP"	"London"	"Permanent"	"Life Consultant - London"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leading consultancy has an unrivalled opportunity for a part-qualified life actuary to apply their skills in projects reaching beyond traditional actuarial boundaries.Providing support for a wide variety of assignments, you will be exposed to workstreams as diverse as: Solvency II, Finance Transformation, Mergers & Acquisitions, Capital Management, Reserving, Actuarial modelling, Embedded value, Audit and IFRS. In this client-facing role, you will also a ctively contribute to a wide range of client projects of a technical actuarial nature whilst also contributing to practice management.Good knowledge of the life industry alongside the ability to apply your knowledge in practical and commercial situations is essential. An exciting opportunity to develop your career by providing support for cutting edge actuarial work in a strategic, consulting and transactional context."	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4727/593978647"	"03/12/2018 14:14:13"	"http://www.jobserve.com/GlPwp"	NA	NA
"Head of Reserving - Non-life"	"GBP"	"London"	"Permanent"	"Head of Reserving - Non-life"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leading London Market managing agency has a fantastic opportunity for a qualified non-life actuary with extensive Lloyd's reserving experience to manage the reserving workstream of the actuarial function and oversee future development under Solvency II.With detailed knowledge of Solvency II regulations and developments alongside excellent interpersonal and people management skills, the successful candidate will possess advanced knowledge of VBA, ResQ and SQL, alongside MS packages."	"London, UK"	"Finance, Office and Admin"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5312/593978944"	"03/12/2018 14:20:40"	"http://www.jobserve.com/GlP1q"	NA	NA
"Sales in Risk"	"£ dependent upon experience GBP"	"London"	"Permanent"	"Sales in Risk"	"London - £ dependent upon experience GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Seeking an experienced, business savvy consultant/sales person with IFRS17 experience and actuarial knowledge (you do not need to have taken the exams) to take on a sales role in risk consulting."	"London, UK"	"Sales and Marketing"	NA	"£ dependent upon experience GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS3562_197434/592930835"	"01/12/2018 14:14:31"	"http://www.jobserve.com/Gk4hT"	NA	NA
"Head of Modelling"	"GBP"	"Hampshire"	"Permanent"	"Head of Modelling"	"Hampshire - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	" A leading life insurer is seeking to hire a Head of Modelling to take responsibility for the integrity of all of their models utilised by their actuarial team. This includes analytical models in different forms and different languages and all the processes surrounding the operation of the models. The role carries significant people management responsibilities, and a key requirement of the role is the ability to motivate, inspire and develop staff. You will also act as deputy to the Chief Actuary in respect of all modelling elements. Flexible working arrangements can be considered.  "	"Hampshire, UK"	"Finance"	NA	"GBP"	"Goodman Masson"	"Goodman Masson"	"JS7286_82883/592939154"	"03/12/2018 17:20:13"	"http://www.jobserve.com/GlSAc"	NA	NA
"Interim General Pricing Analyst"	"GBP"	"London"	"Contract"	"Interim General Pricing Analyst"	"London - GBP"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"The Organisation Our client is a UK based General Insurer who is developing new products and business lines. Role and Responsibilities An interim General Pricing Analyst is required to work as a subject matter expert for a GI provider and act as the pricing analyst/actuary for Motor or Home Lines The interim General Pricing Analyst will: Look into T&Cs, competitor analysis, product development, details of product lines and what's included to be a de-facto 5x provider  This is for an initial six to eight-week consulting period, and is based in Central London.  The Desired Applicant The interim General Pricing Analyst will: Have pricing analyst or actuarial experience within Motor or Home lines Be immediately available or on short notice How to Apply Interested applicants should log in/register and upload an up to date CV. "	"London, UK"	"Finance"	NA	"GBP"	"Russam GMS Ltd"	"Russam GMS Ltd"	"JS1509647/587064303"	"29/11/2018 11:42:03"	"http://www.jobserve.com/Gkhw3"	NA	NA
"Data Specialist - Insurance"	"GBP"	"London"	"Permanent"	"Data Specialist - Insurance"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leading London Market firm has a unique opportunity for a talented data specialist with excellent analytical and computer skills to provide support for broker and client data and reporting requirements.In this key role, you will continually assess the ideal report creation strategy and manage the reporting suite for distribution.You will also use system data, reporting and visualization tools to proactively identify opportunities and trends, bridging the gap between actuarial findings and distribution strategy in relation to brokers.With a passion for finding streamlined and less complex solutions to data gathering, analysis and reporting, the successful candidate will possessexperience of Microsoft Power BI. Experience of Seismic a plus."	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5178/593978803"	"03/12/2018 14:16:35"	"http://www.jobserve.com/GlPyW"	NA	NA
"International Risk Manager"	"£ competitive benefits package"	"London"	"Permanent"	"International Risk Manager"	"London - £ competitive benefits package"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Join this international business in a unique role covering both insurance and financial risk, whilst being involved in tasks across multiple areas of the business, which could include capital and reserving, pricing, investment, as well as regulatory aspects.  An ability to develop fruitful relationships with stakeholders across the business is a must, as is experience of managing insurance or financial risk in an insurance context, ideally with general insurance exposure and strong Solvency II knowledge. Study support is available for candidates who are yet to qualify as an actuary. "	"London, UK"	"Finance"	NA	"£ competitive benefits package"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS3562_197432/592930841"	"01/12/2018 14:30:48"	"http://www.jobserve.com/Gk48G"	NA	NA
"Investigations - Managers - High Profile Organisation- London -"	"Negotiable GBP"	"London"	"Permanent"	"Investigations - Managers - High Profile Organisation- London -"	"London - Negotiable GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"The investigations team of this high profile organisation, are recruiting talented investigation managers to be part of a small but growing team and work on a range of high profile assignments. Role  Identifying sources of evidence and requesting provision of documentation and information  Working with internal experts to identify relevant accounting, audit, actuarial or professional standards, and ensuring a thorough understanding of technical issues  Conducting the review of material obtained in the course of the investigation including use of electronic search platforms  Preparation and conduct of formal investigatory interviews  Preparation of objective reports of investigation findings Requirements The ideal candidate will be a qualified accountant with forensic accounting experience, who understands the requirements of working in a multi-disciplinary team in a contentious legal environment. Ability to identify key investigative issues Ability to explain complicated technical concepts to non-finance professionals Good written and verbal communication skills Accurate, organised and able to manage large volumes of data efficiently Enthusiastic and flexible, with a good team player ethic. "	"London, UK"	"Military"	NA	"Negotiable GBP"	"CK Search Global"	"CK Search Global"	"JS3562_197721/592979758"	"01/12/2018 14:17:33"	"http://www.jobserve.com/Gk4m9"	NA	NA
"Broker, Treaty Reinsurance"	""	"London"	"Permanent"	"Broker, Treaty Reinsurance"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Posting Description  Broker, Treaty Reinsurance  We're hiring!   Aon are currently recruiting a Broker, Treaty Reinsurance, to join our team in London. The Broker will be primarily responsible for provideing advice to clients and colleagues on placement design and identifying appropriate risk placement.  About Aon   Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role   Your impact as a Broker, Treaty Reinsurance:   Acts as the primary point of contact within the broking team for specific clients to provide specialist advice to the client and client team  Provides advice to clients and colleagues on placement design, available coverage and capacity, pricing, potential coverage enhancements and market progress within scope of responsibility  Identifies appropriate channels for risk placement based on clients' market security guidelines and other requirements  Negotiates terms and conditions of placement, and performs administrative support role where necessary  Works in partnership with client teams, across geographic regions with APAC and EMEA to ensure client/network needs and expectations are met. Seeks to enhance the sharing of knowledge and ideas within the broader team.  Responsible for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you   Your knowledge and expertise:   Client/Market Knowledge   Actively seeks out market intelligence to spot opportunities and follows up where appropriate  Able to carry out analysis of competitors in order to spot new opportunities  Building business acumen by looking at more macro issues surrounding clients/competitors  Seeks feedback from the market to adapt personal approach  Relationship Management   Is well known in the market and has an established reputation  Actively networks to build new relationships outside of initial circle and recognises the importance of this  Understands the importance of tailoring approach with different audiences  Strong interpersonal skills and confident in many different situations with clients and the market  Actively works on a small number of new business targets  Salary and Benefits   This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  Our Colleague Experience   Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Finance"	NA	NA	"Aon"	"Aon"	"JS2451574/591758554"	"03/12/2018 17:20:25"	"http://www.jobserve.com/GlSAr"	NA	NA
"Junior Broker"	""	"London"	"Permanent"	"Junior Broker"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Posting Description  Broker Back Up  We're hiring!  Aon are currently recruiting a Broker Back up Technician to join our team in London. The Broker Back up Technician will be primarily responsible for: assisting in producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role  Your impact as a Broker Back Up  Preparation of final reinsurance or insurance documentation  Produce final reinsurance or insurance documentation to confirm coverage to clients.  Preparation of market submission  Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals.  Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars).  Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory).  Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates.  Respecting Aon policies   Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  Your knowledge and expertise:  Excellent communications skills  Strong stakeholder management  Proven ability to work as a team player  Strong numerical and analytical skills  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Finance"	NA	NA	"Aon"	"Aon"	"JS2454553/591758570"	"03/12/2018 15:17:42"	"http://www.jobserve.com/GlQbG"	NA	NA
"Facultative Specialty - Casualty Broker"	""	"London"	"Permanent"	"Facultative Specialty - Casualty Broker"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Posting Description  Facultative Casualty/Specialty Broker - London  We're hiring!  Aon Reinsurance Solutions are currently recruiting a Facultative Casualty/Specialty Broker to join our Japan team in London.  Aon Reinsurance Solutions As the industry leader in treaty, facultative and capital markets, Aon Reinsurance Solutions is redefining the role of the reinsurance intermediary and capital advisor. Through our unmatched talent and industry-leading proprietary tools and products, we help our clients to redefine success. Aon Reinsurance Solutions offers unbiased capital advice and customized access to more reinsurance and capital markets than anyone else. As a trusted advocate, we provide local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial, and rating agency advisory, and the right professionals to advise clients in making the optimal capital choice for their business. With an international network of more than 80 offices in 50 countries, our worldwide client base is able to access the broadest portfolio of integrated capital solutions and services. About the Role Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria. As a Broker some of your key responsibilities will involve:  Working with colleagues and Japanese clients on a variety of non-marine facultative casualty and specialty business.  Provide advice to clients and colleagues on placement design, available coverage and capacity, likely pricing, potential coverage enhancements and market progress.  Work on and provide support in developing and delivering market presentations and broking strategy.  Identifying appropriate channels for risk placement based on clients' market security guidelines and other requirements, exerting influence on the market in order to secure the best deals.  Negotiating terms and conditions of placement with the market  Providing specialist advice to clients and colleagues including involvement in product research and new product development.  Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you As a Broker your skills and qualifications will ideally include:  Experience in placing business into casualty and specialty risk/(re)insurance markets  An ability to learn and displays a broad understanding of Aon, clients' and (re)insurers' products and can bring the best of Aon to clients  Strong communication skills - Communicates goals/strategy to clients and market  Invests time and resource in Research & Development to find new products/solutions to meet clients' needs  Inspires commitment and action in others (both internally and externally) through strong communication skills  Considers both the clients and the underwriter's perspective in order to adapt approach  Excellent attention to detail.  Data analysis abilities  Confident to work on own initiative as well as part of a team  Ability to work in an environment where deadlines must be adhered to  Good level of IT competency required.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. "	"London, UK"	"Finance"	NA	NA	"Aon"	"Aon"	"JS2453244/594659925"	"03/12/2018 15:15:10"	"http://www.jobserve.com/GlQZR"	NA	NA
"Risk Consultant - Property and Casualty"	"Competitive salary + bonus & benefits GBP"	"London"	"Permanent"	"Risk Consultant - Property and Casualty"	"London - Competitive salary + bonus & benefits GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"The Risk Consultant is responsible for supporting the senior Insurance Consulting and Technology (ICT) team to deliver successful risk-related consulting projects. The work will be predominately in the Property & Casualty insurance sector in the UK, but may also include life insurance, international and other financial services sectors. Sitting within the Property & Casualty Practice, reporting to the Senior Risk Director, this role will work alongside consultants from the Property & Casualty practice in multi-disciplinary teams, covering actuarial and a range of different disciplines, to deliver risk-related consulting projects, meeting client's expectations and delivering within budget. The Role Work with senior consultants in ICT and other practice areas within Willis Towers Watson as required, to deliver a wide range of consulting projects to support proposals and business development, with particular focus in the following areas of risk management: Risk appetite framework Risk policies Risk management information and reporting at Board level ORSA and other risk reports Internal model use, governance and validation Risk and Control Self-Assessment process Internal control framework Conduct risk Operational risk Risk management effectiveness reviews Support other types of projects in the insurance sector where needed. The Requirements Bachelor's Degree or relevant educational qualification required Extensive and consistent consulting experience, with some of that experience being in risk management with another consultancy firm or within an insurance company risk management team; preferably both Good knowledge of risk management principles, in particular in the insurance sector, demonstrated ability to work with clients to deliver quality work and apply these principles effectively Good understanding of Solvency II regulation, corporate governance principles, PRA and FCA requirements for insurers, including the SIMR/SM&CR; exposure to the Lloyd's market an advantage Excellent communication (oral and written), interpersonal and influencing skills Problem solving, analysis and experience in report writing Project management capabilities Languages in addition to English would be desirable Ability and willingness to travel within EMEA and ME if necessary "	"London, UK"	"Finance"	NA	"Competitive salary + bonus & benefits GBP"	"The Emerald Group"	"The Emerald Group"	"JS3562_197799/594657112"	"03/12/2018 15:14:05"	"http://www.jobserve.com/GlQYk"	NA	NA
"Catastrophe Risk Analyst - Underwriting & Capital Management"	"GBP"	"London"	"Permanent"	"Catastrophe Risk Analyst - Underwriting & Capital Management"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This is an exciting opportunity for an individual with strong analytical, numerical/statistical or scientific background to join the Underwriting and Capital Management (UCM) line of business as an Analyst for catastrophic risk.  The Role  The candidate would be joining a team of experts spanning across the fields of insurance, data science and pricing, reserving and capital actuaries, the vision being to provide unrivalled analytical risk. This exciting opportunity comes with various technical challenges which are as diverse as the industries we deal in and involves both UK-based and international projects. Be responsible for the delivery of catastrophe modelling analysis by utilizing the RMS catastrophe risk model and by outsourcing/co-operating with Strategic Risk Consulting in WTW where required by peak work-loads The role would also include helping to prepare and present output data from the models to support actuarial analyses and underwriting portfolio management Advising UCM and where applicable risk capital on general natural hazard issues, in particular those relevant to earthquake, wind and flood Developing and applying innovative approaches for identifying natural hazard risks for regions where no standardized risk assessment tools or models exist  The Requirements Strong analytical, engineering-, science- and/or mathematical-based background with interest in the area of natural hazard risk (including earthquake, wind and flood) Experience in using RMS third party catastrophe models is essential and AIR or RQE valuable together with a good level of understanding of probabilistic and catastrophe modelling concepts. Experience in non-modelled risks would be advantageous Day to day tasks will include quality assessment of raw data, reviews of exposures to Natural Hazards as well as preparation of modelling input files, running of market recognized models and the review, interpretation and validation of the output in light of underlying modelling assumptions and their limitations Knowledge of databases such as SQL or MS Access, VBA, R, any GIS software such as Q-GIS or Arc GIS etc. would be an advantage Insurance market experience and understanding of policy structures for catastrophe risks would be an advantage as well as solid analytical skills, including the ability to find ways to use available data sources to answer questions and solve problems Highly motivated team player and able to thrive in a growing team environment Educated to degree level and/or with a relevant professional qualification - underwriting, claims adjusting or risk management Proactive rather than reactive Team player with good interpersonal and influencing skills Strong relationship management skills and the ability to establish trust and credibility Ability to work under pressure to tight timelines and without direct supervision Organised and methodical Excellent analytical problem-solving skills Commercial awareness - a commercial and pragmatic approach to holistic business management Fluent business English  The Company Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential.  Willis Towers Watson is an equal opportunity employer Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson Unsolicited Contact:  Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer."	"London, UK"	"Finance"	NA	"GBP"	"Willis Towers Watson"	"Willis Towers Watson"	"JS8361214/593977780"	"03/12/2018 15:12:40"	"http://www.jobserve.com/GlQXm"	NA	NA
"Head of Personal Lines Motor Underwriting"	"£75,000 - £85,000 GBP"	"Whiteley, Fareham, Hampshire"	"Permanent"	"Head of Personal Lines Motor Underwriting"	"Whiteley, Fareham, Hampshire - £75,000 - £85,000 GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Location: Whiteley The opportunity:  As Head of Personal Lines Motor your role will be to manage and lead the Motor line of business, to aid in making appropriate underwriting and pricing decisions.Key Responsibilities:  Deliver the key financial metrics for your line of business (GWP, Combined Ratio and Loss Ratio). Oversee the analysis of various data sources to produce recommendations for changes to our market price and underwriting footprint. Work closely with actuarial, finance and claims teams to understand the underlying performance trends of the line of business. Set the pricing strategy for the line of business, including leading innovation in terms of data enrichment, analytics and rate deployment techniques. Demonstrate specialised knowledge and expertise in products and industry.  Administer and monitor underwriting rules and guidelines, insurance laws and regulations, and rating manual rules.  Recommend and implement action plans after reviewing agency books of business and profit/growth results and trends.  Develop and maintain relationships with distributors (agents and brokers) in support of business retention and acquisition and work with customers and distributors (agents & brokers) to determine their insurance-related needs and provides solutions.  Support the organisation's sales culture by being a Help Point for agents, brokers, and customers.  Assure development and implementation of policy, procedures and standards to produce profitable results Advanced and in-depth knowledge of products and line/s of business.  Excellent managerial, team building, and organisational skills.  Excellent leadership and influencing skills. Previous extensive management experience.  Superior skills in relationship building, active listening, needs analysis, and win-win negotiating.  Demonstrates strong presentation skills and a solutions and service orientation. Establish and agree key performance targets and financial budgets for underwriting unit in order to optimise business performance in line with set objectives.  Lead the implementation of complex projects, typically as part of a major change or business improvement initiative involving multi-disciplinary teams and timescales in excess of one year that impact underwriting.  Educate and influence senior colleagues by demonstrating the impact of all relevant policies and governance processes to own area to ensure that the business is not exposed to undue risk.  Review themes from complex analysis conducted by others to make informed, authoritative technical/professional recommendations to determine approaches to underwriting in own area in order to improve business performance in the medium and longer term.  Develop processes and review policies relevant to underwriting in own area to ensure they are in line with strategic business objectives.  Manage relationships with key internal stakeholders in order to identify opportunities for service improvement to ensure commercial viability and customer satisfaction.  Participate in leadership team meetings of assigned area to provide specialist guidance and enable the implementation of policy, projects and change initiatives.  Contribute to the business strategy within own area to align underwriting strategy with wider business goals within a particular market.  Participate in the community of global/regional proposition development practitioners in underwriting to share best practice and continue to meet customer's needs.  Oversee development plans for underwriters across own area of business to ensure the capability exists to drive business results.  Oversee design and implementation of rating tools and methodologies to deliver value to customers whilst being commercially viable for the organisation.The Reward: The salary for this role is between £75,000 - £85,000 depending on experience. As well as this we are offering a generous flexible benefits package which includes an annual company bonus subject to performance, company car, laptop, BUPA, and a 12% pension scheme. We're also happy to consider flexible working arrangements and welcome applications from everyone.Who we are: Looking for a career that will excite, challenge and inspire you? Thinking about insurance? Perhaps you should. Working for us is a totally different experience to what you probably expect. How do you feel about the things you truly love? Don't you want to protect them in the best way possible? Imagine if you could help people do this all over the world. You'd give them confidence and reassurance by protecting what they love most. This is no easy task. In today's interconnected world, tackling risk is fast, unpredictable and invigorating. You'll have to think on your feet as you manage risks big and small, from flooding to cyber crime. You'll be tackling issues like these in over 170 countries. It's a big challenge, but you'll have a truly diverse network helping you. As part of an international team, every day would provide opportunities to learn, grow and share ideas.As you make an impact across borders, you'll feel the support of being part of a strong and stable company. A long-standing player in the insurance industry, we make every effort to address the career development needs and plans of our employees to ensure their success in the future.Further information: At Zurich, we aim to have a diverse mix of employees that reflects our customers and the communities in which we live and work. Our diversity and inclusion initiatives are shaping an environment where everyone feels welcome, regardless of age, gender, race, religion, ability, culture, sexual orientation or mental health status. Our approach ensures that Zurich is a place that values different opinions, respects personal needs, and provides equal opportunities for all. We are committed to continuous improvement and we offer access to a comprehensive range of training and development opportunities.So make a difference. Be challenged. Be inspired. Be supported, Love what you do. Work for us."	"Whiteley, Fareham, Hampshire, UK"	"Finance"	NA	"£75,000 - £85,000 GBP"	"Zurich Insurance"	"Zurich Insurance"	"JS180009KI/593978267"	"03/12/2018 15:10:44"	"http://www.jobserve.com/GlQWQ"	NA	NA
"Junior In-House Litigation/Regulatory Lawyer"	"GBP"	"City, London"	"Permanent"	"Junior In-House Litigation/Regulatory Lawyer"	"City, London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Our client is a leading independent regulator responsible for promoting high-quality corporate governance. They now wish to hire a Senior Lawyer to join their enforcement team of junior and experienced lawyers. The role will involve the conduct and management of investigations and prosecutions. A great work life balance and generous annual leave is on offer for the right candidate. The Role The role involves working as part of a team, alongside senior lawyers, legal assistants in investigating and prosecuting cases under both the Accountancy and Actuarial Schemes and the Audit Enforcement Procedure. The role will involve day to day responsibility and management of smaller cases (under appropriate supervision) as well as assisting senior lawyers in the running of larger, more complex investigations. Work will include:* Assisting in framing strategy and driving cases forward;* Drafting notices and requests for information from parties under investigation;* Drafting and dealing with correspondence;* Reviewing accountancy and audit material and reports prepared by in-house forensic accountants;* Collating and preparing evidence and assisting with all aspects of preparation for Tribunal hearings;* Assisting with disclosure of unused material;* Liaising with external solicitors, counsel and experts;* Liaising with other UK and foreign regulators, as necessary;* and* Providing high quality advice and analysis on legal and policy aspects of cases The Candidate The successful candidate will be a solicitor or barrister with post qualification experience in regulatory law and/or commercial litigation. Candidates will be expected to communicate clearly and effectively, orally and in writing;* Excellent case and trial management skills. Ideally, you will have previous experience gained from a leading city law firm, authority, regulator or disciplinary body. You will be required to have a natural ability to proactively drive forward large and complex cases. "	"City, London, UK"	"Legal"	NA	"GBP"	"gmk"	"gmk"	"JSC2C547B1/590808297"	"02/12/2018 13:12:28"	"http://www.jobserve.com/GlE45"	NA	NA
