"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
"Lead Data Scientist, Supply Chain, Python, Data, Modelling"	"£350 - £500 per Day"	"Kingston upon Thames, Surrey"	"Contract"	"Lead Data Scientist, Supply Chain, Python, Data, Modelling"	"Kingston upon Thames, Surrey - £350 - £500 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Lead Data Scientist- Agile, Supply Chain, Python, Data, ModellingMy industry leading client based in Kingston is looking for an experienced Data Scientist for an initial 6 month contract with the view to extendKey accountabilities:Work with the Supply Chain lead and market teams to fully understand the business problems and how to deliver relevant insights that lead to actions.Gather data and build machine learning models to solve advanced forecasting problems requiring predictive and/or prescriptive analyticsGuide the work of 3rd party vendors, ensuring optimal delivery while creating IP and capabilitySupport product teams scaling models into low-touch solutions to provide optimal ROI from data science.Key Skills RequiredMachine learning forecasting techniquesStatistical modellingOperational research and supply chainOptimisation techniquesManipulating multi-source dataPython coding and R Fully OperationalCloud architecture (preferably MS Azure) Working KnowledgeSimulation packages eg Anylogic Working KnowledgeDistributed computing (Hadoop, Spark) Working Knowledge7+ years' work experience in a data science role with significant focus on Supply Chain applicationsExperience managing input from 3rd party vendorsExperience working with software development teams to convert modelling approaches into scalable toolsAbility to apply an agile analytic approach that allows for results at varying levels of precisionLead Data Scientist, Agile, Supply Chain, Python, Data, Modelling, Lead Data Scientist, Agile, Supply Chain, Python, Data, Modelling, Lead Data Scientist, Agile, Supply Chain, Python, Data, Modelling"	"Kingston upon Thames, Surrey, UK"	"IT"	NA	"ASAP"	"£350 - £500 per Day"	"Reed Technology"	"Rob Stapel "	"JS-77994"	"28/11/2018 16:56:05"	"http://www.jobserve.com/Gkak9"	NA	"6 months"
"Full Stack Developer ( ReastAPI, Angular, Node, C# .NET )"	"£350 - 400 per Day"	"Central London, United Kingdom"	"Contract"	"Full Stack Developer ( ReastAPI, Angular, Node, C# .NET )"	"Central London, United Kingdom - £350 - 400 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) Central London6 Month Contract£350 - £400I am currently seeking a Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) to join a Market Leading Software Consultancy based in central London.This Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) will be brought in to work on a large scale fraud protection application with Machine Learning and AI, this product will use predictive analytics to predict faults before they happen and has valuable fraud protection uses for a number of their clients.The ideal Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) will be, well versed in multiple languages and frameworks specifically, JavaScript and C#, with Angular(Polymer), Node and .Net.The main responsibilities for this Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) will be to Design and build web applications and microservices using ASP.NET, NodeJS and Polymer.Required skills:Angular JSC#.NetNode JSMicroservicesRestful API'sJavaScriptBeneficial:PolymerServiceNowExperience working with multiple programming languagesThe Full Stack Developer ( ReastAPI, Angular, Node, C# .NET ) will be strong client facing as they are required to provide clear strategic direction based on site with one of to one of their largest clients in the UK.This is an immediate requirement that the client want to fill ASAP, for more information please respond via the links provided or contact me via email or phone  and ask for Elliot for more information."	"Central London, United Kingdom"	"IT"	NA	"ASAP"	"£350 - 400 per Day"	"Venturi Limited"	"Elliot Jones "	"JS3142235"	"28/11/2018 09:46:55"	"http://www.jobserve.com/GkWSM"	NA	NA
"Data Scientist"	""	"City of London"	"Contract"	"Data Scientist"	"City of London"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Senior Data ScientistFantastic opportunity to join our Banking client in Central London, on an initial 12 month contract!Our client requires a Data Scientist to join them in January 2019 and to be able to hit the ground running.The manager heads up Client Analytics for technology and is looking for someone who can help shape the technology and help grow the capability in the analytics space.More information regarding this role/project will be explained in detail at interview stage.The skills required for this role:Machine Learning/AI expertiseIdeally, Capital Markets experience- this isn't essentialPython, R, Tensor Flow, Spark, Anaconda, Jupyter skills will likely feature on the CVThe successful candidate will be joining an Investment Bank and therefore Investment/Banking experience is essential.Please forward your CV if you have the required skills and experience.We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age"	"City of London, UK"	"IT"	NA	"January 2019"	NA	"Lorien"	"Rosalyn Raeburn "	"JS-50196637"	"04/12/2018 18:07:06"	"http://www.jobserve.com/GlcZa"	NA	"12 months"
"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"£500- £600 per Day"	"London"	"Contract"	"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"London - £500- £600 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	" Senior Data Scientist - Market Research and Big Data - 12 month Contract - London  Our global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it. Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations. The Role: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers Actively share Data Science knowledge within the team and be a true TEAM PLAYER. Essential Skills: Expert knowledge of Python programming, including pySpark Strong statistical modelling skills/knowledge on predictive analytics would be a plus Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive) Desirable Skills: Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano) Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service) Experience in working with relational and non-relational databases, including SQL Required Qualifications: Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required 2+ years of professional experience in quantitative data analysis/data science or related areas To apply please click the Apply button and follow the instructions. For a further discussion, please contact James Money. 83zero Consulting Limited is a boutique consultancy specialising in Data Science | Change | Agile Transition within the UK. We provide high quality interim and permanent senior IT professionals."	"London, UK"	"IT"	NA	"ASAP"	"£500- £600 per Day"	"83Zero Ltd"	"James Money "	"JSJM - DATA SCIENTIST"	"03/12/2018 08:46:47"	"http://www.jobserve.com/Ghmqx"	NA	"12 months"
"Forensic Data Analyst"	"GBP"	"Belfast"	"Permanent"	"Forensic Data Analyst"	"Belfast - GBP"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Job Description:Join the team in Belfast for one of the UK's largest forensic divisions with over 100 tech professionals Your new company They are one of the world's largest and most powerful technology consulting organisations and have a considerable amount of talent working within their data-driven forensic technology services. Due to growth in client demand the opportunity has opened up to join the team in their new Law Practice Tech Consulting team. This opportunity is particularly suitable for a data analyst at associate/senior associate level who enjoys working on projects, and enjoys problem-solving through the use of data. Your new role As a senior associate within the team. You'll have the opportunity to work on multiple projects for global clients within machine learning, data analytics and e-documents. You'll get the chance to harness tech such as artificial intelligence, robotics and other tech to deliver solutions and grow your management skills by coaching and mentoring a few junior members within the team. What you'll need to succeed Naturally, you'll have a technology-driven academic background or relevant work experience where you'll been involved in tech projects using data, Ideally, you'll have worked with BI tools such as Tableau, Qlik or MS Power BI and have a working knowledge of SQL. What you'll get in return This position will allow your career to flourish both technically and commercially within one of the world's best consulting firms. You'll immediately gain an attractive base salary that is boosted with a comprehensive and flexible benefits package. Training and development opportunities including certifications are available to assist in furthering your growth. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call Jason Brownlee at Hays Digital Technology now. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career. "	"Belfast, UK"	"IT"	NA	NA	"GBP"	"Hays"	"Hays"	"JS642848E8ED9945D4/598071361"	"04/12/2018 17:14:07"	"http://www.jobserve.com/GlcUH"	NA	NA
"Technical Project Manager"	""	"Bournemouth, Dorset"	"Permanent"	"Technical Project Manager"	"Bournemouth, Dorset"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"What we do;Kognitiv is paving the way for the next era in B2B collaborative commerce - enabling consumer and hospitality brands to engage deeply and securely with their customer base. Brands can collaborate with suppliers and value-added partners, providing customers with personalized experiences.We have created new distribution applications designed on the principles of effective commerce: value discovery, collaboration, trade and personalization. The network uses machine learning and distributed applications to analyse consumer behaviour data and identify profitable opportunities for brands and partners to leverage.These opportunities are packaged and marketed to consumers through complete programs, backed by Kognitiv's technology resources, applications, and expertise.About the role;We are looking for an experienced Technical Project Manager to manage organisation of key client projects. Project management responsibilities include delivering every technical project on time within budget and scope. Project managers should have a background in business skills, management, budgeting and analysis.Project managers are skilled at getting the best out of the people and projects that they oversee. They thrive when planning projects and working with project teams.- Ensure that all projects are delivered on-time, within scope and within budget - Developing project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility - Ensure resource availability and allocation - Develop a detailed project plan to track progress - Measure project performance using appropriate systems, tools and techniques  - Report and escalate to management as needed - Perform risk management to minimize project risks - Create and maintain comprehensive project documentationWho Are You?- Proven working experience as a technical project administrator in the information technology sector - Solid technical background, with understanding or hands-on experience in software development and web technologies - Excellent written and verbal communication skills - Solid organizational skills including attention to detail and multi-tasking skills - PMP/PRINCE II certification is a plusWhat we offer:Our moto is if our staff are happy, then so are our customers, so working for Kognitiv comes with many benefits you can choose from, of which we have listed a few below, but these are always being updated:- Competitive basic salary - Annual salary review - Up to 25* days a year holiday entitlement (plus bank holidays) - Flexi-time (subject to completion of training) - Access to Perkbox eg high street discounts, cycle to work scheme etc. (after 3 months) - Get your birthday as a paid day off (after 12months) - £300 towards Gym Membership (after 12 months) - Free access to online training platform Lynda - covering multiple subjects including hobbies. - Regular Team IncentivesWe are a fun, innovative organization with 200 employees globally and we are looking for exceptional people to come and join us. This is an exciting opportunity to work for an international business, in a high energy environment with a collaborative, smart and passionate team. If you like the sound of us and the role; get in touch!Here at Kognitiv, we don't just accept difference - we celebrate it! Greater diversity means greater variation in ways of thinking, perspectives and approach. And we thrive on it for the benefit of our employees and our clients. Kognitiv are committed to creating an inclusive environment and all employment is decided on the basis of qualifications, merit, fit and business need."	"Bournemouth, Dorset, UK"	"IT"	NA	"ASAP"	NA	"Kognitiv"	"Kognitiv"	"JS2600966/584928010"	"03/12/2018 16:03:53"	"http://www.jobserve.com/GkQRX"	NA	NA
".NET Developer"	""	"Bournemouth, Dorset"	"Permanent"	".NET Developer"	"Bournemouth, Dorset"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"What we do;Kognitiv is paving the way for the next era in B2B collaborative commerce - enabling consumer and hospitality brands to engage deeply and securely with their customer base. Brands can collaborate with suppliers and value-added partners, providing customers with personalized experiences.We have created new distribution applications designed on the principles of effective commerce: value discovery, collaboration, trade and personalization. The network uses machine learning and distributed applications to analyse consumer behaviour data and identify profitable opportunities for brands and partners to leverage.These opportunities are packaged and marketed to consumers through complete programs, backed by Kognitiv's technology resources, applications, and expertise.About the role;With our Head Office in Toronto and global offices in the UK, EMEA & APAC we currently have vacancies for .NET Developers to join our expert Development Team in Bournemouth. This role is a demanding one but will be hugely rewarding for the right candidate as we jointly work to help take our award-winning CMS and travel booking systems forward.We're looking for two talented, dedicated Microsoft .net Web Applications Developers to join our lively team where you will have a key role in developing, managing and delivering high quality web applications with additional responsibility for the technical quality of production and delivery of development on-time. You will also communicate to the management team and your colleagues on each project's status whilst ensuring the highest level of quality in our work through code reviews, appraising technical aspects of work.Who Are You?Ideally you should have, or be completing, a degree incorporating Software Engineering practices, but this is not essential as commercial experience is just as important within the role. The ideal candidate will have a real passion for digital technology and enjoy working as part of a team and have excellent communication skills, both written and verbal. You will also demonstrate a background of strong commercial experience.You will also need an excellent working knowledge of:- Programming with ASP.NET  - HTML and CSS - Javascript (including JQuery) - MS SQL databases - AJAX, JSON, XML & XLST knowledge is essential - Excellent understanding of Microsoft Office, Visual Studio and SQL Management StudioWe are a fun, innovative organization with 200 employees globally and we are looking for exceptional people to come and join us. This is an exciting opportunity to work for an international business, in a high energy environment with a collaborative, smart and passionate team. If you like the sound of us and the role; get in touch!Here at Kognitiv, we don't just accept difference - we celebrate it! Greater diversity means greater variation in ways of thinking, perspectives and approach. And we thrive on it for the benefit of our employees and our clients. Kognitiv are committed to creating an inclusive environment and all employment is decided on the basis of qualifications, merit, fit and business need.Please note; Kognitiv are not offering sponsorship or a relocation package for this role. We always welcome international candidates to apply providing they are eligible to work and live in the UK."	"Bournemouth, Dorset, UK"	"IT"	NA	"ASAP"	NA	"Kognitiv"	"Kognitiv"	"JS2599309/581442141"	"03/12/2018 16:00:35"	"http://www.jobserve.com/GkQRc"	NA	NA
"Data Engineer"	""	"London"	"Permanent"	"Data Engineer"	"London"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	" Why is our Data Engineering team the next step for you? Worldpay puts data at the heart of our business and our Data Engineering team are in the thick of it, building disruptive technology for the highly competitive payments industry. Working with over 400,000 merchants and there consumers we're working with a range of needs and large-Scala data, giving us the complex challenge to create powerful analytic capabilities for Worldpay and our customers.Next on the list is to utilise our Enterprise Data Platform to augment our existing and build on new products. The team are working on Real Time decision making using Spark and machine learning currently for Cloud and streaming analytics. You'll have the opportunity to use your excellent communication and coding skills to work with us in a fast-paced environment to design and build on this technology globally. How will you add value on a day-to-day basis? As a data engineer you'll champion software quality, agile best practice and continuous delivery to produce high quality, maintainable and supportable code for the Enterprise Data Platform. While defining and actively contributing to EDP Key Design Decision processes and definition of procedures focussing on Data Engineering.You'll be hands-on in development and delivery across a broad mix of languages and technologies, writing data pipelines written in Spark/Scala and collecting data from Kafka and delivering to Hive or Hbase. With effective prioritisation skills in order to be productive in our highly dynamic environment and willingness to learn the many tools & frameworks within the HortonWorks Data Platform. What will make you the ideal candidate? We're looking for a Data Engineer with software engineering expertise to not only build pipelines and move data but build the next generation of tooling to take real advantage of the rich data available. A habit of thorough testing practice and the ability to develop reliable, maintainable and efficient code in Scala, Java, SQL and Linux Shell. Data loading, either Scripting or using ETL technologies. All in an environment using strict source-code control and release procedures.If you have the skills and experience, this is a great opportunity to expand on your skills working with Kafka, Spark, Solr and associated BigData Technologies (Hadoop, Apache Stack) at scale in an innovative and passionate environment. How is Worldpay changing the world? Worldpay has merged with Vantiv Inc. to create a new global leader in payments. The new Worldpay will have the scale, the reach and the resources to take our success story to another level. This move allows us to expand further into high growth markets, deliver innovation at scale and above all, brings together exceptional talent and a shared passion that will help propel us forward to the next chapter of our collective story.Our technology enables billions of payments to be made each year whether online or in person. Working with customers large and small we help them to take payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process. "	"London, UK"	"IT"	NA	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000TEVVTEA3/587223481"	"29/11/2018 18:09:19"	"http://www.jobserve.com/GjjTz"	NA	NA
"Data Scientist - Robotics/Automation/Driving -12 month contract"	"£550 - £600 per day"	"London"	"Contract"	"Data Scientist - Robotics/Automation/Driving -12 month contract"	"London - £550 - £600 per day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Data Scientist - Robotics/AI/Deep Learning/Automation/Autonomous Driving - London - 12 month contract - up to 600p/dMy leading client are working on a cutting edge greenfield autonomous driving project and they are keen to grow the Data science team.This is a great opportunity to be part of a Tech centred environment whilst working on an exciting projects!Experience:Experience with AI/Machine LearningUnderstanding of Robotics/Autonomous Driving/Automation Data optimisationData enthusiastData optimisation modelsknowledge of Big Data technologiesDesirable:*Python*DockerData Scientist - Robotics/AI/Deep Learning/Automation/Autonomous Driving - London - 12 month contract - up to 600p/d"	"London, UK"	"IT"	NA	NA	"£550 - £600 per day"	"Gravitas Recruitment Group Ltd"	"Tim Bunn "	"JS-BBBH54853"	"29/11/2018 17:11:42"	"http://www.jobserve.com/Gkjyj"	NA	"12"
"Senior Manager"	"£60k - £95k per annum + benefits"	"London"	"Permanent"	"Senior Manager"	"London - £60k - £95k per annum + benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Our client, a well known and respected Consultancy firm in London are looking to recruit a number of Managers & Senior Managers on a permanent basis. Role: Deliver Operations Transformation engagements within the Insurance Sector. Responsible for the development & delivery of business propositions, supporting bids and proposals. Candidates must have Consultancy experience.To be considered for this role you must demonstrate your relevant experience in the following:*Extensive experience within the Insurance Industry, proven experience delivering complex projects of work within transformation programmes.*Extensive Underwriting (Commercial) experience *Intelligent Automation experience (RPA, EPA, Cognitive, Machine learning etc.) to remove cost from underwriting functions *Coaching & team development experience, acting as Performance ManagerPackages include competitive base salary (DOE), Car Allowance, Discretionary Bonus, Private Medical & Life Assurance!PLEASE NOTE: Underwriting & Consultancy experience essential for these roles.Apply now for immediate consideration!Recruitment Zone acting as an employment agency in regard to this advert."	"London, UK"	"Finance"	"Executive"	"Ongoing"	"£60k - £95k per annum + benefits"	"RZ Group"	"Amanda McGregor "	"JS-AM\REQ/037611"	"28/11/2018 10:12:52"	"http://www.jobserve.com/GkWl1"	NA	NA
"Senior Project Manager\Programme Manager"	""	"Northampton, Northamptonshire"	"Permanent"	"Senior Project Manager\Programme Manager"	"Northampton, Northamptonshire"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"PROJECT MAANGER | Programme Manager | *Financial experience is not essential *Permanent role based in NorthamptonAbout Would you like to work for a group that are the good guys helping protect the consumer as well as the bank? Do you want to deliver and improve software that is handling billions of financial and non-financial transactions using supervised and unsupervised machine learning? Do you want to be part of the team that has aggressive targets of saving the business over 100 million pounds in next two to three years? Do you thrive in a fast paced, intellectually and technically challenging environment? If the answer to all these is an emphatic \"yes\" then we have a role for you.Your RoleCreate & maintain overall programme delivery plan.Establish & drive delivery disciplines, cadence & standards for the Programme team, managing across geographical and organisational boundaries.Own the issues/blockers status & resolution, and same for identifying/managing risks facing the feature team (may be reliant on support from others to mitigate).Own the Programme delivery status report out and accuracy of the facts.Vendor relationship management - running RFP's and contract management with internal Sourcing.Control financial & resource forecasts & actuals to budgetSenior stakeholder managementEssential SkillsExtensive experience of leading large scale projects/programmes across full life cycle, with expertise in using established Project/Programme Management methods, frameworks and toolkits.Must be able to demonstrate extensive stakeholder management (up to Managing Director level), communication and presentation skills with strong ability to network effectively and influence opinions and actions of others.Analysis, creativity and innovation - able to conceive original and practical solutions to complex and business critical problems.Ability to manage conflicting priorities and minimise execution risks to flawlessly execute at speed, balancing the needs of the project team and stakeholders.Desirable SkillsExperience of Agile delivery methodologies.Understand at a high level the interface between complex business needs and the complex legal and regulatory environment in which the business operates.Sound commercial judgment and overall understanding and experience of working in the Financial Services Industry, particularly the Risk, Financial Crime, Regulatory and Controls environment.Formal external professional qualification/accreditation in project, Programme or change methodologies.Risk and Control Objective All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards."	"Northampton, Northamptonshire, UK"	"IT, Finance"	NA	NA	NA	"Resource Solutions - Barclays"	"Barclays"	"JS-GDSPM"	"04/12/2018 11:58:10"	"http://www.jobserve.com/GlZ6U"	NA	NA
"Data Scientist - Python/R/ML - 6 month contract - London"	"£700 - £850 per Day"	"London"	"Contract"	"Data Scientist - Python/R/ML - 6 month contract - London"	"London - £700 - £850 per Day"	"Contract"	"Posted: Friday, 30 November 2018"	""	"Senior Data Scientist - Python/R/ML - 6 month contract - Global IT Consultancy - London An exciting opportunity has arisen for a Senior Data Scientist to join a global IT consultancy who are looking to build out their AI practice in London. This is an initial 6 month contract with great potential to extend.This is a fantastic opportunity to join a data science practice which will soon be recognised as one of the leaders within this space. Rather than just building PoCs you will be able to take advantage of the enormous data sets and build actual machine learning products from inception through to deployment and production.Essential RequirementsMSc degree or equivalent in Artificial Intelligence, Machine Learning, Computer Science, Statistics, Mathematics, Physics or similar quantitative disciplineProficiency in Python (or R) and SQL, and experience in developing and deploying models to a production system or commercial useDevelopment knowledge in Java (or Scala)Hands-on skills in machine learning techniques with demonstration in academic publications and/or online competitions like KDD-Cup, Kaggle etc.Familiar with one or more machine learning algorithms: content/collaborative filtering, NLP, non-linear/deep regressions, boosted trees, ensembles etc.Thorough understanding of full modelling process: exploratory data analysis, feature engineering/selection, multi-layer cross validationsExperience in developing prediction models in E-commerce or digital marketingA good understanding of statistics (eg, hypothesis testing, non-parametric methods)Ability to work collaboratively and proactively in a fast-paced environment interacting with both a non-technical and technical audiencesKnowledge of big data systems and NoSQL databasesPreferable qualifications and skill setA PhD in a quantitative subjectExperiences with big data frameworks ie Spark, Hadoop, Kafka etc.Previous experience with recommender systemsCommercial mindset and interest in digital and web contentA hacker's mentality to problem solvingComfortable in using open source technologiesInterest in keeping up with state-of-the-art machine learning by attending and submitting papers to relevant conferencesKnowledge or experience in developing/deploying to AWS or AzureEmpiric is a global provider of niche and specialist recruitment services operating across Investment Banking, Oil & Gas, Engineering, IT and Industry & Commerce. Our expert knowledge of the market and strong working relationships with our clients has enabled us to become the preferred supplier to over 150 global corporations. "	"London, UK"	"IT, Retail, Consulting"	"Executive"	"17/12/2018"	"£700 - £850 per Day"	"Empiric Solutions"	"Empiric "	"JS-DS 1"	"30/11/2018 17:34:31"	"http://www.jobserve.com/Gkqvn"	NA	"6 months"
"Data Scientist - Statistics, Probability, Algebra, Python-Media"	"£550 - £600 per Day"	"City of London"	"Contract"	"Data Scientist - Statistics, Probability, Algebra, Python-Media"	"City of London - £550 - £600 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Scientist - Statistics, Probability, Algebra, Python - Media FirmA leading media firm are developing analytical solutions to their business concepts and have a fantastic opportunity for a Data Scientist to play a key role in strategic design and development approach to the analytical approach.As a Data Scientist you will work extensively with Python and pySpark, being responsible for statistical modelling, optimisation and/or machine learning/deep learning algorithmic development, to create data-driven, end-to-end solutions for marketers.You will require a strong rounding in genetic algorithms, linear algebra, probability theory and statistical models.You should apply for this role if you are/have:3+ years professional experience in quantitative data analysis/scienceStrong probability, statistics and linear algebra experienceExpert Python development skills including PySparkStatistical modelling skills (and ideal predictive analytics)Knowledge of optimisation and machine learningStrong understanding of Big Data environmentsCloudera, Hadoop, Hortonworks, AWS EMR, Map/Reduce, HivePerformance optimisation and scalability skillsRelational and non-relational data bases knowledgeMasters degree Minimum in a quantitative, technical or statistical subject£550-£600/day based London initial 12 month contract."	"City of London, UK"	"IT"	NA	NA	"£550 - £600 per Day"	"Alexander Ash Consulting Ltd"	"Toby Rees"	"JS-AA/TR/3134/DSPM"	"28/11/2018 11:10:18"	"http://www.jobserve.com/GkXJS"	NA	NA
"Data Scientist, 12 month contract, up to £600 PD, London"	"£450 - £600 per day"	"London"	"Contract"	"Data Scientist, 12 month contract, up to £600 PD, London"	"London - £450 - £600 per day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"My client in London is looking for a Data Scientist. This is a 12 month contract paying up to £600 per day working for a Media company.Concrete tasks will include:Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutionsClosely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketersActively share Data Science knowledge within the companies Technology and Data networkWe look for a profile with complementary skills, such as:MUST HAVEExpert knowledge of Python programming, including pySparkStrong statistical modelling skills/knowledge on predictive analytics would be a plusSolid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive) NICE TO HAVEAdvanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano)Basic skills with regard to performance optimisation and scalability (eg, pluralisation, code optimisation, containerisation, function as a service)Experience in working with relational and non-relational databases, including SQLJob reference: SC3127- 281118"	"London, UK"	"IT"	NA	NA	"£450 - £600 per day"	"Alexander Ash Consulting Ltd"	"Samuel Coker "	"JS-SC3127- 281118"	"28/11/2018 08:32:56"	"http://www.jobserve.com/GkVvM"	NA	"12 months"
"Software Delivery Manager"	"£85k per annum + equity, flexible working"	"London"	"Permanent"	"Software Delivery Manager"	"London - £85k per annum + equity, flexible working"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Software Delivery Manager London £85,000 pa with flexible working, home working days, equity, person development investment Are you a Technical Delivery Manager or Lead Developer and looking for your chance to work in the world of AI and Big-Data leading the product to success? - About the company - You'll be joining a heavily funded start-up was set-up by serial entrepreneurs to use blockchain and AI technology to it's full. Using their Machine Learning intelligence platform, they are allowing companies to make decisions before they happen!The platform continues to optimise the latest technology and is being adapted along with the needs of the clients meaning that when you come on board as a Delivery Manager, you'll be working on greenfield projects and leading the team of 6, highly skilled technologist to continue the business in its uphill trajectory. Since inception, they have built a team of seriously passionate technologists from some of the worlds most impressive technology companies. This is a chance to work with great minds, share ideas and develop. You'll be a key part of a company with large growth plans and have the chance to have significant equity within it. They are passionate about the team and technology and invest heavily in employees development and you'll have training and courses provided to progress your career. - About your role - The AI you'll be working on is a chance to work with some very clever minds and help You'll be leading the tech team and ensuring any blockers are resolved quickly. You'll be working alongside a team in an agile environment but will be given autonomy to make sure freedom to make the decisions as you please and you'll be working directly with the senior stakeholders in the business. This freedom is reflected in the working hours; you will have flexible hours and working from home to ensure that you get the best out of yourself. This is a chance to work on cutting edge AI and Big-data technology and also help grow a business at a very exciting time in their history! - About you - * You have a technical background and share tech ideas with laypeople* A keen interest in technology* Experience in delivering results in line with business goals * Not afraid to fail * Agile experience - Salary and benefits - * £85,000 pa * Flexible working * Home working days * Equity Software Delivery Manager London £85,000 pa with flexible working, home working days, equity, person development investmentISL (Incite Solutions Ltd) is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	NA	"ASAP"	"£85k per annum + equity, flexible working"	"ISL Recruitment"	"Jon Holland "	"JS-JH - SDM"	"29/11/2018 18:11:51"	"http://www.jobserve.com/GkkDS"	NA	NA
"Data Architect - PowerBI"	"£700 - £800 p/d"	"Northampton, Northamptonshire"	"Contract"	"Data Architect - PowerBI"	"Northampton, Northamptonshire - £700 - £800 p/d"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Architect Based in Northampton, a contract Data Architect is required to define, develop and deliver the strategy for Data Architecture. You will take overall accountability for designing data processes in order to automate the management of data and provide consultancy to delivery teams on everything data related. Datamodelling background and skill to do logical Datamodelling for a multi-dimensional analytics model Solid data architecture experience of writing policies, patterns, reference architectures, standards and guidelines Experience working with Microsoft technologies Experience working with SQL Server, SSIS, SSAS and SSDT Experience with Data Factory, HDInsights, Data Catalogue and Azure Search Stream Analytics, Machine Learning, AI and understanding of broader Microsoft portfolio Experience architecting and creating PowerBI platform and reports  Based from Northampton the daily rate is £700 - £800."	"Northampton, Northamptonshire, UK"	"IT"	"Executive"	"ASAP"	"£700 - £800 p/d"	"Pytec IT Recruitment"	"Sam Wiggins"	"JSSWDATA"	"28/11/2018 11:06:46"	"http://www.jobserve.com/GkXGm"	NA	"6 months"
