"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Media studies teaching role - Greenwich - January 2019 -MPS/UPS"	"GBP"	"London"	"Permanent"	"Media studies teaching role - Greenwich - January 2019 -MPS/UPS"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Media studies Teacher - Greenwich - £150 to £250 per day!An exciting opportunity for a Media studies teacher to join and contribute to a wonderful school in Greenwich, if you are passionate about Media Studies and wish to provide first class education, then this may be the role for you!About the role:A wonderful Secondary school in Greenwich requires a Media studies to join them (NQT/QTS).The role is to support KS3-KS5 students.Greenwich based secondary school.January 2019 start£150 - £250About you:To be successful you need to be a qualified teacher who is passionate and knowledgeable about your subject and possesses the ability to teach consistently at an outstanding level. Whether you are at the start of your career or an expert teacher we focus on what attributes you will bring to the school and most importantly what impact you will have on our students.We at Teaching Personnel feel it is important to hire for the right attitude which is why we look for teachers that are enthusiastic, focused and resilient to the day to day pressures that teaching brings. Additionally you must meet the following criteria:Eligible to work in the UK.Hold QTS.Knowledge of the UK curriculum.Possess two valid classroom based references.Hold a Child Workforce Only DBS which is also registered on the Online Update Service.The school is highly academic with excellent results, so you will be able to fully utilise your knowledge. Students come from a mixture of backgrounds, with the school catering for an above average EAL meaning all lessons need to be inclusive for all. Found in Greenwich, South East London, this school is easily accessible by overground, underground and bus.The school is a small, inclusive secondary school where every member of the community is truly valued. Every pupil is encouraged to achieve excellence by working hard, continuously improving, growing spiritually and thinking of others. The Head believes that with the right amount of encouragement, challenge and support, their pupils will improve their learning and ethical appreciation of how to develop into responsible young adults. If you believe that this is the role for you, please send your CV today!All successful candidates will be invited to our office at London Bridge for an interview.Media studies Teacher - Greenwich - £150 to £250 per day!All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"London, UK"	"Media"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS6B6F0A02/603320514"	"12/12/2018 09:13:21"	"http://www.jobserve.com/Gm4Qo"	NA
"Year 5 Teacher-Primary-Finchley Central- Barnet-Jan 2019"	"GBP"	"Barnet, London"	"Permanent"	"Year 5 Teacher-Primary-Finchley Central- Barnet-Jan 2019"	"Barnet, London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Year 5 Primary Teacher- Key Stage 2- Finchley Central - January 2019 start * Year5/6: Key Stage 2- Primary Teacher*Jan 2019 (immediate start)* Long Term/Full Time** Ofsted  'Good' school* Two form Entry school* NQT's Welcome- QTS (required)* Location: Finchley Central- Barnet * MPS/UPS inner London Are you a recent NQT looking for a great school to begin your career?  OR, perhaps you are an experienced teacher looking to progress your career? If the answer to the above questions is YES, then this post could be for you!There is an exciting opportunity at a Primary School located in Finchley Central, borough of Barnet, to begin next academic year. This friendly Primary school are searching for ideally a teacher who is interested to be a year 5 or 6 class teacher for January joining them on an immediate start, dependent on the suitability of the candidate. There are ample opportunities at this school for TLR and further responsibilities. The successful candidate will be appointed on a Long term contract and will be offered plentiful CPD training opportunities. This opportunity is suitable for Newly Qualified Teachers (NQT's) and those with more experience (QTS). This position is a long term/Full time position with the prospect of becoming permanent. If you feel as though, this already sounds like a little bit of you, then carry on reading! This Primary school is rated 'Good' by Ofsted with Outstanding aspects as this school strongly projects a warm, friendly and safe environment for all the students regardless of any circumstances. This vibrant school has fully resourced classrooms and magnificent children who are eager to learn causing one to feel a sense of pleasure teaching them every day. At this school, the children develop a love for learning, create long lasting relationships and have the freedom to express a sense of creativity and their individuality.This Primary school have been commended by OFSTED for their well-established leadership team and excellent behaviour within the school. The Head Teacher permits all teachers to have creative freedom with their lessons, as they are very supportive and attentive with new staff members joining their team. This support will be exemplified when teachers are planning for lessons, as power points will be distributed between KS2 teachers in order to gain insight, ideas and reduce work-load. The successful candidate will be expected to offer engaging and forward-thinking lessons with the help of the classroom teaching assistant.To become a part of a welcoming, enthusiastic environment, and a supportive team, then why not apply for this position? If you would like to apply for this position, then please submit your CV ASAP.OR, alternatively email: Interviews for this position will start immediately.  "	"Barnet, London, UK"	"Education"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JS9B104752/599779262"	"10/12/2018 07:09:38"	"http://www.jobserve.com/GmgJa"	NA
"Business Studies/Computing/ICT Job - Basingstoke - January 2019"	"20k - 35k Annual £20k - £35k/annum GBP"	"Basingstoke, Hampshire"	"Contract"	"Business Studies/Computing/ICT Job - Basingstoke - January 2019"	"Basingstoke, Hampshire - 20k - 35k Annual £20k - £35k/annum GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Business Studies, Computer Science and ICT Teacher - Basingstoke - January 2019.We have an excellent opportunity for a Business Studies, Computer Science and ICT teacher to undertake a long term role at a great school in Basingstoke, to start in January 2019This Business Studies, Computer Science and ICT position is in Basingstoke and you will need to be able to teach to KS4.To be considered for this Business Studies, Computer Science and ICT role in Basingstoke you will need:. Qualified Teacher Status or equivalent. Excellent subject knowledge. Good communication skills. The ability to motivate and inspire your students.Students at this school are encouraged to identify challenges and find creative solutions which ensure success. The school is one of those rare places where academic excellence and an expectation of the highest standard in everything they do, co-exist with our caring and supporting ethos.By working as a Business Studies, Computer Science and ICT Teacher with CER you will benefit from: - Excellent rates of pay - A fast clearance process in order to get you out to work as soon as possible- A great range of courses to enhance your own CPD.So if you are ready to take the next exciting step in your career, then please register your interest by applying via the link below, or contacting Steve Whitworth on (Apply online only) in the CER Southampton office, to discuss the job in more detail "	"Basingstoke, Hampshire, UK"	"Education"	NA	"20k - 35k Annual £20k - £35k/annum GBP"	"CER Education"	"CER Education"	"JS209112344/604641719"	"13/12/2018 11:02:52"	"http://www.jobserve.com/GnJBD"	NA
"Business Studies"	"42k Annual"	"Merton, London"	"Unspecified"	"Business Studies"	"Merton, London - 42k Annual"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"A Secondary Academy is looking for a Teacher who specialises in Business Studies to start in January or sooner. This is a great opportunity to join a hard-working Business department in a high-achieving successful school. Well managed school Supportive parent body Well established behaviour management policy is applied tirelessly by senior staff who back teachers Good programme of internal and external CPD Opportunities to contribute to a varied programme of Extra-Curricular activities The school will contribute to the Teachers' Pension Scheme The successful Candidate will need to be:  You are a qualified ICT teacher and you have experience teaching ICT and Business Studies up to Key Stage 5  You are flexible, adaptable and have what it takes to succeed teaching in a secondary environment. UK experience preferred. This Academy Group believes in creating great places to work for teachers, leaders and support staff. They believe there is no better place to grow your career, with outstanding development opportunities, career path, and support from inspirational colleagues across this school's network, and a generous benefits and rewards package. "	"Merton, London, UK"	"Education"	NA	"42k Annual"	"Lynx Education Ltd"	"Lynx Education Ltd"	"JS3561_36748553/592833260"	"12/12/2018 09:04:26"	"http://www.jobserve.com/Gm4Ii"	NA
"Maths Middle Leader | Sept 19 | Top Performing in Maths"	"35k - 50k Annual £35k - £50k/annum MPS - UPS GBP"	"Tower Hamlets, London"	"Permanent"	"Maths Middle Leader | Sept 19 | Top Performing in Maths"	"Tower Hamlets, London - 35k - 50k Annual £35k - £50k/annum MPS - UPS GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Maths Middle Leader - Tower HamletsAre you a Maths Teacher looking to make the next step in your Maths Teaching career?Then surround yourself with inspirational individuals as you become a Maths Middle Leader at this well supported school in Tower Hamlets!*Maths Middle Leader position available as a Permanent, Full-Time position*Outstanding secondary school & sixth form in Tower Hamlets*Maths Middle Leader to start in January 2019*Top performing Maths department 89% A*-C pass for GCSE*Maths Middle Leader salary £28,098.00-£46,829.00 per annumMaths Middle Leader SpecificationThe successful applicant will be a dynamic experienced teacher seeking greater responsibility or a current inspirational Maths Middle Leader who is looking to prove themselves in a new environment. The ideal Maths Middle Leader will be someone who is able to deliver effective training programmes to colleagues and provide an adaptable teaching approach, with ability to cater for all pupils in the class.About the Maths Middle Leader RoleAs a Maths Middle Leader at this school you will be managing a team of ten committed Maths teachers and reporting directly to the Lead Practitioner for Maths. You will have the opportunity to implement your own ideas and ensure best practice is ongoing. Maths is a popular subject within the school sixth form therefore experience of teaching A-Level maths is preferred. The SchoolThis outstanding secondary school is found in Tower Hamlets and is a short walk from Whitechapel station. The school is among the top performing mainstream inner city schools in the country with Maths GCSE A*-C at 89%! Teachers at this school benefit This Maths Middle Leader position is an exceptional opportunity to advance your career and make a difference to a great community in Tower Hamlets. Send your CV over to Sophie Kelly at EduStaff and join this great school.Please note: due to the volume of applications, only successful applicants will be contacted.Maths Middle Leader | Tower Hamlets | Maths Middle Leader | East London "	"Tower Hamlets, London, UK"	"Education"	NA	"35k - 50k Annual £35k - £50k/annum MPS - UPS GBP"	"Edustaff"	"Edustaff"	"JS209161568/604635260"	"13/12/2018 09:03:08"	"http://www.jobserve.com/GnIDk"	NA
"Maths Middle Leader Sept 19 Top Performing in Maths"	"GBP"	"London"	"Unspecified"	"Maths Middle Leader Sept 19 Top Performing in Maths"	"London - GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"Maths Middle Leader - Tower Hamlets Are you a Maths Teacher looking to make the next step in your Maths Teaching career? Then surround yourself with inspirational individuals as you become a Maths Middle Leader at this well supported school in Tower Hamlets! *Maths Middle Leader position available as a Permanent, Full-Time position*Outstanding secondary school & sixth form in Tower Hamlets*Maths Middle Leader to start in January 2019*Top performing Maths department 89% A*-C pass for GCSE*Maths Middle Leader salary £28,098.00-£46,829.00 per annum Maths Middle Leader Specification The successful applicant will be a dynamic experienced teacher seeking greater responsibility or a current inspirational Maths Middle Leader who is looking to prove themselves in a new environment. The ideal Maths Middle Leader will be someone who is able to deliver effective training programmes to colleagues and provide an adaptable teaching approach, with ability to cater for all pupils in the class. About the Maths Middle Leader Role As a Maths Middle Leader at this school you will be managing a team of ten committed Maths teachers and reporting directly to the Lead Practitioner for Maths. You will have the opportunity to implement your own ideas and ensure best practice is ongoing. Maths is a popular subject within the school sixth form therefore experience of teaching A-Level maths is preferred.  The School This outstanding secondary school is found in Tower Hamlets and is a short walk from Whitechapel station. The school is among the top performing mainstream inner city schools in the country with Maths GCSE A*-C at 89%! Teachers at this school benefit  This Maths Middle Leader position is an exceptional opportunity to advance your career and make a difference to a great community in Tower Hamlets. Send your CV over to Sophie Kelly at EduStaff and join this great school. Please note: due to the volume of applications, only successful applicants will be contacted. Maths Middle Leader | Tower Hamlets | Maths Middle Leader | East London "	"London, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36814095/603937900"	"13/12/2018 07:03:12"	"http://www.jobserve.com/GnHmL"	NA
"Recruitment Consultant - Education"	"GBP"	"Birmingham"	"Permanent"	"Recruitment Consultant - Education"	"Birmingham - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Our client are an well-established teacher training and recruitment consultancy. They are looking for someone who has excellent industry knowledge and wants to be part of an ambitious education business. This is an incredibly exciting opportunity for established consultants who wants a new challenge!Are you an forward thinking individual with experience within the Education Recruitment sector? Do you want to join a team filled with thriving and exciting people? Do you want to earn a life changing salary?The successful person will have -Self-motivationA diligent and robust recruitment practiseAbility to partner with candidates and clientsAdditionally, you may have experience of -A full 360 experience within recruitmentAbility to grow a cold deskA desire to solution find and forward thinkOur client is offering you -£100k package on offerUncapped earningsPromotional pathways for growth and developmentSupportive leadership team"	"Birmingham, UK"	"Education"	NA	"GBP"	"Harrison Sands"	"Harrison Sands"	"JS148DE1FF/581961054"	"07/12/2018 09:08:28"	"http://www.jobserve.com/Gl2n2"	NA
"Innovation Leader Drama/Performing Arts"	"3.00 Annual GBP"	"Southwark, London"	"Permanent"	"Innovation Leader Drama/Performing Arts"	"Southwark, London - 3.00 Annual GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"We are looking for a talented, qualified drama teacher who is a highly motivated middle leader and seeking a leadership post within supportive, yet challenging, academy that can offer a future Pathway to senior leadership. As Innovation Leader for Performing Arts/Drama, you will be a passionate practitioner who can lead the Department and help drive Harris Boys' Academy East Dulwich towards excellence. Our Innovation Leaders are highly regarded within the academy and specialists within their field, but also hold whole school responsibilities working collaboratively with departments across the academy. At Harris Boys' Academy East Dulwich, our Innovation Leaders hold similar responsibilities to a Lead Practitioner so would suit existing Lead Practitioners, or potentially, an aspiring lead practitioner. This is a fantastic opportunity to lead an established and successful department at a thriving academy where you will have excellent opportunities to engage in academy improvement and professional development activities across the wider Harris Federation. The successful applicant will be resilient, creative and a dynamic practitioner, and must hold QTS (or equivalent) and a relevant degree. You will be fully supported through a comprehensive Induction Programme both within and across the Harris Federation. Leaders with the Harris Federation receive a generous benefits package, including performance and loyalty bonus, pension scheme (TPS), Harris wellbeing cash plan and additional Harris benefits. About Harris Boys' Academy East Dulwich: Harris Boys' Academy East Dulwich opened in September 2009 and is judged Outstanding by Ofsted. Our vision is clear: nothing is impossible and everything is possible, irrespective of personal characteristics or background. Every problem has a solution. We believe we are more robust, resilient and determined as a team than as a group of individuals. We support, challenge and hold each other to account at all levels within the academy to ensure that our students achieve their potential, are motivated, engaged and fully prepared for life beyond our academy. The academy's specialisms are Enterprise and Sport with a 'can-do' ethos of always improving upon your personal best. We have now reached our full capacity of 750 students across Years 7 to 11 and we work in partnership with Harris Federation Post 16. In 2017, we achieved a Progress 8 score of +0.73, which places us in the top 6% of schools nationally. Why work at Harris Boys' Academy East Dulwich? The number seven boys' comprehensive school for student progress, which has been in the top 6% for student progress every year for the past five years Judged 'Outstanding' by Ofsted, we combine the traditional values of discipline, respect and good behaviour with contemporary best practice in teaching, learning and technology A superb group of students, teachers and support staff, led by an exceptionally experienced and supportive leadership team Excellent opportunities for personal and professional development Generous Harris rewards and benefits For a full job description and person specification, please download the Job Pack at our website via the button below.  For more information, or to arrange a visit or a confidential discussion with the Principal, please contact the academy on . Please note: academies may hold interviews as and when applications are received, and this job may be withdrawn at any point without notice. You will still be able to add information until the closing date, but you will not be able to submit your application. With this in mind, you are encouraged to apply as early as possible. Harris academies are committed to safeguarding and promoting the welfare of children and expect all staff and volunteers to share this commitment. All offers of employment are subject to an Enhanced DBS check, and where applicable, a prohibition from teaching check will be completed for all applicants. In line with our commitments to safeguarding, the Harris Federation uses preferred agencies and is unable to work with any agencies where Terms of Business have not been agreed by both parties prior to an engagement. "	"Southwark, London, UK"	"Education"	NA	"3.00 Annual GBP"	"HARRIS BOYS ACADEMY EAST DULWICH"	"HARRIS BOYS ACADEMY EAST DULWICH"	"JS3573_6822534/599154263"	"07/12/2018 07:06:09"	"http://www.jobserve.com/Gl2Ix"	NA
"Computer Science NQT"	"GBP"	"London"	"Permanent"	"Computer Science NQT"	"London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description *Attention Computer Science Teachers*Academics is looking for a computer science teacher to work in a college in central London.They are looking for someone to start straight away.If you have UK expiernce working in schools or colleges then please apply now!* Computer Science Teacher* ASAP Start* Central LondonApply now and call on for more details "	"London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSEF57F62E/599178611"	"10/12/2018 07:10:21"	"http://www.jobserve.com/GmgJ3"	NA
"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"GBP"	"Merton, London"	"Permanent"	"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"Merton, London - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Job Description Media studies teaching job - KS3/KS4 - Merton - January 2019 - MPS/UPS.JOB DESCRIPTIONMedia Studies Teacher required for an exceptional school in Merton, South London they are looking for a Media teacher to join them in January and to teach across Key Stages 3 and 4. The school has excellent English/Media Faculty and the school is looking for a teacher on a full time basis. This is a great opportunity to work in an outstanding school. The school is keen to meet teachers ASAP, ideally in the next few weeks.SCHOOL INFORMATIONThe school is based in a lovely area in Merton, South London and the school was rated as \"Outstanding\" by OFSTED in its last inspection. The school was newly opened in 2006 and has superb facilities in all departments. The school has a very good level of behaviour and the academic standards are very high, and this is reflected in their exam results. They believe students should take responsibility for their learning and their actions. The pupils are encouraged to be challenged in lessons and to understand that learning is not always about getting the right answer.\"Outstanding\" OFSTED report.81% + at GCSE level 5 GCSE or moreFantastic facilitiesEstablished Media DepartmentFriendly staff and good working environmentApplications are welcome from teachers at any stage in their career including NQT's and both British trained Media Studies teachers and overseas trained Media Studies teachers will be considered for this position. All applicants should have UK QTS or an overseas formal secondary school teaching qualification. Please send your CV to Thomas on today!REQUIREMENTSAll applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Merton, London, UK"	"Media"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC7E2F0F1/604364356"	"13/12/2018 09:12:58"	"http://www.jobserve.com/GnILW"	NA
"Supply Teachers Greater Manchester"	"GBP"	"Manchester, Lancashire"	"Permanent"	"Supply Teachers Greater Manchester"	"Manchester, Lancashire - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Supply teaching Greater Manchester - Trafford, Stockport and TamesideAre you a qualified teacher looking for regular supply work in secondary schools? Teaching Personnel are the market leading education agency and have been working with schools since 1996.Our Manchester location and specifically the Manchester Secondary South Branch are extremely busy with short term cover bookings for qualified teachers, regardless of your subject if you have QTS and can comfortably teach cross curricular we would love to hear from you.We cover the Greater Manchester region including; Trafford, Stockport and Tameside. If you are a qualified secondary teacher with QTS or NQT status and a good classroom presence then apply straight away and register for supply work in the busiest term of the year. Benefits to teachers registering for supply work with Teaching Personnel include;Regular work to suit your circumstances, full of part time supply teachingTeach in schools that would suit your style, whether that's challenging or notNegotiable rate of pay, £500-£600 per weekAccess to an online diary to change your availability whenever requiredWhether you have come away from permanent teaching for a break or if you have been teaching on supply for some time and would like to gain work in more schools, please get in touch straight away.To register for supply teaching, please send a CV through to Flo in the secondary branch or call .All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Manchester, Lancashire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSE3453334/603320550"	"12/12/2018 13:18:13"	"http://www.jobserve.com/Gm6mS"	NA
"Teachers required - supporting young people within care system"	"GBP"	"Tower Hamlets, London"	"Permanent"	"Teachers required - supporting young people within care system"	"Tower Hamlets, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Experienced Teachers Required - Working with young people within the care systemAre you an experienced primary, secondary or SEN teacher seeking a new challenge away from classroom teaching?Would you be interested in a role working with young people within the care system?Are you looking for a role that is 3 - 5 days per week?* Non teaching role* Role working with young people within the care system* East London based* January start* Flexible working days* Long term supplyMy client, an East London based organisation that work with young people within the care system are looking for two experienced teachers to join the team from January.This may be the ideal role if you are an experienced teacher with varied experienced and are looking to get away from classroom teaching.The main duties of this role will be to visit schools, liaise with Head teachers, social workers and external agencies in regards to the pupils you are supporting.The current team is a mixture of experienced primary/secondary and SEN teachers who have picked up a good range of varied experiences within their teaching career.All teachers work on a long term supply basis at the school. Some of the teachers have worked for the organisation for over 7 years.The school open to teachers who can commit to 3- 5 days per week.To apply for this role please send an up to date CV or call James at Academics on  "	"Tower Hamlets, London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JS6F65D6F3/599779428"	"08/12/2018 11:04:24"	"http://www.jobserve.com/GmDiD"	NA
"Support Workers"	"GBP"	"Norfolk"	"Permanent"	"Support Workers"	"Norfolk - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	" Experienced Support Workers needed for day to day, medium and longer term placements.Teach Ltd is a local specialist Teacher and Support Staff supply agency. We always want to welcome local Support Staff to join our friendly team. Please get in touch if you are available - we are looking for both full and part time teachers to join us. We offer great rates of pay, a supportive team behind you, free certified training courses and the opportunity to try working at a variety of local schools. Please get in touch anytime - call the office on or email us at  We look forward to hearing from you."	"Norfolk, UK"	"Education"	NA	"GBP"	"Teach Norfolk"	"Teach Norfolk"	"JS6295_329918375/597370301"	"07/12/2018 09:09:39"	"http://www.jobserve.com/Gl2o6"	NA
"SUPPLY TEACHING - GUARANTEED PAY AND FREE CPD"	"130.00 - 180.00 Annual GBP"	"London"	"Unspecified"	"SUPPLY TEACHING - GUARANTEED PAY AND FREE CPD"	"London - 130.00 - 180.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"Daily Supply Teachers Daily and Long-Term Primary KS1/2 Supply Teachers are required for work between 1-5 days ASAP, regular work available until end of July 2019. Empowering Learning is a Teacher training and placement consultancy based in London currently looking for teachers to work in our schools across North West London. Are you a qualified primary teacher looking to work between 1-5 days per week and would like the flexibility to choose the days you want to work? Empowering Learning are working closely with various schools that require fully qualified teachers to support their day to day and short-term needs covering sickness, schools trips, PPA time etc. By working with the Empowering Learning team you will have: - Guaranteed pay- Free CPD- Regular opportunities to work in a variety of schools in North West London. Our priority is to offer you regular work within a 60 minutes commute. However, on average our teachers' journeys are less than 30 minutes. - A dedicated consultant who attends to all business needs- Advance bookings keeping you pre-booked for short term and daily cover- Optional trial days and opportunities to find permanent work To be successful in your application you must possess the following: QTS or equivalentUp to date knowledge of the National CurriculumPrevious experience of working in a mainstream schoolStrong communication skills and behaviour management skillsA passion for education and working with childrenNQTs are welcome to applyIf you meet the criteria above, register now with your up to date CV and I will be in touch with a follow up call ASAP so please Apply now.Top of Form Thank you. Jack Evagora Empowering Learning is a teacher training and placement consultancy who specialise in the training and placement of both overseas and UK trained teachers. We have ex Ofsted Inspectors, QTS Specialists and ex Leadership Teachers working in the office to support all our staff throughout their journey. We are also in partnership with Sunderland University who provide support and guidance before granting successful trainees with QTS. In addition to the above we also supply day to day, short term and long-term cover as well as permanent staffing and are currently working with multiple primary schools across London recruiting for day/day and long-term supply teachers.  Empowering Learning Ltd is a committed Equal Opportunities Employer and therefore will not discriminate on the grounds of age, gender, race, ethnicity, disability or sexual orientation. Please note that successful applicants will be asked to apply for an enhanced DBS check via the Disclosure and Barring Service  "	"London, UK"	"Education"	NA	"130.00 - 180.00 Annual GBP"	"Empowering Learning"	"Empowering Learning"	"JS3561_36736358/591561092"	"13/12/2018 07:04:04"	"http://www.jobserve.com/GnHmq"	NA
"Experienced TA or HLTA req for All-boys school in Nw London"	"25k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Experienced TA or HLTA req for All-boys school in Nw London"	"Barnet, Hertfordshire - 25k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"- Teaching Assistants Needed - All boys Secondary Faith School based within the SEN Department - North West London - ASAP Start We are currently looking for Experienced Teaching Assistants, HLTA or Newly Qualified Teacher who are open to support work to work within All-boys secondary Faith School located in North West London. This is for an ASAP start and is on a full time perm basis. We are ideally looking for proactive and enthusiastic candidates with a real drive to make a difference. The role  If you have a love for working with young students and truly desire to make a difference to their learning experience, supporting them to achieve their goals and ultimate desires, enabling them to move on to a prosperous future, this role is perfect for you. You must be an experienced Teaching Assistant with strong literacy and numeracy knowledge. To be considered a real asset to the school, you must demonstrate: Experience of working with Special Educational Needs or open to gaining experience in SENIdeally HLTA or very experiencedConfidently able to provide 1:1 and small group support workA genuine passion for education and supporting the development of othersStrong interpersonal skillsGreat organisational skills with a friendly and professional manorThe school The School is an exciting place to work and learn as they take seriously the fact that their children and young people only get one chance at an excellent education. To this end they strive to ensure that everyone in the School community is able to take advantage of the best available facilities and opportunities during their time with them. They aim to equip their children and young people with the skills necessary for life in an ever-changing, highly technological world whether it be their intention to progress through their sixth form and on to university or into employment. To apply for this position, please send your CV ASAP to Joe Inglis or give him a call on  We are currently working with numerous vacancies so if this position is not quite for you please do send us your CV to discuss other opportunities more suitable to your requirements. ASQ Education partners with a number of SEN schools across London and the Home Counties to offer you the latest and best selection of educational positions. "	"Barnet, Hertfordshire, UK"	"Education"	NA	"25k Annual 00 GBP"	"ASQ EDUCATION"	"ASQ EDUCATION"	"JS3561_36527868/596908232"	"13/12/2018 07:02:00"	"http://www.jobserve.com/GnHkn"	NA
"Full-Time Tutor"	"GBP"	"Southwark, London"	"Permanent"	"Full-Time Tutor"	"Southwark, London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description A specialist school that caters for secondary aged students with social, emotional and mental health needs are currently seeking an Unqualified Teacher/Tutor to primarily deliver English to two separate classes of six students. This is a full time position and required a strong knowledge in Literacy and GCSE English.The successful candidate will be responsible for liaising with the Head of Department and constructing lesson plans and Educational Health Plans. Each of these students are no longer attending mainstream schools for various reasons, such as facing depression and anxiety, low confidence and self-esteem, speech and language difficulties, as well as a wide range of other mental health issues. It is important to create a nurturing and caring environment as these students can struggle with social skills, therefore close consideration needs to be taken in to account when planning and delivering lessons.Extra-curricular activities is a huge focus for this school as these students may have never been put in to social and team building activities. Life out of school may lack structure and direction, therefore creating a life away from education as well as in is very important.The school currently have two sites, both within the Borough of Croydon.Requirements:Completed degree.Experience leading classes.Strong subject knowledge and proven track record in English and Literacy up to GCSE.Experience working with SEMH (social, emotional and mental health).Desire to progress."	"Southwark, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JSEDD98D2C/600718573"	"10/12/2018 07:07:42"	"http://www.jobserve.com/GmgIM"	NA
"SEMH Head of Science - New Milton"	"GBP"	"New Milton, Hampshire"	"Permanent"	"SEMH Head of Science - New Milton"	"New Milton, Hampshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Teaching Personnel are working closely with a SEMH Provision in the New Milton area in order to provide a committed and enthusiastic Teacher of Science for a permanent role, starting in January 2019.The SchoolThe school is a 7-16 Academy which provides a safe and supportive environment for young people aged between 7 and 16 who are trying to overcome their emotional and medical barriers to learning. Sometimes, these barriers generate behavioural challenges that also result in them struggling to succeed in a mainstream school.The TeacherThe school require a Fully Qualified Teacher, specialising in Science, ideally they will have some Alternative Provision/Special School experience and have experience in running their own department. Due to the nature of the role, the Teacher will excellent behavioural management skills and/or experience.The RoleTo be accountable for leading, managing and developing Science within the school;To be accountable for student progress so that each individual student achieves their optimum level across all science disciplines and ensuring that effective strategies are in place to further raise standards of student attainment and achievement;To ensure the provision of an appropriately broad, balanced, relevant and differentiated curriculum for students studying within the department, in accordance with the aims of the school and the curricular policies determined by the Governing Body and the Headteacher;To ensure the effective management and deployment of teaching/support staff, financial and physical resources within the department;To ensure the development and enhancement of the teaching practice of others;To ensure that Health and Safety procedures are adhered to at all times by all members of the department;To play a full part in the life of the school community, to support its distinctive vision and ethos and to encourage and ensure staff and students follow this example.All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. "	"New Milton, Hampshire, UK"	"Science, Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS59E4E8A8/582371618"	"07/12/2018 09:16:52"	"http://www.jobserve.com/Gl2vs"	NA
