"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
"Team Lead Big Data Engineer ( Azure )"	"£85k - 90k per year"	"London"	"Permanent"	"Team Lead Big Data Engineer ( Azure )"	"London - £85k - 90k per year"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Big Data tech team lead is required for an exciting technology consultancy firm based in a popular Central London location. This opportunity is for a big data tech lead with Hadoop, Microsoft Azure and team lead experience to join a very successful multinational company who believes in its people, their on going development and their talent. Joining this company will make you part of a unique and experienced big data team in their London officeWhat's in it for you:The Big Data Engineer position will have a competitive salary of up to £90,000 plus strong benefits.Exposure to a cutting-edge learning environmentDirect influence on the end-to-end product lifestyleExposure to a cutting-edge learning environmentVery friendly and supportive environmentKey Skills and Experiences of the Big Data Engineer:Strong administration experience on Big Data Hadoop Ecosystem.Exposure to hands on experience with Microsoft AzureExperience in continuous integrationCommercial Spark experienceScala expertiseBuild prototypes and data models using Pyspark, Spark, Python or ScalaData pipeline management tools Previous experience of working for a Consultancy company (desirable)This is an opportunity as a Tech team lead to join a rapidly successful multinational technology and consulting company. Please apply for the position through this website.Keywords - lead Big Data Engineer, Machine Learning, Python, Scala, Hadoop, Unix Shell, Big Data, AWS, Spark, Amazon, Cloud Architect, GCP, PIG, Data science, GCP, AWS, Azure, GIT, ANT, Maven, Gradle, Cloudera Manager, Nagios, Big Data, Hadoop, Perl, Groovy, Troubleshooting Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	NA	"02 January 2019"	"£85k - 90k per year"	"Venturi Limited"	"Ben Quinn"	"JSBQTL3827"	"02/12/2018 13:15:05"	"http://www.jobserve.com/GlE7u"	NA	NA
"Senior Software Engineer"	""	"Cardiff, Wales"	"Permanent"	"Senior Software Engineer"	"Cardiff, Wales"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Who is AMPLYFI? AMPLYFI is an artificial intelligence and advanced data analytics company headquartered in the Welsh capital. Our flagship platform, DataVoyant, is a game-changer in the sphere of business intelligence, informing organisations of global market trends, technology advances and emerging business disrupters to maintain their competitive advantage. It is a deep learning powered bridge between data scientists and Business Intelligence teams. We're based right in the heart of Cardiff, in Tramshed Tech - a funky co-working space for the creative and tech industry that's less than a five-minute walk from central station. We have the best of both worlds with our own large office space, as well as access to the co-working space, giving us endless opportunity to network with other cutting-edge companies and attend events and meet-ups. The AMPLYFI Team We're all about the team - it's super important to us that everyone gets on and enjoys working with each other. We like each other so much, that we even spend some of our evenings and weekend hanging out. Whether that's going to the cinema, playing beach volleyball or just grabbing a cheeky beer or two. One of our co-founders has proudly built an office bar that is always stocked with a great selection of ales, beers, ciders and wine! We're a pretty autonomous bunch, with a flat structure and a flexible approach to how we work. We encourage creativity and welcome people to share new ideas that can be implemented to make an impact. We're doing industry-shaking work so out of the box thinking is essential. We don't have a dress code and we have a flexible approach to work hours so you can be yourself and perform at your best. You should know that we are big dog fans with a resident pooch, Milo. As acting Head of Cuddles, he's always on hand to give you some affection and a boost when you need it. Working as part of AMPLYFI's software engineering team. We're developing software, tools and techniques to harvest huge quantities of data from the surface and deep web, process that data at scale to extract features and then feed those corpuses into our Machine Learning platform to identify emerging technologies, the companies behind them and how that fits into a global landscape. As a Senior Software Engineer you will have, or build an understanding of the whole stack, from web harvesting at scale, feature extraction, Machine Learning and delivering new and exciting insights to our customers. Software - C# .NET Core 2, Python 3, Angular 6, TypeScript Stack - AWS, Serverless, Message Queues, ElasticSearch Who are you? Have a number of years' experience in the joys and pain of production systems, preferably at scale. Knowledge of a number of programming languages, with a strong sense of the right, and the wrong, way of engineering things. You actively work to encourage and educate less experienced team members. You must be a forward thinker that can bring new ideas to the table. Have the enthusiasm and a flair for troubleshooting and problem solving. Pride and accuracy in everything you do. Ability to deliver to deadlines. If you would like to hear more on why AMPLYFI is an exceptional place to work, please contact Chloe Murray, Talent Manager, today. "	"Cardiff, Wales, UK"	"IT"	NA	NA	NA	"Talentbe - Amplyfi"	"Chloe Murray"	"JS"	"03/12/2018 07:03:50"	"http://www.jobserve.com/Gi22Q"	NA	NA
"Senior Developer/Architect - Ecommerce - C#/.Net/AWS"	"£50k - £70k per annum + Bonus & Benefits"	"Cosham"	"Permanent"	"Senior Developer/Architect - Ecommerce - C#/.Net/AWS"	"Cosham - £50k - £70k per annum + Bonus & Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Senior Developer/Technical Lead/Architect/C#, .NET Core, AWSLeading Edge TechnologyWork with an ASP.NET MVP and learn from the best in industryGreat Career Prospects with competiive salary, bonus & much moreFlexible working hours, autnomous working culture, great team incentivesWe are working with the market leading travel/retail specialist in Europe at a very exciting time. The software & digital services teams are in the process of designing and architecting a greenfield E-commerce solution to move a travel booking platform to a full service digital solution - the project is huge! The role of Senior/Lead Developer is to play a key role in the development of new products and enhancement to existing platforms and services contributing to strategy, innovation, ideas and best practice. The work is varied and exciting, you will help develop a wide range of solutions using the best & most relevant technologies. Teams are structured by product rather than project giving developers great time and scope to complete a fulll development life cycle.What you need to know - Core SkillsC#, ASP.NET, MVCHTML, CSS, JavaScript + librariesSQL Server, T-SQLUse of Design PatternsThe wider production environment looks like this (training in all areas provided)Production tech stack in AWSCI/CD consisting of Git, Team City and OctopusNew code written in .NET core to speed up and automate deploymentUtilisation of many native AWS Services namelyEC2, DockerElastic Search, Cloud formationSNS SQS, Serverless Lambda functionsMachine LearningYou are not expected to be an expert in all areas - enthusiasm, intelligence and aptitude goes a long way in filling any skill gaps. The company offer a great working environment, competitive salaries, a great social scene and fun, open and collaborative team ethos. Salaries range from £50k to £70k for mid to senior level developers - salary dependent on experienceTo apply, please send your CV and covering info to (see below) or call me if you want to discuss the role in more detail. Apply Now!"	"Cosham, UK"	"IT"	NA	"ASAP"	"£50k - £70k per annum + Bonus & Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Daniel Sumpter "	"JS-DS.SDVIG2"	"05/12/2018 10:20:49"	"http://www.jobserve.com/Gll0l"	NA	NA
"Data and Insight Analyst"	"£40k - 50k per year + benefits"	"Urmston, Greater Manchester, England"	"Permanent"	"Data and Insight Analyst"	"Urmston, Greater Manchester, England - £40k - 50k per year + benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Data and Insight Analyst - Sales Commercial to £50k + benefitsBrief Overview of the PositionWe are looking for a motivated Data and Insight Analyst to work with our clients new cloud data platform. This role will pay a key part in understanding our clients global trading and commercial performance, developing insight to help drive long-term improvements in sales and profitability. The remit will include analysis of:Sales productivity and key drivers (against market)Enquiry: booking conversion rates by destination/customer/sales agent/etc.Profit margins by destination/customer/sales agentChanges in sales mix and the impact of this on profitPricing and margin management, including the impact of price changes on customer conversion and retentionThe role will involve regular interaction with senior management. The key stakeholders will be the Global Sales Director, Chief Commercial Officer and Chief Financial officer, but the role will also involve working closely with the wider Commercial, Finance and Data & Insight Teams to meet the data needs of the group's sales and commercial strategic programmes. You will work with the latest Microsoft data tools including Power BI, Azure SQL Database and Reporting Services.The RoleThe key elements of the role include the following:Analysing sales performance and margins to produce insight on our trading story for inclusion in routine reportingIdentifying, analysing, and communicating key performance drivers, trends or patterns in complex dataIdentifying, analysing, and communicating sales and margin opportunities.Providing support to senior management through regular summaries and performance updatesSharing insight with stakeholders, proactively making recommendations for actions based on the analysis undertakenUsing analytic techniques to test ideas or quantify the impact of new commercial proposals.Ad hoc analysis in response to specific performance issuesProvide ad hoc analysis to key sales and commercial projects Automating routine reports and delivering them digitally where possibleDeveloping models to predict future performance based on historic and market trendsWorking with stakeholders to prioritise business and information needsPromoting a data-driven culture across the businessProviding analytical support & training to the wider team & businessAbout YouExcellent written and verbal communication & presentation skillsSelf-motivated and able to work autonomouslyProven analytical and problem-solving skills.Analytical and logicalConfident making decisionsExperience using Power BIWorking in an agile environmentDesirable Skills (Ideally you would have some (or all) of the following)Experience in Commercial and/or Sales analysisStatistical AnalysisPredictive ModellingData MiningData Science/Machine LearningPython/PySparkPlease contact me or mail me on (see below)  "	"Urmston, Greater Manchester, England, UK"	"IT, Sales and Marketing"	NA	NA	"£40k - 50k per year + benefits"	"Adalta Recruitment Solutions Ltd"	"Ian Simpson "	"JS2315"	"04/12/2018 15:02:37"	"http://www.jobserve.com/GlbqE"	NA	NA
"Lead Software Engineer - Java"	"£55k - £65k per annum"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer - Java"	"Havant, Hampshire - £55k - £65k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Our client are a leading global organisation with a new opportunity for a Lead Software Engineer.This is a key role as a Technical Lead and seeks someone with a real passion for software from a solid background who can lead by example and inspire team members. Matrix environment so won't involve line management.Key requirements:- Solid Java 7/8 skills- Experienced within Agile/Scrum- Strong knowledge of software development techniques - design patterns etc- Ability to find creative solutions to complex technical/logistical problems and desire to learn new technologies- Able to communicate/present clearly and concisely to influence and invoke change- Set direction for the use of new technologies, tools and road-maps- Ability to develop Software Solutions from requirements from internal/external customers that take into account technical, timescale & cost constraints while optimising software for speed, memory etc- Transfer knowledge and spread best practise to staff- Ability to operate at all levels of engineering, programme management and leadership required to achieve the impact required- Work on multiple projects simultaneouslyKey skills/technologies of interest:Machine Learning/AI, Agile/Scrum, model-based software development/code generation, JEE 5/6, JSF/PF, Oracle (or similar), UML, Jenkins, Maven, Data Science, Hadoop, Kafka, Design patterns "	"Havant, Hampshire, UK"	"IT"	NA	"ASAP"	"£55k - £65k per annum"	"aap3"	"Sally Ashenden "	"JS-BBBH6598"	"05/12/2018 16:31:21"	"http://www.jobserve.com/GlpEw"	NA	NA
"IP Network Automation Engineer - ISP"	"£40k-£50k PLUS PACKAGE"	"Surrey"	"Permanent"	"IP Network Automation Engineer - ISP"	"Surrey - £40k-£50k PLUS PACKAGE"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"IP Network Automation Engineer Are you an existing IP Network Engineer who has a passion or keen interest in network automation and SDN? Do you have experience of using any programming automation language in your current role or through self study? If you do, my client would be very interested in speaking to you about an IP Network Automation role that they have. You will be responsible for analysing the existing network to identify where Scripting can be used to automate support and engineering tasks. You will be tasked to resolve issues by developing automated scripts to deploy fixes, proactively stop problems repeating, etc.   Another common request would be automation/Scripting to identify and alert on common network issues and integrate this into the network systems. You will still use your existing IP network engineering or support skills to assist in understanding automation tasks and to support the existing IP support team. Although ISP network skills such as MPLS/BGP are preferred, it is not essential. Do you need to demonstrate good Cisco IP WAN skill and an excellent understanding of IP network support tasks.   At a more strategic you may be asked to assist in the development of new monitoring solutions and machine learning systems. This is a newly created role where you really can develop and build your career in automation.   CCNA CCNP ISP BASH PERL PYTHONG SDN SD-WAN PROVISSIONING SOFTWARE "	"Surrey, UK"	"IT"	NA	"ASAP"	"£40k-£50k PLUS PACKAGE"	"AspireCom"	"Dan Robinson "	"JSAUTOMATION"	"03/12/2018 13:03:12"	"http://www.jobserve.com/GlO8r"	NA	NA
"Node.JS Developer"	"£65k"	"London"	"Permanent"	"Node.JS Developer"	"London - £65k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Node.JS Developer  We're reaching out to Node.JS Developers as a cool and cutting edge tech company that are building something truly amazing are HIRING! The Company are a global technology business with a passion to improve the way people share their personal information buy the innovative products they build. The new Node.JS Developer will work on software products that are designed to fight against fraud and offer a secure identity system for individuals as well as businesses. They are currently looking for hungry, innovative & passionate developers that love JavaScript, especially Node.JS. Preferably Node.JS Developers that can work fairly autonomously, but contribute & communicate well within a small team. The ideal Node.JS Developer candidates will have a positive can do attitude and a proven track record of delivering products into the hands of users. Anyone who is willing to learn, teach and discover should feel right at home. The Company are seeking developers that have;  Commercial experience of developing web applications using NodeJS with one of Express, Koa, Restify.   You must be comfortable setting up development and production environments.   Experience with PostgresQL  Areas that will help the candidate stand out;  Having exposure to more Back End languages   Knowledge of REST   Interest in GraphQL  There's so much to tell you about how the Company are using Blockchain technology, Microservices Architecture, AI tech and Machine Learning plus info on the business, team and role itself! Also, take a peak below at just some of the amazing perks of joining this brilliant team; Starting salary up to £65,000 30 days holiday Private Medical Insurance Life Insurance Annual Bonus Company Pension Scheme Brand new state-of-the-art offices Friday drinks Explosive team events Learning - conferences, events, courses and loads more. For full information on this Node.JS Developer position please click on the APPLY button and a Spencer Scott Associate will be in touch."	"London, UK"	"IT"	NA	"ASAP"	"£65k"	"Spencer Scott"	"Spencer Pratchett "	"JSE_SS_NJSDELO_0001"	"05/12/2018 12:33:04"	"http://www.jobserve.com/Glm6B"	NA	NA
"Lead Full Stack Developer"	"£65K-£70K"	"London"	"Permanent"	"Lead Full Stack Developer"	"London - £65K-£70K"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Endeavour Recruitment has an exceptional opportunity for a Lead Full Stack Developer with strong coding skills in JavaScript, React, Redux and practical experience of AWS technologies, to join their client based in Central London. Salary £65K to £70K. The Benefits: Situated in the heart of London's Tech City with easy access to the mainline and tubes, the area is now a trendy area to live and work, with creative businesses and smart studios in converted warehouses and factories. There is no shortage of Gastropubs, Bars and Clubs.  Work with Iconic brands Manage & Mentor a Small Team Option to work remotely Flexible working hours Responsibilities: Our client is an award-winning digital agency with a unique foothold in a niche area of the marketplace. Responsibilities will include working as part of team on interactive advertising. With offices in New York, Singapore and Paris, our client has a strong belief in redefining advertising and an impressive client list is testament to their success. Leading the team to evolve the framework & technology stack Developing HTML5 JAM-stack applications, using React and Redux on the Front End together with microservices Developing and maintaining the Back End server systems and API, with a future-proof mindset and a high level of discipline for QA Development and maintenance of bespoke tools and game engine, used in the creation and delivery of ad campaigns Team mentoring and best practice guidance and code reviews Experience with running or contributing to hackathons Skillset - Expert Knowledge/Experience Docker SQL/NoSQL AWS Lambda DynamoDB Application Security Skillset: Degree in Computer Science or related area Excellent communication skills in English, both written and verbal HTML5 ES2018 React Redux Webpack Node.js REST APIs Git/workflow models Software Architecture Scalable Apps Optimisation SQL/NOSQL/RDBMS/Key-val stores Enterprise CMS implementation (nice to have) Knowledge of Machine Learning - beneficial Applicants are invited to apply ASAP to be included in the shortlist."	"London, UK"	"IT"	NA	"ASAP"	"£65K-£70K"	"Endeavour Recruitment"	"Karen Clarke "	"JSA181206FSD"	"06/12/2018 10:20:26"	"http://www.jobserve.com/GlwxP"	NA	NA
"iOS Android Developer Mobile App React Native Banking London"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"London"	"Permanent"	"iOS Android Developer Mobile App React Native Banking London"	"London - £65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"iOS Android Developer (Mobile Android iOS React Native PhoneGap Apache Cordova Objective C Swift JavaScript Angular Backbone Ember ES5 ES6 ECMAScript Finance Banking Digital) required by our banking client in London.You MUST have the following:Current experience as a mobile phone developer/software engineer/programmeriOS and Android development experience (React Native, PhoneGap, Apache Cordova, Objective C, Swift)Advanced JavaScriptAgileThe following is DESIRABLE, not essential:Banking or financeRole: iOS Android Developer (Software Engineer Programmer JavaScript Mobile iOS Android React Native PhoneGap ES5 ES6 Finance Banking) required by our banking client in London. You will be one of two mobile application developers based in the London office. Working together with a core team from the head office, you will be responsible for building mobile banking applications. You and your London colleague will focus on those for the UK market. The work will be a combination of improving existing applications as well as greenfield projects. The applications include personal current account, saving account, credit card accounts and accounts for high net worth individuals such as concierge services.The applications are built in JavaScript, Objective C, Apache Cordova, React Native, Phone Gap and Swift for iOS and Android development. You will be influential in deciding the tools and methods for the next generation of applications that the team builds.This is an excellent time to join the bank and team. The bank is seeking a period of rapid expansion and investment into IT. They are moving towards AWS, machine learning and AI. As the team grows, there may be an opportunity to move into a team lead role.The bank has an excellent, relaxed culture. Hours are 9-5 and work-life balance is encouraged.Salary: £65k - £80k + 20-30% bonus + 10% Pension"	"London, UK"	"IT"	NA	"ASAP"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-MOBDEV"	"03/12/2018 08:25:16"	"http://www.jobserve.com/GlLFh"	NA	NA
"Full Stack Engineer"	"£45k - 65k per annum"	"Cardiff, Wales"	"Permanent"	"Full Stack Engineer"	"Cardiff, Wales - £45k - 65k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"We've got a keen eye on talented and tech agnostic Full Stack Software Engineers who never say no to a challenge and are keen to learn lots of new skills. Our ground-breaking client doesn't cater to weird job titles, must haves and a hardcore wish list of skill sets - they are open to potential and looking for people that can add real value to what they do. Following on from our Christmas range of job adverts - please read the following in the style of Fairytale of New York by the Pogues (and remember, the best way to spread Christmas cheer is singing loud for all to hear!) They've got a fridge filled with BeerAnd a dog roaming roundWork with ML and AIIt's a place to be boundIf you got some C#And an interest in techI can promise you You'll love this Cardiff based placeAboutUltimately the role is a Full Stack Engineer primarily looking after the Front End features/systems of the companies' extensive AI & ML products. We're keen to speak to good developers that believe it's easier to learn new syntax and frameworks than stick for too long to a given technology. On the tech side of things, the company is pretty agnostic in terms of what sort of skills are brought to the table as they're always looking to learn new things.The successful candidate will be part of a sharp team developing software, tools and techniques in the field of artificial intelligence and machine learning. They have a flat structure and a flexible approach to how work is done, encouraging creativity and sharing new ideas that can be implemented to make an impact.Things you will need experience in: Angular TypescriptThe brownie points will be given to those who have experience in: C# PythonBenefitsIf, like me, the benefits are the best part, here they are: Salary up to £65,000 (think of all the Christmas presents you could buy - for yourself obviously) Great location in the heart of Cardiff  Close knit group - lots of social activities to enjoy (think winter wonderland and cinema trips) An in-built office bar that is always stocked with beer, ales, ciders and wine (preferably of the mulled variety - can you tell I'm excited for Christmas?!) No dress codes  Flexible approaches to work hours Dog friendly officeLastlyTheir commitment to innovation is genuinely pushing the boundaries in their field and they are really building the kind of team that you should want to be part of!For more details please apply for an initial call back regarding the role/your experience or call Jon Edwards or Rebecca Gaydon for a confidential chat.By submitting your job application, you are giving IntaPeople consent to store and process your personal data in line with our privacy policy (which can be found on our website). Your personal data will be processed for this job and any future relevant jobs we match with your skill set (please note - your details will never be submitted to a client without your explicit consent). The services advertised by IntaPeople are those of an Employment Agency and an Employment Business."	"Cardiff, Wales, UK"	"IT"	NA	NA	"£45k - 65k per annum"	"IntaPeople"	"Rebecca Gaydon "	"JSIP29417-JE-RG"	"04/12/2018 16:25:11"	"http://www.jobserve.com/GlcBm"	NA	NA
"Chief Software Engineer (CTO/Head of Development/Development Director/Head of Architecture)"	"£100k - £120k"	"Glasgow, Scotland"	"Permanent"	"Chief Software Engineer (CTO/Head of Development/Development Director/Head of Architecture)"	"Glasgow, Scotland - £100k - £120k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"This is one of those roles that rarely become available. A truly unique position with far reaching influence across one of the region's most successful technology businesses. Operating at CTO level, owning and driving technical initiatives and technical excellence with total accountability for the quality of technical delivery in a fast growing technology organisation. Your background will be varied, but you will be a technologist who has grown from hands software engineering roots (web/Java/.NET etc) and will now have a broad experience across different disciplines encompassing software development, test, devops, cloud and infrastructure and architecture. You will have a detailed understand of modern software engineering practices such as continuous integration, automation and cloud-first. You will be a technical leader with gravitas who establishes respect through your level of ability to solve technical challenges, not because you shout the loudest. It's highly likely you're currently operating in a role with a heavy bias towards technical architecture in an organisation that drives technical excellence - this may be a start-up/scale up, product innovator, consultancy or a corporate that values technology innovation. You may be currently in a CTO role but you must be close enough to technology to apply it effectively, whilst being a strategic thinker who can work with customers to drive effective technology delivery. You will be an innovator who is always looking for new and better ways of working with technology, including best practice and standards with the ability to nurture a best in class technology culture. You will naturally investigate the latest trends in technology, looking at how they can be applied to deliver maximum benefit, not just because they're the latest buzzwords coming out of Silicon Valley. Whilst not necessarily a hands on expert, you will naturally investigate and understand areas such as Blockchain, Machine Learning, AI, Chatbots etc. because you love technology. We would love to talk with suitable candidates - you're not going to be actively looking for something new but this is the role that will make you sit up and take notice. A package is available to attract the best - £100-120k, plus 10% bonus plus benefits."	"Glasgow, Scotland, UK"	"IT"	"Executive"	"ASAP"	"£100k - £120k"	"Amsource Technology Limited"	"David Robinson "	"JSDR/CTO!"	"06/12/2018 14:21:35"	"http://www.jobserve.com/GlxdF"	NA	NA
"Chief Software Engineer (CTO/Head of Development/Development Director/Head of Architecture)"	"£100k - £120k"	"Leeds"	"Permanent"	"Chief Software Engineer (CTO/Head of Development/Development Director/Head of Architecture)"	"Leeds - £100k - £120k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Chief Software Engineer (CTO/Head of Development/Development Director/Head of Architecture) This is one of those roles that rarely become available. A truly unique position with far reaching influence across one of the region's most successful technology businesses. Operating at CTO level, owning and driving technical initiatives and technical excellence with total accountability for the quality of technical delivery across a group of 400+ of the brightest minds within software engineering and agile delivery. Your background will be varied, but you will be a technologist who has grown from hands software engineering roots (web/Java/.NET etc) and will now have a broad experience across different disciplines encompassing software development, test, devops, cloud and infrastructure and architecture. You will have a detailed understand of modern software engineering practices such as continuous integration, automation and cloud-first. You will be a technical leader with gravitas who establishes respect through your level of ability to solve technical challenges, not because you shout the loudest. It's highly likely you're currently operating in a role with a heavy bias towards technical architecture in an organisation that drives technical excellence - this may be a start-up/scale up, product innovator, consultancy or a corporate that values technology innovation. You may be currently in a CTO role but you must be close enough to technology to apply it effectively, whilst being a strategic thinker who can work with customers to drive effective technology delivery. You will be an innovator who is always looking for new and better ways of working with technology, including best practice and standards with the ability to nurture a best in class technology culture. You will naturally investigate the latest trends in technology, looking at how they can be applied to deliver maximum benefit, not just because they're the latest buzzwords coming out of Silicon Valley. Whilst not necessarily a hands on expert, you will naturally investigate and understand areas such as Blockchain, Machine Learning, AI, Chatbots etc. because you love technology. We would love to talk with suitable candidates - you're not going to be actively looking for something new but this is the role that will make you sit up and take notice. A package is available to attract the best - £100-120k, plus 10% bonus plus benefits."	"Leeds, UK"	"IT"	"Executive"	"ASAP"	"£100k - £120k"	"Amsource Technology Limited"	"David Robinson "	"JSDR/CTO?"	"06/12/2018 10:01:04"	"http://www.jobserve.com/Glwud"	NA	NA
"Front End Developer | Javascript, HTML, CSS, Innovation Agency"	"£350 - £400 per Day"	"London"	"Contract"	"Front End Developer | Javascript, HTML, CSS, Innovation Agency"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"An exciting and innovative digital experience agency based in Shoreditch requires a talented Front End Developer to play an integral role on a long term rolling contract basis.The role will be working with their international flagship clients building groundbreaking online platform front ends, as well as exploring other technologies in the team.You'll be crafting and writing Front End code (HTML, CSS, JavaScript) working closely with the UX experts to design elegant, technical solutions for user experience challenges.This is a great opportunity to deliver meaningful work.Front End Developer requirements;3+ years' experience in Front End developmentExpert in JavaScript, HTML, CSS (Typescript and wider MEAN stack experience a bonusExperience in Front End architectureBackground in a design and UI/UX environmentExperience building responsive websites across desktop, tablet and mobileExperience using GIT, JavaScript frameworks, as well as Javascript without frameworks, CSS pre-processors, Bootstrap, GruntThis exciting agency prides themselves on their innovation program that allows you to come up with your ideas and explore new technologies such as IoT, Blockchain, AR, VR, AI and Machine Learning, using Google Glass and EEG devise which they have open soured.This agency is also proud of their ongoing achievements at international hackerthorns.If you are a Front End Developer and this opportunity is of interest then please get in touch. Burns Sheehan Ltd will consider applications based only on skills and ability and will not discriminate on any grounds."	"London, UK"	"IT"	NA	NA	"£350 - £400 per Day"	"Burns Sheehan"	"Gary Charles "	"JS-BBBH11861"	"03/12/2018 10:33:13"	"http://www.jobserve.com/GlNKP"	NA	NA
"Product Engineering Manager - DevOps"	"£500 - £800 per Day"	"London"	"Contract"	"Product Engineering Manager - DevOps"	"London - £500 - £800 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Product Engineering Manager - DevOpsWe are looking for a Product Engineering Manager - DevOps for a blue chip client based in Central London. The aim of this Product Engineering Manager will be to move towards a fully agile capability, empowered and autonomous cross-functional environment with end-to-end automated tooling chains to improve specific metrics across all the units of the company.Responsibilities/Skills:Liaisons and stakeholder management at 'C' level and Head of Technology (HoT) and Business Board of Directors to make sure all efforts are in alignment with business goals and outcomesDevelop strong relationships across all Business Unit, key customers and 3rd party suppliersWork closely with the divisional Head of Delivery and Lead POs to ensure you have the necessary visibility to oversee product strategy and roadmap executionEnsure the commercial vision is well understood by the product and delivery team and is being actively re-enforced throughout the teamAbility is influence Business and also where necessary challenge the decisionResponsible to monitor Cost against budgetOffer strong leadership to the product & delivery team helping to resolve problems quickly and efficientlyCapability to transform the organization into futuristic DevOps and Distributed Agile worldExperience of delivering large Data Programs for global Customers with ability to work with cross-functional and agile teamsAccelerate our transition into squads organised in product groups.Provides and is accountable for the engineering leadership of the squads and product groups.Drives a culture where the squads become self-organising and self-improving.Develops and coaches the colleagues within each squad helping them build their personal development plans.Partners and supports Sainsbury's in recruitment to backfill the leadership team either via recruitment or the development of squad colleagues.Partners and supports Sainsbury's in the development of our associate engineer program.Partners and supports our product owner community in agile ways of workings.Actively engage more widely in our communities of practice.Nice to Have:Retail domain experienceData Science and Machine LearningCloud Technologies (AWS)DevOps toolset knowledgeProduct Engineering Manager - DevOps - 6 month contract - London - Product Engineering Manager - DevOps"	"London, UK"	"IT"	"Executive"	"ASAP"	"£500 - £800 per Day"	"Tecknuovo Ltd"	"Sophia Lewis "	"JS-SL1827S"	"05/12/2018 16:40:44"	"http://www.jobserve.com/GlpNL"	NA	"6 months"
