"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Data Protection Manager"	"£70k - £80k per annum"	"London"	"Permanent"	"Data Protection Manager"	"London - £70k - £80k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Global Retail Organisation seeking Data Privacy Manager. Reporting to the Group Data Protection Officer, the Data Protection Manager is responsible for ensuring that all Group businesses operations maintain compliance with all current data privacy legislation and relevant regulation/codes of practice. This is a unique opportunity to dive into the depths of data privacy around up and coming technologies (Artificial Intelligence, Robotics, Machine Learning). You will play a key part in the drive of a mature privacy framework with a focus on Privacy by Design.Roles and Responsibilities;Providing expert analysis, assistance and Privacy Subject Matter ExpertiseIdentifying Data Protection risks from all areas of the businessAssisting the management and investigation of any data related breaches and risksProviding expert insight and subject matter expertise into due diligence on new and existing suppliers processing personal data including review of supplier data processing agreements and contracts.Review and complete privacy impact assessments completed by the business.Privacy Impact Assessments/Privacy Audits/Governance/StrategyUpdate data protection policies and standards providing SMEExperience Required;Min 4 years+ experience as Data Protection ManagerUnderstanding of all Data Protection Law including GDPR and ePrivacyPrivacy Impact Assessments/Privacy Audits/Governance/StrategyData Flow Mapping/Privacy Training and AwarenessExperience in evaluating problems, identifying core issues and recommending suitable solutionsThe ability to effectively lead and influence colleagues to ensure that they deliver high-quality work and remain motivatedCIPP/E, CIPM, ISEB QualificationExperience as: Data Protection Manager/Data Privacy Manager/Data Protection Officer/Data Protection Associate/Data Privacy Associate/Privacy Officer/Information Governance Manager/Privacy Specialist/Information Compliance Officer/GDPR/Data Privacy Officer/Paralegal/Lawyer/Data Governance/Information SecurityPlease submit CV's immediately."	"London, UK"	"IT"	"ASAP"	"£70k - £80k per annum"	"Marks Sattin"	"Jacob Gillard "	"JS-DPRET/0412/JTG"	"04/12/2018 10:25:42"	"http://www.jobserve.com/GlY7r"	NA	NA	NA
"Project Manager - North West - Biggest UK Transformation Programme - New"	"£60k + Full Benefits + Bonus"	"Manchester - North West"	"Permanent"	"Project Manager - North West - Biggest UK Transformation Programme - New"	"Manchester - North West - £60k + Full Benefits + Bonus"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Project Manager - North West - Biggest UK Transformation Programme - New - Greenfield Would you be interested in helping successfully deliver a scale of transformation and profile project never attempted or seen before ? The overall Eco System is an incredible £6 Billion pounds and this particular programme tream is the most important and far reaching. You will be influencing the success of the entire system with Integration, Design, Build and Test. A full life cycle opportunity that is truly green field. Smart Co has helped this programme for 3 years now, however this particular project is the one we are most excited about. It will revolutionise probably the last true Digital Transformation and open the areas of Data, IoT, RPA and Artificial intelligence. Skills: Excellent stakeholder management - Internal and external Experience with System integration Design, Build, Test Phases Experience of multiple programme streams Large Greenfield project experience Exposure to complex multi supplier Delivery Programme Desirable: Telecoms or Wireless Networks Utilities Highly regulated environments Government sponsored projects (Although this is the private sector) You will also be talking daily to the wider programme community of Project Managers, Programme Managers and Programme Directors. This team is the number 1 Greenfield team in the North West and you will be also be gaining exposure to the latest technology stack as reported by Gartner. For a full confidential overview and to talk about our project time frames please contact Lloyd Norman Smart Account Director at your earliest convenience."	"Manchester - North West, UK"	"IT, Energy, Agriculture"	"Immediate 2018/19"	"£60k + Full Benefits + Bonus"	"Smart Co Consulting Limited"	"Lloyd Norman "	"JS/PM233309"	"02/12/2018 09:55:00"	"http://www.jobserve.com/GlEJi"	"Executive"	NA	NA
"Test Development Engineer"	"£40-45k + benefits"	"London"	"Contract/Permanent"	"Test Development Engineer"	"London - £40-45k + benefits"	"Contract/Permanent"	"Posted: Thursday, 6 December 2018"	""	"Founded in 2004, T-Impact is a rapidly growing Digital transformation consultancy. We work with global brands on a wide range of exciting and challenging projects, using industry leading tools and technology. Our teams are comprised of business design and technology specialists, who work in Tandem to deliver extraordinary client benefits for both enterprise and SME businesses. We love what we do, and work hard to deliver outstanding solutions for our clients. T-Impact staff are engaged as thought leaders, supporting Digital Transformation projects for legal, banking, health care and retail clients and responsible for:  Developing Cognitive Analytics and Artificial Intelligence solutions.  Delivering Digital Innovation projects, a service layer comprised of technologies such as Robotics, Artificial Intelligence and Process Automation  Optimising Business Performance using our proprietary operational management and control solutions We have secured several new client engagements and are investing heavily to grow our teams. We are looking for a talented Test Development Engineer with in-depth experience of JavaScript, Test Automation, Test Scripting and Amazon Web Services (AWS).  Technical Skills in the following  Development  Javascript AWS Lambda AWS Dynamodb AWS Pure Serverless (Development happens without access to AWS server)Test Automation Protractor (Framework used in End to end testing in Angular APP)  Jasmine or any test Scripting exp (accessing web components & interacting with it) THIS IS A FIXED TERM ENGAGEMENT "	"London, UK"	"IT"	"2ND January 2019"	"£40-45k + benefits"	"T-Impact Ltd"	"Paul Hunt "	"JS PH TESTDEV"	"06/12/2018 15:58:25"	"http://www.jobserve.com/Glx0G"	NA	NA	NA
"AI and Machine Learning Engineer - Central Bristol - up to £60K"	"£45k - £60k per annum"	"Bristol"	"Permanent"	"AI and Machine Learning Engineer - Central Bristol - up to £60K"	"Bristol - £45k - £60k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"AI & Machine Learning Software Engineer Central Bristol£45,000 - £60,000My client who are a cutting edge and fast-growing 3D visionary and Machine learning organisation based in Central Bristol are seeking and talented AI & Machine Learning Software Engineer. You would get involved with the core of their technology and shape its ongoing development.They are centrally based in Bristol which is a dynamic and vibrant multi-cultured city. From day one you will be a key member of the growing development team. You will be passionate about researching new concepts on how AI can advance this company.The Role: You will be joining their R&D Team and play a major part in improving their core product and investigating new applications of Machine Learning and applied Artificial Intelligence.You time will be spent becoming a subject matter expertise in this area and to stay up to date new technical developments.Skills Needed:Experience with one or more in the following programming languages: Java, C/C++, Python or JavaScriptDeveloping on Linux, OpenCV Strong background in Deep Learning and Computer VisionExperience in deep learning frameworks like TensorfloOther Skills:A clear communicatorUse your creative abilities will make a difference in technologyShow a passion for computer vision, machine learning, artificial intelligenceBenefits: Relaxed, R&D environmentBe a part of a rapidly growing and diverse companyOpportunity to work on cutting edge technologyCompetitive salary25 days holiday plus bank holidaysGenerous pension schemeIn-house Gym Freedom to come up with new ideasGreat working environment in central BristolFlexible working hoursTo apply, please click below or, for more information, please get in touch with Hassan Lenga-Kroma at Sanderson Recruitment or email (see below) "	"Bristol, UK"	"IT"	NA	"£45k - £60k per annum"	"Sanderson Recruitment Plc"	"Hassan Lenga-Kroma "	"JS-HQ00092138"	"06/12/2018 15:06:23"	"http://www.jobserve.com/Glxf2"	NA	NA	NA
"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"£75k - £90k per annum + company benefits, equity"	"London"	"Permanent"	"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"London - £75k - £90k per annum + company benefits, equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Software Developer (Python, Linux, ML Tech):We're looking for a passionate Software Engineer/Software Developer (Python, Linux, ML Tech) who is willing to take on a hands-on approach and bring their own relevant experience to an organisation that are focusing their Machine Learning Research and development on building an advanced Machine Learning platforms for trading and analytics, specifically within sporting.As a Software Engineer/Software Developer you will be a part of a very dynamic and collaborative team who are building a next generation platform, which will help turn prototype trading models into systems that are production-ready. You will be an integral part of their vision as they draw on their industry-leading machine learning research and development. You will be part of a small team, with opportunity to publish papers, work on own projects and collaborate on ML models and algorithms with your surrounding team members.As a Software Engineer/Software Developer you will be working closely with the surrounding Machine Learning Engineers, Software Developers, as well as the Research team - programming in Python and C++ mainly. What we can offer a Software Engineer/Software Developer (Python, Linux, ML Tech):To work in a high profile start-up who are self-funded and profitable alreadyStrong salary and package offeredFlexible working environment and hoursPublishing papers, time to work on own projects during the weekKey Skills: Software Engineer/Software Developer (Python, Linux, ML Tech); Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, start-up, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, Computer Vision, Machine Intelligence, Cython, Linux"	"London, UK"	"IT"	"ASAP"	"£75k - £90k per annum + company benefits, equity"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:31"	"http://www.jobserve.com/GlHhm"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Software Engineer/Developer (Algorithmic Trading,Python, ML)"	"£65k - £80k per annum + equity and Benefits"	"Cambridge"	"Permanent"	"Software Engineer/Developer (Algorithmic Trading,Python, ML)"	"Cambridge - £65k - £80k per annum + equity and Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Developer (Algorithmic Trading, Python, ML):We are currently looking for a passionate Software Engineer/Software Developer (Algorithmic Trading, Python, ML) to join a tier-one Machine Learning start-up based in central Cambridge. This ML organisation have just received a huge amount of seed funding and are looking to expand their team due to increased demand for their unique, predictive technology.Within the company, you will be part of an agile environment and small team working on algorithmic trading strategies, using a combination of state-of-the-art techniques - such as time-series analysis, supervised learning, mathematical modelling etc. You will be a key driving force in how the organisation expands and how their Machine Learning technology is implemented.We're looking for a Software Engineer/Software Developer, who is willing to take on a hands-on approach and join a team of researchers and engineers who are paving the way in regards to AI decision making. Within this organization, you will be working mainly in Python, however the company are open to programming backgrounds eg Java, C++ etc.What we can offer a Software Engineer/Developer (Algorithmic Trading, Python, ML):Work as part of a leading Machine Learning start-upStrong salary and options offeredFlexible working environment, start-up valuesTraining available, working amongst leading researchers and engineersKey Skills: Software Engineer/Software Developer (Algorithmic Trading, Python, ML): Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, Start-Up, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, TDD, Clean Code, Supervised Learning, Time-Series Analysis, Predictive Models"	"Cambridge, UK"	"IT"	"ASAP"	"£65k - £80k per annum + equity and Benefits"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:27"	"http://www.jobserve.com/GlHhe"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Machine Learning Researcher (NLP, Times series forecasting)"	"£100k - £150k per annum + bonuses"	"London"	"Permanent"	"Machine Learning Researcher (NLP, Times series forecasting)"	"London - £100k - £150k per annum + bonuses"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Researcher/Quantitative Researcher (NLP, Times series forecasting)We are looking for a Machine Learning Researcher/Quantitative Researcher (NLP, Times series forecasting) to join our dedicated Machine Learning Research team; helping us to cQreate some of the most advanced predictive Machine Learning models in the world and implement them within the financial markets.Culturally, we would describe ourselves as a startup within a larger organisation. The way we operate is very similar to academia, so as a Machine Learning Researcher/Quantitative Researcher you will be asked to go away and read the latest publications within the fields of Deep Learning/Reinforcement Learning/Bayesian Inference/Gaussian Process/Times Series Forecasting and look at new and innovative ways you could implement this within our business. As a Machine Learning Researcher/Quantitative Researcher if you enjoyed the style in which you conducted your postdoctoral research or your PhD - though felt a frustration with no 'real-world impact' - this could be a good move for you. Our fund manages nearing thirty billion dollars; a growing number year on year. What we can offer a Machine Learning Researcher/Quantitative Researcher (Deep Learning, Predictive Models)A place in a leading hedge fund working with the some of the brightest minds in the ML-for-finance industryNon-hierarchical structure, startup culture, hack rooms + music roomsTo be a part of something bigger with the ML community; we host ML meetups attending by leading academics/industry leadersA chance to publish your own papersTo join a dedicated team of 7 ML Researchers, as we grow to ten people in 2018.Key Skills: Machine Learning Researcher/Quantitative Researcher, Quantitative Researcher, ML, Artificial Intelligence, AI, Hedge Fund, Neural Networks, Python, Gaussian Process, Bayesian Inference, Time-Series, Multi-Agent Systems, Deep Learning, Reinforcement Learning, Probabilistic Models, Neural Networks, Natural Language Processing, Markov Models, Signal Processing, Computational Statistics, Econometrics"	"London, UK"	"IT"	"ASAP"	"£100k - £150k per annum + bonuses"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:00:46"	"http://www.jobserve.com/GlHhz"	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Quantitative Researcher (Machine Learning, NLP, Stat Inference)"	"£125k - £150k per annum + bonus"	"London"	"Permanent"	"Quantitative Researcher (Machine Learning, NLP, Stat Inference)"	"London - £125k - £150k per annum + bonus"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Quantitative Researcher (Machine Learning, NLP, Stat Inference)We are looking for a Quantitative Researcher (Machine Learning, NLP, Stat Inference) to join our world leading research company; helping us to predict the future of financial markets.If you enjoyed the style of working in academia but also like the idea of working for one of the largest research companies in the world, this could be the right step for you. As a Quantitative Researcher, you would be working on a variety of different areas like Neural Networks, Deep Learning, Bayesian statistics, approximate inference, Time-Series forecasting and probabilistic models. You would be working in a small team of Quantitative Researchers on dedicated projects enjoying flexible working hours and a lot of freedom regarding you research.What we can offer a Quantitative Researcher the following:The chance to work for a leading research companyFlexible working hours, the freedom to work on your projects the way you prefer, a great company culture and exceptional team spiritThe chance to work on exciting real-world problems within Machine LearningA chance to visit the leading conferences in Machine Learning (NIPS, ICML) and the opportunity to publish your own papersBeing a part of a small team of Quantitative Researchers with the chance to enjoy an exceptional working environment including team events, team building activities and a dedicated open working spaceRelocation package and visa sponsorship supplied for the right candidateKey Skills: Quantitative Researcher, Quantitative Researcher, ML, Artificial Intelligence, AI, Finance, Neural Networks, Python, Gaussian Process, Bayesian Inference, Time-Series, Multi-Agent Systems, Deep Learning, Reinforcement Learning, Probabilistic Models, Approximate Inference, Neural Networks, Natural Language Processing, Markov Models, Signal Processing, Computational Statistics, Econometrics, Mathematical Modelling"	"London, UK"	"IT"	"ASAP"	"£125k - £150k per annum + bonus"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-BBBH1522"	"03/12/2018 05:00:51"	"http://www.jobserve.com/GlHh4"	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"C++ Developer/C++ Engineer (ROS, Autonomous Cars)"	"£45k - £65k per annum + equity and Benefits"	"Oxford, Oxfordshire"	"Permanent"	"C++ Developer/C++ Engineer (ROS, Autonomous Cars)"	"Oxford, Oxfordshire - £45k - £65k per annum + equity and Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"C++ Developer/C++ Engineer (ROS, Autonomous Cars)We're looking for a passionate C++ Developer/C++ Engineer (ROS, Autonomous Cars) who is willing to take on a hands-on approach and bring their own relevant experience in C++, to a company currently disrupting approaches to autonomous vehicles. You will be an influential voice within the company at this period of huge growth and success, collaborating alongside some of the UK's largest organisations - mainly programming in C++.As a C++ Developer/C++ Engineer you will be working closely with the Computer Vision and Machine Learning Engineers, as well as the Engineering team. Within this organization, you will have the opportunity to create self-determining vehicles that are not only learning from their own behaviours, but also tackling real-world issues eg urban cities, human overpopulation.As a C++ Developer/C++ Engineer, you will be applying complex algorithms to our software stack on a huge scale, targeting the advancement of fully autonomous agents. We are looking for C++ Developers/C++ Engineers who aren't afraid to take risks in the face of huge technical challenges, advancing current models used for our world-class autonomous vehicles.What we can offer a C++ Developer/C++ Engineer (ROS, Autonomous Cars):To work in a high profile startup who are commercially viableStrong salary and packageTo work in an organization with a startup culture, leading the way in their fieldFlexible working environmentKey Skills: C++ Developer/C++ Engineer (ROS, Autonomous Cars; Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, startup, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, Computer Vision, Machine IntelligenceSoftware Developer/Software Engineer (C++, Computer Vision)"	"Oxford, Oxfordshire, UK"	"IT"	"ASAP"	"£45k - £65k per annum + equity and Benefits"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:55"	"http://www.jobserve.com/GlHh7"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Full-Stack Software Developer (JavaScript, Angular, Node)"	"£40k - £55k per annum + shares"	"Cambridge"	"Permanent"	"Full-Stack Software Developer (JavaScript, Angular, Node)"	"Cambridge - £40k - £55k per annum + shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Full-Stack Software Developer (JavaScript, Angular, Node)We are looking for a Full-Stack Software Developer (JavaScript, Angular, Node) to join our innovative, AI-driven start up. We are an advanced analytics company, developing the important technology that allows world-leading specialists to be linked to companies within Healthcare and Life Sciences, Finance, Tech and more.We have developed this platform with smart AI technology and expertise from individuals with links to some of the best universities in the world, to develop and turn this product into one that will improve vast areas of the commercial environment.As an experienced Full-Stack Software Developer (JavaScript, Angular, Node) within our business, you will be a part of a very dynamic and collaborative team where you can develop new features and modules of our analytical platform. Specialising in JavaScript you will be working with Angular/Node and React, becoming an integral part of forming their vision; creatively solving problems and devising solutions, leading the platform to become more valuable and scalable.Realistically, what we're after is a very hands on experienced Full-Stack Software Developer (JavaScript, Angular, Node), experienced in using JavaScript, who would be interested in immersing themselves in a Machine Learning and Data environment.What we can offer as a Software Developer:A chance to develop a product that can change the way an industry operates.The chance to work with and learn from experience Software Developers.To be a part of a rapidly growing startup, working in a very friendly flexible environment.The opportunity to utilise benefits such as an onsite gym, regular socials, onsite BBQ and an excellent range of employee benefits.Key Skills: JavaScript, Angular, Software Engineer, Software Developer, Full-Stack, Startup, Node.JS, MongoDB, SQL, Python, SaaS, Comp Sci, BSc, MSc, PhD, Analytics, Machine Learning, Data, AI, Artificial Intelligence"	"Cambridge, UK"	"IT"	NA	"£40k - £55k per annum + shares"	"Understanding Recruitment"	"Thomas Attwell "	"JS-BBBH5431"	"03/12/2018 05:00:29"	"http://www.jobserve.com/GlHhi"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Software Engineer/Software Developer (Machine Learning, Java)"	"£35k - £50k per annum + equity and Benefits"	"Belfast"	"Permanent"	"Software Engineer/Software Developer (Machine Learning, Java)"	"Belfast - £35k - £50k per annum + equity and Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Software Developer (Machine Learning, Java):We are currently looking for a passionate Software Engineer/Software Developer (Machine Learning, Java) to join an internationally recognised organisation based in central Belfast. This company are currently providing personalised healthcare services, through their unique Machine Learning technology, to a variety of high profile cliental within the pharmaceutical and diagnostic domain.As a Software Engineer/Software Developer, you will be part of a small, academic team and play a key role in how Machine Learning is implemented, as the organisation expands further into the global market place. You will be effecting real-world problems, developing technology that will work to save lives and provide better treatment to those in critical condition.We're looking for a Software Engineer/Software Developer, who is willing to take on a hands-on approach and join a team of researchers and engineers who are paving the way in regards to AI in the field of healthcare. Within this organization, you will be working on mathematical models, as well as developing ML algorithms and finding solutions for Big Data.What we can offer a Software Engineer/Software Developer (Machine Learning, Java):Join an organisation who are applying Machine Learning technology to real-world problemsWorld as part of a small-team, agile teamBe a key decision maker within the ML team, implement new ideasWork alongside key players within the pharmaceutical and medicine industry on a global scaleKey Skills: Software Engineer/Software Developer (Machine Learning, Java); Java, Cloud, Google Cloud, AWS, Python, C++, C, R, MATLAB, Computer Science, Maths, Mathematics, Physics, Astrophysics, Tensorflow, Mathematical Models, Algorithms, Machine Learning Algorithms, Healthcare, Medicine, AI, Artificial Intelligence, Diagnostics, Belfast, Msci, Bachelors, PhD, Postdoc, Research, Researcher, SQL, Scikit Learn, PANDAS, Apache Spark, Neural Networks, Deep Learning, Non-Linear Models, Lambdas, Redshift, Elasticsearch, DynamoDB, Decision Trees, Monte Carlo, GCP, Big Data, Development, Software Developer, Software Engineer, Programmer"	"Belfast, UK"	"IT"	"ASAP"	"£35k - £50k per annum + equity and Benefits"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:29"	"http://www.jobserve.com/GlHhj"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Python - Machine Learning & AI"	"£60k - 90k per annum"	"London"	"Permanent"	"Python - Machine Learning & AI"	"London - £60k - 90k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Python - Machine Learning - AI - Django - AWSI am working with an exciting start-up in central London who are looking for an experienced and talented perm python developer to join their team. This company place significant emphasis on employee culture and work life balance and are keen to find like-minded ambitious and motivated individuals to join their team. Working with this company, you will have the opportunity to work with some of the latest tech in the industry as you gain exposure to Machine Learning and AI and will have the opportunity to work closely with the DevOps team and continue to grow your skill set. This is an excellent opportunity for someone that is looking for secure solid career progression and continue to learn and develop alongside the more senior developers in the company.  You will have several of the following skills:PythonDjango FlaskAWS Nice to haves:Experience working with JavaScript, Machine Learning or Artificial Intelligence What's in it for you? You will benefit from a generous remuneration of £60,000-£90,000 and will receive a generous benefits package including; bonus', share options, extensive holidays. You will also have the option to work one or two days a week from home as this company place significant emphasis on work-life balance. I am actively arranging interviews for this for this client, please send your CV or call me. Alternatively, if you know of someone better suited to this role, please don't hesitate to pass them on my details!Python - Machine Learning - AI - Django - AWS"	"London, UK"	"IT"	"2018-12-10"	"£60k - 90k per annum"	"Opus Recruitment Solutions Ltd"	"Clare Killeen "	"JSPERM"	"04/12/2018 12:31:09"	"http://www.jobserve.com/GlaP1"	NA	NA	NA
