"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"Head of BI"	"£80k - £90k per annum + Excellent package"	"Bristol"	"Permanent"	"Head of BI"	"Bristol - £80k - £90k per annum + Excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you considering moving into a new role as Head of BI?Are you tired of spending most of your time sailing through an ocean of company politics issues?Perhaps it is time for a change and new challenge with a company that ACTUALLY get things done.This role is to be based in Bristol and has come available due to an internal promotion. Working directly with the CTO, the Head of BI would sit between the senior management team and the technology team.You would have the opportunity to improve and maintain the performance of the information systems team, on a strategic level and tactical levels.The relevant experiences for this position include: Experience working in a managing position Extensive line management experience, especially with high calibre technical staff Strategic thinking Head of BI alongside budget management, including forecasting Good negotiating and influencing skillsThis opportunity will allow you to manage a large team both directly and indirectly. This role would be ideally suited to you if you have a background in analytics, data warehousing or data science, are no longer working in a hands-on capacity and enjoy managing the team and supporting the business working directly with clients.As well as a generous remuneration, the benefits will include: Option to work from home up to 2 days per week Performance based bonus Generous pension package Private healthcareIf this sounds like you and you are interested in learning more, please do get in touch:Angelo Potenza (see below). "	"Bristol, UK"	"IT"	"£80k - £90k per annum + Excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000015265"	"07/12/2018 16:57:47"	"http://www.jobserve.com/Gl6qo"	NA	NA	NA	NA
"Enterprise Architect (Data)"	"Circa £85k"	"London"	"Permanent"	"Enterprise Architect (Data)"	"London - Circa £85k"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	" Enterprise Architect (Data)   Objectives  This role will contribute to the delivery of services as part of a global team that spans applications, infrastructure and data disciplines. The focus of this role is information/data architecture; The primary objective of the Data Architect side of this role is to strengthen the impact of, and provides recommendations on, business information that will need to be available and shared across the firms IT infrastructure  Primary Responsibilities:  Maximise value derived from data and analytics, by: fostering value creation using the firm's data assets, as well as the external data ecosystem; helping to improve business performance through enterprise information solutions and capabilities, such as master data management (MDM), metadata management, analytics, content management, data integration, and related information management or information infrastructure components; and the enablement of effective data and analytics governance, including its processes, policies and structures. Maintain existing data strategy and develop roadmaps for the future Champion the architecture standards and principles Help drive towards common global architectures and solutions Socialize architecture models and high-level designs with subject matter experts and other stakeholders Develop the high-level Architecture Vision for initiatives implement appropriate Architecture reviews and other review boards for projects/programmes/domains; act autonomously in dealing with identified issues or deviance from standards Surface information priority by assessing the benefits and the risks of information by using tools such as capability models to create an information-centric view to quickly visualize what information matters most to the firm based on the firm's strategy.  Skills, experience, and qualifications  A minimum of seven years of experience in IT, with at least three years' experience in solution and/or enterprise architecture in a complex environment, and two years in information system design with in-depth experience of designing and implementing information solutions. Self-managing, proactive, work effectively with minimal supervision Proven ability to communicate to all levels both verbally and in writing Experience in business capability modelling, information and Datamodelling, and information classification at the enterprise level, with an understanding in common information architecture frameworks Strong analytical and lateral thinking skills Ability to work collaboratively across the business Proven ability to stay abreast of industry and technology trends, and to assess rapidly changing technologies and apply them to business needs. Ability to 'see the big picture' and explain complex technical issues using non-technical language, whilst understanding the short-term perspectives of situations. Experience evaluating and analysing complex design propositions, with a track record of remaining unbiased toward specific technologies or vendors Strong stakeholder and relationship management skills Experienced in dealing with ambiguity and adapting to changing circumstances, with the ability to quickly comprehend the functions and capabilities of new technologies An understanding of meta-models, taxonomies, and ontologies, as well as of the challenges of applying structured techniques (Datamodelling) to less-structured sources. Familiarity with data science concepts, as well as MDM, business intelligence, and data warehouse design and implementation techniques. Experience with distributed management and analytics in the cloud and hybrid environments. Also an understanding of a variety of data access and analytics approaches (for example, microservices and event-based architectures). Experienced in working with global virtual teams Experience of working within Agile delivery environments Three to five years' experience as a data analyst is highly desirable. "	"London, UK"	"IT"	"Circa £85k"	"Picture More Ltd"	"Jon Lewis"	"JS14234"	"04/12/2018 16:17:53"	"http://www.jobserve.com/GkQ3s"	"Dec/January 2018"	NA	"Executive"	NA
"Software engineer C++ - Computer vision"	"300-400 per day"	"London"	"Contract"	"Software engineer C++ - Computer vision"	"London - 300-400 per day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Avanti's Key client is looking for a talented and highly motivated developer to join the Applied Technologies team in their London office. The role involves the design and development of computer vision algorithms and advanced systems with a focus on extracting information from video data. You will also be encouraged to take part in hackathons and other innovation initiatives within the global R&D department. This is a 6 month contract role with the possibility to be extended. Responsibilities:  Work with a small, focused team of engineers on a research project analysing video data  Apply machine learning technics to solve Real Time computer vision problems  Design and implement proof of concept prototypes Skills and experience: The following skills are required for the role:  BS/MS degree in Computer Science, Computer Engineering, or related field  Proficiency in C++  Familiarity with state of the art computer vision techniques  Experience with at least one major deep learning frameworks (eg Caffe, TensorFlow, Torch, MXNet)  Excellent process/analytical skills  Robust software engineering and software architecture principles The following skills are not required for the role, but would be seen as highly advantageous:  MS or PhD in Computer Vision, Machine Learning, Robotics or related technical field  Experience with data science tools including Python Scripting, numpy, scipy, matplotlib   Experience with Google Vision and/or Amazon Rekognition  Experience with OpenCV  Experience with audio or video playback library integration or development.  Experience training deep convolutional and/or recurrent neural networks  Experience with Real Time image processing  Robotics background  Experience with C#  Experience with Unity and/or Unreal Engine If this is of interest please do not hesitate to apply for immediate consideration."	"London, UK"	"IT"	"300-400 per day"	"Avanti Recruitment Ltd"	"Peter Breakspear "	"JSAVANTI_COMPVISCONTRACT"	"05/12/2018 08:01:52"	"http://www.jobserve.com/GhtUD"	"ASAP"	"6 - 12 months"	NA	NA
"DWIU Web Developer"	""	"Warrington, Cheshire"	"Contract"	"DWIU Web Developer"	"Warrington, Cheshire"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Role: DWIU Web Developer Location: Warrington Contract length: Until 31st March Programme: To upgrade the existing Intranet in Tandem with the other improvements being made to the network, and enable a more streamlined and joined-up agency wide approach to the investigation and identification of online threats.To manage the resources to design and develop applications and tools to a professional standard and to meet user requirements. Create and maintain robust systems to process visualise and analyse intelligence. Maintain and provide 2nd/3rd line support for these applications. To discuss and agree technical standards and collaborate on joint projects. Writing reports and applying project management and service management to the day to day work.The Web Developer will deliver the following products:Deliverable1 Review of business requirements for data Intranet2 Build of requirements3 Testing and Quality assurance of final product4 User acceptance phase and redesign where required.Experience Required: *Significant experience of full Microsoft Stack development including Legacy and modern platforms (.NET, C#, .NET Core, EF, ASP.NET, MVC, WebAPI, SQL Server, SSRS, ETL).*Extensive knowledge of platform integrations (SSIS, NoSQL, MySQL, Data Transformation, Data Cleansing)*Excellent knowledge and experience of Microservice based architecture*Excellent Front End Web Development skills with knowledge of modern Web *Development techniques and frameworks (Angular, React)*Extensive experience working with highly scalable platforms with burstable load profiles.*Extensive knowledge of agile methodologies and ability to perform roles as SCRUM Master/Coach to a team*Extensive testing experience with a background in improving testing maturity in organisations*Extensive experience in implementing robust, secure and highly audited environments*Ability to influence technical and non-technical stakeholders without authorityComfortable dealing with complex and difficult subject matter related to law enforcement activitiesDesirable:*Exposure to non Microsoft stack technologies (Java, PHP, Python, R etc)*Exposure to Open Source Frameworks and utilising them to reduce development time*Experience for Optimizing Web Applications for low bandwidth and high latency scenarios. *Experience of uplifting teams and improving their agile methodology maturity*Experience migrating teams towards CI/CD processes and into a mature DevOps state *Data Science exposure*Dark Web exposure*Background in gaming or other online forums/chatrooms with understanding of terminology and culture in environments*Experience of Image and Video manipulation and analysisLA International Computer Consultants Ltd is an HMG Approved Consultancy and operates as an IT & Engineering Consultancy or as an Employment Business & Agency, depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, we welcome applications from all sections of the community and from people with diverse experience and backgrounds.Award Winning LA International Computer Consultants Ltd (Recruiter Awards for Excellence - Best IT, Best Public Sector & Gold Awards) and the most prestigious award that any business can receive The Queens Award for Enterprise: International Trade 2015."	"Warrington, Cheshire, UK"	"IT"	NA	"LA International Computer Consultants Ltd"	"Catherine Gascoyne "	"JS-100423"	"06/12/2018 16:31:49"	"http://www.jobserve.com/GlyPC"	"ASAP"	"Untl 31st March"	NA	NA
"Data Scientist/Machine Learning Engineer"	"£60k - £90k per annum + Negotiable"	"London"	"Permanent"	"Data Scientist/Machine Learning Engineer"	"London - £60k - £90k per annum + Negotiable"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"I am recruiting a Data Scientist who will be working in a heavily research orientated position. For an exciting AI business with the goal of understanding your emotional state through modern devices like perhaps your phone!The body gives off all types of feedback for its emotional state. If we could measure this you could understand what factors in your life benefit you and which ones to avoid. I am looking for a data scientist to join the team to help finish their platform.As a data scientist you will be working on a platform that delivers these insights. You will be instrumental in the development of this platform and its transition into a widely available app. The successful data scientist/Machine learning engineer will be building bespoke time series models finding all the meaning that is hidden in the noisy data our bodies give out. If this sounds like an exciting challenge and something you are prepared for please apply!The ideal data scientist would have a research background in a similar field. However if you are an expert with a field like speech recognition there may be a really strong overlap.The successful Data Scientist: -PHD level education-Data Science Experience-Machine Learning Experience-Time Series Modelling/Recurring Neural NetworksBenefits -Competitive salary £60-90k -Bonus and Stock Options-Fantastic training-Working on the Cutting edge of scienceIf you are interested in the position and wish to discuss further please submit your application through this site or reach out to me on (see below) or give me a call on 0203 800 458. ISL (Incite Solutions Ltd) is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	"£60k - £90k per annum + Negotiable"	"ISL Recruitment"	"Loui Henson "	"JS-RS-101"	"10/12/2018 17:01:36"	"http://www.jobserve.com/GmkUs"	"ASAP"	NA	NA	NA
".Net Web Developer"	"£300.00 - £350.00 per Day"	"Warrington"	"Contract"	".Net Web Developer"	"Warrington - £300.00 - £350.00 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"I am looking for a DWIU Web Developer for a 3 Month contract based in Warrington, to start ASAP.Role:To upgrade the existing Intranet in Tandem with the other improvements being made to the network, and enable a more streamlined and joined-up agency wide approach to the investigation and identification of online threats.To manage the resources to design and develop applications and tools to a professional standard and to meet user requirements.Create and maintain robust systems to process visualise and analyse intelligence.Maintain and provide 2nd/3rd line support for these applications.To discuss and agree technical standards and collaborate on joint projects.Writing reports and applying project management and service management to the day to day work.Experience/Skills Required:Significant experience of full Microsoft Stack development including Legacy and modern platforms (.NET, C#, .NET Core, EF, ASP.NET, MVC, WebAPI, SQL Server, SSRS, ETL).Extensive knowledge of platform integration's (SSIS, NoSQL, MySQL, Data Transformation, Data Cleansing)Excellent knowledge and experience of Microservice based architectureExcellent Front End Web Development skills with knowledge of modern WebDevelopment techniques and frameworks (Angular, React)Extensive experience working with highly scalable platforms with burstable load profiles.Extensive knowledge of agile methodologies and ability to perform roles as SCRUM Master/Coach to a teamExtensive testing experience with a background in improving testing maturity in organisationsExtensive experience in implementing robust, secure and highly audited environmentsAbility to influence technical and non-technical stakeholders without authorityComfortable dealing with complex and difficult subject matter related to law enforcement activitiesDesirable Skills:Exposure to non Microsoft stack technologies (Java, PHP, Python, R etc)Exposure to Open Source Frameworks and utilising them to reduce development timeExperience for Optimizing Web Applications for low bandwidth and high latency scenarios.Experience of uplifting teams and improving their agile methodology maturityExperience migrating teams towards CI/CD processes and into a mature DevOps stateData Science exposureDark Web exposureBackground in gaming or other online forums/chatrooms with understanding of terminology and culture in environmentsExperience of Image and Video manipulation and analysisPlease apply online with your CV."	"Warrington, UK"	"IT"	"£300.00 - £350.00 per Day"	"Concept Resourcing"	"Lauren Oakley "	"JS-BBBH27871"	"07/12/2018 15:07:38"	"http://www.jobserve.com/Gl6H8"	"ASAP"	"3 months"	NA	NA
"Head of BI"	"£80k - £90k per annum + Excellent package"	"Swindon, Wiltshire"	"Permanent"	"Head of BI"	"Swindon, Wiltshire - £80k - £90k per annum + Excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you considering moving into a new role as Head of BI?Are you tired of spending most of your time sailing through an ocean of company politics issues?Perhaps it is time for a change and new challenge with a company that ACTUALLY get things done.This role is to be based in Swindon and has come available due to an internal promotion. Working directly with the CTO, the Head of BI would sit between the senior management team and the technology team.You would have the opportunity to improve and maintain the performance of the information systems team, on a strategic level and tactical levels.The relevant experiences for this position include: Experience working in a managing position Extensive line management experience, especially with high calibre technical staff Strategic thinking Head of BI alongside budget management, including forecasting Good negotiating and influencing skillsThis opportunity will allow you to manage a large team both directly and indirectly. This role would be ideally suited to you if you have a background in analytics, data warehousing or data science, are no longer working in a hands-on capacity and enjoy managing the team and supporting the business working directly with clients.As well as a generous remuneration, the benefits will include: Option to work from home up to 2 days per week Performance based bonus Generous pension package Private healthcareIf this sounds like you and you are interested in learning more, please do get in touch: Angelo Potenza "	"Swindon, Wiltshire, UK"	"IT"	"£80k - £90k per annum + Excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000015265"	"07/12/2018 17:01:17"	"http://www.jobserve.com/Gl6rK"	NA	NA	NA	NA
"Junior Frontend Developer"	"£30k - £35k per annum"	"City of London"	"Permanent"	"Junior Frontend Developer"	"City of London - £30k - £35k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Junior Frontend Developer. This is the perfect opportunity to be joining this incredibly talented core team in London where your influence will directly impact the success of the whole company. As the Junior Frontend Developer you will excel in a fast-paced environment and have a genuine passion for technology. The Junior Frontend Developer will be designing, building and deploying groundbreaking products from the ground up with a focus on building modern web applications. Their core stack is built on Node & MongoDB, serving a Vue Front End. Be stuck in from day one and help create new products. As a Junior Frontend Developer you will be working closely with the product team and have a responsibility for writing elegant, simple, clean code. Being eager to learn new technology necessary for getting a particular job or feature done to the highest standard. Participating in engineering discussions to learn and share insights and knowledge is a huge part of their culture. What they are looking for from a Junior Frontend Developer: - Mark-up skills (HTML, SASS) - 6-12 months experience building web apps (professionally or even side-projects)- Experience using a modern Front End library* (eg React, Vue, Angular2).They love Vue and use it everywhere.- Experience designing, building and interacting with APIs Nice to have: - Experience of building backends with Node and MongoDB- An eye for design and UX- Experience using Front End testing frameworks- Experience with PHP, Laravel, MySQL Benefits: - Being part of a fantastic team, in a collaborative working environment- An opportunity to make your mark on a fast growing business in an exciting space that is ripe for disruption- Exposure to Machine Learning and Data Science disciplines- Excellent progression opportunities Junior Frontend Developer, JavaScript. Vue, VueJS, React, ReactJS, Angular, Angular2, Junior Frontend Engineer, Front End Engineer, Frontend Engineer, Junior Developer, Junior Engineer, Mongo BD, Node, NodeJS, Propel are the UK's largest independent provider of permanent and contract recruitment services to the global digital economy, specialising in commercial, marketing, technical and creative talent.Services advertised by Propel are those of an Agency and/or an Employment Business. Please be aware that we receive a high volume of applications for our roles, many from people who meet or exceed the requirements. Whilst we try to respond to as many applicants as possible, you can assume that you have not been selected for interview if you do not hear from us within 14 days."	"City of London, UK"	"IT"	"£30k - £35k per annum"	"Propel London"	"Ellie Thompson "	"JS-BBBH23421"	"04/12/2018 17:15:58"	"http://www.jobserve.com/GlcVK"	NA	NA	NA	NA
"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"£550 - £650 per Day"	"London"	"Contract"	"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"London - £550 - £650 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Senior Hadoop Administrator/ArchitectA leading Global Bank currently require a Senior Hadoop Administrator/Architect for an initial 6 month contract based in London, paying between £550 - £650.Role PurposeA Senior Hadoop Administrator/Architect is required to join a Hadoop team that currently supports 5 ecosystems, with a total of 160 nodes. With an expansion of the team's resources, more Hadoop ecosystems from other areas within the business function will fall under the administration of the team.Responsibilities:Work with development pods and product owners to configure and implement HWX solutions in support of business requirements and product features Supplement solution design capability within the team Provide L3 Support to L1/L2 in support of Production and non-Production user and environmental/technical issues Mentor L1/L2 Support Plan and implement product/component upgrades Essential Experience: Deep understanding of HDFS, Hive, HBase, YARN, TezGrounded in kerberized clusters and proficient in security principlesGood Working knowledge of SparkExperience in implementing Knox GatewayUnderstanding of Solr and Solrcloud implementationsRHEL/Shell Scripting/RegexGoogle Cloud PlatformKnowledge of Python and PySparkExposure to data science tools Datameer, Anaconda or JupyterDataPlane serviceDevOps/Agile practices (Scrum/KANBAN)Please do get in touch if you would like to discuss this opportunity further by submitting your most up to date CV in the first instance. If you do not hear back within 48 hours, unfortunately your application has been unsuccessful on this occasion"	"London, UK"	"IT"	"£550 - £650 per Day"	"Reed Technology"	"Mark Howe "	"JS-78263"	"05/12/2018 16:26:09"	"http://www.jobserve.com/GlpBN"	NA	NA	NA	NA
"Mobile Product Manager"	"£70k - £80k per annum"	"City of London"	"Permanent"	"Mobile Product Manager"	"City of London - £70k - £80k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Senior Mobile Product Manager My client has an aim to help anyone achieve confident, real-world language skills in just a few months. Their product is innovative and fun, and it delivers the goods.I am looking for a Senior Mobile Product Manager to help them grow even bigger and teach millions more people a new language! Your mission will be to help create the most effective and engaging language learning product in the world.If you join them, you'll get to: Leverage data, language research, and user research to inform product decisions Oversee product features from concept, prototype, specification, design, launch, and iteration phases. Coordinate and consult with other teams regarding product requirements Define success metrics and be accountable for themREQUIREMENTS: Experience in product managementFluent in best practices of mobile/web growth, retention, and monetisation, preferably in a consumer product marketHighly self-motivated, able to work with both extremely creative and methodological peopleProven track record of leading a team and delivering successful resultsUnderstanding of the technical architecture of modern consumer mobile and web appsFamiliarity and/or interest in data science and machine learningExperience running A/B testsExceptional communication and presentation skillsPassion for languages and creating new ways to learn themTrack record of radically improving retention and engagement metrics in entertainment MOBILEproducts (likely games, but not necessarily)Visionary and creative mindset (T-shaped along data, business and tech)High emotional intelligence and excellent at management, both upwards and downwardsCapable project manager/producer (doesn't need to be a key strength, but cannot be a key weakness)We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age."	"City of London, UK"	"IT, Sales and Marketing"	"£70k - £80k per annum"	"onezeero"	"Myles Egan "	"JS-50196664"	"05/12/2018 15:19:06"	"http://www.jobserve.com/Glodt"	NA	NA	NA	NA
"Head of Artificial Intelligence - Agile Consulting"	"£130k + healthy bonus and Benefits"	"London"	"Permanent"	"Head of Artificial Intelligence - Agile Consulting"	"London - £130k + healthy bonus and Benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Agile technology delivery consultancy specialising in Agile Digital Transformation has entered the market looking for a Head of Artificial Intelligence to head up and grow a new business line for the organization.  Reporting to the CIO, the remit of the role is help drive the consultancy on the next chapter of its journey. You will be able to inspire your clients and your teams to develop them and the practice within the AI world.  Essential Skills:  Demonstrable track record of working in a leadership role within a large consultancy capacity, where you have managed large teams, delivered enterprise level programs of work and won & developed new business from scratch; demonstrable track record of working with and advising clients on there use of AI technology and then importantly having the technical foresight to be able deliver the solution to client; passionate and have a thought leadership type background within AI showing extensive knowledge around machine learning, RPA, Chatbots, Personal Advisors etc. My client is a highly respected technology consultancy based in a variety of locations across the UK, with over 1000 employees. However, this role sits in the newest part of the organization that has grown rapidly over the last three years building a strong presence within Big Data & Data Science and building out its AI capabilities is the next logical step on the journey. The core responsibilities for this role will include: Delivering high-quality AI consulting to clients around Advisory, Innovation Sprints, Alphas, On-going support/advice to AI delivery projects Grow revenue in line with the business plan Building a small, but highly expert AI consulting team Continually evolving the AI proposition to meet client expectations Writing and delivering client pitches and proposals Being a thought leader on AI both internally and externally This is a hugely exciting role for a candidate that has both a strong consulting pedigree helping build and shape consulting practices throughout their career but has a strong technical background to understand and help delivery AI technologies to a wide and varied audience. If you are positive person with a hands-on can-do attitude and a burning passion for all things AI, then this could just be the perfect role for you."	"London, UK"	"IT, Consulting"	"£130k + healthy bonus and Benefits"	"Cloudstream"	"Ben Davis "	"JSBD/AICON"	"04/12/2018 08:59:09"	"http://www.jobserve.com/GkMoI"	"ASAP"	NA	"Executive"	NA
"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"£550 - £650 per Day"	"London"	"Contract"	"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"London - £550 - £650 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Senior Hadoop Administrator/ArchitectA leading Global Bank currently require a Senior Hadoop Administrator/Architect for an initial 6 month contract based in London, paying between £550 - £650.Role PurposeA Senior Hadoop Administrator/Architect is required to join a Hadoop team that currently supports 5 ecosystems, with a total of 160 nodes. With an expansion of the team's resources, more Hadoop ecosystems from other areas within the business function will fall under the administration of the team.Responsibilities:Work with development pods and product owners to configure and implement HWX solutions in support of business requirements and product features Supplement solution design capability within the team Provide L3 Support to L1/L2 in support of Production and non-Production user and environmental/technical issues Mentor L1/L2 Support Plan and implement product/component upgrades   Essential Experience: Deep understanding of HDFS, Hive, HBase, YARN, TezGrounded in kerberized clusters and proficient in security principlesGood Working knowledge of SparkExperience in implementing Knox GatewayUnderstanding of Solr and Solrcloud implementationsRHEL/Shell Scripting/RegexGoogle Cloud PlatformKnowledge of Python and PySparkExposure to data science tools Datameer, Anaconda or JupyterDataPlane serviceDevOps/Agile practices (Scrum/KANBAN)Please do get in touch if you would like to discuss this opportunity further by submitting your most up to date CV in the first instance. If you do not hear back within 48 hours, unfortunately your application has been unsuccessful on this occasion"	"London, UK"	"IT"	"£550 - £650 per Day"	"Reed Technology"	"Mark Howe "	"JS-78380"	"07/12/2018 10:01:36"	"http://www.jobserve.com/Gl3BW"	"ASAP"	NA	NA	NA
"SENIOR HADOOP ADMINISTRATOR/ARCHITECT - GLOBAL BANK - LONDON"	"£550 - £650 per Day"	"London"	"Contract"	"SENIOR HADOOP ADMINISTRATOR/ARCHITECT - GLOBAL BANK - LONDON"	"London - £550 - £650 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"A leading Global Bank currently require a Senior Hadoop Administrator/Architect for an initial 6 month contract based in London, paying between £550 - £650.Role PurposeA Senior Hadoop Administrator/Architect is required to join a Hadoop team that currently supports 5 ecosystems, with a total of 160 nodes. With an expansion of the team's resources, more Hadoop ecosystems from other areas within the business function will fall under the administration of the team.Responsibilities:Work with development pods and product owners to configure and implement HWX solutions in support of business requirements and product features Supplement solution design capability within the team Provide L3 Support to L1/L2 in support of Production and non-Production user and environmental/technical issues Mentor L1/L2 Support Plan and implement product/component upgradesEssential Experience:* Deep understanding of HDFS, Hive, HBase, YARN, Tez* Grounded in kerberized clusters and proficient in security principles. Good Working knowledge of Spark. Experience in implementing Knox Gateway. Understanding of Solr and Solrcloud implementations. RHEL/Shell Scripting/Regex. Google Cloud Platform. Knowledge of Python and PySpark. Exposure to data science tools Datameer, Anaconda or Jupyter. DataPlane service. DevOps/Agile practices (Scrum/KANBAN)Please do get in touch if you would like to discuss this opportunity further by submitting your most up to date CV in the first instance. If you do not hear back within 48 hours, unfortunately your application has been unsuccessful on this occasion"	"London, UK"	"IT"	"£550 - £650 per Day"	"Reed Technology"	"Ryan Yardley "	"JS-78342"	"06/12/2018 13:41:47"	"http://www.jobserve.com/GlxbT"	"ASAP"	"6 months"	NA	NA
"Senior Quality Assurance Test Analyst"	"39,114"	"Coventry"	"Permanent"	"Senior Quality Assurance Test Analyst"	"Coventry - 39,114"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"About usThe Education and Skills Funding Agency is an executive agency of the Department for Education, committed to providing world-class education to everyone. We're accountable for the funding of education and training, making sure that taxpayers' money is spent wisely as we equip educators and learners to succeed. We're leading the way in digital, too, building strategic services that will improve every aspect of education across the country. We change lives every day. And the Data Operations team plays a pivotal role, managing the data that guides our decisions.The roleThis is a fantastic place to work. You'll be joining a top 100 digital leader, using the very latest technology to transform Government - across some of the most interesting services. We're developing AI tools, shiny web-based packages, reporting tools using Power BI, and data collection services via cloud-based applications. And you'll have the backing of a highly-skilled - and highly-supportive - team.Joining an evolving quality assurance team, this is an opportunity to shape a software testing strategy in its infancy. And you'll play a pivotal role in helping the Data Science division to deliver excellent products, in a fast-paced, hugely varied environment.As a Senior Quality Assurance Analyst, you'll analyse systems and data products to identify the best approach to develop them to a high standard. You'll take responsibility for assuring both functional and non-functional requirements are met for our products and processes. And you'll make sure we meet agreed acceptance criteria, using a risk-based approach to uncover the defects others would miss.About youIf you're excited about learning, software innovation and driving real transformation, you'll fit right in. You'll have significant experience in functional, performance or security testing, creating test scenarios, manipulating large datasets and leading work items and defects. And you'll have worked in a multi-functional delivery team with other developers, testers and business analysts.To find out more and to apply, please click the APPLY button."	"Coventry, UK"	"IT"	"39,114"	"Department for Education"	"Department for Education"	"JS2606276/597363779"	"10/12/2018 12:34:57"	"http://www.jobserve.com/Gla0n"	NA	NA	NA	NA
"Senior Software Test Engineer"	"39114.00 Annual GBP"	"Coventry"	"Permanent"	"Senior Software Test Engineer"	"Coventry - 39114.00 Annual GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"About usThe Education and Skills Funding Agency is an executive agency of the Department for Education, committed to providing world-class education to everyone. We're accountable for the funding of education and training, making sure that taxpayers' money is spent wisely as we equip educators and learners to succeed. We're leading the way in digital, too, building strategic services that will improve every aspect of education across the country. We change lives every day. And the Data Operations team plays a pivotal role, managing the data that guides our decisions.The roleThis is a fantastic place to work. You'll be joining a top 100 digital leader, using the very latest technology to transform Government - across some of the most interesting services. We're developing AI tools, shiny web-based packages, reporting tools using Power BI, and data collection services via cloud-based applications. And you'll have the backing of a highly-skilled - and highly-supportive - team.Joining an evolving quality assurance team, this is an opportunity to shape a software testing strategy in its infancy. And you'll play a pivotal role in helping the Data Science division to deliver excellent products, in a fast-paced, hugely varied environment.As a Senior Software Test Engineer, you'll identify and install testing frameworks across an exciting variety of products, writing and executing functional and non-functional tests at each level. You'll make sure we meet agreed acceptance criteria, using a risk-based approach to uncover the defects others would miss.About youIf you're excited about learning, software innovation and driving real transformation, you'll fit right in. You'll have significant experience in functional, performance or security testing, creating test scenarios, manipulating large datasets and leading work items and defects. You'll also have worked in a multi-functional delivery team with other developers, testers and business analysts."	"Coventry, UK"	"IT"	"39114.00 Annual GBP"	"Department for Education"	"Department for Education"	"JS2606255/597362182"	"10/12/2018 11:42:09"	"http://www.jobserve.com/GlaDc"	NA	NA	NA	NA
