"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"company_summary"	"duration"	"category"
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	"ASAP"	NA	"6 months +"	NA
"Senior Data Scientist"	"£600 - 700 per Day"	"Central London"	"Contract"	"Senior Data Scientist"	"Central London - £600 - 700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Senior Data Scientist - 6 months - Central LondonJob Description: Currently looking for a Senior Data Scientist to join a large financial company based in their Central London office, on a 6 month contract basis. This Senior Data Scientist will be working on producing data driven products and using their expertise with machine learning on different sets of data. This is a great opportunity to work as part of a driven, dynamic team and interact with some large users and stakeholders within the industry! Essential Skills:3-5 years' experience in Data Science and Machine learningStrong experience in reinforcement learningCore programming expertise, such as Python or R (iPython, NumPy, SciPy, Pandas)Advanced degree in Computer Science, Statistics, Economics, or related quantitative fieldKnowledge of relational and non-relational data stores (Postgres, MongoDB, MySQL, etc)Experience with data mining, statistics and visualizationExtensive statistical knowledgeComfortable working independently and effectivelyDesired Skills:Independent researchExperience within an energy company or financial companyAbility to create and achieve delivery commitmentsAble to deal with and thrive in high pressure environmentsDeep learning Job Type: ContractDaily Rate: £600-£700 p/dLocation: Central LondonIf this role is of interest and looks like an exciting opportunity for you, please send over your CV.The client is looking to move fast and Interviews are taking place immediately!"	"Central London, UK"	"IT"	"£600 - 700 per Day"	"Coded People Ltd"	"Kieren Balstone "	"JSDS-KB-01"	"05/12/2018 16:31:04"	"http://www.jobserve.com/GlpEd"	"ASAP"	NA	NA	NA
"Data Analyst"	"Negotiable"	"London with travel"	"Contract"	"Data Analyst"	"London with travel - Negotiable"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About us M4, a Solutions Delivery Practice, is a forward thinking and fast-growing SME with an established UK client base. As the next stage in our expansion plan, we require the services of an experiences Data Analyst with significant experience of BI within finance. About you You will be ready to quickly get to work with in-house Data Scientists, SMEs in financial crime and third- party data vendors/collaborators. You will be experienced in working on pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime.  Responsibilities To create a taxonomy and database of data (internal and external) relevant for identifying firm risk in relation to financial crime. Essential skills and experience Expertise in the following Data/BI reporting skills:  BI Cognos MS Excel/VBA SQL with RDBMS such as Oracle or MS SQL Serve Graph databases such as Neo4j. Data visualisation tools such as Tableau  Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements Experience in risk management and/or financial analysis The ability to communicate effectively across organisational, technical and political boundaries and manage all stakeholder expectations Demonstrable experience of successfully and collaboratively working, coaching and sharing knowledge with client teams, particularly those with limited agile development experience If successful at CV review you will be asked to complete a further written assessment of your skills and experience before short-listing takes place for our interview process. If you are unwilling or unable to engage in our full due diligence process, please do not apply."	"London with travel, UK"	"IT"	"Negotiable"	"M4 Managed Services International Ltd"	"Careers Team"	"JSDAT1218"	"10/12/2018 17:28:00"	"http://www.jobserve.com/Gmktm"	"2 months"	NA	"12 months"	"Public Sector"
"Marketing Business Intelligence Analyst"	""	"City of London"	"Contract"	"Marketing Business Intelligence Analyst"	"City of London"	"Contract"	"Posted: Monday, 10 December 2018"	""	"I am currently recruiting on behalf a leading global energy company for a Business Intelligence Analyst to work in their Digital Communications and Social Media department.This is a 6-month contract initially to be based in their offices in Waterloo, LondonThis is an exciting opportunity to review content, customer and opinion analytics and categorise the data to support communication functions throughout the business.This role will include combining media data and web data to develop Business Intelligence dashboards and develop custom algorithms to apply to data using Adobe solutions including Analytics, Target, Campaign and Audience.You will be governing digital taxonomy across digital channels and media tools.This is a fast moving and demanding environment and so we are seeking a candidate who has previously worked in a fast-paced environment with large volumes of data.You will be using common data science toolkits, such as R, Weka, NumPy, MatLab, etc. and using query languages such as SQL, Hive, Pig.We are seeking an individual passionate about data, ideally from a marketing/communications background.Please apply for more info!"	"City of London, UK"	"IT, Sales and Marketing"	NA	"ReThink Recruitment"	"Katie McGovern "	"JS-BBBH5099000"	"10/12/2018 17:33:49"	"http://www.jobserve.com/GmkzO"	"ASAP"	NA	"6 months"	NA
"Business Analyst ( Digital )"	"£32k - £38k per annum"	"Leeds"	"Permanent"	"Business Analyst ( Digital )"	"Leeds - £32k - £38k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"We are Recruiting for a Business Analyst (Digital) for a FTSE 250 Client in Leeds on a permanent basis, paying between £33,000 to £38,000 per annum. This is a pivotal role with the Clients Customer Experience Practice and will play a key part in evolving and improving the experience for our clients' by providing quantative and qualitative insights into the experiences of our clients customers. You will be responsible for the delivery of a measurable information driven support service. Our Data Science and Analytics function combines traditional analytics, data science and qualitative research to generate actionable insight that powers progressive thinking. Ultimately the Data Science and Analytics team predicts how consumers will behave and how best to influence them.As the Customer Experience Practice, we work with some of the world's leading brands on bespoke solutions to understand existing and new audiences for their products and services, whilst creating empowering consumer experiences.Accountabilities & ActivitiesUnderstand multichannel customer journeys, working with operational teams and subject matter experts.Identifying opportunities for improvement from customer journey mapping and other insight gathering techniques.Complete project mandates for opportunities identified through implementing customer journey mapping.Develop strong relationships with key stakeholders across the businessParticipate in customer journey workshops and forums, capturing requirements from the audience.Develop and design innovative solutions to eliminate failure demand and maximise our self-serve channelsAnalyse and review processes within the customer journeysQualifications, Knowledge & ExperienceUsing output from data tools to develop audience and category insightExperience working with teams to develop rich stories around business InsightExperience utilising BI & MI toolsExperience working within cross-disciplinary team to develop strategies, ideally in an operational environmentExcellent project management and communication skills.Great relationship skills; ability to develop relationships and credibility with both internal and external clients.The ability to translate complex ideas into easily-understood scenarios for stakeholders.The ability to multi-task and support multiple areas of responsibility at the same time.The ability to deliver high quality work within high performing and fast-moving teams in unstructured environments.To apply for this role please follow the link below or send your CV to (see below). Alternatively, call me for further detailsCapita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"Leeds, UK"	"IT"	"£32k - £38k per annum"	"Capita Resourcing IT"	"Callum Thomas "	"JS-BBBH16345"	"11/12/2018 14:19:27"	"http://www.jobserve.com/Gmuow"	"ASAP"	NA	NA	NA
"Hybrid Cloud Solution Architect - Finance - Hybrid Cloud, AWS, Azure, IBM, Google Cloud"	"£100k - £150k + Bonus and benefits"	"London"	"Permanent"	"Hybrid Cloud Solution Architect - Finance - Hybrid Cloud, AWS, Azure, IBM, Google Cloud"	"London - £100k - £150k + Bonus and benefits"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Hybrid Cloud Solution Architect - Finance - Hybrid Cloud, AWS, Azure, IBM, Google Cloud Hybrid Cloud Solution Architect required by one of the top consultancy firms to join the Financial Services advisory area and act as a subject matter expert on implementing Hybrid Cloud solutions and on discussing with customers on phasing the public cloud migration/adoption. Lead and deliver client engagements helping them to adopt public cloud. Deliver hands-on architecture solutions and mentor junior solution architects. Technical skills VMWare or MSFT Virtualisation. OpenStack. TOGAF or Zachman certification is a plus Must have 5+ years of experience in architecture and design of hybrid cloud solutions involving multiple cloud vendors (GCP, Azure, AWS) and several types of cloud (public, virtual private, private) A university degree, preferably in computer science, engineering, business and information or similar, with a minimum of a 2:1 (or equivalent), and ideally an MBA or MSc; Familiarity with common enterprise services frameworks (ITIL, TOGAF etc.) Experienced at producing multi-tier, high-availability infrastructure architectures in an Enterprise & Cloud environment Expert knowledge in implementing and operating in cloud platforms (Azure, Google Cloud Platform, AWS, Salesforce) Responsibilities Developing and bringing to market analytics propositions and services Analytics strategy, target operational model, analytics capability establishment method definition and execution Development of Cloud and advanced analytics market strategy and propositions Leadership over advanced analytics internal capability development in the areas of data science, cloud analytics, natural language processing, Real Time analytics Designing and implementing Analytics Centre of Excellence capabilities Establishment of managed service analytics capabilities Establishment of commercially successful relationships with technology vendors Strong knowledge of virtualisation, hypervisors, containers. Some DC management experience. 5 years+ experience dealing with private cloud management, on premise virtualisation of systems. An infrastructure background more than a software background. Knowledge of SDDCs, Ops automation is a plus. Understands DC cost management, scalability (burst management)/usability, DR and DC maintenance (patching, upgrades), cloud connectivity (peering). Experience outsourcing and negotiating strict SLAs (response time and availability). Strong exposure to cloud hybrid solutions: VMWare on AWS/GCP, OpenStack, Azure Stack "	"London, UK"	"IT"	"£100k - £150k + Bonus and benefits"	"Curtis Reed Associates"	"Sam Turk "	"JS/HYBCL/SAM"	"11/12/2018 04:04:52"	"http://www.jobserve.com/GZQkl"	"Dec 2018/Jan 2019"	"About Curtis Reed Associateswww.curtisreed.comCurtis Reed Associates is an IT recruitment organisation, established in 1998, specialising in providing staff across all sectors. Our clients range from international Banks and Consulting firms to Fintechs.Our reputation is built on our deep understanding of our market and attention to detail. Our consultants specialise in their own niche market area and have a deep understanding of their business area and candidates. Part of our success is due to the quality of candidate networks that we have established and the ability to quickly understand our clients’ requirements and deliver candidates that match.Curtis Reed Associates is committed to recruitment best practice and is GDPR compliant."	NA	"Executive"
"Data Scientist"	"£30k - 50k per year"	"Newcastle upon Tyne, Tyne and Wear, England"	"Permanent"	"Data Scientist"	"Newcastle upon Tyne, Tyne and Wear, England - £30k - 50k per year"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"A Machine Learning Engineer is required to join an exciting growing company based in the North East on a permanent basis. Salary: £30,000-50,000 d.o.eThey are looking for someone with a passion for Machine Learning and who wants to broaden their knowledge and delve into Deep Learning too. You must be able to resolve the challenges faced by the company. You will be part of a tight-knit R&D team that work collaberatively to overcome these problems. Experience in MATLAB and Python would be beneficial. Key requirements include:Machine LearningNeural NetworksSQLStatistical/Mathematical backgroundGeneral Responsibilities:Constantly improving the company's pateneted algorithms.Making recommendations and consulting with stake holders on how to resolve problems.Identify any potential risks and decide best options for controlThis is a brand-new requirement and my client are looking to fill the position as soon as possible. They are looking to line up interviews next week so if this role is of interest, please send your CV to (see below), or call Adam for more information.Data Science/Machine Learning Scientist/Python/Big Data/Matlab/Python/R/Algorithms/Statistical/Mathematical/Neural Networks/Data Analytics/Data Scientist/SQL/PostgreSQL/Computer Vision"	"Newcastle upon Tyne, Tyne and Wear, England, UK"	"IT"	"£30k - 50k per year"	"X4 Group"	"Adam De Smit "	"JSDATS53295NCL"	"05/12/2018 18:59:01"	"http://www.jobserve.com/GlqYy"	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA
"Data Scientist - World class team in Manchester"	"£30k - £45k per annum + Share Options & Bonus"	"Manchester"	"Permanent"	"Data Scientist - World class team in Manchester"	"Manchester - £30k - £45k per annum + Share Options & Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Scientist needed by a genuinely world class team in the heart of Manchester, building a first of its kind AI product. This is a unique opportunity to join a growing organisation who have been one of Manchester's biggest success stories in the last few years. They are constantly striving to improve, hiring some of the best people in the UK across the business, whilst fiercely guarding their culture.You: You will ideally be either a Data Scientist at the moment or someone coming from a highly numerical background doing something an MSc or PhD.The team appreciate that if you can solve complex problems, deal with complex data sets and turn that information into something actionable - you can become a top Data Scientist. From a technical perspective, ideally you will have experience (commercial or academic) of most of the following: * Machine Learning/Data Mining/Natural Language Processing (NLP)/Neural Networks/Deep Learning* Statistical Packages or Languages such as: R, SPSS, SAS, S-Plus, Python, MATLAB and STATA* RDBMS - Open Source, NoSQL and any knowledge of SQL Server* Any understanding or previous knowledge of: Markov Models, Cluster Analysis, Statistics and Reliability Models* Big Data tools such as: Hadoop/Pig/Hive/HBase/Cassandra/Spark/SplunkThe Role:As you will be working for a Data Analytics company, technical & mathematical problems are par for the course. You will be dealing with a mix of clients from global FTSE 100 organisations to local companies so will need to be able to communicate with them at both a technical and non-technical level. One of the reasons they have been so successful is the attention to detail and understanding of their customers exact problem.One of the biggest areas for our client is the desire to continue your professional development, keeping abreast of the ever-changing world of data, attending meet-ups, experimenting with new techniques/technologies and generally immersing yourself in all things data science.If you're on the lookout for a big pay day, or to work in a behemoth organisation where you'll be a small cog in a big wheel, this is definitely not the role for you.However, if you are ambitious and up for a challenge - it could be perfect.The Company:A genuine North West success story, you will be joining an organisation who have really exploded onto the scene in the last couple of years and have helped solidify Manchester as a genuine tech Powerhouse.With a stellar leadership team, who are constantly pushing the boundaries and striving to achieve more, you will be working for an organisation that is trying to be one of the very best on the planet. With the way they are going - this will become a reality!They provide various data analytics solutions to customers across the country, from models for forecasting and sales pipelines, to entire end to end data science solutions - this team can do it all.Having already out-grown two offices, they have moved into a custom fit space in the heart of Manchester, which is easily one of the best spaces in Manchester (if not the whole country). Application & Interview Process:To apply for this role, click on the link below and feel free to get in touch with Liam at Cathcart Associates for a more detailed chat.The interview process for this role is an informal chat with one of the Lead Data Scientists, followed by a more in-depth technical chat with the Director of Data Science and a final cultural chat with the CEO, who is still very much hands on when it comes to building the team."	"Manchester, UK"	"IT"	"£30k - £45k per annum + Share Options & Bonus"	"Cathcart Associates Limited"	"Liam Wilson "	"JS-VR/20250"	"07/12/2018 16:14:26"	"http://www.jobserve.com/Gl6ZW"	"ASAP"	"About Cathcart Associates Limitedwww.cathcartassociates.comCathcart Associates is a market leading, independent IT / Technology consultancy offering permanent and contract services across Scotland and the North of England for all technical disciplines."	NA	NA
"Lead Software Engineer - Java"	"£55k - £65k per annum"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer - Java"	"Havant, Hampshire - £55k - £65k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Our client are a leading global organisation with a new opportunity for a Lead Software Engineer.This is a key role as a Technical Lead and seeks someone with a real passion for software from a solid background who can lead by example and inspire team members. Matrix environment so won't involve line management.Key requirements:- Solid Java 7/8 skills- Experienced within Agile/Scrum- Strong knowledge of software development techniques - design patterns etc- Ability to find creative solutions to complex technical/logistical problems and desire to learn new technologies- Able to communicate/present clearly and concisely to influence and invoke change- Set direction for the use of new technologies, tools and road-maps- Ability to develop Software Solutions from requirements from internal/external customers that take into account technical, timescale & cost constraints while optimising software for speed, memory etc- Transfer knowledge and spread best practise to staff- Ability to operate at all levels of engineering, programme management and leadership required to achieve the impact required- Work on multiple projects simultaneouslyKey skills/technologies of interest:Machine Learning/AI, Agile/Scrum, model-based software development/code generation, JEE 5/6, JSF/PF, Oracle (or similar), UML, Jenkins, Maven, Data Science, Hadoop, Kafka, Design patterns "	"Havant, Hampshire, UK"	"IT"	"£55k - £65k per annum"	"aap3"	"Sally Ashenden "	"JS-BBBH6598"	"05/12/2018 16:31:21"	"http://www.jobserve.com/GlpEw"	"ASAP"	NA	NA	NA
"Senior Consultant - Insurance & Analytics - Enterprise Analytics Solution Practice"	"Strong Salary Package"	"London"	"Permanent"	"Senior Consultant - Insurance & Analytics - Enterprise Analytics Solution Practice"	"London - Strong Salary Package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you want to join one of the fastest growing Global Platform Software Engineering Consultancies in the world?Do you enjoy working with super technical people coupled with strong business acumen?Here at EPAM, we combine best-in-class software engineering with digital strategy and experience design, business consulting and technology innovation services.Come join us!SUMMARY  We are looking for a Permanent Senior Consultant with very strong experience in Insurance and Analytics to join our Enterprise Analytics Solution Practice in London.The role will be aligned to one or more large clients of ours.We need: Deep Knowledge of the Insurance industry ie in various functions/domains within insurance eg Acquisition (Pricing, Marketing etc.) and Customer Management (Claims, Fraud, Attrition, Customer Engagement);Experience in customer analytics and how analytics could be applied to optimise business process eg acquisition, customer management etc. RESPONSIBILITIES Act as team lead, key workshops, assessment and roadmap preparations Present the project's objectives and EPAM's approach to deliver Drive/participate in the IT Service Manager Interviews and the IT Service Team Interviews Participate in the Persona and Use Case Interviews and drive the BU Leader Interviews Provide consultancy/coaching to the BI Analyst(s) Participate in sessions with the Enterprise/Solution Architects Provide consultancy/coaching to the BI Architect Participate and drive the Analytics Road-mapping Session Drive the finalization of the discovery results Drive the BI vision and strategy creation Drive the Review Session with the IT Sponsor and Service Managers Present the BI/analytics vision/strategy Drive the Analytics Roadmap Session REQUIREMENTS Communication: Excellent client-facing communication skills: Drives meetings/workshops/interviews (internal/with client) Excellent networking skills: Actively and proactively networks with the client stakeholders Able to communicate to both highly technical and non-technical stakeholders effectively Excellent documentation, communication and presentation skills  Business: Deep domain expertise in Insurance Industry Have the ability to see the big picture with a demonstration of strong business acumen Understanding of the strategic business needs and vision of the client Can create a 1-5 year BI/Analytics vision Can create a 1-2 year BI/Analytics strategy  Technical: Ability to review the current BI environment, map usage and performance of analytic applications and assess Analytics Maturity state of a Business Significant experience in customer analytics projects and can demonstrate experience of leading end to end projects Knowledge of Data Science principles to do predictive, AI and cognitive modelling Knowledge of Big Data technologies and tools Relevant experience with BI/analytics design/implementation projects Good understanding of Front End analytics, data analytic tools, ETL and Back End technologies  Process: Knowledge of the Analytics Roadmap processes and can support the Roadmap team members with training/coaching the methodology In depth experience in project management and stakeholder engagement (C-suite) Contributes to the definition of Stories/Tasks on Sprint level Understanding of Scrum processes and ability to work accordingly  WE OFFER Competitive compensation depending on experience and skills Opportunity to work on leading edge platforms, working in a fast-paced, agile, software engineering culture Knowledge-sharing with colleagues from EPAM's global tech communities Regular performance feedback and salary reviews Opportunities for professional growth ABOUT EPAM  Ranked as #12 on Forbes' List of 25 Fastest Growing Public Tech Companies for 2017, EPAM is committed to providing our global team of 25,900+ EPAMerswith inspiring careers from day one. EPAMers lead with passion and honesty, and think creatively. Our people are the source of our success and we value collaboration, try to always understand our customers' business, and strive for the highest standards of excellence. No matter where you are located, you will join a dedicated, diverse community that will help you discover your fullest potential."	"London, UK"	"IT"	"Strong Salary Package"	"EPAM Systems Ltd"	"Chris Raynor"	"JS"	"07/12/2018 07:06:49"	"http://www.jobserve.com/Gja6L"	NA	NA	NA	NA
"Software Engineer Java"	"£45K"	"Havant, Hampshire"	"Permanent"	"Software Engineer Java"	"Havant, Hampshire - £45K"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Software Engineer Java - Permanent - Havant - Up to £45K Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Contribute to architectural decisions to create scalable solutions for business problems.Contribute towards identifying suitable software modelling and development tools.Provide estimates for work and contribute to the production of metrics to track progress.Support software development through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Support other engineering disciplines in capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Support and guide other engineers in applying and delivering product features driven by appropriate development techniques.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides etc.Required skills, qualifications and experience:Java 7/8 Design and Development.Agile Methodologies especially Scrum.Ability to create a collaborative team environment and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.An understanding of optimisation of software design and code for speed, memory constraints, maintainability etc.Good communication skills, ability to plan, arrange and deliver training sessions when necessary.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£45K"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7137"	"10/12/2018 10:57:46"	"http://www.jobserve.com/GmhRb"	"ASAP"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA	NA
"Lead Software Engineer"	"£60k"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer"	"Havant, Hampshire - £60k"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Software Engineer - Permanent - Havant - up to £60k Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Lead the way on architectural decisions to create scalable solutions for business problems.Identify suitable software modelling and development tools and techniques.Provide estimates for work and contribute to the production of metrics to track progress.Ensure software is developed through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are other quality-related activities are carried out by the Software team.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Ensure collaboration with other engineering disciplines to support requirements capture and testing of software.Ensure Configuration Management documentation is produced accurately, such as Software Version Description Documents.Work with Operational Excellence staff to identify improvements to processes and other ways of reducing costs.Maintain current knowledge of industry techniques and technologies, including those in academia where relevant, in order to assess viability for use.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides, white board sessions, seminars and 1-2-1 training.Support Business Development and Programme Management during capture and proposal phases.Working under consultative direction towards long-range goals and objectives.Support the Engineering management in writing processes, disseminating them and ensuring they are used to produce high quality software.Act as advisor to management and customers on Software technical research studies and applications.Required skills, qualifications and experience:Solid skills in Java 7/8.Agile Methodologies especially Scrum.Ability to create a collaborative team environemt and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Clear and concise communication/presentation skills to influence and invoke change throughout the organisation, including liaising with other disciplines to ensure a joined-up approach to the challenges of ML development.Ability to proactively set the direction for use of new technologies and associated tools, and to develop roadmaps which have the support of relevant stakeholders.Be able to guide the direction of work with minimal managerial direction, while working collaboratively in order to guide team-members and the organisation as a whole to implement change, including working cross-site.Ability to synthesize requirements from internal/external customers and strategic imperatives into software solutions that take into account technical, schedule and cost constraints, as well as requirements to optimise software for speed, memory constraints, maintainability etc.Ability to proactively transfer knowledge and spread best practice to relevant staff, using a variety of media and communication techniques.Ability to interpret current practices and processes and recommend modifications.Ability to work with all levels of engineering, programme management and leadership in order to achieve the necessary impact required.Ability to design metrics for work and to use them to track progress.Proven ability to implement change successfully.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patternsMachine Learning or other Artificial Intelligence.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£60k"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7138"	"10/12/2018 10:54:41"	"http://www.jobserve.com/GmhQe"	"ASAP"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA	NA
"Data Architect"	"very competitive"	"Southampton, Hampshire"	"Contract"	"Data Architect"	"Southampton, Hampshire - very competitive"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"This is a fantastic opportunity to work as a Data Architect for a blue chip client in Southampton on a long term contract.This will be leading the architecture to allow data to be utilised by millions of users.The key skills required for this Data Architect position are:Considerable experience in architecting large scale Cloud environments eg AWS, Azure, Google CloudExperience in designing and creating Datamodelling and Analytical ServicesExperience in delivering data architecture for data warehouse solutionsExposure to IoT/Notification Hub, Hub, web Portal, Data as a ServiceDemonstrable experience of Big Data Practical skills (Hadoop, Spark, etc) or HD Insights, AWS EMRIngestion using data pipeline patterns and orchestration techniques such as oozie or MSADFNoSQL data stores (CosmosDB, HBase, Apache Cassandra, etc and exposure to Graph data stores in addition to exposure to Metadata solutions in Big Data environments such as Atlas, Waterline Data, IBMIGC etc...Programming skills in Python or C#Excellent communication skills and the flexibility to respond to different programme demands.Experience in Data Management and Governance tools eg Datamodelling, migration, MDM, RDM, Metadata, profiling, ETL, OrchestrationKeeps track of innovations and innovative companies in the relevant areas eg Data Management, Analytics and Data SciencePractitioner certification in ToGAF, DAMA and/or equivalent frameworksIf you do have the relevant experience for this role, please send through a copy of your CV."	"Southampton, Hampshire, UK"	"IT"	"very competitive"	"The Bridge Ltd"	"David Gillespie"	"JSDGDASOU"	"11/12/2018 16:21:58"	"http://www.jobserve.com/GmvGk"	NA	NA	"6 months"	NA
