"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"
"ServiceNow Technical Architect"	""	"Birmingham"	"Permanent"	"ServiceNow Technical Architect"	"Birmingham"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"The ServiceNow Technical Architect (TA) role is to provide guidance and architectural oversight to create well-defined solutions that are aligned to the IT strategy and leverage best practices, standards, common solutions and services. The TA will work closely with the ServiceNow Service Architects (SA) to lead the technical architecture design required for a number of projects across multiple client organisations. The TA will design technical solution architectures to ensure that these meet the requirements of the project, facilitate the future strategic direction thereafter through a design that can be built upon, and leveraged against. The understanding of the ServiceNow configuration and architecture is fundamental to ensuring the solutions are technically sound and efficient to best deliver the operational processed in the most effective and efficient manner, whilst in sympathy with all complimentary ServiceNow products and solutions across the platform. The TA will also bring experience and knowledge to formulate the correct technical roadmap and strategic approach across the ServiceNow family releases. Ensuring all new features and enhancements are best upgraded across our solutions as applicable. Responsibilities: Stakeholder Management Work collaboratively with Senior Management Sales Team to drive customer growth and profitability Ensure customer and internal perceptions and expectations are understood and plans are aligned to facilitate improvement Be the proactive face of SCC working closely with Account Management Ensure that a high profile is maintained and that all stakeholders have the visibility of the Service Delivery Take ownership, where required, of account issues and escalations to facilitate progress and resolution with stakeholders and functional units Keep senior SCC management informed of major service issuesBuild excellent relationships with both customers and internal SCC stakeholders. Be a collaborative partner with other internal departments to deliver the best possible customer experience.Account Management Ensure Account Plans are created and maintained for customers within the portfolio. Be aware of opportunities to extend, negotiate and expand the SCC undertaking and drive incremental revenue (pull through) Understand the Customers business, the Account plans and also SCC Company Strategy Engage with Account Management to provide a consistent approach and to assist with opportunities Financial, Commercial & Contract Management Ensures commercial/service charges are managed and invoiced in line with Financial cadence Oversee the management of Service Credit negotiations Management of the underlying cost of Service as defined in the agreed Service Cost Model Continually review cost model/delivery approach to drive down the cost of delivery Be familiar with the SCC financial models that control the P&L, margin and cost base Oversee the day-to-day contract mechanics (such as management of change (CCN) - variations to contract) performed by the Service Delivery Managers Provide support and guidance to Service Delivery Managers and Account Management in renewals and extensions Engage with Service Design to ensure that Design and Cost models are fit for purpose Engage with contract negotiations and transition to ensure the Service Delivery requirements are encompassed in new customer contracts. Provide timely Financial Reporting and Updates Service Improvement & Value Creation Manage and continually improve customer's perception and satisfaction with SCC and its services Measure customer satisfaction on a regular basis for all customers. Ensure completion of the CSAT surveys in accordance with SCC defined cadence Act upon comments and observations within the CSAT process Increase the value add proposition by fully understanding the requirements of the customer and what they perceive as value from the SCC Working in association with customers and internal stakeholders, identify and manage Critical Success Factors that reflect the agreed service improvements and that can be appropriately measured via KPIs or other measures. Oversee execution of service improvement. Ensure service improvement plans exist and are regularly acted upon for customers Drive through initiatives/opportunities for additional services, early contract renewal or transformation Performance Management Ensure an agreed escalation process for services issues is in place and understood by the team and customer Ensure Service Delivery managers own escalations and effectively contribute to the escalation management process Review service breakdowns to implement process improvement opportunities Measure and maintain OLA's and SLA's Ensure that the contracted services are fit for purpose for the customer requirements Oversee identification and management of operational service risks for all customers within portfolio Put service quality measurements are in place and a service excellence ethos promoted Ensure consistent process and documentation is applied across customers Reporting & Governance Oversee Continuous Service Improvement(CSI) and Service Improvement Plans ( SIP ) and agreed measurements managed by the Service Delivery Managers for each customer Work with the appropriate stakeholder teams, ensure that the standard SCC tool sets deliver the appropriate/defined contracted customer service reporting at agreed frequencies Ensure the correct governance framework and cadence are in place with each customer Ensure Stakeholder alignment to the agreed governance Ensure agreed performance statistics and reporting are provided to the customer Operational Contract Management Be fully conversant with the portfolio of customer contracts and its operational translation. Work internally to remove any ambiguity. Oversee the sign off Request for Change and associated risks both internally and with the Customer. Sign off high risk or large change. Ensure the Service Delivery Manager is actively involved in on boarding the customer and in finalising the contract. Take an active role in overseeing the transition into service for new Customers and additional services, ensuring AIS is completed and any known risks are managed. Align a Service Delivery Manager to the customer before contract is finalised. Ensure effective and early lines of communication with Projects and Transition to mitigate potential impact to live service. Support the Major Incident Management process as needed. Provide Management and oversight of 3rd Parties/Supplier within the defined Service Model Ensure consistent process and documentation across the team work with other Heads to ensure this is consistent across the department. Competency Requirements: Technical Competencies Required At least 3 years' experience managing a portfolio of accounts Experience of end to end contract management Proven ability to manage the SIP and CSI processes for a customer portfolio Knowledge of managed services methodologies Good understanding of the IT industry, infrastructure systems and hosting Understanding of ITIL process and structure Desired Experience of working within/aligning to an ITIL environment Experience of AiS for managed service/projects ITSM/ISEB professional Certified Proven management of annual account revenues Strong business and commercial experience and a good understanding of managing a customer P&L Behavioural Competencies Required Excellent customer facing experience and customer service skills Ability to inspire and motivate others Ability to interface with senior stakeholders regularly (internally and with customers) Ability to manage multiple tasks in an accurate and timely manner, often against tight deadlines Ability to communicate effectively at the appropriate levels, internally and externally Ability to influence at all levels. Able to effectively handle customer relationships and negotiations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Desired  Ability to influence at all levels. Able to effectively handle customer relationships and negotiations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Track record in delivering on a customer service model Track record of high performance and achievement Able to work out of hours and on weekends as required Flexible with location and able to travel At SCC, we take the security and privacy of your data very seriously, any data we hold will be in accordance with the new Data protection legislation (GDPR) which comes into effect on 25th May 2018. If you decide to continue with your application it is important that you are aware of our Privacy Policy. Upon submitting your application, you will receive an automated email which will provide a link to our Privacy Policy, alternatively this can be found on the SCC Careers website, under Recruitment Privacy Policy. Please note that the email will require a response from you in order to allow SCC to process your data In line with the above."	"Birmingham, UK"	"IT"	NA	NA	NA	NA	"SCC"	"Malcolm Fry "	"JSMF SNOWTA"	"07/12/2018 13:38:17"	"http://www.jobserve.com/Gl5kO"	NA
"Machine Learning Engineer"	"£350 - £400 per Day"	"London"	"Contract"	"Machine Learning Engineer"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About The AI Startup and how you will play your part as their first NLP Engineer This disruptive AI startup has an outstanding opportunity for an accomplished NLP Engineer to join the team as one of the company's first key hires. They have just raised a considerable amount of funding and are now focusing their attention on growth. As a company, their core purpose is to address the laborious bureaucracy associated with international supply trade documentation. They therefore see this NLP Engineer hire as someone who will help create AI-first solutions to automate document inspection through smart documentation analysis and NLP-centric technologies. With my client having recently set up a London base after kickstarting this project in the USA, as their first NLP Engineer you will have a great blank canvas upon which to make an impact.About The NLP Engineer Role:As an NLP Engineer, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the NLP Engineer:Designing and developing data engineering pipelines to ingest new data and update existing algorithmsPerforming core NLP tasks, including text mining, classification, information extraction, entity recognition, text processing etc.Bringing NLP systems into production, collaborating with the engineering teamNavigating noisy labels, incomplete data-sets and multiple data formatsAbout The Successful NLP Engineer:If you are currently in a NLP Engineer, Machine Learning Engineer, Data Scientist or Data Engineer role this could be the ideal next step in your career with an exciting, disruptive tech company.Desired Skills and Competencies of the NLP Engineer:PhD/MSc in discipline related to Machine Learning, NLP, Computer Science etc.Ideally commercial experience putting academic theory into practiseStrong technical ability in Python as well as other technologies such as NLTK, Keras, Tensorflow, PyTorch etc.Knowledge of good software engineering practice and principles Expertise in NLP with emphasis on text classification, mining and clusteringBonus points for experience in applying Deep Learning for NLP, NLP on large datasetsAfter completing a contract period of work the successful NLP Engineer could also be offered a permanent position and with it a highly competitive salary depending on experience, along with excellent company benefits and stock options. However this is by no means an essential requirement and experienced contract-only applicants are very much encouraged to apply for the long term contract period, if you don't have a desire to move to a permanent role in the future.For more information about this Data Scientist role or to apply send your CV now to Steve. Please email (see below) Reuben Sinclair are a multi award winning recruitment company including: UK's Best Recruitment Consultant, UK's Best Specialist Recruitment Agency, UK's Best Agency Side Recruiter, One of only 30 UK Hyper Growth companies, UK's Most Innovative Recruitment Company, UK's Most Innovative Recruiter, UK's Best Agency Side Recruiter, UK's Best Agency Side RecruiterWe specialise in delivering recruitment solutions for complete brand engagement: Data, Digital, Sales, Marketing and PR working with some of the most innovative, entrepreneurial and award winning companies across industry.Keywords: Data Scientist, Senior Data Scientist, Lead Data Scientist, Head of Data Science, Data Analyst, Statistics, Programming, Machine Learning, Text Mining, Data Visualization, Big Data, Data Ingestion, Data Munging, Toolbox, Natural Language, Processing "	"London, UK"	"IT, Consulting"	NA	"6 months"	"ASAP"	"£350 - £400 per Day"	"Reuben Sinclair"	"Steve Woodward "	"JS-SW - 007 - 1207"	"10/12/2018 11:16:40"	"http://www.jobserve.com/GmhW9"	NA
"Head of Group Property (Facilities & Resources)"	"£65k - £75k per annum + Excellent Benefits"	"Solihull, West Midlands"	"Permanent"	"Head of Group Property (Facilities & Resources)"	"Solihull, West Midlands - £65k - £75k per annum + Excellent Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Head of Group Property (Facilities & Resources) - Solihull based with travel as and when requiredSalary to £75,000 with a great benefits package which includes car allowance, private healthcare, bonus and more. A leading Financial Services business based in Solihull are actively looking to recruit an experienced Head of Group Property - this role will see you managing multiple sites across the UK in relation to property, facilities management as well as all health, safety and environmental responsibilities.Our ideal person will be someone who has extensive experience at this level - A confident person who knows how to take the lead, shows initiative and prioritises their work well - A strong communicator who builds relationships easily with people at many varying levels including key Stakeholders. Your ultimate responsibility will be the management/maintenance of all property that falls under our Clients Group Banner - ensuring compliance is managed and the working environment is secure and safe.Other elements to this role will include managing a team via regular performance reviews/appraisal, training and development, setting objectives, measuring performance, review and ensuring staff welfare is maintained at all times.Key Experience & Skills Required: Multiple site property management - Owned, Leased or RentedManage Property Legal matters - planning applications etc.Manage and control of Budgets and Contracts within PropertyProducing monthly reports and statisticsAbility to identify Risk and lead Business ContinuityBackground within Financial Services (preferred)Leadership/Team ManagementHealth & Safety and Environmental experience Qualifications Needed: BIFM Level 4 (Facilities Management)NEBOSHPlease forward your CV application to Louise for immediate review.Recruitment Zone acting as an employment agency in regard to this advert."	"Solihull, West Midlands, UK"	"Finance, Construction, Real Estate"	NA	NA	"ASAP"	"£65k - £75k per annum + Excellent Benefits"	"RZ Group"	"Louise Littler "	"JS-SL/REQ/037640"	"05/12/2018 16:33:18"	"http://www.jobserve.com/GlpGX"	NA
"Clinical Data Manager - UK - Permanent"	"£30k-£45k"	"Oxford, Oxfordshire"	"Permanent"	"Clinical Data Manager - UK - Permanent"	"Oxford, Oxfordshire - £30k-£45k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Clinical Data Manager - UK, Oxford AL Solutions are looking for an experienced Clinical Data Manager to work for an industry renowned, reputable, growing medium-sized CRO. This position must be worked from Oxford, UK. This organisation, with a headcount of near 2000 employees, have offices in over 60 countries and have a staff turnover of below 10%. There is a reason why people don't want to leave, why clients want them to run their clinical trials, and why they're looking to grow extensively over the coming months. As a clinical data manager, you will be exposed to various clinical trials across phase (I-IV). Most of your work will be within Oncology and Rare Diseases meaning that you can work on some large complex trials, as well as smaller niche and innovative trials. Responsibilities Communicate with project teams, clients, and 3rd party vendors for Data Management tasks and queries Input into eCRF design, DVP (Data Validation Plan) Development Testing of EDC databases Assist the department with reviewing Study documents, development of data management plans, and other DM guidelines Data validation Training on-site staff and project teams on CRF completion and DM topics Track and report metrics/activities leading to DB lock Requirements - MSc/PhD within life sciences/statistics/something relevant - 2+ years' experience within the Life Science industry (CRO/Pharma/Biotech) - Experience with CDM systems (Rave, Oracle, Inform, ClinTrial) - CDISC knowledge Apply AL Solutions are a niche Life Science recruitment consultancy. We place professionals across the UK/EU for a variety of biotechnology, pharmaceutical and CRO companies ranging from small start-ups to large global organisations. If you're interested, please apply below."	"Oxford, Oxfordshire, UK"	"IT, Science"	NA	NA	"ASAP"	"£30k-£45k"	"Shaw Daniels Solutions Ltd"	"Jack Thompson "	"JSAEATCDMOXFUK"	"06/12/2018 11:03:23"	"http://www.jobserve.com/GlxAN"	NA
"Service Support Manager"	""	"Bristol"	"Permanent"	"Service Support Manager"	"Bristol"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"The Service Support Manager role provides a critical support function for the Service Delivery team both externally and internally, assisting a number of Service Delivery Managers in providing an excellent Customer experience and consistent focus to provide a consistent support mechanism for all Customer contracts. In some cases, the Service Support Manager may be responsible for operational contract governance of smaller/non-complex accounts and would be required to lead ad hoc or scheduled service reviews. Drives Customer service SLA achievement and Customer satisfaction by maintaining accurate Customer data on action trackers, risk logs, SIP (Service Improvement) trackers, contract trackers and other Customer documents and on a daily basis will coordinate Customer BAU issues. Creates and issues important Customer Governance documents such as Service Review minutes and agendas and produces monthly, quarterly and annual Customer report data and analysis in a timely manner to enable the Service Delivery Manager to present this data to the Customer. Success in this role will be demonstrated through being a positive and pro-active team player in the Service Delivery Team. The role requires great coordination/organisation skills and the ability to interrogate data. Main Duties of Job: Stakeholder Management: Act as the voice of the Customer internally supported by Service Delivery Managers and Heads of Service Delivery Build relationships with both Customer and internal SCC stakeholders Contribute towards and Support Service Delivery Managers in the resolution of account issues and escalations and take ownership of BAU issues. Support the process of ensuring SCC Management are advised of major service issues (to minimise surprise and exposure) through ensuring any such issues are reported through to the appropriate next level of management Build relationships with internal stakeholders Financial, Commercial & Contract Management: Maintain contract/obligation management trackers Ensure that opportunities to extend, negotiate or expand the SCC undertaking and drive incremental revenue (pull through) are reported through to the appropriate next level of management Supports the financial and commercial process through the maintenance of trackers and reporting data that support the execution of those processes Supports the production of financial reporting and updates Service Improvement & Value Creation: Supports the process of generating and distributing Customer satisfaction surveys and the collation of responses Assists in taking action on specific Customer responses Collates and tracks Customer satisfaction measures Performance Management: Ensures Service Delivery ownership and contribution to the escalation management process Ensures consistent process and documentation Manages the internal coordination of service issues Measures and maintains OLA's and SLA's Measuring and reporting of Key Performance Indicators and Critical Success Factors Ensures Service Quality measurements are in place and a service excellence ethos promoted Reporting & Governance: Provide support to the Service Delivery Managers in the preparation of Service Reviews and potentially lead service reviews for small/non-complex accounts Provide reporting to support the Service Improvement Process (SIP - Failure to deliver agreed service) as owned by the appropriate level of Service Delivery Management Creates, update and manages service and trend reporting Updates internal processes for consistency and induction of new staff (ie escalation processes, contact maps) Completes agendas, minutes, actions and associated reporting Ensures agreed performance statistics and reporting are provided to the Service Delivery Manager Distributes Service Review agenda and minutes Collate reports for operational reviews (ie service desk, incident, change, problem, project status) Operational Contract Management: Be conversant with the signed contract and its operational translation Supports and assist in the Major Incident process through the provision of data and analysis to support either resolution or communication Acts as initial escalation point for Customers on BAU issues Maintains risk tracker (overseen by named higher level Service Delivery Manager) Organises Service Review meetings Runs weekly operational reviews (for smaller/non-complex Customers) Maintains Customer handbook (Customer facing document) Reviews RFCs (higher level Service Delivery Manager to sign off) Skills, Knowledge & Experience: Essential: Customer facing experience and Customer service skills. A passion for Customer service. Ability to manage administration and multiple tasks in an accurate and timely manner, often against deadlines Ability to communicate effectively at the appropriate levels, internally and externally with Customers Excellent written and verbal communication skills Attention to detail Good Word, PowerPoint and Excel skills, with a demonstrable ability to build well-presented and logical documents and presentations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Ability to work to deadlines under pressure Desirable: Knowledge of Managed Services methodologies General understanding of the IT industry, infrastructure systems and hosting Experience of working within/aligning to an ITIL environment ITIL Foundation Qualification At SCC, we take the security and privacy of your data very seriously, any data we hold will be in accordance with the new Data protection legislation (GDPR) which comes into effect on 25th May 2018. If you decide to continue with your application it is important that you are aware of our Privacy Policy. Upon submitting your application, you will receive an automated email that will require a response from you in order to allow SCC to process your data In line with the above policy."	"Bristol, UK"	"IT"	NA	NA	NA	NA	"SCC"	"Malcolm Fry "	"JSMF SSMBRI"	"07/12/2018 13:28:05"	"http://www.jobserve.com/GfO7G"	NA
"Deputy Financial Controller"	"£60k - £65k per annum"	"London"	"Permanent"	"Deputy Financial Controller"	"London - £60k - £65k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Deputy Financial ControllerEast London - E14£60,000-£65,000We are recruiting for a Deputy Group Financial Controller. You will be the right hand to the Group Financial Controller, managing the group month-end close and consolidation process. You will have extended experience in consolidations and granular understanding of the close process. The DGFC will be a key contributor to the organisation's transformation towards improving the accuracy of reported financial statements and efficiency of finance/accounting processes. This will be a high-profile role and you will be collaborating with other country controllers, FP&A, the CFO and CEO.As part of the role you will have responsibilities in the following areasManaging the month-end close process:Draft and issue month-end timeline to participants of the closeCreate month-end reporting packs distributed to country controllersCentrally manage IFRS15 adjustments in coordination with country controllersFlag potential issues to GFC with ideas for solutionsManage stakeholder expectations in terms of delaysPerform the manual monthly IFRS and Management consolidationsBe a key contributor to a consolidation automation projectBe a key contributor to monthly reporting project to ultimately be a reviewer of monthly reportingEnsuring external reporting is submitted timely (National Statistics, etc.) Authoriser responsibilitiesThe is a role with great career prospect with high visibility within the organisation. You will be qualified through ACA/ACCA and have a proven track record for problem solving and implementing solutions.Please apply to be considered for the role."	"London, UK"	"Finance"	NA	NA	NA	"£60k - £65k per annum"	"ReThink Recruitment"	"Katie Jordan "	"JS-BBBH5098590"	"10/12/2018 15:31:47"	"http://www.jobserve.com/GmjHi"	NA
"Business Intelligence Analyst"	"£45k - £55k per annum"	"London"	"Permanent"	"Business Intelligence Analyst"	"London - £45k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Excellent opportunity as a Business Intelligence Data Analyst/BI Data Analyst/to join a well-established company based in London. Ideal for someone who is passionate about pursuing their career within the Business Intelligence field, playing an integral part in the future of the company. This organisation has recently developed its Business Intelligence division and is looking for an experienced Business Intelligence Analyst to become a core member of the team.As a Business Intelligence Analyst/BI Analyst you will be responsible for a number of different elements, including creating a delivery and roadmap for the unit, suggest and delivering Business Intelligence solutions and modelling data. You will be an expert in SQL, and will have extensive experience in creating visualisation dashboards.This position is fantastic for someone who enjoys a challenge, is willing to get stuck into providing solutions and has a motivation for data.Expertise and Responsibilities:-) Experience as Business Intelligence Analyst/BI Analyst/Business Intelligence Data Analyst/BI Data Analyst or similar-) Experience in Datamodelling is an integral element of this role-) Extensive knowledge & experience in SQL-) Visualisation Implementation experience - (Tableau, Qlickview etc)-) A numerical background is nice to have (eg Statistics, Maths etc)-) Knowledge & a presence of managing stakeholders & their needs-) Knowledge of data warehousing"	"London, UK"	"IT"	NA	NA	"ASAP"	"£45k - £55k per annum"	"Marks Sattin"	"Holly Inglis "	"JS-BIAN/1012/HI"	"10/12/2018 12:31:23"	"http://www.jobserve.com/Gmhgf"	NA
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	NA	"6 months +"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	NA
"Senior Data Scientist - Machine Learning/Forecasting Engine"	""	"City of London"	"Contract"	"Senior Data Scientist - Machine Learning/Forecasting Engine"	"City of London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - Machine Learning/Forecasting Engine - Global Energy, Oil & GasGlobal Energy Oil Company has an exciting opportunity for a Senior Data Scientist to join an existing team within the Data Science Centre of Excellence, working on a forecasting engine dealing with structured and un-structured data.You'll be co-located with the team in London, working in a start-up environment, using the lean start-up approach and ScrumBan to accelerate the development of the solution. The project is funded until Q1 2019, with expectation that scope will increase for ongoing development in 2019.About the Role:Researching machine learning models for forecasting and time series analysis using the latest methodsWrite clean and maintainable production-level code, including tests; the tech stack includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL.Integrating models into production on a weekly or even daily basisWork closely with the customer and the Product Owner day-to-dayWork in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities.Documenting and explaining the results of analysis or modelling to both a technical and non-technical audienceLearning new engineering practices, technologies and continuously improving our Agile practicesAbout You:At least 3-5 years of experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluationAbility to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoringExperience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc.Have experience in at least one out of the following three:Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.)Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)Knowledge of Bayesian Statistics and Bayesian/Probabilistic modellingStrong communication skills, especially explaining technical concepts to business peopleExtensive experience working in small, empowered, delivery focused, cross-functional and collaborating teamsDesired Skills and Experience:Experience in NLP and language modelling, eg topic modelling, relationship extraction, embeddings, ontology creation etc.; and associated python packages eg spaCy, NLTK, Gensim, fastText etc.Bachelor or Master's degree in any of the following: statistics, machine learning, bio-informatics, econometrics or relevant areasExperience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.)We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"City of London, UK"	"IT"	NA	"6 months"	"17/12/18"	NA	"Eaglecliff Recruitment"	"Chris Luche "	"JS-C.2/17822"	"06/12/2018 08:33:05"	"http://www.jobserve.com/GlwK2"	NA
"Data Analyst - Financial"	"£40k - £50k per annum"	"Manchester"	"Permanent"	"Data Analyst - Financial"	"Manchester - £40k - £50k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Analyst - FinancialSalary £40k - £50kManchesterMy client is one of Manchester's leading financial companies that has a passion for insight and a keen curiosity in understanding the outcomes of business processes. You will be working closely with software engineers and product owners, you will create a bridge to translate raw numbers into business languageWorking with T-SQL and data visualisation tools, they provide the analytics that determine the success of our products.With a focus on our lending products, you will be delivering analysis of portfolio performance, engaging across the business with finance, credit risk and operational teams. Our Data Analysts don't just produce reports, they take an active role in developing products and processes, allowing the business to adhere to a fail fast, learn quick design principle.Insights:Using data to interrogate business products and processes to determine their success rate;Identifying trends and gaps in the customer journey;Visualising data without prejudice in order to derive true insight;Writing code:Data investigation;Producing self-service data models;Conducting and receiving code reviews;Accuracy & PerformanceReviewing and revisiting data outputs to ensure their continuing accuracy;Working with members of the data team to produce performant visualisations;Planning and design:Participating in group planning sessions and helping to elaborate requirements;Contributing to the design and architecture of new solutions;Ensuring that relevant data points are captured for future insights;Research and development:Taking regular R&D days to keep abreast of the latest developments;Prototyping alternative solutions and new products.Key Skills and Experience:Essential:Strong Financial Services background;Monitoring credit risk scorecards;Experience writing SQL code and querying databases;Strong statistical background;Methodical and logical approach to problem solving;Experience in using data visualisation tools and a strong understanding of what makes a good visualisation;Desirable:Experience writing T-SQL and using Microsoft SQL Server;Keen attention to detail;Quick learner;Degree/Masters in Maths or Statistics;Please apply below or email (see below) Capita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"Manchester, UK"	"IT"	NA	NA	NA	"£40k - £50k per annum"	"Capita Resourcing IT"	"Aiden Pople "	"JS-BBBH16297"	"05/12/2018 14:14:13"	"http://www.jobserve.com/Gln2J"	NA
"Programme Office Support"	"£300.00 - £350.00 per Day"	"Norfolk"	"Contract"	"Programme Office Support"	"Norfolk - £300.00 - £350.00 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Programme Office Support, Programme Support Officer, Programme Support Consultant, Programme Controls Support, Programme Support, Programme Management Officer, PMO Lead, PMO Consultant, Programme Administration, Programme Administrator, Project Office Support, Project Officer, Project Support Officer, Governance, Planning Controls, Dependency Controls, Project Delivery, MS Project, SharePoint, PRINCE2, MSP or P30Programme Office Support, CITB (Construction Industry Training Board), 4+1 Months, Norfolk, Out of ScopeOther Details: Candidate must be able to commute to Bircham Newton Mon - Thurs. Friday can be WFH.Key Tasks:Meet with Senior Project Managers and Programme Managers to carry out project status reviews and report on:Quality & Assurance; Risk and Issue Control; Planning Controls; Dependency Controls; Benefit Management ControlSupport Senior Project Managers and Programme Managers to report on the expected level using knowledge of governance process and escalate to Project Management Office Manager when projects are not meeting required standardsAssess requests for specific resources and propose recommendations for resource allocation to the Resourcing LeadsSupport the PMO Manager to manage and record exit gate reviews to ensure all governance activities are complete to the specified governance level. This includes completing the planning exit gate review and baselining the project plan ensuring milestones and KPI's are publishedCollate, interpret, create and present programme/portfolio reports as requestedPreparation of documentation (including, but not limited to: correspondence, agendas, minutes, statistics, presentations, spreadsheets, etc.) and inputting of data into databases, to be carried out as requiredSupport project meetings and workshops to maximise the value of the support function for the Change portfolio, Senior Project Managers and Programme ManagersCollate & maintain the Change project dependencies map and present dependency reporting to inform programme decisionsSupport Senior Project Managers and Programme Managers to ensure all administrative processes/procedures are followed and the relevant organisational systems used in carrying out dutiesEssentialEducated to A Level standard or equivalent experience within a project environmentProven experience of using Microsoft Office including spreadsheets, databases, document management and communication applicationsCompetent verbal and written communication skills to enable confident communication with a range of stakeholdersCustomer focussed approachAccuracy and attention to detailExcellent organisational & prioritisation skillsHighly/Self-motivated and positive attitude towards workExperience of working with Risks, Issues and GovernanceDesirableProject Delivery/Management Office experienceKnowledge of MS Project and SharePointPRINCE2, MSP or P30 qualifiedResource management experience"	"Norfolk, UK"	"IT"	"Public Sector"	"4months +"	"ASAP"	"£300.00 - £350.00 per Day"	"Experis IT"	"Jack Williams "	"JS-90577"	"05/12/2018 09:48:26"	"http://www.jobserve.com/GlldK"	NA
