"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"1:1 Tutor Stockport"	"GBP"	"Stockport, Cheshire"	"Permanent"	"1:1 Tutor Stockport"	"Stockport, Cheshire - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Are you a qualified teacher or experienced tutor looking for flexible work in the Stockport area?Would you like a role that is extremely rewarding, both professionally and financially? I am looking for 1:1 Tutors to support Looked After Children in the Stockport area across a range of core subjects. This tuition may take place in school, at the pupil's home or in a local community setting, and is often for two hours a day, five days a week during school hours. Many of our tutors complete several different assignments per day as the work is both consistent and flexible.RequirementsQTS or extensive tuition experienceChild Only DBS on the update serviceCalm and patient teaching styleDriving licence (preferred)If this sounds like the role for you, or you would like further information, please get in touch using the details below.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Stockport, Cheshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS1F5A527A/592626218"	"10/12/2018 07:08:36"	"http://www.jobserve.com/GmgIt"	NA
"Recruitment Consultant - Education"	"GBP"	"Birmingham"	"Permanent"	"Recruitment Consultant - Education"	"Birmingham - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Our client are an well-established teacher training and recruitment consultancy. They are looking for someone who has excellent industry knowledge and wants to be part of an ambitious education business. This is an incredibly exciting opportunity for established consultants who wants a new challenge!Are you an forward thinking individual with experience within the Education Recruitment sector? Do you want to join a team filled with thriving and exciting people? Do you want to earn a life changing salary?The successful person will have -Self-motivationA diligent and robust recruitment practiseAbility to partner with candidates and clientsAdditionally, you may have experience of -A full 360 experience within recruitmentAbility to grow a cold deskA desire to solution find and forward thinkOur client is offering you -£100k package on offerUncapped earningsPromotional pathways for growth and developmentSupportive leadership team"	"Birmingham, UK"	"Education"	NA	"GBP"	"Harrison Sands"	"Harrison Sands"	"JS148DE1FF/581961054"	"07/12/2018 09:08:28"	"http://www.jobserve.com/Gl2n2"	NA
"Innovation Leader Drama/Performing Arts"	"3.00 Annual GBP"	"Southwark, London"	"Permanent"	"Innovation Leader Drama/Performing Arts"	"Southwark, London - 3.00 Annual GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"We are looking for a talented, qualified drama teacher who is a highly motivated middle leader and seeking a leadership post within supportive, yet challenging, academy that can offer a future Pathway to senior leadership. As Innovation Leader for Performing Arts/Drama, you will be a passionate practitioner who can lead the Department and help drive Harris Boys' Academy East Dulwich towards excellence. Our Innovation Leaders are highly regarded within the academy and specialists within their field, but also hold whole school responsibilities working collaboratively with departments across the academy. At Harris Boys' Academy East Dulwich, our Innovation Leaders hold similar responsibilities to a Lead Practitioner so would suit existing Lead Practitioners, or potentially, an aspiring lead practitioner. This is a fantastic opportunity to lead an established and successful department at a thriving academy where you will have excellent opportunities to engage in academy improvement and professional development activities across the wider Harris Federation. The successful applicant will be resilient, creative and a dynamic practitioner, and must hold QTS (or equivalent) and a relevant degree. You will be fully supported through a comprehensive Induction Programme both within and across the Harris Federation. Leaders with the Harris Federation receive a generous benefits package, including performance and loyalty bonus, pension scheme (TPS), Harris wellbeing cash plan and additional Harris benefits. About Harris Boys' Academy East Dulwich: Harris Boys' Academy East Dulwich opened in September 2009 and is judged Outstanding by Ofsted. Our vision is clear: nothing is impossible and everything is possible, irrespective of personal characteristics or background. Every problem has a solution. We believe we are more robust, resilient and determined as a team than as a group of individuals. We support, challenge and hold each other to account at all levels within the academy to ensure that our students achieve their potential, are motivated, engaged and fully prepared for life beyond our academy. The academy's specialisms are Enterprise and Sport with a 'can-do' ethos of always improving upon your personal best. We have now reached our full capacity of 750 students across Years 7 to 11 and we work in partnership with Harris Federation Post 16. In 2017, we achieved a Progress 8 score of +0.73, which places us in the top 6% of schools nationally. Why work at Harris Boys' Academy East Dulwich? The number seven boys' comprehensive school for student progress, which has been in the top 6% for student progress every year for the past five years Judged 'Outstanding' by Ofsted, we combine the traditional values of discipline, respect and good behaviour with contemporary best practice in teaching, learning and technology A superb group of students, teachers and support staff, led by an exceptionally experienced and supportive leadership team Excellent opportunities for personal and professional development Generous Harris rewards and benefits For a full job description and person specification, please download the Job Pack at our website via the button below.  For more information, or to arrange a visit or a confidential discussion with the Principal, please contact the academy on . Please note: academies may hold interviews as and when applications are received, and this job may be withdrawn at any point without notice. You will still be able to add information until the closing date, but you will not be able to submit your application. With this in mind, you are encouraged to apply as early as possible. Harris academies are committed to safeguarding and promoting the welfare of children and expect all staff and volunteers to share this commitment. All offers of employment are subject to an Enhanced DBS check, and where applicable, a prohibition from teaching check will be completed for all applicants. In line with our commitments to safeguarding, the Harris Federation uses preferred agencies and is unable to work with any agencies where Terms of Business have not been agreed by both parties prior to an engagement. "	"Southwark, London, UK"	"Education"	NA	"3.00 Annual GBP"	"HARRIS BOYS ACADEMY EAST DULWICH"	"HARRIS BOYS ACADEMY EAST DULWICH"	"JS3573_6822534/599154263"	"07/12/2018 07:06:09"	"http://www.jobserve.com/Gl2Ix"	NA
"Director of Learning Business"	"Leadership Scale (Outer London) GBP"	"South Croydon, Surrey"	"Permanent"	"Director of Learning Business"	"South Croydon, Surrey - Leadership Scale (Outer London) GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"We are seeking an exceptional, experienced and enthusiastic qualified teacher for a senior middle leadership role as Director of Learning (Business). Your opportunity The successful candidate will take responsibility for a strong and successful Business Department, providing vision, leadership and direction, and be a member of the Academy's middle leadership team. This is an excellent opportunity for an ambitious professional to join our team of committed staff who 'share a common sense of purpose and high expectations of what students can achieve' (Ofsted).  We can offer you the opportunity to advance your career within a supportive academy environment. You will be part of a Federation established in developing practitioners and nurturing excellent future leaders, with unrivalled opportunities for progression; whatever your aspirations as a teacher, middle or senior leader, our Teaching School Alliance provides a range of bespoke courses and qualifications, including our Aspiring Leaders NPQML and NPQSL programmes to help you achieve your ambitions more quickly.  What we are looking for: We look for talented individuals who want to be a part of transforming education in London, and helping create exceptional places of learning. We are looking for: A dynamic and outstanding teacher, holding QTS (or equivalent) and a relevant undergraduate degree The ability to teach the Business curriculum at Key Stages 3, 4 and 5 An ambitious person with high expectations for yourself and your students Harris Benefits As part of the Harris Federation, we can offer you a range of benefits, including: Access to a diverse network of phase and subject specialist groups Support and mentoring from some of the best leaders in education A performance and loyalty bonus Pension scheme (TPS) and access to our Harris Wellbeing Cash Plan, covering a range of health and wellbeing benefits The opportunity to work with our amazing students! About Harris Academy Purley Harris Academy Purley is an oversubscribed 11-19 co-educational academy with currently 1050 students on roll, situated on the Croydon/Surrey border. Open since September 2009, we are judged Outstanding by Ofsted, and moved into a state-of-the-art new building in September 2012.  We are a happy, hard-working and highly ambitious community in which students and staff treat on another with care and respect, combining traditional values of discipline and good manners with contemporary best practice in teaching and technology. The academy's leadership team and staff share an expectation that each and every student who joins Harris Academy Purley achieves his or her \"personal best\". With an emphasis on Enterprise, the academy strives each and every day to create a culture and ethos which promotes curiosity, initiative and leadership in all our young people. Why work at Harris Academy Purley? \"This is an outstanding academy. High quality teaching promotes learning and enjoyment for all students.\" - Ofsted  The opportunity to be part of an oversubscribed, 'Outstanding'-rated academy A superb, modern working environment with state-of-the-art facilities A happy, hard-working and highly ambitious community in which students and staff treat one another with care and respect Generous Harris benefits and rewards package Come and see us in action: visits to Harris Academy Purley are strongly encouraged and very welcome. Harris academies are committed to safeguarding and promoting the welfare of children and expect all staff and volunteers to share this commitment. All offers of employment are subject to an Enhanced DBS check, and where applicable, a prohibition from teaching check will be completed for all applicants. In line with our commitments to safeguarding, the Harris Federation uses preferred agencies and is unable to work with any agencies where Terms of Business have not been agreed by both parties prior to an engagement. "	"South Croydon, Surrey, UK"	"Education"	NA	"Leadership Scale (Outer London) GBP"	"HARRIS ACADEMY PURLEY"	"HARRIS ACADEMY PURLEY"	"JS3573_6818740/592930165"	"11/12/2018 09:10:22"	"http://www.jobserve.com/Gmsqp"	"Graduate"
"1:1 Tutor: Cheshire"	"GBP"	"Knutsford, Cheshire"	"Permanent"	"1:1 Tutor: Cheshire"	"Knutsford, Cheshire - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description 1:1 Tutor: Cheshire EastAre you a qualified teacher or experienced tutor looking for flexible work in the Cheshire area?Would you like a role that is extremely rewarding, both professionally and financially? I am looking for 1:1 Tutors to support Looked After Children in the Cheshire area across a range of core subjects. This tuition may take place in school, at the pupil's home or in a local community setting, and is often for two hours a day, five days a week during school hours. Many of our tutors complete several different assignments per day as the work is both consistent and flexible.RequirementsQTS or extensive tuition experienceChild Only DBS on the update serviceCalm and patient teaching styleDriving licence (preferred)If this sounds like the role for you, or you would like further information, please get in touch using the details below.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Knutsford, Cheshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS917F7470/592626455"	"10/12/2018 07:08:33"	"http://www.jobserve.com/GmgIr"	NA
"Computer Science NQT"	"GBP"	"London"	"Permanent"	"Computer Science NQT"	"London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description *Attention Computer Science Teachers*Academics is looking for a computer science teacher to work in a college in central London.They are looking for someone to start straight away.If you have UK expiernce working in schools or colleges then please apply now!* Computer Science Teacher* ASAP Start* Central LondonApply now and call on for more details "	"London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSEF57F62E/599178611"	"10/12/2018 07:10:21"	"http://www.jobserve.com/GmgJ3"	NA
"PE Teachers - Cannock"	"GBP"	"Cannock, Staffordshire"	"Permanent"	"PE Teachers - Cannock"	"Cannock, Staffordshire - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Are you an experienced or newly qualified PE teacher? Are you available for a long term contract?Academics Ltd are a teacher recruitment Consultancy specialising in Day to Day Supply and Long Term/Permanent Vacancies - we are now looking for experienced and Newly Qualified PE Teachers for schools in the Stafford and Cannock area.We are looking for teachers who are qualified to teach key stage 3, 4 and 5 in PE. You will have a proven track record of good teaching and a strong background in classroom management. You will be able to deliver the curriculum in an enthusiastic way meeting the needs of all your students.You will have strong subject knowledge and you will be able to plan effective lessons that encourage your pupils to get involved and learn.To be considered you must have:QTS or QTLSRelevant degreeClassroom experienceGood behaviour managementIf you are a PE teacher looking for a long term or permanent teaching position please forward your CV now. "	"Cannock, Staffordshire, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSBA75AEE0/592626291"	"10/12/2018 07:08:34"	"http://www.jobserve.com/GmgIs"	NA
"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"GBP"	"Merton, London"	"Permanent"	"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"Merton, London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Job Description Media studies teaching job - KS3/KS4 - Merton - January 2019 - MPS/UPS.JOB DESCRIPTIONMedia Studies Teacher required for an exceptional school in Merton, South London they are looking for a Media teacher to join them in January and to teach across Key Stages 3 and 4. The school has excellent English/Media Faculty and the school is looking for a teacher on a full time basis. This is a great opportunity to work in an outstanding school. The school is keen to meet teachers ASAP, ideally in the next few weeks.SCHOOL INFORMATIONThe school is based in a lovely area in Merton, South London and the school was rated as \"Outstanding\" by OFSTED in its last inspection. The school was newly opened in 2006 and has superb facilities in all departments. The school has a very good level of behaviour and the academic standards are very high, and this is reflected in their exam results. They believe students should take responsibility for their learning and their actions. The pupils are encouraged to be challenged in lessons and to understand that learning is not always about getting the right answer.\"Outstanding\" OFSTED report.81% + at GCSE level 5 GCSE or moreFantastic facilitiesEstablished Media DepartmentFriendly staff and good working environmentApplications are welcome from teachers at any stage in their career including NQT's and both British trained Media Studies teachers and overseas trained Media Studies teachers will be considered for this position. All applicants should have UK QTS or an overseas formal secondary school teaching qualification. Please send your CV to Thomas on today!REQUIREMENTSAll applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Merton, London, UK"	"Media, Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC7E2F0F1/575216783"	"11/12/2018 09:19:49"	"http://www.jobserve.com/Gmsz0"	NA
"Teachers required - supporting young people within care system"	"GBP"	"Tower Hamlets, London"	"Permanent"	"Teachers required - supporting young people within care system"	"Tower Hamlets, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Experienced Teachers Required - Working with young people within the care systemAre you an experienced primary, secondary or SEN teacher seeking a new challenge away from classroom teaching?Would you be interested in a role working with young people within the care system?Are you looking for a role that is 3 - 5 days per week?* Non teaching role* Role working with young people within the care system* East London based* January start* Flexible working days* Long term supplyMy client, an East London based organisation that work with young people within the care system are looking for two experienced teachers to join the team from January.This may be the ideal role if you are an experienced teacher with varied experienced and are looking to get away from classroom teaching.The main duties of this role will be to visit schools, liaise with Head teachers, social workers and external agencies in regards to the pupils you are supporting.The current team is a mixture of experienced primary/secondary and SEN teachers who have picked up a good range of varied experiences within their teaching career.All teachers work on a long term supply basis at the school. Some of the teachers have worked for the organisation for over 7 years.The school open to teachers who can commit to 3- 5 days per week.To apply for this role please send an up to date CV or call James at Academics on  "	"Tower Hamlets, London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JS6F65D6F3/599779428"	"08/12/2018 11:04:24"	"http://www.jobserve.com/GmDiD"	NA
"Support Workers"	"GBP"	"Norfolk"	"Permanent"	"Support Workers"	"Norfolk - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	" Experienced Support Workers needed for day to day, medium and longer term placements.Teach Ltd is a local specialist Teacher and Support Staff supply agency. We always want to welcome local Support Staff to join our friendly team. Please get in touch if you are available - we are looking for both full and part time teachers to join us. We offer great rates of pay, a supportive team behind you, free certified training courses and the opportunity to try working at a variety of local schools. Please get in touch anytime - call the office on or email us at  We look forward to hearing from you."	"Norfolk, UK"	"Education"	NA	"GBP"	"Teach Norfolk"	"Teach Norfolk"	"JS6295_329918375/597370301"	"07/12/2018 09:09:39"	"http://www.jobserve.com/Gl2o6"	NA
"Part time Science Teaching vacancy in Leyland School!"	"£120 - £140 per day GBP"	"Leyland, Lancashire"	"Contract"	"Part time Science Teaching vacancy in Leyland School!"	"Leyland, Lancashire - £120 - £140 per day GBP"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Job Description I am working alongside a secondary school in Leyland who are looking for a Science Teacher to work 2 days a week to support the Head of Department with the curriculum. This is a very niche position and an exciting opportunity for an incoming Science Teacher who is looking to take the next steps in their career, or someone who has previous experience of a senior role within the Science department.The role involves minimal teaching and more time spent devising the curriculum with the Head of Department. It is a part time position and the school can be flexible on working days, but ideally not a Monday - everyone's dream!The school is located in Leyland with excellent surrounding public transport links and on site parking facilities. It is an Ofsted judged 'Good' school with approx. 750 students on roll. Behaviour of the students is also good.The rate of pay will be between £120 - £140 per day (dependant on experience). The role is to start ASAP or from January and is for a term, at least.All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Leyland, Lancashire, UK"	"Science, Education"	NA	"£120 - £140 per day GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS4F19D743/586922104"	"05/12/2018 14:17:33"	"http://www.jobserve.com/Gln3U"	NA
"Full-Time Tutor"	"GBP"	"Southwark, London"	"Permanent"	"Full-Time Tutor"	"Southwark, London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description A specialist school that caters for secondary aged students with social, emotional and mental health needs are currently seeking an Unqualified Teacher/Tutor to primarily deliver English to two separate classes of six students. This is a full time position and required a strong knowledge in Literacy and GCSE English.The successful candidate will be responsible for liaising with the Head of Department and constructing lesson plans and Educational Health Plans. Each of these students are no longer attending mainstream schools for various reasons, such as facing depression and anxiety, low confidence and self-esteem, speech and language difficulties, as well as a wide range of other mental health issues. It is important to create a nurturing and caring environment as these students can struggle with social skills, therefore close consideration needs to be taken in to account when planning and delivering lessons.Extra-curricular activities is a huge focus for this school as these students may have never been put in to social and team building activities. Life out of school may lack structure and direction, therefore creating a life away from education as well as in is very important.The school currently have two sites, both within the Borough of Croydon.Requirements:Completed degree.Experience leading classes.Strong subject knowledge and proven track record in English and Literacy up to GCSE.Experience working with SEMH (social, emotional and mental health).Desire to progress."	"Southwark, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JSEDD98D2C/600718573"	"10/12/2018 07:07:42"	"http://www.jobserve.com/GmgIM"	NA
"SEMH Head of Science - New Milton"	"GBP"	"New Milton, Hampshire"	"Permanent"	"SEMH Head of Science - New Milton"	"New Milton, Hampshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Teaching Personnel are working closely with a SEMH Provision in the New Milton area in order to provide a committed and enthusiastic Teacher of Science for a permanent role, starting in January 2019.The SchoolThe school is a 7-16 Academy which provides a safe and supportive environment for young people aged between 7 and 16 who are trying to overcome their emotional and medical barriers to learning. Sometimes, these barriers generate behavioural challenges that also result in them struggling to succeed in a mainstream school.The TeacherThe school require a Fully Qualified Teacher, specialising in Science, ideally they will have some Alternative Provision/Special School experience and have experience in running their own department. Due to the nature of the role, the Teacher will excellent behavioural management skills and/or experience.The RoleTo be accountable for leading, managing and developing Science within the school;To be accountable for student progress so that each individual student achieves their optimum level across all science disciplines and ensuring that effective strategies are in place to further raise standards of student attainment and achievement;To ensure the provision of an appropriately broad, balanced, relevant and differentiated curriculum for students studying within the department, in accordance with the aims of the school and the curricular policies determined by the Governing Body and the Headteacher;To ensure the effective management and deployment of teaching/support staff, financial and physical resources within the department;To ensure the development and enhancement of the teaching practice of others;To ensure that Health and Safety procedures are adhered to at all times by all members of the department;To play a full part in the life of the school community, to support its distinctive vision and ethos and to encourage and ensure staff and students follow this example.All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. "	"New Milton, Hampshire, UK"	"Science, Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS59E4E8A8/582371618"	"07/12/2018 09:16:52"	"http://www.jobserve.com/Gl2vs"	NA
"Maths/English/Science Graduate Teaching Assistants - Hounslow!"	"GBP"	"Hounslow, London"	"Permanent"	"Maths/English/Science Graduate Teaching Assistants - Hounslow!"	"Hounslow, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description  Maths/Science/English Graduate Teaching Assistant positions - \"Outstanding\" Secondary School & 6th Form in the Borough of Hounslow - Immediate starts available! Opportunity to become a fully Qualified Teacher through Schools Direct - NO FEES!I am currently working with an Ofsted rated \"Outstanding\" Secondary School in the Borough of Hounslow who wish to recruit strong Maths/Science/English Graduate Teaching Assistants for immediate starts! Applicants must have a strong subject knowledge and confident approach as the role involves working with very able A-Level students. Candidates who excel in the role will have the opportunity after 1 year to become a fully Qualified Teacher through Schools Direct!* Maths/Science/English Graduate Teaching Assistant positions* Outstanding Secondary School in the Borough of Hounslow* Competitive rates of pay * Immediate start available!* Opportunity to complete Schools Direct Teacher TrainingEager to kick start your career in teaching in an Outstanding school?Consider yourself a top academic with a personality to inspire students?If you answered yes to the above I want to hear from you today!This is a top performing school where students receive an outstanding education. The environment is supportive yet challenging, allowing students to flourish and reach their full academic potential. Students can choose from an extensive range of subjects and are encouraged to partake in an abundance of extra-curricular activities. You will be joining an experienced teaching and support staff who are experts in their subjects and passionate about nurturing and developing their students towards successful future careers. As a Maths/Science Graduate Teaching Assistant, you will support the class teacher with all relevant classroom duties. You will be providing students with one to one support and also work with small groups in the build up to the examination period. You must have a very positive and confident approach and strong subject knowledge as you will be working with very able A-Level students. You will have the personality to inspire students and encourage them to achieve their highest potential. "	"Hounslow, London, UK"	"Science, Education"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JS81F7D593/584011086"	"05/12/2018 16:19:29"	"http://www.jobserve.com/Glo6U"	"Graduate"
"English/Maths/Science Graduate TAs - Borough of Hounslow!"	"GBP"	"Hounslow, London"	"Permanent"	"English/Maths/Science Graduate TAs - Borough of Hounslow!"	"Hounslow, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description  Maths/Science/English Graduate Teaching Assistant positions - \"Outstanding\" Secondary School & 6th Form in the Borough of Hounslow - Immediate starts available! Opportunity to become a fully Qualified Teacher through Schools Direct - NO FEES!I am currently working with an Ofsted rated \"Outstanding\" Secondary School & 6th Form in the Borough of Hounslow who wish to recruit strong Maths/Science/English Graduate Teaching Assistants for immediate starts! Applicants must have a strong subject knowledge and confident approach as the role involves working with very able A-Level students. Candidates who excel in the role will have the opportunity after 1 year to become a fully Qualified Teacher through Schools Direct!* Maths/Science/English Graduate Teaching Assistant positions* Outstanding Secondary School in the Borough of Hounslow* Competitive rates of pay * Immediate start available!* Opportunity to complete Schools Direct Teacher TrainingEager to kick start your career in teaching in an Outstanding school?Consider yourself a top academic with a personality to inspire students?If you answered yes to the above I want to hear from you today!This is a top performing school where students receive an outstanding education. The environment is supportive yet challenging, allowing students to flourish and reach their full academic potential. Students can choose from an extensive range of subjects and are encouraged to partake in an abundance of extra-curricular activities. You will be joining an experienced teaching and support staff who are experts in their subjects and passionate about nurturing and developing their students towards successful future careers. As a Maths/Science/English Graduate Teaching Assistant, you will support the class teacher with all relevant classroom duties. You will be providing students with one to one support and also work with small groups in the build up to the examination period. You must have a very positive and confident approach and strong subject knowledge as you will be working with very able A-Level students. You will have the personality to inspire students and encourage them to achieve their highest potential. If you are interested in this fantastic opportunity, please email your CV to me without delay!  "	"Hounslow, London, UK"	"Education"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JS1BFDF17E/575216892"	"05/12/2018 16:17:12"	"http://www.jobserve.com/Glo46"	"Graduate"
"Experienced TA or HLTA req for All-boys school in Nw London"	"25k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Experienced TA or HLTA req for All-boys school in Nw London"	"Barnet, Hertfordshire - 25k Annual 00 GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"- Teaching Assistants Needed - All boys Secondary Faith School based within the SEN Department - North West London - ASAP Start We are currently looking for Experienced Teaching Assistants, HLTA or Newly Qualified Teacher who are open to support work to work within All-boys secondary Faith School located in North West London. This is for an ASAP start and is on a full time perm basis. We are ideally looking for proactive and enthusiastic candidates with a real drive to make a difference. The role  If you have a love for working with young students and truly desire to make a difference to their learning experience, supporting them to achieve their goals and ultimate desires, enabling them to move on to a prosperous future, this role is perfect for you. You must be an experienced Teaching Assistant with strong literacy and numeracy knowledge. To be considered a real asset to the school, you must demonstrate: Experience of working with Special Educational Needs or open to gaining experience in SENIdeally HLTA or very experiencedConfidently able to provide 1:1 and small group support workA genuine passion for education and supporting the development of othersStrong interpersonal skillsGreat organisational skills with a friendly and professional manorThe school The School is an exciting place to work and learn as they take seriously the fact that their children and young people only get one chance at an excellent education. To this end they strive to ensure that everyone in the School community is able to take advantage of the best available facilities and opportunities during their time with them. They aim to equip their children and young people with the skills necessary for life in an ever-changing, highly technological world whether it be their intention to progress through their sixth form and on to university or into employment. To apply for this position, please send your CV ASAP to Joe Inglis or give him a call on  We are currently working with numerous vacancies so if this position is not quite for you please do send us your CV to discuss other opportunities more suitable to your requirements. ASQ Education partners with a number of SEN schools across London and the Home Counties to offer you the latest and best selection of educational positions. "	"Barnet, Hertfordshire, UK"	"Education"	NA	"25k Annual 00 GBP"	"ASQ EDUCATION"	"ASQ EDUCATION"	"JS3561_36527868/596908232"	"05/12/2018 12:42:36"	"http://www.jobserve.com/GlnAT"	NA
"Assistant/Associate Professor (Teaching) in Science and Pedagogy ITE "	"GBP"	"Durham, United Kingdom"	"Permanent"	"Assistant/Associate Professor (Teaching) in Science and Pedagogy ITE "	"Durham, United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Assistant/Associate Professor (Teaching) in Science and Pedagogy ITE The role The School of Education has an opportunity for either an Assistant Professor (Teaching) or Associate Professor (Teaching), depending on experience, in Science and Pedagogy Initial Teacher Education.We invite applications from well-qualified and experienced educators to join the OFSTED Outstanding Initial Teacher Education teams here in the School of Education at Durham University.We are looking for a colleague who shares our passion for learning and teaching who is able to support excellence in the development of new teachers.The School of Education is one of the very best UK Education departments, with an outstanding reputation for excellence in teaching, research and employability of our students.It is renowned for the quality of the Initial Teacher Education (ITE) provision.The ITE programmes were rated as 'Outstanding', across the board, in 2011 and again in 2013.The School offers several routes into teaching, at both undergraduate and postgraduate level, including programmes that lead to Qualified Teacher Status (QTS) and programmes that prepare trainees to work in international school contexts.The ITE provision has a well-established partnership across the North East of England, which comprises of over 500 Primary and Secondary schools.The School works closely with partners in Geneva and China to support a vibrant Community of Practice.Together, Durham University and school partners provide innovative routes for many students to realise their ambition of becoming a teacher; developing critically informed, reflective and reflexive practitioners.Our students bring qualities that are highly regarded by schools and teachers.Our alumni continue to make significant contributions to the world's teaching body - both increasing teacher diversity and addressing subject shortages.Our vacancy offers an exciting opportunity to make a major contribution to the development of the School of Education's teaching and curriculum while allowing unrivalled opportunities for career progression in an exciting and progressive institution.The successful candidate will have qualified teacher status and experience of teaching in schools.They will be able to enthuse and motivate students, be able to employ innovative teaching approaches and have excellent interpersonal and facilitation skills.Previous experience of working with trainee teachers and/or providing professional development will be an advantage.The post involves teaching both undergraduate and postgraduate trainee teachers and some administrative responsibilities related to the courses.At Durham, we work closely with our partner schools and the person appointed will be expected to engage with schools to develop this further.Teaching track colleagues are expected to engage in scholarship to inform their practice.The School has a scholarship support team who guide and mentor new staff, as well as providing opportunities to share best practice and attend external events.The successful candidate will ideally be in post by September 2019."	"Durham, United Kingdom"	"Science, Education"	NA	"GBP"	"Durham University"	"Durham University"	"JS98A8F1103419/600434339"	"11/12/2018 13:08:48"	"http://www.jobserve.com/Gmuef"	"Graduate"
