"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"start_date"	"duration"	"company_summary"
"Solutions Architect (Pre-Sales) - Digital Transformation - Reading"	"c£70K-£80K + benefits"	"Reading, Berkshire"	"Permanent"	"Solutions Architect (Pre-Sales) - Digital Transformation - Reading"	"Reading, Berkshire - c£70K-£80K + benefits"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Solutions Architect (Pre-Sales) - Digital Transformation - Reading - c£70K-£80K plus benefits The successful candidate will be a proven Pre-Sales Solution Architect professionally experienced in the UK public and private sector marketplace for digital transformation. You should be a technically aware in one or more of: Business Intelligence and Analytics; Data virtualization and Big Data; Azure and AWS; Application Development; Application Support and Maintenance. You should have experience of working within the IT technology sector and be capable of developing solutions from high-level client concepts for enterprise transformation. These will focus on next generation technologies such as: Artificial Intelligence, Big Data, RPA, Cloud Services and Machine Learning. You will have strong customer communication skills and the ability to communicate with stakeholders at all levels. Responsibilities Lead technical sales discussions and presentations with clients; Develop appropriate and customised technical value propositions to support the sales team; Provide technical leadership and consultancy to both internal and external teams, ensuring solution design is fit for purpose, whilst meeting time and budget restraints; Design technical services or plan system integration, selecting necessary platforms and technologies to meet project requirements and user needs; Author compelling client responses to (technical) questions in a Request for Information or a Request for Proposal; Provide estimates of solution cost gathering pricing from internal stakeholders and/or external third parties; Deliver customer audits and Proof of Concepts at client premises to develop business cases for investment. REQUIREMENTS 3-7 years of experience in an IT services technical role. Hands on experience acting as Solution Architect in an RFP/RFI process.s supported by other team members at busy times. Extensive experience of dealing with customers to understand needs and design solutions. Experience in leading technical teams and delivering user-focused services The ability to create solution design documentation. The ability understanding of how to prioritise work in a fast, customer-centric environment. Industry professional technical certification is desirable. Awareness of key industry players and maintenance of a strong contacts list. A knowledge of the off-shoring software development market. The ability to influence senior management and communicate with both technical and non-technical audiences. "	"Reading, Berkshire, UK"	"IT"	"c£70K-£80K + benefits"	"Scene One Ltd"	"Allan Carlin "	"JSSOLUARCH"	"11/12/2018 10:29:12"	"http://www.jobserve.com/GYLPq"	NA	"ASAP"	NA	NA
"Junior, Mid-level & Senior Software Engineers"	"£25k - £50k per annum"	"Yeovil"	"Permanent"	"Junior, Mid-level & Senior Software Engineers"	"Yeovil - £25k - £50k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Global company growing their software team exponentially - £25-50K - Christchurch, Yeovil & Frimley Your new company  My client is a global superpower in multiple industries. This particular division brings together the company's international capabilities and expertise to respond to customers' current and future requirements, and compete for international export and collaborative opportunities. Their division has an unrivalled track record and expertise in the development, delivery and support of their products.Your new role  If you have an interest in 3D Systems, VR/AR, machine learning and big data projects, then this may be the role for you. The workplace is agile and flexible to meet the diverse needs of their customers and they hold high standards of work and encourage this from all of their employees.My client offers lots of opportunities to develop and enhance your own skills and knowledge, with potential to become a leader in a global business. They are looking to bring on a multitude of Software Engineers, and are looking at all levels of experience (Junior, Mid-level and Senior). They can be flexible where they build this team, and are looking at the Yeovil, Christchurch and Frimley areas.What you'll need to succeed Experience across the entire development life cycle and processes (eg design, coding, unit testing) and tools (eg UML, design tools, and code IDEs)Desktop-based applications (Java and Eclipse RCP or C#/C++)Web-oriented applications and services (Java/C#, JSP, HTML, CSS, Apache Middleware)Business intelligence/analytics tools and techniques (ETL, SQL, Python)Windows or Linux target environmentsObject-oriented design/development including UML What you'll get in return Competitive pension schemeEnhanced annual leave allowanceCompany contributed share incentive planFlexible working around core hoursEmployee assistance programmeChildcare vouchersCycle to work schemeLocal and national employee discounts What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Yeovil, UK"	"IT"	"£25k - £50k per annum"	"Hays DT - South Coast"	"Toby Ambrose"	"JS-3465860"	"13/12/2018 08:57:39"	"http://www.jobserve.com/Gkjgl"	NA	NA	NA	NA
"Data Scientist"	"£60k - £100k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £60k - £100k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Senior Data Scientist - Investment BankingA leading Investment Bank who are looking to expand their Digital Global Transaction Banking teamare looking to add a Data Scientist to the team.The Global Transaction Banking organisation is investing in an important step change in managing and leveraging data to accelerate the business into the digital era. Data will play a significant role in building out future digital applications with the aim to utilise the latest analytics, machine learning and AI capabilities.Key Responsibilities:Building data products utilising agile development frameworks, delivering value quickly and continuously, and above all build products that solve customer problemsIdentifying and implementing artificial intelligence/machine learning models to enhance business performanceBuilding key relationships with internal business partners to facilitate agile data application product developmentBuilding and championing analytics, data science and reporting best practice frameworksArchitect and rapidly build cost effective proof of concepts/Minimum Viable Products to test commercial opportunity for new applications of data productsResearching new concepts and applications for data products and technology which will provide commercial value or efficiency benefitsWorking with senior stakeholders to understand and translate technical business requirements and applications that would benefit Deutsche Bank into working prototypesMentoring and training peers on building practical data applications and show their benefits Skills & Qualifications:Have hands on experience working with big data platforms and associated products (not just a theoretical understanding) such as hive, impala, oozie, Spark, neo4j etcHave a strong programming with big data foundation- including Python, Scala, Java or C++, R and SQLHave hands on experience in data analysis and science, with a good understanding of data-mining, machine-learning and other data science techniques and applications, including prediction, optimisation, classification, anomaly detection and text analyticsUnderstand the model build life cycle, including feature selection and optimisation, model selection and validation, and ongoing model maintenanceMust have a firm grasp of statistical techniques for analysis, including, distributions, testing methodologies, probability theory etcHands on experience data mining and querying using SQL and/or Spark using large and complex structured and unstructured data setsAbility to deliver high quality data visualisations that capture the essence of the insight in the simplest way, through Tableau, Qlikview or equivalent data visualisation toolsHave a good understanding of software engineering principles and agile delivery methodologiesDefine data quality process and frameworks to demonstrate and ensure a good quality data pipeline. Familiar with data quality process and vendor tools"	"London, UK"	"IT"	"£60k - £100k per annum"	"ThomsonKeene"	"Jack Cannell "	"JS-9911"	"10/12/2018 09:29:54"	"http://www.jobserve.com/GcyEg"	"Executive"	"ASAP"	NA	NA
"Data Science Software Engineer"	"£40k - £70k per annum + Bonus and benefits package"	"Southampton, Hampshire"	"Permanent"	"Data Science Software Engineer"	"Southampton, Hampshire - £40k - £70k per annum + Bonus and benefits package"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Data Science Software EngineerSouthampton - £40-70k + benefits and bonusA number of excellent opportunities have arisen in Southampton for strong Data Science Software Engineers in Southampton. You'll be working on a range of state of the art analytics projects, which are highly varied - including structured and unstructured data- to develop data science solutions using a range of software. Projects include big data, data streaming, machine learning and data visualisation.Please note, due to the nature of the role you will be required to undergo SC or DV clearance if you don't already have it. Please ensure you are familiar with the process and requirements before applying.Key Experience for the Data Science Software Engineer:*Ideally you'll hold a degree qualification in computer science or relevant field*4+ years' experience in software delivery. You will also have experience of multiple programming languages with a passion for high-quality, eligible and maintainable code.*Data science expertise- any of the following:-Large scale ('big data') data ecosystems, cloud infrastructure and analytic frameworks.-Machine learning and Deep Neural Net technologies-Techniques and toolkits for data cleansing, data preparation, data processing, fusion and analysis-Techniques and toolkits for combining data or analysing data streams in Real Time-Data visualisationIf you are a Software Engineer with lots of data science experience then please apply now for consideration. The role could offer flexible or reduced work hours if necessary.People Source Consulting Ltd is acting as an Employment Agency in relation to this vacancy.People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."	"Southampton, Hampshire, UK"	"IT"	"£40k - £70k per annum + Bonus and benefits package"	"People Source Consulting Ltd"	"lucy davey "	"JS-LD/DATASCIENCESE"	"11/12/2018 16:26:42"	"http://www.jobserve.com/GmvH9"	NA	NA	NA	NA
"LEAD Python Developer - 10% Bonus - £80,000-£90,000"	"£80k - 90k per annum"	"London"	"Permanent"	"LEAD Python Developer - 10% Bonus - £80,000-£90,000"	"London - £80k - 90k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"I currently working with a global innovative data company in their search for a  lead  perm python developer to join their team! This company have an excellent start-up working environment with the financial stability of working for the global company.You will be working with this forward-thinking and innovative team and have the opportunity to work with the latest tech in the industry including; Machine Learning, AWS, Big Data and AI. To be eligible for this role, you must have 5+ years' experience working with Python as well as Django. You will have experience working in an agile environment and will have experience working with TDD/BDD.You will benefit from an extensive remuneration package of £80,000-£90,000.You will also benefit from generous holidays, a 10% bonus, life insurance, dental cover and health insurance. You will also benefit from great work-life balance as this client place significant emphasis on ensuring employee well-being."	"London, UK"	"IT"	"£80k - 90k per annum"	"Opus Recruitment Solutions Ltd"	"Clare Killeen "	"JSPERM"	"10/12/2018 10:12:10"	"http://www.jobserve.com/Gmg5M"	NA	"2018-12-15"	NA	NA
"Microsoft Data Platform Consultant"	"£50k - 85k per year + Bens + Bonus + Pension"	"London, Greater London, England"	"Permanent"	"Microsoft Data Platform Consultant"	"London, Greater London, England - £50k - 85k per year + Bens + Bonus + Pension"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"This is an opportunity to work with Microsoft's leading partner for Microsoft Data Platform solutions built on MS Azure. Working with a dynamic team of bright, talented and highly accomplished people to broaden your expertise within Microsoft Business Intelligence & Analytics, using the very latest BI, IOT, Data Science & Big Data technologies from Microsoft and other key vendors.Responsibilities include:Designing, developing and delivering enterprise grade BI Platform as a Service solutions based on the Microsoft Data PlatformWorking on high profile projects with well-known clients across financial services, retail, industry and the public sectorHelping clients realise the potential of Data Science, Machine Learning, and scaled processing within Microsoft AzureTaking ownership for the delivery of key solution componentsConstantly developing technical skills using the latest cloud technology - achieving & maintaining Microsoft certificationWorking on client-site to understand requirements and replay solutions to customer sponsorsDesired Skills and ExperienceThis is a role for ambitious technologists who wish to work with the latest cloud technology from Microsoft. Whilst we don't expect everyone to have experience with all the technologies below, candidates will need to show their ability to rapidly learn new technologies.Azure Data FactoryAzure Data Lake Store and Azure Data Lake Analytics with uSQLAzure SQL Data Warehouse with PolyBaseCosmos DBIoT Hub, Event Hub, Azure Stream AnalyticsAzure SQL Database as part of a PaaS solutionAzure Analysis Services with DAXCognitive ServicesPower BI (Power BI Desktop, Power BI Service)Power AppsFlowAdditional Desirable SkillsTraditional Microsoft BI stack: SSRS/SSAS (Tabular with DAX & OLAP with MDX)/SSISDevelopment with C#, Python or RUnderstanding of enterprise BI and Data Warehousing concepts and methodsUnderstanding of software engineering tools and conceptsExperience of using Visual Studio Team Services/GitPassion for technology and a thirst for knowledgeStrong communication skillsA science related education to degree levelAdditional InformationWe are hiring across a range of experience/capability from Consultant to Principal ConsultantSalary Information: Competitive salary, plus significant benefits and bonus potential, dependent on experience and technical knowledge.Travel Profile: Candidates should be willing to undertake client related travel when required (typically not more than 3x nights per week)"	"London, Greater London, England, UK"	"IT"	"£50k - 85k per year + Bens + Bonus + Pension"	"Shareforce Ltd"	"Phil Gibson "	"JSPG179"	"07/12/2018 10:13:07"	"http://www.jobserve.com/Gl3M7"	"Public Sector"	NA	NA	NA
"Junior, Mid-level & Senior Software Engineers"	"£25k-£50k per annum"	"Christchurch"	"Permanent"	"Junior, Mid-level & Senior Software Engineers"	"Christchurch - £25k-£50k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Global company growing their software team exponentially - £25-50K - Christchurch, Yeovil & Frimley Your new company  My client is a global superpower in multiple industries. This particular division brings together the company's international capabilities and expertise to respond to customers' current and future requirements, and compete for international export and collaborative opportunities. Their division has an unrivalled track record and expertise in the development, delivery and support of their products.Your new role  If you have an interest in 3D Systems, VR/AR, machine learning and big data projects, then this may be the role for you. The workplace is agile and flexible to meet the diverse needs of their customers and they hold high standards of work and encourage this from all of their employees.My client offers lots of opportunities to develop and enhance your own skills and knowledge, with potential to become a leader in a global business. They are looking to bring on a multitude of Software Engineers, and are looking at all levels of experience (Junior, Mid-level and Senior). They can be flexible where they build this team, and are looking at the Yeovil, Christchurch and Frimley areas.What you'll need to succeed Experience across the entire development life cycle and processes (eg design, coding, unit testing) and tools (eg UML, design tools, and code IDEs)Desktop-based applications (Java and Eclipse RCP or C#/C++)Web-oriented applications and services (Java/C#, JSP, HTML, CSS, Apache Middleware)Business intelligence/analytics tools and techniques (ETL, SQL, Python)Windows or Linux target environmentsObject-oriented design/development including UML What you'll get in return Competitive pension schemeEnhanced annual leave allowanceCompany contributed share incentive planFlexible working around core hoursEmployee assistance programmeChildcare vouchersCycle to work schemeLocal and national employee discounts What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Christchurch, UK"	"IT"	"£25k-£50k per annum"	"Hays DT - South Coast"	"Toby Ambrose"	"JS-3465907"	"13/12/2018 08:57:40"	"http://www.jobserve.com/GkjQ0"	NA	NA	NA	NA
"Data Scientist - AdTech - London"	"£50k - £75k per annum"	"London"	"Permanent"	"Data Scientist - AdTech - London"	"London - £50k - £75k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Twenty are currently working with a fast-growing and data-driven Ad-Tech company that is looking for a Data Scientist to join their product strategy team.You will be working alongside the client's software development team, which specialises in digital asset management systems used to support it's clients throughout the Marketing and Advertising industry. Within this role, you will be expected to use your knowledge of AI and machine learning to research, analyse, prototype and build models and business cases for new data-focused product features that will prove complementary to existing products.Key Role ResponsibilitiesResearch AI and Machine learning technologies and apply solutions to the clients applicationsPrototype new AI, Machine Learning models and anomaly detection systemsBuild and validate business cases for AI and machine learning solutionsWork with Product Development team to test and deploy prototypesData Mining using state-of-the-art methods, extending the client's data with third party sources while ensuring the integrity of said dataRequired CompetenciesBSc in Mathematics, Physics, Computer Science or a similar discipline, or proven experience in similar roleExperience with programming within data science tool-kits such as R Python, Java and/or MatlabProficiency querying with programs such as SQLGood statistical understanding of machine learning techniques and algorithmsGreat communication skillsPlease get in touch if you believe you would be a great fit for the role!"	"London, UK"	"IT"	"£50k - £75k per annum"	"Twenty Recruitment Group"	"James Robson "	"JS-BBBH20308"	"13/12/2018 11:10:26"	"http://www.jobserve.com/GnJDE"	NA	"ASAP"	NA	NA
"Junior, Mid-level & Senior Software Engineers"	"£25k-£50k per annum"	"Frimley"	"Permanent"	"Junior, Mid-level & Senior Software Engineers"	"Frimley - £25k-£50k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Global company growing their software team exponentially - £25-50K - Christchurch, Yeovil & Frimley Your new company  My client is a global superpower in multiple industries. This particular division brings together the company's international capabilities and expertise to respond to customers' current and future requirements, and compete for international export and collaborative opportunities. Their division has an unrivalled track record and expertise in the development, delivery and support of their products.Your new role  If you have an interest in 3D Systems, VR/AR, machine learning and big data projects, then this may be the role for you. The workplace is agile and flexible to meet the diverse needs of their customers and they hold high standards of work and encourage this from all of their employees.My client offers lots of opportunities to develop and enhance your own skills and knowledge, with potential to become a leader in a global business. They are looking to bring on a multitude of Software Engineers, and are looking at all levels of experience (Junior, Mid-level and Senior). They can be flexible where they build this team, and are looking at the Yeovil, Christchurch and Frimley areas.What you'll need to succeed Experience across the entire development life cycle and processes (eg design, coding, unit testing) and tools (eg UML, design tools, and code IDEs)Desktop-based applications (Java and Eclipse RCP or C#/C++)Web-oriented applications and services (Java/C#, JSP, HTML, CSS, Apache Middleware)Business intelligence/analytics tools and techniques (ETL, SQL, Python)Windows or Linux target environmentsObject-oriented design/development including UML What you'll get in return Competitive pension schemeEnhanced annual leave allowanceCompany contributed share incentive planFlexible working around core hoursEmployee assistance programmeChildcare vouchersCycle to work schemeLocal and national employee discounts What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Frimley, UK"	"IT"	"£25k-£50k per annum"	"Hays DT - South Coast"	"Toby Ambrose"	"JS-3465907"	"13/12/2018 08:57:40"	"http://www.jobserve.com/GkjjS"	NA	NA	NA	NA
"Java Engineering Manager"	""	"Northampton, Northamptonshire"	"Permanent"	"Java Engineering Manager"	"Northampton, Northamptonshire"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Job Title:Java Engineering ManagerDepartment/Function Level 1:Cards and PaymentsDepartment/Function Level 2:Fraud TechnologyPrimary Location:NorthamptonAbout Fraud TechnologyWould you like to work for a group that are the good guys helping protect the consumer as well as the bank? Do you want to build software that is handling billions of financial and non-financial transactions using supervised and unsupervised machine learning? Do you want to be part of the team that has aggressive targets of saving the business over 100 million pounds in next two to three years? Do you thrive in a fast paced, intellectually and technically challenging environment? If the answer to all these is an emphatic \"yes\" then we have a role for youOverall purpose of roleThe role is that of engineering manager for the managing the team responsible for building platforms for integrating external data and signals into the fraud detection and customer verification platformsKey AccountabilitiesBuilding the platform and experiences for disputes and chargebacksBuilding the customer, merchant and agent user experiences for these areas.Hiring and managing world class software engineersWorking with business and product owners to produce business outcomes such asDecreasing the number of customers who get bad customer experience because of fraud or disputesImproving the net promoter scoreDriving the architecture and design of the platformIntegrating the platform into various products of Barclays such as retail bank accounts, debit cards, credit cards, mortgages and loans, merchant acquiring, etc.People management including engagement, performance, pay decisions.Managing the software development life cycle that results in faster, better and cheaper products/platforms.Risk and Control ObjectiveEnsure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy StandardsAdhere to Policies & Standards appropriate to the role - outlined in the Code of Conduct and mandatory training. Will also be required to ensure that all risks identified are managed as per Risk Framework procedures, ensure risk events (incidents) and control failures are investigated, reported, fixed and/or escalated to prevent reoccurrence.In addition, will be responsible to ensure all personal mandatory training is completed within timelines and any key controls.Person SpecificationBachelor's degree in computer science or strong experience in hard core platform centric software development. Java experience would also be a welcomed edition.Strong background in building platforms and public apis.Experience building critical software with 5 nines availability.Experience building high performance (20 milliseconds response times) software.Experience building resilient and self-healing platformsExperience with OLTP as well as NoSQL technologies such as Mongo, Cassandra, ElasticSearch, Java.Significant and demonstrated experience in building world class software and building and managing world class software development teams.Essential Skills/Basic Qualifications:2+ Years of Engineering Management in a Product Development environment.Experience in building scalable and resilient platforms. Desirable skills/Preferred Qualifications:Full Stack development experience, ideally in Java but not essesntial.Experience with OLTP as well as NoSQL technologiesJava or .NET experience"	"Northampton, Northamptonshire, UK"	"IT"	NA	"Resource Solutions - Barclays"	"Barclays"	"JS-JEM"	"13/12/2018 08:56:01"	"http://www.jobserve.com/GnH9q"	NA	"ASAP"	NA	NA
"Artificial Intelligence Engineer"	"£25k - £28k per annum"	"Weston-Super-Mare"	"Permanent"	"Artificial Intelligence Engineer"	"Weston-Super-Mare - £25k - £28k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Artificial Intelligence Engineer -Weston Super mare- £25k-28,000 per year iO Associates are recruiting on behalf of Q-Free, to on board a new Artificial Intelligence Engineer to join a growing team in a matrixed environment. This is a full time, permanent position.Q-Free is a global supplier of class-leading Tolling, Parking, Traffic Management and Connected ITS (C-ITS)/Connected Vehicle solutions. These have a global application and are constantly evolving providing a dynamic product line to work on.The R&D unit is currently a team of five which has open positions to immediately grow to eight. This team will work collaboratively with Q-Free's global design teams.You will gain exposure to the latest technology like Machine Learning, Deep Learning, Artificial Intelligence, Computer Vision and mainly Python as a programming language.The below are requirements you must have in order to be considered:Bachelor or Masters Engineering DegreeData ScienceMachine LearningDeep learningArtificial intelligenceRoboticsPython ProgrammingDesirable, but not essential:Java programming and database knowledgeiO associates are the employment agency providing a shortlist of candidates to Q-Free to be considered. Please apply below or send your CV through to Charles at iO Associates for immediate consideration.The closing date for applications is 03/01/19"	"Weston-Super-Mare, UK"	"IT"	"£25k - £28k per annum"	"IO Associates"	"Charles Hoskins "	"JS-JO0000015559"	"10/12/2018 09:23:29"	"http://www.jobserve.com/GmgYV"	NA	NA	NA	NA
"Front End Developer, Fintech, JavaScript Developer, React, Data Visualisation, D3, Agile - £600/day"	"£600/Day"	"London"	"Contract"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Director of Analytics Delivery"	""	"Edinburgh, Scotland"	"Permanent"	"Director of Analytics Delivery"	"Edinburgh, Scotland"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"My Edinburgh based client are currently recruiting for a Director of analytics Delivery. this is an exciting role for the right candidate to help create a new department within the business and to grow a data division, processing and creating a variety of informative documents and reports designed at growing the business and improving their current analysis capabilities.The relevant candidate for the role will be responsible for:Helping to grow and develop the internal analytics functionDefining the structure and direction of the analytics functionManaging team costs and budgetsWorking with the wider business to establish the Analytics brand within the companyRelevant skills and experience for this role will include:Previous team lead experienceExperience of growing teamsExperience of cloud solutions, advanced analytics/data science and agile delivery. Experience of leading scrum teamsExperience of modern advanced analytics, predictive models, data science, machine learning and big dataExperience of end to end big data (or similar) implementations Experience of advanced analyticsExperience of working with wider business units to establish analytics requirementsBudget management experienceTechnical experience working with cloud technologiesBackground in data engineering or software developmentStrong Business Intelligence experienceIn return my client are offering the opportunity to join an established business taking responsibility for an exciting phase of growth and development with Data Analytics.For more information please apply directly or call Julia Morgan."	"Edinburgh, Scotland, UK"	"IT"	NA	"Experis IT"	"Julia Morgan "	"JS-BBBH92841"	"10/12/2018 15:53:42"	"http://www.jobserve.com/GmjdF"	NA	NA	NA	NA
"Lead Data Scientist - Senior Data Engineer"	"£550 - £600 per Day"	"London"	"Contract"	"Lead Data Scientist - Senior Data Engineer"	"London - £550 - £600 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Data ScientistLondon based£600 a day for an initial 6 monthsKey Skills: Data Expert, Data Science, Data Mining (classical regression, logistic regression, CHAID, CART, neural nets, association rules, sequence analysis, cluster analysis, and text mining), Big Data, Consultancy, SQL, Rational Database, Hadoop, Hive, Advanced Analytics.We are working with a Gambling Client who are resourcing for a number of experienced Data consultants with a passion for Data Science and everything Big Data.Your role will be to help the client design a data engine to be built using Machine learning technology (Likely TensorFlow) and algorithyms you will architect/design and build an ML bot for 10 plus significant use cases for this company. In addition you will develop enterprise analytic solutions which are focused on specific industry solutions and continue to explore emerging technologies to evaluate new analytic possibilities.Your responsibilities will include the following:Defining the technical requirements of analytic solutions.Defining the data requirements of analytic solutionsConduct sophisticated data mining analyses and build data mining models, as required, as part of the initial solution development.Translating data mining results into clear business focused deliverables for decision makers.Technical consulting on Data MiningProduce internally published material such as knowledge briefs, service delivery kit components and modules, etc.This role will suit someone who considers themselves an expert in all things Data and has the desire to be at the forefront of new technology and new innovation in Data Analytics.In Return the client will pay you a starting day rate of £600 for 6 months. This role is being handled by Mark Chappell CertRP AIRP."	"London, UK"	"IT"	"£550 - £600 per Day"	"Careerwise"	"Mark Chappell "	"JS-0000004241"	"12/12/2018 09:25:46"	"http://www.jobserve.com/Gm4YX"	NA	"ASAP"	NA	NA
"Aviation MRO Solutions Management Consultant"	"£80k - £95k per annum + bonus, benefits, negotiable"	"London"	"Permanent"	"Aviation MRO Solutions Management Consultant"	"London - £80k - £95k per annum + bonus, benefits, negotiable"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Aviation MRO Solutions Management Consultant is required by a large and well established technology transformation consulting company to lead architecture and delivery of Aviation MRO Systems and Solutions.Required experience and skills:Extensive experience in defining requirements for, designing, building, integrating and delivering Aviation MRO Systems and solutionsBreadth of experience with wide range of MRO vendors and tools (f.e. some of the following: IFS, Maintenix, EmpowerMX, Ramco, Rusada, Trax, AMOS, SAP MRO, Oracle Complex MRO etc)Good understanding of MRO processes, challenges and innovationsAbility to apply a structured approach to define application, data and information architecture (TOGAF certification will be beneficial)Any experience with predictive maintenance using data analytics and machine learning will be beneficial"	"London, UK"	"IT"	"£80k - £95k per annum + bonus, benefits, negotiable"	"Careerwise"	"Konrad Chmura "	"JS-0000005420"	"07/12/2018 18:49:26"	"http://www.jobserve.com/Gl7Ej"	NA	NA	NA	NA
"Systems Analyst/Technical Business Analyst - Leading FinTech company"	"up to £50k per annum"	"London"	"Permanent"	"Systems Analyst/Technical Business Analyst - Leading FinTech company"	"London - up to £50k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Business Systems Analyst - Leading FinTech company/London  Our client is a cloud based fintech company, leading the automation of the retail finance sector. Our clients platform integrates with a large number of APIs to lever functionality of 3rd parties such as credit agencies, ID checking and banking. They have exceptional and unique relationships with the big 6 UK banks and are developing systems alongside their in-house teams, as well as incorporating the best fintech innovations in the mortgage market and developing their bespoke IP in house. Due to their phenomenal success, they are now looking for aBusiness Systems Analyst to join them at the leading-edge of Cloud-based automation solutions for retail financial businesses. In this role, candidates will need highly tuned analytical & problem solving skills, the ability to take responsibility for complex tasks, deadline driven, Agile and the ability to deliver value, coupled with great communication skills in order to be able to liaise with senior stakeholders and clients alike. Systems Analyst/Technical Business Analyst  Responsibilities Stay up-to-date with new methodologies, best practices and standards Leading ongoing reviews of business processes and developing optimization strategies. Complying with regulations and preparing for assessments for requirements like OWASP Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions Facilitating meetings, presentations and educational workshops for team members Ensuring solutions meet business needs and requirements Giving final approval on a finished project and user acceptance testing. Estimating costs, time requirements and ensuring timely completion of projects Evaluating risks and predicting potential problems Acting as a liaison between the business and 3rd parties, incorporating user suggestions into projects Acquiring knowledge of products or services provided by the business Providing leadership, training, coaching, and guidance to junior staff 5 years experience in business analysis Technology experience  Web Services (required) Basic knowledge of dotNet stack/C# Basic SQL(required) Azure or cloud exposure Angular machine learning (desirable) The reward This is a permanent position with a salary of up to £50,000 per annum (depending on experience) + benefits package + up to 20% bonus and a small % of the equity of the company. They're a confident start-up business and believe you should be part (and part-owner) of their success! If you believe in the transformative impact of technology on industry and the desire to build and be a part of something exceptional, this is the job for you! For more information, please apply now! This is a continuation of the advert that was live: 24-10-2018 to 23-11-2018 Closing date for applications 12/12/18"	"London, UK"	"IT"	"up to £50k per annum"	"Difrent Ltd"	"Jamal Walker"	"JSOVO27"	"11/12/2018 07:04:08"	"http://www.jobserve.com/Gh3Qm"	NA	NA	NA	"About Difrent Ltddifrentdeployment.comWe’re an industry connected team of business consultants, CTOs, CDOs and top tier recruitment/consultancy professionals who have combined cross-industry methodologies and techniques to create something a bit special for our clients. Our core team continuously strive to live and breathe the Difrent culture and ethos: A dogged focus on driving delivery. In the ever-changing world of Digital & Business Transformation we walk the walk by putting our team through constant personal and professional development. We cover roles that included within: Architecture, Development, Design, Project/Programme Management, Research,  Analysis, Support and C-Level opportunities amongst many others"
