"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"
"Head of Migration"	""	"London"	"Contract"	"Head of Migration"	"London"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	" Key Accountabilities/Job Requirements  Build and deliver the end to Migration capability for the DCC to enable the seamless enrolment of 13m SMETS1 meters onto the DCC SMETS service laying the foundations for a device migration capability that can be used by DCC for other products and services in the future:   Develop a strategic migration plan encompassing the project delivery, transition into operations, early life and in life including supply demand, resource and capability requirements.   Ensure the migration of SMETS1 meters is scoped and sized effectively, working across DCC to ensure this migration is properly captured in the DCC enterprise view of capacity and capability.   Develop a strategic migration and transition plan taking account of DCC learning, industry best practice and future DCC plans creating a best in class migration and transition capability for DCC   Oversee the delivery of all migration simulation, analysis, mapping and transition from the existing service providers to the new DCC service provider   Identify all potential risks, impacts and mitigation of migration liaising with Project and operational managers to ensure underpinning mitigations are in place, identifying any key gaps   Work with Project and operational managers to build a full end to end process map with associated journeys of all meter scenario's; happy and unhappy paths.   Oversea the enterprise view of migration capability and performance, liaising with other key DCC programmes and functions.   Delivery - assigning, monitoring and delivering work required to achieve the migration outcomes; regular progress reporting at project, programme and DCC governance forums; taking corrective actions where necessary to ensure delivery remains within tolerances and confirmation of continued business justification and acceptance of risks.   Skills and Experiences Required   Customer Centric:  Putting the Customer experience first    Building Great Relationships:  Impact and Influencing Skills   Confidence and Credibility   Effective Networking   Partnering    Making Change Happen:  Innovative   Stakeholder Management   Effective Decision Making   Change Management    Communication:  Effective and concise both verbal and written    Cost Control:  End to end management of internal and external costs and resource profile    Programme Management:  Frameworks and methodologies   Business case preparation   Risks, opportunities and issue management   Scheduling    Operational Savvy:  Operational requirements    Unhappy path planning   Transition to Operations    Delivery of complex programmes in a multi-programme, multi-disciplinary environments.   Experience of migration activities within the energy, telecoms or financial sector.   Experience of a high volume transaction operational environment   Cross-functional leadership experience in a Matrix environment   Experience of working in a regulated environment with a complex stakeholder map.   Person Specification   Strong and confident communicator   Ability to manage complexity   Excellent analytical and numerical skills - confident with MI/statistics and their presentation   Strong programme/project management skills   Excellent prioritisation and coordination skills with the ability to work to multiple deadlines under pressure    Be logical and methodical, paying attention to detail   Possesses ability to communicate effectively to senior managers   Possesses ability to produce clear, concise reporting that accurately synthesises information   Strong team player   Delivery and support orientation   Excellent organisational skills "	"London, UK"	"IT"	NA	NA	NA	NA	"HCL GB Ltd"	"Roshni Yadav "	"JS"	"05/12/2018 07:02:36"	"http://www.jobserve.com/GiFqf"	NA
"Statistical Data Analyst - Uxbridge, Middlesex - Contract"	"£18.00 - £21.70 per hour +"	"Uxbridge"	"Contract"	"Statistical Data Analyst - Uxbridge, Middlesex - Contract"	"Uxbridge - £18.00 - £21.70 per hour +"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Statistical Data Analyst - Uxbridge, Middlesex - Contract.My client a top Pharmaceuticals company are currently looking to recruit a Statistical Data Analyst to join its team on a 12 Month contract based in Uxbridge, Middlesex. The Statistical Data Analyst role is a fantastic opportunity that will assist in the delivery of Salesforce effectiveness programs and projects to achieve key business objectives including:Salesforce effectiveness bench marking, activity planning, sizing/structure and KPI reportingSalesforce bonus and incentive schemes across all brandsData warehouse managementVeeva (CRM) new releases, upgrades and internal changes implementationKey responsibilities for the Statistical Data Analyst include:Manage the calculation and verification of Salesforce bonus and incentive programs, adhering to timelines and Global processesProvide support in the deployment/and ongoing business requirements for Business Information systems (including QlikView and Power BI). This will require communication and co-ordination with both local commercial teams and global strategic teams.Supporting the Data Manager in maintaining the quality of data within the local database and any data feeds as requiredProviding analytical support and managing specific processes relating to Salesforce projectsActing as a CRM Data Steward for the configuration of Veeva and maintenance of the quality of the data within Veeva (in conjunction with the CRM Data Analyst)Managing or supporting ad-hoc projects and requests for sales and activity data, in a timely mannerHandling queries from Sales and Marketing teams relating to the Business Information systems or data contained withinBack-up cover & support to the CRM (Veeva) Data Analyst when required, - including day to day incident management system [Remedy] within agreed SLA timelines and working with third party suppliersKey experience for the Statistical Data Analyst:Experience of CRM systems/Salesforce/Veeva is highly desirableExperience of Power BI/Qlikview is highly desirableExperience of programming and data visualization tools is highly desirableMath/Statistics experienceDemonstrate logical thinking and a high level of attention to detail.Degree level qualification in areas such as Statistics, Programming or Mathematics is highly desirable.Aptitude for programming and logical thinking (SQL programming knowledge preferable)Advanced Excel skillsPossess analytical skillsPossess good attention to detailProject co-ordination experience is desirableWorking effectively as part of a team, taking accountability for own actions and tasks, whilst communicating with othersAbility to establish and maintain effective working relationships with co-workers, managers and stakeholders across varying levels.This is a contract role for a Statistical Data Analyst working for a top pharmaceutical company. To apply to the Statistical Data Analyst role please send me a CV or call to discuss options.We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age"	"Uxbridge, UK"	"IT"	NA	"12 months"	"ASAP"	"£18.00 - £21.70 per hour +"	"Lorien"	"Allise Collins "	"JS-50197660"	"10/12/2018 16:37:06"	"http://www.jobserve.com/GmkFp"	NA
"Data Scientist"	"£40k - £55k per annum"	"Gloucestershire"	"Permanent"	"Data Scientist"	"Gloucestershire - £40k - £55k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Role: Data ScientistLocation: GloucestershireDuration: PermanentSalary/Rate: Excellent SalaryStart Date: ASAPClearance: SC or Willing to UndergoData Scientist - Permanent - Gloucestershire - Excellent Salary - SC or Willing to Undergo The candidate will work within the company's rapidly-growing analytics development team to apply expertise in processes and technology to a wide variety of platform data. The role entails deriving meaningful insights from data and interprets and communicates findings and recommendations. The individual selected will develop data analytics, machine learning and artificial intelligence based capabilities and apply these to a wide variety of system and platform data to enable high level decision-making across different application domains. Data flows may be from a wide variety of sources, such as radio frequency data from systems of interest and social media data analysis. Skills/Experience:At least a bachelor's degree in a numerical, science or similar subjectEffective collaboration with other data scientists, engineers, software teams, management, other stakeholders and customersAbility to perform exploratory analysis, use machine learning to build models, generate visualizations and create & present reportsExperience of designing efficient algorithms for data analysis, data mining, text mining, data manipulation and statistical analysisApply knowledge of tools for software development and engineering research to create models of relevancyKnowledge of related technical domains including systems coding, programming languages, deep mathematical calculation and emerging analytics and big-data technologiesDesired skills, qualifications and experience [JP]One or more of the following skills is desirable:Develop information tools, algorithms, dashboards, and queries to monitor and improve business performanceExperience with statistics (descriptive and inferential)Experience with data manipulation, fusion and visualisation tools and techniquesExperienced in data structures and hierarchiesStrong analytical skills and understanding of system databases, data elements and application software solutions to optimise data gathering and analysisExperience in web application developmentFamiliarity with Hadoop/MapReduce, Pig, Hive, and SparkFamiliarity with Cloud TechnologiesExperience with complex computer networksWeb application development and database modellingRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of SC or Willing to Undergo. If you do not hold an active SC or Willing to Undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Gloucestershire, UK"	"IT"	NA	NA	"ASAP"	"£40k - £55k per annum"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7074"	"07/12/2018 15:51:50"	"http://www.jobserve.com/Gl6PO"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
"Full Stack UI Developer - DV Cleared"	"£40k - £60k per annum"	"Gloucestershire"	"Contract/Permanent"	"Full Stack UI Developer - DV Cleared"	"Gloucestershire - £40k - £60k per annum"	"Contract/Permanent"	"Posted: Friday, 7 December 2018"	""	"Full Stack UI Developer - DV Cleared - Permanent or Contract - Gloucestershire - £40,000 - £60,000 DOE Our client is urgently seeking an experienced full-stack web developer to take ownership and drive forward the development of a suite of internal toolsets. Efficient Agile resourcing is key to being able to respond the needs of customers whilst also maximising profit and keeping a highly talented team engaged on projects they enjoy. The successful candidate will need to work closely with the user community to capture requirements, prioritise the backlog then write and test the software. The role also includes an element of mentoring and technical leadership as other people become free and can contribute to the project. Longer term, there is the potential for the role holder to transition to customer facing projects. Key Responsibilities:  Design, develop and test on-going improvements to a suit of internal web based tools.Manage the development environment ensuring appropriate levels of security and access.Upskill team members in the technologies used to prepare them for future web development projects.Maintain knowledge of the software industry and new trends and approaches.Maintain and deploy multiple instances of the toolsets to different audiences and tailor the tools to different environments as appropriate.Ensure an Agile delivery approach with frequent releases and leverage user feedback and usage statistics to guide future development.The role will also involve travel to and from other offices and client sites throughout the UK.Skills/Experience: Experience with JavaScript frameworks, preferably React.Web dev experience (HTML, CSS).Middle tier development experience (Java, Spring, JUnit).Worked with web services (RESTful web services, JSON).Experience of working in a complex technical development and integration environment.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300! You will be required to hold a minimum of DV Cleared. If you do not hold an active DV Cleared please familiarise yourself with the vetting process before applying. (c) Copyright Datasource Computer Employment Limited 2018."	"Gloucestershire, UK"	"IT"	NA	NA	"ASAP"	"£40k - £60k per annum"	"Datasource Computer Employment"	"Fraser Richings "	"JS-J7133"	"07/12/2018 09:24:33"	"http://www.jobserve.com/Gl2zq"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
"ServiceNow Technical Architect"	""	"Birmingham"	"Permanent"	"ServiceNow Technical Architect"	"Birmingham"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"The ServiceNow Technical Architect (TA) role is to provide guidance and architectural oversight to create well-defined solutions that are aligned to the IT strategy and leverage best practices, standards, common solutions and services. The TA will work closely with the ServiceNow Service Architects (SA) to lead the technical architecture design required for a number of projects across multiple client organisations. The TA will design technical solution architectures to ensure that these meet the requirements of the project, facilitate the future strategic direction thereafter through a design that can be built upon, and leveraged against. The understanding of the ServiceNow configuration and architecture is fundamental to ensuring the solutions are technically sound and efficient to best deliver the operational processed in the most effective and efficient manner, whilst in sympathy with all complimentary ServiceNow products and solutions across the platform. The TA will also bring experience and knowledge to formulate the correct technical roadmap and strategic approach across the ServiceNow family releases. Ensuring all new features and enhancements are best upgraded across our solutions as applicable. Responsibilities: Stakeholder Management Work collaboratively with Senior Management Sales Team to drive customer growth and profitability Ensure customer and internal perceptions and expectations are understood and plans are aligned to facilitate improvement Be the proactive face of SCC working closely with Account Management Ensure that a high profile is maintained and that all stakeholders have the visibility of the Service Delivery Take ownership, where required, of account issues and escalations to facilitate progress and resolution with stakeholders and functional units Keep senior SCC management informed of major service issuesBuild excellent relationships with both customers and internal SCC stakeholders. Be a collaborative partner with other internal departments to deliver the best possible customer experience.Account Management Ensure Account Plans are created and maintained for customers within the portfolio. Be aware of opportunities to extend, negotiate and expand the SCC undertaking and drive incremental revenue (pull through) Understand the Customers business, the Account plans and also SCC Company Strategy Engage with Account Management to provide a consistent approach and to assist with opportunities Financial, Commercial & Contract Management Ensures commercial/service charges are managed and invoiced in line with Financial cadence Oversee the management of Service Credit negotiations Management of the underlying cost of Service as defined in the agreed Service Cost Model Continually review cost model/delivery approach to drive down the cost of delivery Be familiar with the SCC financial models that control the P&L, margin and cost base Oversee the day-to-day contract mechanics (such as management of change (CCN) - variations to contract) performed by the Service Delivery Managers Provide support and guidance to Service Delivery Managers and Account Management in renewals and extensions Engage with Service Design to ensure that Design and Cost models are fit for purpose Engage with contract negotiations and transition to ensure the Service Delivery requirements are encompassed in new customer contracts. Provide timely Financial Reporting and Updates Service Improvement & Value Creation Manage and continually improve customer's perception and satisfaction with SCC and its services Measure customer satisfaction on a regular basis for all customers. Ensure completion of the CSAT surveys in accordance with SCC defined cadence Act upon comments and observations within the CSAT process Increase the value add proposition by fully understanding the requirements of the customer and what they perceive as value from the SCC Working in association with customers and internal stakeholders, identify and manage Critical Success Factors that reflect the agreed service improvements and that can be appropriately measured via KPIs or other measures. Oversee execution of service improvement. Ensure service improvement plans exist and are regularly acted upon for customers Drive through initiatives/opportunities for additional services, early contract renewal or transformation Performance Management Ensure an agreed escalation process for services issues is in place and understood by the team and customer Ensure Service Delivery managers own escalations and effectively contribute to the escalation management process Review service breakdowns to implement process improvement opportunities Measure and maintain OLA's and SLA's Ensure that the contracted services are fit for purpose for the customer requirements Oversee identification and management of operational service risks for all customers within portfolio Put service quality measurements are in place and a service excellence ethos promoted Ensure consistent process and documentation is applied across customers Reporting & Governance Oversee Continuous Service Improvement(CSI) and Service Improvement Plans ( SIP ) and agreed measurements managed by the Service Delivery Managers for each customer Work with the appropriate stakeholder teams, ensure that the standard SCC tool sets deliver the appropriate/defined contracted customer service reporting at agreed frequencies Ensure the correct governance framework and cadence are in place with each customer Ensure Stakeholder alignment to the agreed governance Ensure agreed performance statistics and reporting are provided to the customer Operational Contract Management Be fully conversant with the portfolio of customer contracts and its operational translation. Work internally to remove any ambiguity. Oversee the sign off Request for Change and associated risks both internally and with the Customer. Sign off high risk or large change. Ensure the Service Delivery Manager is actively involved in on boarding the customer and in finalising the contract. Take an active role in overseeing the transition into service for new Customers and additional services, ensuring AIS is completed and any known risks are managed. Align a Service Delivery Manager to the customer before contract is finalised. Ensure effective and early lines of communication with Projects and Transition to mitigate potential impact to live service. Support the Major Incident Management process as needed. Provide Management and oversight of 3rd Parties/Supplier within the defined Service Model Ensure consistent process and documentation across the team work with other Heads to ensure this is consistent across the department. Competency Requirements: Technical Competencies Required At least 3 years' experience managing a portfolio of accounts Experience of end to end contract management Proven ability to manage the SIP and CSI processes for a customer portfolio Knowledge of managed services methodologies Good understanding of the IT industry, infrastructure systems and hosting Understanding of ITIL process and structure Desired Experience of working within/aligning to an ITIL environment Experience of AiS for managed service/projects ITSM/ISEB professional Certified Proven management of annual account revenues Strong business and commercial experience and a good understanding of managing a customer P&L Behavioural Competencies Required Excellent customer facing experience and customer service skills Ability to inspire and motivate others Ability to interface with senior stakeholders regularly (internally and with customers) Ability to manage multiple tasks in an accurate and timely manner, often against tight deadlines Ability to communicate effectively at the appropriate levels, internally and externally Ability to influence at all levels. Able to effectively handle customer relationships and negotiations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Desired  Ability to influence at all levels. Able to effectively handle customer relationships and negotiations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Track record in delivering on a customer service model Track record of high performance and achievement Able to work out of hours and on weekends as required Flexible with location and able to travel At SCC, we take the security and privacy of your data very seriously, any data we hold will be in accordance with the new Data protection legislation (GDPR) which comes into effect on 25th May 2018. If you decide to continue with your application it is important that you are aware of our Privacy Policy. Upon submitting your application, you will receive an automated email which will provide a link to our Privacy Policy, alternatively this can be found on the SCC Careers website, under Recruitment Privacy Policy. Please note that the email will require a response from you in order to allow SCC to process your data In line with the above."	"Birmingham, UK"	"IT"	NA	NA	NA	NA	"SCC"	"Malcolm Fry "	"JSMF SNOWTA"	"07/12/2018 13:38:17"	"http://www.jobserve.com/Gl5kO"	NA
"Clinical Data Manager - UK - Permanent"	"£30k-£45k"	"Oxford, Oxfordshire"	"Permanent"	"Clinical Data Manager - UK - Permanent"	"Oxford, Oxfordshire - £30k-£45k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Clinical Data Manager - UK, Oxford AL Solutions are looking for an experienced Clinical Data Manager to work for an industry renowned, reputable, growing medium-sized CRO. This position must be worked from Oxford, UK. This organisation, with a headcount of near 2000 employees, have offices in over 60 countries and have a staff turnover of below 10%. There is a reason why people don't want to leave, why clients want them to run their clinical trials, and why they're looking to grow extensively over the coming months. As a clinical data manager, you will be exposed to various clinical trials across phase (I-IV). Most of your work will be within Oncology and Rare Diseases meaning that you can work on some large complex trials, as well as smaller niche and innovative trials. Responsibilities Communicate with project teams, clients, and 3rd party vendors for Data Management tasks and queries Input into eCRF design, DVP (Data Validation Plan) Development Testing of EDC databases Assist the department with reviewing Study documents, development of data management plans, and other DM guidelines Data validation Training on-site staff and project teams on CRF completion and DM topics Track and report metrics/activities leading to DB lock Requirements - MSc/PhD within life sciences/statistics/something relevant - 2+ years' experience within the Life Science industry (CRO/Pharma/Biotech) - Experience with CDM systems (Rave, Oracle, Inform, ClinTrial) - CDISC knowledge Apply AL Solutions are a niche Life Science recruitment consultancy. We place professionals across the UK/EU for a variety of biotechnology, pharmaceutical and CRO companies ranging from small start-ups to large global organisations. If you're interested, please apply below."	"Oxford, Oxfordshire, UK"	"IT, Science"	NA	NA	"ASAP"	"£30k-£45k"	"Shaw Daniels Solutions Ltd"	"Jack Thompson "	"JSAEATCDMOXFUK"	"06/12/2018 11:03:23"	"http://www.jobserve.com/GlxAN"	NA
"Head of Group Property (Facilities & Resources)"	"£65k - £75k per annum + Excellent Benefits"	"Solihull, West Midlands"	"Permanent"	"Head of Group Property (Facilities & Resources)"	"Solihull, West Midlands - £65k - £75k per annum + Excellent Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Head of Group Property (Facilities & Resources) - Solihull based with travel as and when requiredSalary to £75,000 with a great benefits package which includes car allowance, private healthcare, bonus and more. A leading Financial Services business based in Solihull are actively looking to recruit an experienced Head of Group Property - this role will see you managing multiple sites across the UK in relation to property, facilities management as well as all health, safety and environmental responsibilities.Our ideal person will be someone who has extensive experience at this level - A confident person who knows how to take the lead, shows initiative and prioritises their work well - A strong communicator who builds relationships easily with people at many varying levels including key Stakeholders. Your ultimate responsibility will be the management/maintenance of all property that falls under our Clients Group Banner - ensuring compliance is managed and the working environment is secure and safe.Other elements to this role will include managing a team via regular performance reviews/appraisal, training and development, setting objectives, measuring performance, review and ensuring staff welfare is maintained at all times.Key Experience & Skills Required: Multiple site property management - Owned, Leased or RentedManage Property Legal matters - planning applications etc.Manage and control of Budgets and Contracts within PropertyProducing monthly reports and statisticsAbility to identify Risk and lead Business ContinuityBackground within Financial Services (preferred)Leadership/Team ManagementHealth & Safety and Environmental experience Qualifications Needed: BIFM Level 4 (Facilities Management)NEBOSHPlease forward your CV application to Louise for immediate review.Recruitment Zone acting as an employment agency in regard to this advert."	"Solihull, West Midlands, UK"	"Finance, Construction, Real Estate"	NA	NA	"ASAP"	"£65k - £75k per annum + Excellent Benefits"	"RZ Group"	"Louise Littler "	"JS-SL/REQ/037640"	"05/12/2018 16:33:18"	"http://www.jobserve.com/GlpGX"	NA
"Deputy Financial Controller"	"£60k - £65k per annum"	"London"	"Permanent"	"Deputy Financial Controller"	"London - £60k - £65k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Deputy Financial ControllerEast London - E14£60,000-£65,000We are recruiting for a Deputy Group Financial Controller. You will be the right hand to the Group Financial Controller, managing the group month-end close and consolidation process. You will have extended experience in consolidations and granular understanding of the close process. The DGFC will be a key contributor to the organisation's transformation towards improving the accuracy of reported financial statements and efficiency of finance/accounting processes. This will be a high-profile role and you will be collaborating with other country controllers, FP&A, the CFO and CEO.As part of the role you will have responsibilities in the following areasManaging the month-end close process:Draft and issue month-end timeline to participants of the closeCreate month-end reporting packs distributed to country controllersCentrally manage IFRS15 adjustments in coordination with country controllersFlag potential issues to GFC with ideas for solutionsManage stakeholder expectations in terms of delaysPerform the manual monthly IFRS and Management consolidationsBe a key contributor to a consolidation automation projectBe a key contributor to monthly reporting project to ultimately be a reviewer of monthly reportingEnsuring external reporting is submitted timely (National Statistics, etc.) Authoriser responsibilitiesThe is a role with great career prospect with high visibility within the organisation. You will be qualified through ACA/ACCA and have a proven track record for problem solving and implementing solutions.Please apply to be considered for the role."	"London, UK"	"Finance"	NA	NA	NA	"£60k - £65k per annum"	"ReThink Recruitment"	"Katie Jordan "	"JS-BBBH5098590"	"10/12/2018 15:31:47"	"http://www.jobserve.com/GmjHi"	NA
"Senior Data Scientist - Machine Learning/Forecasting Engine"	""	"City of London"	"Contract"	"Senior Data Scientist - Machine Learning/Forecasting Engine"	"City of London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - Machine Learning/Forecasting Engine - Global Energy, Oil & GasGlobal Energy Oil Company has an exciting opportunity for a Senior Data Scientist to join an existing team within the Data Science Centre of Excellence, working on a forecasting engine dealing with structured and un-structured data.You'll be co-located with the team in London, working in a start-up environment, using the lean start-up approach and ScrumBan to accelerate the development of the solution. The project is funded until Q1 2019, with expectation that scope will increase for ongoing development in 2019.About the Role:Researching machine learning models for forecasting and time series analysis using the latest methodsWrite clean and maintainable production-level code, including tests; the tech stack includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL.Integrating models into production on a weekly or even daily basisWork closely with the customer and the Product Owner day-to-dayWork in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities.Documenting and explaining the results of analysis or modelling to both a technical and non-technical audienceLearning new engineering practices, technologies and continuously improving our Agile practicesAbout You:At least 3-5 years of experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluationAbility to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoringExperience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc.Have experience in at least one out of the following three:Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.)Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)Knowledge of Bayesian Statistics and Bayesian/Probabilistic modellingStrong communication skills, especially explaining technical concepts to business peopleExtensive experience working in small, empowered, delivery focused, cross-functional and collaborating teamsDesired Skills and Experience:Experience in NLP and language modelling, eg topic modelling, relationship extraction, embeddings, ontology creation etc.; and associated python packages eg spaCy, NLTK, Gensim, fastText etc.Bachelor or Master's degree in any of the following: statistics, machine learning, bio-informatics, econometrics or relevant areasExperience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.)We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"City of London, UK"	"IT"	NA	"6 months"	"17/12/18"	NA	"Eaglecliff Recruitment"	"Chris Luche "	"JS-C.2/17822"	"06/12/2018 08:33:05"	"http://www.jobserve.com/GlwK2"	NA
"Business Intelligence Analyst"	"£45k - £55k per annum"	"London"	"Permanent"	"Business Intelligence Analyst"	"London - £45k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Excellent opportunity as a Business Intelligence Data Analyst/BI Data Analyst/to join a well-established company based in London. Ideal for someone who is passionate about pursuing their career within the Business Intelligence field, playing an integral part in the future of the company. This organisation has recently developed its Business Intelligence division and is looking for an experienced Business Intelligence Analyst to become a core member of the team.As a Business Intelligence Analyst/BI Analyst you will be responsible for a number of different elements, including creating a delivery and roadmap for the unit, suggest and delivering Business Intelligence solutions and modelling data. You will be an expert in SQL, and will have extensive experience in creating visualisation dashboards.This position is fantastic for someone who enjoys a challenge, is willing to get stuck into providing solutions and has a motivation for data.Expertise and Responsibilities:-) Experience as Business Intelligence Analyst/BI Analyst/Business Intelligence Data Analyst/BI Data Analyst or similar-) Experience in Datamodelling is an integral element of this role-) Extensive knowledge & experience in SQL-) Visualisation Implementation experience - (Tableau, Qlickview etc)-) A numerical background is nice to have (eg Statistics, Maths etc)-) Knowledge & a presence of managing stakeholders & their needs-) Knowledge of data warehousing"	"London, UK"	"IT"	NA	NA	"ASAP"	"£45k - £55k per annum"	"Marks Sattin"	"Holly Inglis "	"JS-BIAN/1012/HI"	"10/12/2018 12:31:23"	"http://www.jobserve.com/Gmhgf"	NA
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	NA	"6 months +"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	NA
"Data Analyst - Financial"	"£40k - £50k per annum"	"Manchester"	"Permanent"	"Data Analyst - Financial"	"Manchester - £40k - £50k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Analyst - FinancialSalary £40k - £50kManchesterMy client is one of Manchester's leading financial companies that has a passion for insight and a keen curiosity in understanding the outcomes of business processes. You will be working closely with software engineers and product owners, you will create a bridge to translate raw numbers into business languageWorking with T-SQL and data visualisation tools, they provide the analytics that determine the success of our products.With a focus on our lending products, you will be delivering analysis of portfolio performance, engaging across the business with finance, credit risk and operational teams. Our Data Analysts don't just produce reports, they take an active role in developing products and processes, allowing the business to adhere to a fail fast, learn quick design principle.Insights:Using data to interrogate business products and processes to determine their success rate;Identifying trends and gaps in the customer journey;Visualising data without prejudice in order to derive true insight;Writing code:Data investigation;Producing self-service data models;Conducting and receiving code reviews;Accuracy & PerformanceReviewing and revisiting data outputs to ensure their continuing accuracy;Working with members of the data team to produce performant visualisations;Planning and design:Participating in group planning sessions and helping to elaborate requirements;Contributing to the design and architecture of new solutions;Ensuring that relevant data points are captured for future insights;Research and development:Taking regular R&D days to keep abreast of the latest developments;Prototyping alternative solutions and new products.Key Skills and Experience:Essential:Strong Financial Services background;Monitoring credit risk scorecards;Experience writing SQL code and querying databases;Strong statistical background;Methodical and logical approach to problem solving;Experience in using data visualisation tools and a strong understanding of what makes a good visualisation;Desirable:Experience writing T-SQL and using Microsoft SQL Server;Keen attention to detail;Quick learner;Degree/Masters in Maths or Statistics;Please apply below or email (see below) Capita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"Manchester, UK"	"IT"	NA	NA	NA	"£40k - £50k per annum"	"Capita Resourcing IT"	"Aiden Pople "	"JS-BBBH16297"	"05/12/2018 14:14:13"	"http://www.jobserve.com/Gln2J"	NA
