"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"duration"	"category"	"company_summary"
"Head of Artificial Intelligence - Agile Consulting"	"£130k + healthy bonus and Benefits"	"London"	"Permanent"	"Head of Artificial Intelligence - Agile Consulting"	"London - £130k + healthy bonus and Benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Agile technology delivery consultancy specialising in Agile Digital Transformation has entered the market looking for a Head of Artificial Intelligence to head up and grow a new business line for the organization.  Reporting to the CIO, the remit of the role is help drive the consultancy on the next chapter of its journey. You will be able to inspire your clients and your teams to develop them and the practice within the AI world.  Essential Skills:  Demonstrable track record of working in a leadership role within a large consultancy capacity, where you have managed large teams, delivered enterprise level programs of work and won & developed new business from scratch; demonstrable track record of working with and advising clients on there use of AI technology and then importantly having the technical foresight to be able deliver the solution to client; passionate and have a thought leadership type background within AI showing extensive knowledge around machine learning, RPA, Chatbots, Personal Advisors etc. My client is a highly respected technology consultancy based in a variety of locations across the UK, with over 1000 employees. However, this role sits in the newest part of the organization that has grown rapidly over the last three years building a strong presence within Big Data & Data Science and building out its AI capabilities is the next logical step on the journey. The core responsibilities for this role will include: Delivering high-quality AI consulting to clients around Advisory, Innovation Sprints, Alphas, On-going support/advice to AI delivery projects Grow revenue in line with the business plan Building a small, but highly expert AI consulting team Continually evolving the AI proposition to meet client expectations Writing and delivering client pitches and proposals Being a thought leader on AI both internally and externally This is a hugely exciting role for a candidate that has both a strong consulting pedigree helping build and shape consulting practices throughout their career but has a strong technical background to understand and help delivery AI technologies to a wide and varied audience. If you are positive person with a hands-on can-do attitude and a burning passion for all things AI, then this could just be the perfect role for you."	"London, UK"	"IT, Consulting"	"ASAP"	"£130k + healthy bonus and Benefits"	"Cloudstream"	"Ben Davis "	"JSBD/AICON"	"04/12/2018 08:59:09"	"http://www.jobserve.com/GkMoI"	NA	"Executive"	NA
"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"£550 - £650 per Day"	"London"	"Contract"	"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"London - £550 - £650 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Senior Hadoop Administrator/ArchitectA leading Global Bank currently require a Senior Hadoop Administrator/Architect for an initial 6 month contract based in London, paying between £550 - £650.Role PurposeA Senior Hadoop Administrator/Architect is required to join a Hadoop team that currently supports 5 ecosystems, with a total of 160 nodes. With an expansion of the team's resources, more Hadoop ecosystems from other areas within the business function will fall under the administration of the team.Responsibilities:Work with development pods and product owners to configure and implement HWX solutions in support of business requirements and product features Supplement solution design capability within the team Provide L3 Support to L1/L2 in support of Production and non-Production user and environmental/technical issues Mentor L1/L2 Support Plan and implement product/component upgrades   Essential Experience: Deep understanding of HDFS, Hive, HBase, YARN, TezGrounded in kerberized clusters and proficient in security principlesGood Working knowledge of SparkExperience in implementing Knox GatewayUnderstanding of Solr and Solrcloud implementationsRHEL/Shell Scripting/RegexGoogle Cloud PlatformKnowledge of Python and PySparkExposure to data science tools Datameer, Anaconda or JupyterDataPlane serviceDevOps/Agile practices (Scrum/KANBAN)Please do get in touch if you would like to discuss this opportunity further by submitting your most up to date CV in the first instance. If you do not hear back within 48 hours, unfortunately your application has been unsuccessful on this occasion"	"London, UK"	"IT"	"ASAP"	"£550 - £650 per Day"	"Reed Technology"	"Mark Howe "	"JS-78380"	"07/12/2018 10:01:36"	"http://www.jobserve.com/Gl3BW"	NA	NA	NA
"DWIU Web Developer"	""	"Warrington, Cheshire"	"Contract"	"DWIU Web Developer"	"Warrington, Cheshire"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Role: DWIU Web Developer Location: Warrington Contract length: Until 31st March Programme: To upgrade the existing Intranet in Tandem with the other improvements being made to the network, and enable a more streamlined and joined-up agency wide approach to the investigation and identification of online threats.To manage the resources to design and develop applications and tools to a professional standard and to meet user requirements. Create and maintain robust systems to process visualise and analyse intelligence. Maintain and provide 2nd/3rd line support for these applications. To discuss and agree technical standards and collaborate on joint projects. Writing reports and applying project management and service management to the day to day work.The Web Developer will deliver the following products:Deliverable1 Review of business requirements for data Intranet2 Build of requirements3 Testing and Quality assurance of final product4 User acceptance phase and redesign where required.Experience Required: *Significant experience of full Microsoft Stack development including Legacy and modern platforms (.NET, C#, .NET Core, EF, ASP.NET, MVC, WebAPI, SQL Server, SSRS, ETL).*Extensive knowledge of platform integrations (SSIS, NoSQL, MySQL, Data Transformation, Data Cleansing)*Excellent knowledge and experience of Microservice based architecture*Excellent Front End Web Development skills with knowledge of modern Web *Development techniques and frameworks (Angular, React)*Extensive experience working with highly scalable platforms with burstable load profiles.*Extensive knowledge of agile methodologies and ability to perform roles as SCRUM Master/Coach to a team*Extensive testing experience with a background in improving testing maturity in organisations*Extensive experience in implementing robust, secure and highly audited environments*Ability to influence technical and non-technical stakeholders without authorityComfortable dealing with complex and difficult subject matter related to law enforcement activitiesDesirable:*Exposure to non Microsoft stack technologies (Java, PHP, Python, R etc)*Exposure to Open Source Frameworks and utilising them to reduce development time*Experience for Optimizing Web Applications for low bandwidth and high latency scenarios. *Experience of uplifting teams and improving their agile methodology maturity*Experience migrating teams towards CI/CD processes and into a mature DevOps state *Data Science exposure*Dark Web exposure*Background in gaming or other online forums/chatrooms with understanding of terminology and culture in environments*Experience of Image and Video manipulation and analysisLA International Computer Consultants Ltd is an HMG Approved Consultancy and operates as an IT & Engineering Consultancy or as an Employment Business & Agency, depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, we welcome applications from all sections of the community and from people with diverse experience and backgrounds.Award Winning LA International Computer Consultants Ltd (Recruiter Awards for Excellence - Best IT, Best Public Sector & Gold Awards) and the most prestigious award that any business can receive The Queens Award for Enterprise: International Trade 2015."	"Warrington, Cheshire, UK"	"IT"	"ASAP"	NA	"LA International Computer Consultants Ltd"	"Catherine Gascoyne "	"JS-100423"	"06/12/2018 16:31:49"	"http://www.jobserve.com/GlyPC"	"Untl 31st March"	NA	NA
"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"£550 - £650 per Day"	"London"	"Contract"	"SENIOR HADOOP ADMINISTRATOR/ARCHITECT"	"London - £550 - £650 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Senior Hadoop Administrator/ArchitectA leading Global Bank currently require a Senior Hadoop Administrator/Architect for an initial 6 month contract based in London, paying between £550 - £650.Role PurposeA Senior Hadoop Administrator/Architect is required to join a Hadoop team that currently supports 5 ecosystems, with a total of 160 nodes. With an expansion of the team's resources, more Hadoop ecosystems from other areas within the business function will fall under the administration of the team.Responsibilities:Work with development pods and product owners to configure and implement HWX solutions in support of business requirements and product features Supplement solution design capability within the team Provide L3 Support to L1/L2 in support of Production and non-Production user and environmental/technical issues Mentor L1/L2 Support Plan and implement product/component upgrades Essential Experience: Deep understanding of HDFS, Hive, HBase, YARN, TezGrounded in kerberized clusters and proficient in security principlesGood Working knowledge of SparkExperience in implementing Knox GatewayUnderstanding of Solr and Solrcloud implementationsRHEL/Shell Scripting/RegexGoogle Cloud PlatformKnowledge of Python and PySparkExposure to data science tools Datameer, Anaconda or JupyterDataPlane serviceDevOps/Agile practices (Scrum/KANBAN)Please do get in touch if you would like to discuss this opportunity further by submitting your most up to date CV in the first instance. If you do not hear back within 48 hours, unfortunately your application has been unsuccessful on this occasion"	"London, UK"	"IT"	NA	"£550 - £650 per Day"	"Reed Technology"	"Mark Howe "	"JS-78263"	"05/12/2018 16:26:09"	"http://www.jobserve.com/GlpBN"	NA	NA	NA
"Junior Frontend Developer"	"£30k - £35k per annum"	"City of London"	"Permanent"	"Junior Frontend Developer"	"City of London - £30k - £35k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Junior Frontend Developer. This is the perfect opportunity to be joining this incredibly talented core team in London where your influence will directly impact the success of the whole company. As the Junior Frontend Developer you will excel in a fast-paced environment and have a genuine passion for technology. The Junior Frontend Developer will be designing, building and deploying groundbreaking products from the ground up with a focus on building modern web applications. Their core stack is built on Node & MongoDB, serving a Vue Front End. Be stuck in from day one and help create new products. As a Junior Frontend Developer you will be working closely with the product team and have a responsibility for writing elegant, simple, clean code. Being eager to learn new technology necessary for getting a particular job or feature done to the highest standard. Participating in engineering discussions to learn and share insights and knowledge is a huge part of their culture. What they are looking for from a Junior Frontend Developer: - Mark-up skills (HTML, SASS) - 6-12 months experience building web apps (professionally or even side-projects)- Experience using a modern Front End library* (eg React, Vue, Angular2).They love Vue and use it everywhere.- Experience designing, building and interacting with APIs Nice to have: - Experience of building backends with Node and MongoDB- An eye for design and UX- Experience using Front End testing frameworks- Experience with PHP, Laravel, MySQL Benefits: - Being part of a fantastic team, in a collaborative working environment- An opportunity to make your mark on a fast growing business in an exciting space that is ripe for disruption- Exposure to Machine Learning and Data Science disciplines- Excellent progression opportunities Junior Frontend Developer, JavaScript. Vue, VueJS, React, ReactJS, Angular, Angular2, Junior Frontend Engineer, Front End Engineer, Frontend Engineer, Junior Developer, Junior Engineer, Mongo BD, Node, NodeJS, Propel are the UK's largest independent provider of permanent and contract recruitment services to the global digital economy, specialising in commercial, marketing, technical and creative talent.Services advertised by Propel are those of an Agency and/or an Employment Business. Please be aware that we receive a high volume of applications for our roles, many from people who meet or exceed the requirements. Whilst we try to respond to as many applicants as possible, you can assume that you have not been selected for interview if you do not hear from us within 14 days."	"City of London, UK"	"IT"	NA	"£30k - £35k per annum"	"Propel London"	"Ellie Thompson "	"JS-BBBH23421"	"04/12/2018 17:15:58"	"http://www.jobserve.com/GlcVK"	NA	NA	NA
"Mobile Product Manager"	"£70k - £80k per annum"	"City of London"	"Permanent"	"Mobile Product Manager"	"City of London - £70k - £80k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Senior Mobile Product Manager My client has an aim to help anyone achieve confident, real-world language skills in just a few months. Their product is innovative and fun, and it delivers the goods.I am looking for a Senior Mobile Product Manager to help them grow even bigger and teach millions more people a new language! Your mission will be to help create the most effective and engaging language learning product in the world.If you join them, you'll get to: Leverage data, language research, and user research to inform product decisions Oversee product features from concept, prototype, specification, design, launch, and iteration phases. Coordinate and consult with other teams regarding product requirements Define success metrics and be accountable for themREQUIREMENTS: Experience in product managementFluent in best practices of mobile/web growth, retention, and monetisation, preferably in a consumer product marketHighly self-motivated, able to work with both extremely creative and methodological peopleProven track record of leading a team and delivering successful resultsUnderstanding of the technical architecture of modern consumer mobile and web appsFamiliarity and/or interest in data science and machine learningExperience running A/B testsExceptional communication and presentation skillsPassion for languages and creating new ways to learn themTrack record of radically improving retention and engagement metrics in entertainment MOBILEproducts (likely games, but not necessarily)Visionary and creative mindset (T-shaped along data, business and tech)High emotional intelligence and excellent at management, both upwards and downwardsCapable project manager/producer (doesn't need to be a key strength, but cannot be a key weakness)We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age."	"City of London, UK"	"IT, Sales and Marketing"	NA	"£70k - £80k per annum"	"onezeero"	"Myles Egan "	"JS-50196664"	"05/12/2018 15:19:06"	"http://www.jobserve.com/Glodt"	NA	NA	NA
"DevOps Engineer (Python) - Leading Digital Agency/FTSE 100 Bank - London"	"Up to £700 per Day"	"London"	"Contract"	"DevOps Engineer (Python) - Leading Digital Agency/FTSE 100 Bank - London"	"London - Up to £700 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Urgent requirement for a DevOps Engineer, to work with a leading digital agency onsite with their FTSE 100 banking client based in their Canary Wharf Office, London. Role: The role of the DevOps Engineer in GRA is to take responsibility for the delivery of technical aspects in a new Strategic Analytics Platform. In this role, an engineer would conduct the would provide analytics tools to data scientists in the business. This will mainly focus on managing and building components to support a python based user community on Anaconda, but also cover other areas. They will work with the Lead IT Platform Architect and Business Representatives to ensure solutions align to the wider architecture principles across GRA. Your responsibilities will include: Become an SME (subject matter expert) in managing the analytics environments and tooling Ensure that the highest level of quality is provided for all activities and products. Act as a hands-on team player and ensure the analytics platform is correctly built, configured, and operational Ensures that non-functional requirements are clearly understood and taken care of, such as performance and access control Customer focus; effectively engage with the data scientists, IT colleagues, and other stakeholders to build a trust-based relationship and deliver a connected service Work closely within DevOps environment to promote design best practice and ensure solutions align with architectural designs and principles. Adopt an agile mindset and approach to solution delivery The ideal candidate for this role will have: Experience of developing and managing analytics solutions, ideally in Anaconda (big data/data science experience preferable; Enterprise edition preferred (but not essential). Exposure to managing open source repositories from external sources in a secure and approved way Some knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and Jira Data science tooling experience preferable, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar. Strong knowledge of AWS and/or GCP, preferably with their use within data science and machine learning Experience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository management Ideally with Exposure to Docker or other related container technologies Systems Implementation experience preferable, but not essential Availability to undertake the travel required for this role, ie Availability to undertake the travel required for this role ie some national travel occasionally between London, Sheffield, and Cambridge Both spoken and written communication skills with experience of adapting your style and approach to the audience and message to be delivered Preferably looking for candidates with experience of the data science community, new ideas and willingness to stretch experience for what would be a fantastic opportunity to join a growing team, and really make an impact to our Data Science platform Key words; Python, Anaconda, Data Science, DevOps, Dev Ops, Jenkins, JIRA, AWS, GCP, R, Respository management, Docker, platform architecture, ..."	"London, UK"	"IT"	"ASAP"	"Up to £700 per Day"	"Strike IT Services"	"Alisha Rogerson "	"JSDATASCIENCEENG"	"03/12/2018 09:20:06"	"http://www.jobserve.com/GiWMy"	"6 months"	NA	NA
"Lead Project Manager"	""	"London"	"Permanent"	"Lead Project Manager"	"London"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Why is our Chief Data Office team the next step for you? As one of the largest FinTech businesses in the world, Worldpay has put data at the centre of the company with a dedicated CDO team. This team's focus is to develop and execute the global data strategy, with the Lead Project Manager being instrumental in driving teams and projects including some of our more creative solutions.How will you contribute on a day-to-day basis? In this role, you'll lead multi-functional teams with end-to-end ownership across multiple concurrent projects with a varying scope and complexity. You will also be a key part of the overall programme of current and future initiatives with all teams across both Data Technology and CDO. Success will mean the delivery of the projects within time and budget. As well as that - the effective coordination and cohesion of the multi-functional teams as the projects will run across teams like Data Science and Data Governance. You'll participate in the continual improvement of delivery processes.What will make you the ideal fit? You'll have extensive Project Management experience ideally handling multiple projects at the same time. Strong track record of delivering work in a technical environment and ideally some experience with data-related projects. Experience with Agile working methodologies, will be desirable. We're looking for someone who can build positive relationships with partners across the business and data teams through open and transparent dialogue. To succeed in this role, you will be a self-starter and team builder, to see the teams though change. The focus of the role is innovations and improvements of the way we use, store and analyse data so you will always be looking for a way to grow your craft - new tools or techniques for you and the team to use.Why Worldpay? Worldpay has merged with Vantiv Inc. to create a new global leader in payments. The new Worldpay will have the scale, the reach and the resources to take our success story to another level. This move allows us to expand further into high growth markets, deliver innovation at scale and above all, brings together exceptional talent and a shared passion that will help propel us forward to the next chapter of our collective story. Our technology enables billions of payments to be made each year whether online or in person. Working with customers large and small we help them to take payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process."	"London, UK"	"IT"	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000OEFYJEAS/594260430"	"07/12/2018 19:20:00"	"http://www.jobserve.com/Gk6sE"	NA	NA	NA
"Data Engineer"	"Competitive GBP"	"London"	"Permanent"	"Data Engineer"	"London - Competitive GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"As one of the UK's leading digital retailers, Sainsbury's Argos generates a lot of data and we are always looking for better ways to dig into this data to find new insights and new information that will allow us to improve our understanding of our customers' needs and to optimise every aspect of our business.The next stage of our journey is to make use of the very latest Big Data tools from the Hadoop ecosystem to accelerate our ability to understand our ever-increasing amounts of data.To help with this journey, we are looking for a Data Engineer to join on Data Analytics team and build the data structures that will support the company for the future.Technologies in our stack for this role:Cloudera Hadoop (Hive, Impala, Spark, HBase, Sqoop, Flume), Talend, Python, Scala and Java. Snowflake, Kafka, Postgres, Jenkins, AWS and Linux.Team task:To develop the company's Big Data Platform so that it becomes the trusted source of data for the entire organisation.Challenges we're excited about tackling:Building a holistic view of our customers that helps the Business understand their needs.Supporting the Data Science communities and Machine Learning teams by supplying cleansed, productionised data feeds.We are looking for people with:An in-depth understanding of the Apache Hadoop ecosystem (Cloudera preferred), including Hive, Impala and HBaseDevelopment experience with Apache SparkProgramming in one or more of the following languages: Python, Java or ScalaData Warehouse Design and Development skills (OLAP, Star Schema, Kimball)Database Design & Development in one or more of the following: Oracle, Microsoft SQL Server, IBM DB2, MySQL, PostgreSQLETL Experience constructing data flows from multiple source systems (Talend or Pentaho preferred)Data Analytics experience (eg Regression, Clustering, Decision Trees, Forecasting, Statistics)SQL development (eg PL/SQL or T-SQL) including HiveQLExperience working with Structured, Semi-Structured and Unstructured dataLinux Shell ScriptingWorking environment:Flexible approach to working hours, including ability to work from home when required. Casual dress-code. Good social environment - \"Super Social Friday\". Close to all the amenities and transport link in Victoria - London.Benefits:Bonus - 10%Holidays - 22 with the option to buy up to 5 days per yearCompany pensionDiscount at Argos, Sainsbury's and HabitatSharesave scheme - Risk-free way to buy shares at a discounted rateShare Purchase PlanChildcare vouchersCycle to work schemeSeason Ticket Loan"	"London, UK"	"IT"	NA	"Competitive GBP"	"Argos"	"Argos"	"JSHRGOU341192/599928195"	"07/12/2018 09:36:12"	"http://www.jobserve.com/Gl23l"	NA	NA	NA
"Senior Marketing Data Scientist - 12 month FTC"	""	"London"	"Contract/Permanent"	"Senior Marketing Data Scientist - 12 month FTC"	"London"	"Contract/Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Why is our Senior Marketing Data Scientist position the next step for you?This is an exciting role working on a high profile strategic initiative within Worldpay UK.We've invested heavily in leading-edge data capabilities and we're looking for a senior data scientist with a consumer insights background to join a small, entrepreneurial team looking to exploit this technology by commercialising our payments data.How will you add value on a day-to-day basis?You'll report into the head of our new consumer insights proposition and play a pivotal role in shaping the success of this service by leading the analytical development of new, data-driven marketing products for our corporate customers - which include many of the UK's largest retail and hospitality businesses.To help steer this analytical development, you'll liaise directly with corporate customers, in conjunction with the head of the proposition and our corporate sales team, to help gather their requirements, deliver pilot analysis and test product prototypes.As a senior member of the team, you'll also work alongside the head of the proposition to help co-ordinate workstream activities for two other, more Junior Analysts within the team and help foster a team environment that encourages best practice sharing for coding, analytics and modelling.What will make you the ideal candidate?You'll need to be passionate about consumer data and relish the opportunity to turn a rich transactional dataset into compelling new insight.We are looking for at least 5 years' data science experience at a marketing or consumer insights agency, or a consumer-facing organisation. Strong analytical skills are critical to this role so you'll be highly numerate, with a degree or relevant higher qualification in a quantitative subject. You'll also bring excellent SQL and statistical analysis skills, with hands-on experience of using R to apply statistical techniques such as k-means clustering, principal components analysis, CHAID and multivariate regressions.Strong communication and influencing skills are also core to this role as you'll be expected to deliver insights to customers and engage with a variety of senior business stakeholders across our corporate sales and marketing teams.How is Worldpay changing the world?We are leaders in modern money. Each and every time you use your debit card or credit card to pay for something, whether online or face-to-face, there's a good chance it happened because of us. On an annual basis our innovations, systems and technology enable billions of money transactions globally. Working with customers large and small, we help them to take your payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process. As a leader in global Fin-Tech and the largest London IPO since 2011, this is a great time to join us in building for the next phase of the Worldpay journey."	"London, UK"	"IT, Sales and Marketing"	NA	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000G0REEEAF/587223491"	"05/12/2018 18:19:56"	"http://www.jobserve.com/GjjUW"	NA	NA	NA
"Senior Quality Assurance Test Analyst"	"39,114"	"Coventry"	"Permanent"	"Senior Quality Assurance Test Analyst"	"Coventry - 39,114"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"About usThe Education and Skills Funding Agency is an executive agency of the Department for Education, committed to providing world-class education to everyone. We're accountable for the funding of education and training, making sure that taxpayers' money is spent wisely as we equip educators and learners to succeed. We're leading the way in digital, too, building strategic services that will improve every aspect of education across the country. We change lives every day. And the Data Operations team plays a pivotal role, managing the data that guides our decisions.The roleThis is a fantastic place to work. You'll be joining a top 100 digital leader, using the very latest technology to transform Government - across some of the most interesting services. We're developing AI tools, shiny web-based packages, reporting tools using Power BI, and data collection services via cloud-based applications. And you'll have the backing of a highly-skilled - and highly-supportive - team.Joining an evolving quality assurance team, this is an opportunity to shape a software testing strategy in its infancy. And you'll play a pivotal role in helping the Data Science division to deliver excellent products, in a fast-paced, hugely varied environment.As a Senior Quality Assurance Analyst, you'll analyse systems and data products to identify the best approach to develop them to a high standard. You'll take responsibility for assuring both functional and non-functional requirements are met for our products and processes. And you'll make sure we meet agreed acceptance criteria, using a risk-based approach to uncover the defects others would miss.About youIf you're excited about learning, software innovation and driving real transformation, you'll fit right in. You'll have significant experience in functional, performance or security testing, creating test scenarios, manipulating large datasets and leading work items and defects. And you'll have worked in a multi-functional delivery team with other developers, testers and business analysts.To find out more and to apply, please click the APPLY button."	"Coventry, UK"	"IT"	NA	"39,114"	"Department for Education"	"Department for Education"	"JS2606276/597363779"	"04/12/2018 13:29:14"	"http://www.jobserve.com/Gla0n"	NA	NA	NA
"Senior Software Test Engineer"	"39114.00 Annual GBP"	"Coventry"	"Permanent"	"Senior Software Test Engineer"	"Coventry - 39114.00 Annual GBP"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"About usThe Education and Skills Funding Agency is an executive agency of the Department for Education, committed to providing world-class education to everyone. We're accountable for the funding of education and training, making sure that taxpayers' money is spent wisely as we equip educators and learners to succeed. We're leading the way in digital, too, building strategic services that will improve every aspect of education across the country. We change lives every day. And the Data Operations team plays a pivotal role, managing the data that guides our decisions.The roleThis is a fantastic place to work. You'll be joining a top 100 digital leader, using the very latest technology to transform Government - across some of the most interesting services. We're developing AI tools, shiny web-based packages, reporting tools using Power BI, and data collection services via cloud-based applications. And you'll have the backing of a highly-skilled - and highly-supportive - team.Joining an evolving quality assurance team, this is an opportunity to shape a software testing strategy in its infancy. And you'll play a pivotal role in helping the Data Science division to deliver excellent products, in a fast-paced, hugely varied environment.As a Senior Software Test Engineer, you'll identify and install testing frameworks across an exciting variety of products, writing and executing functional and non-functional tests at each level. You'll make sure we meet agreed acceptance criteria, using a risk-based approach to uncover the defects others would miss.About youIf you're excited about learning, software innovation and driving real transformation, you'll fit right in. You'll have significant experience in functional, performance or security testing, creating test scenarios, manipulating large datasets and leading work items and defects. You'll also have worked in a multi-functional delivery team with other developers, testers and business analysts."	"Coventry, UK"	"IT"	NA	"39114.00 Annual GBP"	"Department for Education"	"Department for Education"	"JS2606255/597362182"	"04/12/2018 12:08:46"	"http://www.jobserve.com/GlaDc"	NA	NA	NA
