"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"Data Analyst"	"£475 - £500 per Day"	"London"	"Contract"	"Data Analyst"	"London - £475 - £500 per Day"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Contract Data AnalystDepartment: Logistics, TechnologyLocation: LondonFollowing our entry to the FTSE 100, we are now well established as one of the most successful, innovative and high growth technology companies in Europe, with strong year-on-year order growth and a thriving culture of innovation.We are looking to hire a Data Analyst, based in our London office. You will be working on a high-profile project relating to post order experience within the logistics function. It's a very important role and your analysis and recommendations will directly influence commercial decisions and business strategy.This role will be working very closely with our product and business analyst functions, to guide and inform the direction and success of the product features they are building. As such, ideal candidates will be comfortable in a fast-paced environment and capable of using data effectively to prove product cases. Experience of working in a commercial (preferably online) role is highly desirable.Responsibilities:Defining and owning Product success metrics and ensuring product changes and new features are measured.Designing and maintaining reports to facilitate business and the development of stakeholders in the self service of BAU data.Analysing the existing/new process flows, consulting on current operational performance assisting with hypothesis and solution development and testing.Generate insights and understanding of the impact of changes by analysing the restaurant order cycle and marketplace dynamics.About you:Minimum 2-3 years' experience in an analytical roleExpert knowledge of TableauAdvanced MS Excel skills, fluent SQL codingOutstanding troubleshooting, analytical, and problem-solving abilities, along with an ability to collaborate cross-functionally in a fast-paced environmentStrong quantitative skills and the ability to draw insights from extremely large datasetsBonus points:Bachelor's degree or pursuing a degree in Mathematics, Economics, Statistics, or other quantitative field preferred though not required.Geospatial Analysis knowledgePython understandingPlease contact me on or apply online"	"London, UK"	"IT"	"£475 - £500 per Day"	"Arrows Group"	"Ankur Arora "	"JS-BBBH16166"	"29/11/2018 16:54:40"	"http://www.jobserve.com/Gkjsf"	"ASAP"	"6 months"	NA	NA
"Software Developer C# .NET - Cambridge"	""	"Great Shelford, Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Software Developer C# .NET - Cambridge"	"Great Shelford, Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Summary of Role Join the team developing the world's leading risk management software suite. We are looking for a senior C# developer to join our agile team of highly skilled software engineers in Great Shelford, Cambridge (within a 3-minute walk from the train station).The Role You will be working on a world-class risk analytics and financial modelling software platform which already enables over 1,000 major insurance clients worldwide, as well as many of the largest financial services companies, to build and execute financial models. This is an evolving role that will cover a wide range of tasks such as:Designing, implementing, refactoring and testing code (C#), following best practices for maintainability, testability and performance, Implementing unit tests (C#, NUnit), developing test frameworks and associated automated test cases, Reviewing and debugging code to identify defects, performance bottlenecks or technical debt, Working closely with test engineers to guarantee suitable test coverage, identifying and executing manual tests if necessary, Participating in sprint planning meetings, daily stand-ups and sprint retrospectives, striving to continuously improve the team velocity, its processes and engineering practices, Working with the Product Owner to help create User Stories and define acceptance criteria, Documenting requirements analysis or design decisions, Mentoring junior members of the team and taking a lead role for some of the above activities. The Requirements Mid/Senior level software development experience using C# .NET, Extensive industry experience with full software development life cycle: requirements capture and analysis, estimation, detailed software design, object-orientated software implementation, unit and system-level testing, installation and deployment, Extensive industry experience with software engineering best practices, processes and supporting tools, Ability to coordinate day-to-day development and bug fixing activities, Ability to design high-performance, scalable and extensible software architectures and algorithms which are also easy to test, debug and maintain, Other highly desirable, but not essential skills are: Experience of working in an Agile/Scrum environment, Appreciation of current and emerging technologies along with their potential benefits and limitations, Microsoft Visual Studio Team Services (Git), or other version control and CI systems, NUnit (or other unit testing frameworks), GUI design/implementation, or knowledge of standards, WPF or WinForms, Cloud Technologies (Azure), ASP.NET MVC/Core, React, WCF, JavaScript, Bootstrap, or other web software frameworks, SQL Server (or other SQL databases), Passion for maths, statistics and complex algorithms. The Company Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential. Willis Towers Watson is an equal opportunity employer Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson.Unsolicited Contact:  Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer. "	"Great Shelford, Cambridge, Cambridgeshire, GB-ENG, UK"	"IT"	NA	"Willis Towers Watson"	"Not Listed"	"JS180000KZ"	"04/12/2018 07:03:42"	"http://www.jobserve.com/GkMkj"	"ASAP"	NA	NA	NA
"Quantitative Developer/Sports Modeller"	"£50k - £70k"	"London"	"Permanent"	"Quantitative Developer/Sports Modeller"	"London - £50k - £70k"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Quantitative Developer/Sports Modeller - Sports betting Hedge fund - Influential Role - London Quantitative Developer/Sports Modeller is required for exciting and progressive Sports betting Hedge fund Company based in London. You will be developing statistical models to compute the probabilities of outcomes in various sports. Sports modelling is their core expertise and the company is structuring the company around creating the best possible technical and cultural environment to enable you to rapidly explore and test alternative models. You will determine the projects you work on, how you tackle them and what software and tools you use, but with support and mentoring from a very experienced team. The company uses a wide range of techniques including GLMs, BMMs, Kalman filters, MCMC and the TrueSkill Ranking system - but they encourage everyone to try the best approaches for the current problem, so if you know a technique that you think might work you will get to try it out. The successful candidate will have Statistics graduate/post-graduate (or degree with strong statistics component) from a top university, straight As at A level (or equivalent), Kaggle profile (or other practical statistical experience) a plus, sports geek a plus and Python a plus. Join an exciting company with many opportunities to progress your quantitative developer career. Send your CV for immediately review and further details. "	"London, UK"	"IT"	"£50k - £70k"	"Venture Up Ltd"	"Burim Hykaj"	"JSBH- 0712"	"29/11/2018 07:02:23"	"http://www.jobserve.com/GhGBc"	"ASAP"	NA	"Graduate"	NA
"ML Engineer/Data Scientist"	"£65k per year + Benefits"	"London"	"Permanent"	"ML Engineer/Data Scientist"	"London - £65k per year + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Engineer (Data engineering/Data Science)ML Engineer/Data Scientist is required for a tech-driven company in a stunning London location. This is a diverse opportunity for a data scientist/machine learning engineer to join a fantastic company, who are global leaders in their industry. You'll be working on an exciting data-centric product and have exposure to the entire life cycle of the product.What's in it for you as the ML Engineer/Data Scientist:The ML Engineer/Data Scientist will have a competitive salary of up to £65,000Being part of an award winning, tech driven companyGym membershipGenerous holidays, plus your birthdayHealthcare and eyecare benefitsBeing part of a data - driven and dynamic teamWorking with a modern tech stackNew stylish office locationWhat you'll be doing in this ML Engineer/Data Scientist:You will be applying NLP and other machine learning techniques to large amounts of data and performing analysisYou will be required to be consultative, and explain complex ideas to non-technical audiencesYou will be focused on production (not only researching)You'll be implementing prototypes and working in a Big Data environmentEssential skills of the ML Engineer/Data Scientist:2 years of commercial experienceExposure to NLPGood experience with machine learning and Data ScienceGreat programming skills in Python, R, Java or ScalaVery good communicative skillsAbility to work well in a close-knit teamPractical Knowledge of SQL/Nosql databasesRelevant Bachelor's degree in ML, Computer Science, Mathematics, statistics etcBeneficial skills of the ML Engineer/Data Scientist:Experience with deep learning, text mining or neural netsExposure to technologies such as tensorflow, decision trees, SparkMasters or PHD in relevant subjectAs you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative data-driven company. To apply for this position please send a recent CV to: (see below) Keywords for search - Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, Spark, Scala, R, neural nets, deep learning, SQL, NoSQL, Java Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including  pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	"£65k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS48749"	"03/12/2018 18:27:01"	"http://www.jobserve.com/GlSqq"	"05/01/2019"	NA	NA	NA
"Marketing Effectiveness, Marketing Mix Modelling - Econometrics"	"£45k - £60k per annum + bonus,Pension, healthcare"	"London"	"Permanent"	"Marketing Effectiveness, Marketing Mix Modelling - Econometrics"	"London - £45k - £60k per annum + bonus,Pension, healthcare"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Senior Econometrician/Marketing Effectiveness specialist - London - Leading Bank, SAS, Eviews, Media Effectiveness, Market MixSkills - Econometric modelling, Time Series, SAS, Eviews, Media, Marketing Mix, Media MixMajor leading bank is looking for an Econometrics specialist to join their expanding team on a permanent basis. The company is a well-known business with a great reputation in the industry, with exciting plans to be the number one provider in their field. Using complex econometric techniques including Time Series Analysis and Panel Data Regression, you will be measuring the effectiveness of financial product and services - recommending marketing strategy based on the results. Using mainly Eviews and SAS, your team will provide custom made models and in turn, marketing strategy recommendations. You will be managing a team of modelling experts who specialise in optimising Marketing and Media effectiveness throughout multichannel environments.This is a leading bank which works with well-known media products and agencies. Moreover it is a professional company that prides itself on its creativity, work flexibility and individual growth. Competitive salary, a great benefits package with work life balance.This role requires:- A numerate degree (or equivalent) such as Economics, Econometrics, Maths or Statistics - Understanding and experience of building econometric models and an aptitude to apply them in a media and marketing context - Good written and oral communication skills - be an articulate, positive and professional communicator - High degree of drive, energy, self-confidence, commitment and flexibility appropriate to a merit-based environment. - Self-motivated and results oriented individual with excellent numeracy & analytical skills. - Good organisational and time management skills: ability to multitask and prioritise workloadContact Munveer Jabbal on (see below) for more information.Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"London, UK"	"Finance, Sales and Marketing, Media"	"£45k - £60k per annum + bonus,Pension, healthcare"	"Parallel Consulting"	"Munveer Jabbal "	"JS-2020"	"28/11/2018 09:26:44"	"http://www.jobserve.com/GkWEQ"	NA	NA	NA	NA
"Data Systems Analyst - Global Risk Analytics"	"excellent benefits package"	"Cambridge"	"Permanent"	"Data Systems Analyst - Global Risk Analytics"	"Cambridge - excellent benefits package"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Do you want to work for a truly global bank with universal coverage in banking products and services? Do you want a central role at the heart of risk analytics, analysing and interpreting data for senior managers across the bank? Do you have the advanced technical and analyical skill set necessary to take on such a strategic data-driven role? If so, then this is the role for you...BENEFITSCompetitive salaryPrestigious employer with a globally-respected brandGenerous annual leave entitlementOpportunity to occupy central strategic role in Global Risk AnalyticsGenerous company pension schemeROLE SUMMARYYou will be a highly-effective and valuable member of a growing function that performs quantitative and qualitative analytics across a broad range of information/data sets of varying reliability, in order to identify risk intelligence and inform risk decision-making. The role demands the independent interpretation of varied data sources for the purpose of search and extraction, in addition to the cleansing, structuring and analysis of data sets generated. You will be supporting the development and maintenance of models and methodologies for risk management. Appropriately calibrated and applied risk models helps ensure that risk is more accurately quantified and allocated. This in turn leads to more appropriate risk-return analysis for the business. The core objectives of the role are:Development of an efficient, sustainable process to provide data required for risk model development and on-going validationDevelopment of centralized processes to improve operational efficiency and reduce the risk of data duplication or inconsistent processing by analysts.KEY RESPONSIBILITIESWorking with project leaders in the review and improvement of the existing suite of models and methodologies.Participating in projects aimed at aligning methodologies, governance and policies around the bankOccupying a central role in the re-development and monitoring of risk models Supporting the development of a risk and control framework, contributing to the definition and maintenance of appropriate governance, policies, methods, standards and processes around the development of models.Supporting interactions and dealings with internal control functions and external regulatory bodies in relation to risk modelsEnsuring globally consistent processesEnhancing data processes to allow more efficient model validation and developmentLead the identification of data sources and obtaining appropriate access Performing data extraction, aggregation, analysis, and quality checking from multiple data sources using platforms such as SQL, SAS, Hive, Python, etc.Performing ad hoc ETL processes using different tools such as Pentaho, SAS DI etc;Applying statistical analysis techniques (significance, variance, correlations, decision trees/regression etc.) within analytic programming languages (eg Base SAS, Hive, Beeline etc.), hadoop interface tools and visualization tools;Applying context to produce meaningful and actionable intelligence outputs;Ongoing development of these techniques and models to improve overall performance.Lead analysis on individual projects and drive their implementation, sourcing qualitative inputs from peersEngaging with statistician teams during the formulation, implementation, testing and validation of predictive modelsContributing to the development of business cases and data strategiesContributing to analyses that assist management decision in relation to leveraging technical and analytical skillsFormal documentation of data sources and any processing for sign offROLE REQUIREMENTSUniversity degree in computer science, financial crime or related fieldsProven and progressive experience in financial services data analysis and/or application development4/5 years' experience in the financial services industryExcellent communicator with strong inter-personal and influencing skillsLateral thinker with an ability to interpret and solve complex issuesExperience of dealing with regulatory matters and confident interaction with RegulatorsAbility to develop practical, cost effective solutions to complex global issuesExperience across a range of analytical tools (Hadoop, Beeline, Hive, Excel (VBA, Pivot Tables), Tableau, Pentaho, Python, Qlikview, etc)Problem-solving and Analytical skillsStrong ability to quickly grasp and understand business unit specific risks, develop comprehensive user requirements, and provide recommendations for appropriate automated solutions to mitigate those risksWHAT NEXT?Click APPLY now, submitting an up to date CV. Alternatively contact Matt McLaren for more information.We are seeking to arrange interviews ASAP, so please don't delay!Randstad Financial & Professional encourage applications from individuals of all ages & backgrounds. Appointment will be made on merit alone but candidates must be able to demonstrate their ability to work in the UK. Randstad Financial & Professional acts as an employment agency for permanent recruitment & an employment business for temporary recruitment as defined by the Conduct of Employment Agencies & Employment Business Regulations 2003"	"Cambridge, UK"	"IT, Finance"	"excellent benefits package"	"Randstad Financial Services"	"Randstad Financial & Professional "	"JS-MJ66074"	"28/11/2018 19:27:01"	"http://www.jobserve.com/Gkb4h"	"ASAP"	NA	NA	NA
"Global Head of Risk Analytics"	"£100k - £120k per annum + Competitive benefits package"	"City of London"	"Permanent"	"Global Head of Risk Analytics"	"City of London - £100k - £120k per annum + Competitive benefits package"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"This is a really exciting opportunity to join one of the key players in the world of Fintech. They ooze passion, innovation and are looking to change the game in 2019 as an extremely high growth start up. As the Global Head of Risk you will have first line responsibility for the identification and assessment of credit risk and opportunities. You will be expected to oversee and challenge the credit risk on the book and in product development, whilst providing guidance and recommendations to the Executive and Board.You will be providing hands-on development of risk models involving market, AML and operational risk, whilst ensuring controls are operating effectively. You will be expected to build out a team within the Risk Analytics division whilst liaising with the Risk teams in other countries.Key responsibilities:Accountable for the implementation of global fraud decisioning systems upgrades/enhancements whilst ensuring client experience and fraud risk are not compromised.Provision of subject matter expertise to the business, IT and third party partners in fraud decisioning, to enable the implementations of global fraud decisioning systemsDrive the adoption of fit for purpose global fraud detection systemsMonitor and report on adherence to and consistency of strategic initiatives with Board-approved risk appetite framework, risk tolerances and risk profileEstablish, implement and maintain a comprehensive and integrated enterprise risk management framework within the organisation to cover all internal and external risksOversee and develop a comprehensive process for assessing, identifying, monitoring, effectively managing, mitigating and reporting pertinent risks that could interfere with company's core purpose and ability to grow and develop its business linesOversee the risk management framework measuring risk and providing quantitative analytical support to the lines of business in risk measurement, modelling and reportingIdentify known and emerging risks, measuring, monitoring and reporting on UK's risk profile to the Board of Directors and ExecutiveManage the design and implementation of Risk activities in all relevant areas of operationFacilitate the maintenance of risk corporate policies within CreditDeliver insightful analysis of customer behaviour and profitability, making recommendations for how to add value to the customers and business.Advocate and support the culture of informed risk-taking, heighten awareness and use of advanced risk management practices through training programs and coachingEstablish a high level of trust and credibility by building and maintaining relationships with business partners, key stakeholders and collateral'sDesired Qualifications:Advanced Excel and analytical skillsDegree educated, preferably in Mathematics, Statistics, Engineering or EconomicsProven experience in partnering with an executive teamProven experience within an innovative environmentExcellent management experienceStrong understanding of data management, analysis and transformationIn-depth risk management, audit and internal control background gained within banking and/or Financial ServicesExcellent analytical skills - SQL/SAS/Python/R"	"City of London, UK"	"Finance"	"£100k - £120k per annum + Competitive benefits package"	"Sanderson Recruitment Plc"	"Shannon Ward"	"JS-HEAD OF RISK"	"28/11/2018 15:37:29"	"http://www.jobserve.com/GkaIh"	NA	NA	"Executive"	NA
"New Permanent Opportunity! Data Scientist! Immediate Start!"	"£40k - 43k per year + Benefits"	"London"	"Permanent"	"New Permanent Opportunity! Data Scientist! Immediate Start!"	"London - £40k - 43k per year + Benefits"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"RSR Regulatory Services is a market leading recruitment business dedicated to supplying experienced practitioners on a temporary, contractual or permanent basis to the Law Enforcement, Cyber Security, Offender Management and Regulatory Services talent markets.RSR Regulatory Services are currently recruiting for a Data Scientist to join a well-established healthcare regulatory body to deliver data insights the drive operations and direct resources for the business.Role: Data ScientistContract Type: PermanentSalary Range: £40000/Annum - £43000/Annum + BenefitsMain duties and responsibilities Develop mechanisms for analysing, modelling and reporting relevant employer and healthcare settings risk data to provide intelligence to the organisation.Contribute to the development of the business' insight and intelligence capability by bringing knowledge and experience of data science.Manage stakeholders and partners (internal and external) and develop effective partnerships with external data science teams and academics to ensure that the NMC's data science capability is in line with others within the healthcare regulatory context. This includes sharing of data and information, ensuring all aspects are covered within GDPR and other relevant legislation.Apply (or develop if necessary) tools and pipelines to efficiently collect, clean, and prepare massive volumes of data for analysis.Acquire and use broad knowledge of innovative methods, algorithms, and tools from within Microsoft and from the scientific literature, and apply them to analysis of scalability and applicability to the formulated problem.Transform formulated problems into implementation plans by applying (and creating when necessary) the appropriate methods, algorithms, and tools, and statistically validating the results against biases and errors. This includes the interpretation of results and development of insights and providing the business with risks and limitations.Influence change by promoting the understanding and the development of regulatory intelligence and the concept of data science within the organisation, including senior colleagues and senior external stakeholders.Undertake complex research and analysis at strategic and operational levels, linking information and intelligence to identify patterns and trends and to identify risks and concerns for various teams through timely research of all necessary internal systems and external sources using open source intelligence.Enhance data collection procedures to include information that is relevant for building analytic systems.Select features, build and optimise classifiers using machine learning techniques.Validate, monitor, and drive continuous improvement to methods, and propose enhancements to data sources that improve usability and results.Person SpecificationQualified to degree level in a relevant discipline such as statistics or economics or relevant work experience. B.S. in Computer Science, Statistics, Operations Research or similar quantitative field.Experience with data visualisation tools, such as PowerBI, D3.js, GGplot, etc.Experience of applying statistical modelling, ML and data mining algorithms to real world problems.Experience handling varied and complex data sources to draw accurate and insightful conclusions.Good understanding and experience with distributed data/computing tools like Map/Reduce, Hadoop, Spark, Hive, etc.Practical understanding and experience of working with the principles of the National Intelligence Model (desirable).Solid working knowledge of advanced analytical software and databases (eg Microsoft Azure and SAS).Solid working knowledge in one or more Scripting/database querying languages like Hive, Pig or SQL.Excellent applied statistics skills, such as distributions, statistical testing, regression, etc.If you would like to be considered for this position and have the relevant experience, then please email your CV to dapo.adewunmi@rsg Alternatively, if this role is not for you but you do know somebody who would be interested please refer them. We have a referral bonus scheme and will pay £75, in retail vouchers of your choice, for referrals who are not already known to us.Due to the high volume of applications received, if you do not hear from us within 7 working days, I am afraid your application has been unsuccessful.RSR Regulatory Services is member of the Red Snapper Group.The Red Snapper Group acts as an employment agency (permanent) and as an employment business (temporary) - a free and confidential service to candidates.The Red Snapper Recruitment Group is an equal opportunities employer.Word cloud: data science, analytics, data scientist, data, statistics, programming, algorithms, intelligence "	"London, UK"	"IT"	"£40k - 43k per year + Benefits"	"Red Snapper Recruitment"	"Dapo Adewunmi"	"JSDA - DS - LDN"	"30/11/2018 11:53:39"	"http://www.jobserve.com/Gkp6B"	NA	NA	NA	NA
"Real World/HTA Statistician - Pharmaceutical"	"GBP"	"London"	"Unspecified"	"Real World/HTA Statistician - Pharmaceutical"	"London - GBP"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"HTA/Outcomes statistician. Global pharmaceutical company, SAS/R, CDISC/SDTM. Method development. LondonYour new companyIs a prestigious global pharmaceutical company with a history of innovation, looking to grow their Real World Evidence and HTA team, by adding several late phase/observational/HTA statisticians to work on a range of projects.Your new roleYou will be supporting a number of studies focused on HTA/Observational & late phase clinical development projects, working closely with clinical colleagues, senior stakeholders and programmers to provide comprehensive expertise, analysis, interpretation, and understanding of data.Major responsibilities will include:Statistical analysis of large real world and late phase trial data sets;Statistical method development and optimisation;Supporting late phase/HTA submission teams on the analysis and interpretation of data;Working on multiple concurrent projects.What you'll need to succeedAs well as a good technical background within statistics, you should have very strong analysis and data interpretation skills and exposure to late phase clinical/observational research and/or HTA submissions.Candidates should have:An MSc (or equivalent experience) within statistics, biostatistics, mathematics, informatics or related discipline. Candidates with higher degrees, ie PhD are preferred;A track record of method development or innovation within statistics/biostatistics;Experience of late phase/observational/real-world research, ideally with knowledge of HTA processes or submissions;A good knowledge of programming languages, such as R or SAS.Candidates with direct experience of the pharmaceutical industry (either from in-house or CRO experience) are preferred, as are those with hands-on experience of CDISC standards, eg SDTM or ADaM.There are several roles available at varying levels, and candidates with less/different experience are also encouraged to apply.What you'll get in returnYou'll get the chance to work for an innovative pharmaceutical company, with a collaborative working atmosphere, working on a range of interesting projects. You'll also get excellent career progression and development and a generous salary and benefits package.Keywords: statistics, biostatistics, SAS, R clinical, trial, development, late, phase, Phase IV, RWE, RWD, real, world, evidence, observational, outcomes, data, HTA, health, technology, assessment, analysis, science, pharmaceutical, CDISC, SDTM, ADaM, submission, interpretation, project, management, London, programmer, method, tool, small, molecule, biologics, research, biology "	"London, UK"	"Science"	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36690997/587525791"	"02/12/2018 11:11:40"	"http://www.jobserve.com/GlEdl"	NA	NA	NA	NA
"Senior Lecturer/Reader in Medical Statistics"	"51630.00 - 58089.00 Annual GBP"	"City, Bristol"	"Permanent"	"Senior Lecturer/Reader in Medical Statistics"	"City, Bristol - 51630.00 - 58089.00 Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Senior Lecturer/Reader in Medical Statistics ACAD103686 £51,630 - £58,089 per annum This is an exciting opportunity for an experienced medical statistician with a strong track record in applied clinical trials research to join one of the UK's leading UK Clinical Research Collaboration (UKCRC) registered Clinical Trials Units. The post is at the Senior Lecturer/Reader level but for an exceptional candidate an appointment at the Professorial level may be considered. This post is funded by the University of Bristol as part of a strategic investment in clinical trials. The newly formed Bristol Trials Centre, which comprises the Clinical Trials and Evaluation Unit (CTEU) and the Bristol Randomised Trials Collaboration (BRTC), has a diverse portfolio of trials including studies evaluating hospital-based and community-based interventions, clinical trials of investigational medicinal products (CTIMPs) and non-CTIMPs. Currently, the Centre is running a range of trials in general surgery, cardiac surgery (adults and children), orthopaedic surgery, ophthalmology, emergency medicine, urology, primary care, mental health and public health. The Centre also has a portfolio of cohort studies in cardiovascular and other diseases. Improving the efficiency and quality of trial conduct through the use of innovative IT solutions and greater use of routinely collected data is a key focus. Working with multidisciplinary research teams, you will provide leadership in medical statistics, clinical trial methods and trials methodology and play a role in the development of the Centre. A key strategic objective is to increase the breath and number trials run through the Centre. Another key objective is to complete the harmonisation of working practices as the CTEU and BRTC come together as the Bristol Trials Centre. You will be based in the CTEU.  You are expected to make a significant contribution towards establishing the Centre as an international centre of excellence in clinical trials and translational research, evidenced through an increased research portfolio and publications in high-quality journals. You will also contribute to teaching and administration for the School's postgraduate taught programmes. Supervision of PhD students working on trials methodology topics will be encouraged. You will have a PhD in statistics (or a related quantitative topic) and a track record of high-quality research in trials or trials methodology, with a portfolio of research grants and research outputs in major international journals. For an informal discussion please contact: Professor Chris Rogers, Director Bristol Trials Centre, Co-Director of the Clinical Trials and Evaluation Unit, Telephone: ; E-mail:  We appreciate and value difference, seeking to attract, develop and retain a diverse mix of talented people that will contribute to the overall success of Bristol and help maintain our position as one of the world's leading universities. To apply please visit our web site at enter the vacancy number into the job search and follow the link to the on line application process. The closing date for applications is 23:59 on Sunday 16th December 2018. "	"City, Bristol, UK"	"Education"	"51630.00 - 58089.00 Annual GBP"	"University of Bristol"	"University of Bristol"	"JS3573_6816487/587812174"	"02/12/2018 11:05:30"	"http://www.jobserve.com/GlEZN"	NA	NA	NA	NA
"Lead statistician"	""	"London"	"Contract"	"Lead statistician"	"London"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"12 Month contract with opportunities to extend, fully home based.Lead statistician job at leading pharmaceutical companyI am working with a market leading global pharmaceutical company to find multiple lead statisticians to join their expanding team. The role is based in Europe and you can work fully remotely. The job is on an initial 12 month contract with the likelihood of extension and an extremely attractive hourly rate of pay.The company works across the globe and works in multiple therapeutic areas and has had success in all of their areas of focus. The company is constantly striving to grow and improve on their already very successful history, with multiple innovative products in recent years and a very promising pipeline with great potential.Responsibilities: -Serve as an expert in the therapeutic area and provides strategic input by suggesting innovative statistical methods that will help accelerate the development process or market access-You will work with the study lead and other biostatisticians and programmers in the project to ensure that a high quality project is produced-You would work with the submission team to ensure that proper responses are made to any statistical related question from regulatory authorities are delivered in a timely manner-The biostatistics lead for scientific evaluation of in-licensing opportunities -Be proactive and use expertise to solve any problems before they occur and be an outlet to less experienced statisticians to improve their expertise -You will develop and maintain standardisation adheres to GSS across the clinical studies program-Manage and coordinate NDA/MAA submission for the program and ensure they're completed accurately and on timeSkills: -The ability to communicate complex problems or ideas in a non-technical way-Good knowledge in SAS or R programming -Able to coordinate a team of biostatisticians and statistical programmers in the process of a clinical program-Experience with NDA/MMA -Able to pro-actively propose and defend alternative and often innovative study designs and statistical methods. -Good knowledge in visualisation and simulation techniques-7+ (with Ph.D.) to 10+ (with Master's degree) years in biostatistics within the pharmaceutical industry-Familiarity with later Phase studies "	"London, UK"	"Science"	NA	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36474081/592937002"	"04/12/2018 11:53:41"	"http://www.jobserve.com/GlZ3Q"	NA	NA	NA	NA
