"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Full Stack UI Developer - DV Cleared"	"£40k - £60k per annum"	"Gloucestershire"	"Contract/Permanent"	"Full Stack UI Developer - DV Cleared"	"Gloucestershire - £40k - £60k per annum"	"Contract/Permanent"	"Posted: Friday, 7 December 2018"	""	"Full Stack UI Developer - DV Cleared - Permanent or Contract - Gloucestershire - £40,000 - £60,000 DOE Our client is urgently seeking an experienced full-stack web developer to take ownership and drive forward the development of a suite of internal toolsets. Efficient Agile resourcing is key to being able to respond the needs of customers whilst also maximising profit and keeping a highly talented team engaged on projects they enjoy. The successful candidate will need to work closely with the user community to capture requirements, prioritise the backlog then write and test the software. The role also includes an element of mentoring and technical leadership as other people become free and can contribute to the project. Longer term, there is the potential for the role holder to transition to customer facing projects. Key Responsibilities:  Design, develop and test on-going improvements to a suit of internal web based tools.Manage the development environment ensuring appropriate levels of security and access.Upskill team members in the technologies used to prepare them for future web development projects.Maintain knowledge of the software industry and new trends and approaches.Maintain and deploy multiple instances of the toolsets to different audiences and tailor the tools to different environments as appropriate.Ensure an Agile delivery approach with frequent releases and leverage user feedback and usage statistics to guide future development.The role will also involve travel to and from other offices and client sites throughout the UK.Skills/Experience: Experience with JavaScript frameworks, preferably React.Web dev experience (HTML, CSS).Middle tier development experience (Java, Spring, JUnit).Worked with web services (RESTful web services, JSON).Experience of working in a complex technical development and integration environment.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300! You will be required to hold a minimum of DV Cleared. If you do not hold an active DV Cleared please familiarise yourself with the vetting process before applying. (c) Copyright Datasource Computer Employment Limited 2018."	"Gloucestershire, UK"	"IT"	"ASAP"	"£40k - £60k per annum"	"Datasource Computer Employment"	"Fraser Richings "	"JS-J7133"	"07/12/2018 09:24:33"	"http://www.jobserve.com/Gl2zq"	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA
"Senior Data Scientist - Machine Learning/Forecasting Engine"	""	"City of London"	"Contract"	"Senior Data Scientist - Machine Learning/Forecasting Engine"	"City of London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - Machine Learning/Forecasting Engine - Global Energy, Oil & GasGlobal Energy Oil Company has an exciting opportunity for a Senior Data Scientist to join an existing team within the Data Science Centre of Excellence, working on a forecasting engine dealing with structured and un-structured data.You'll be co-located with the team in London, working in a start-up environment, using the lean start-up approach and ScrumBan to accelerate the development of the solution. The project is funded until Q1 2019, with expectation that scope will increase for ongoing development in 2019.About the Role:Researching machine learning models for forecasting and time series analysis using the latest methodsWrite clean and maintainable production-level code, including tests; the tech stack includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL.Integrating models into production on a weekly or even daily basisWork closely with the customer and the Product Owner day-to-dayWork in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities.Documenting and explaining the results of analysis or modelling to both a technical and non-technical audienceLearning new engineering practices, technologies and continuously improving our Agile practicesAbout You:At least 3-5 years of experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluationAbility to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoringExperience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc.Have experience in at least one out of the following three:Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.)Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)Knowledge of Bayesian Statistics and Bayesian/Probabilistic modellingStrong communication skills, especially explaining technical concepts to business peopleExtensive experience working in small, empowered, delivery focused, cross-functional and collaborating teamsDesired Skills and Experience:Experience in NLP and language modelling, eg topic modelling, relationship extraction, embeddings, ontology creation etc.; and associated python packages eg spaCy, NLTK, Gensim, fastText etc.Bachelor or Master's degree in any of the following: statistics, machine learning, bio-informatics, econometrics or relevant areasExperience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.)We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"City of London, UK"	"IT"	"17/12/18"	NA	"Eaglecliff Recruitment"	"Chris Luche "	"JS-C.2/17822"	"06/12/2018 08:33:05"	"http://www.jobserve.com/GlwK2"	NA	NA	"6 months"
"Data Analyst - Financial"	"£40k - £50k per annum"	"Manchester"	"Permanent"	"Data Analyst - Financial"	"Manchester - £40k - £50k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Analyst - FinancialSalary £40k - £50kManchesterMy client is one of Manchester's leading financial companies that has a passion for insight and a keen curiosity in understanding the outcomes of business processes. You will be working closely with software engineers and product owners, you will create a bridge to translate raw numbers into business languageWorking with T-SQL and data visualisation tools, they provide the analytics that determine the success of our products.With a focus on our lending products, you will be delivering analysis of portfolio performance, engaging across the business with finance, credit risk and operational teams. Our Data Analysts don't just produce reports, they take an active role in developing products and processes, allowing the business to adhere to a fail fast, learn quick design principle.Insights:Using data to interrogate business products and processes to determine their success rate;Identifying trends and gaps in the customer journey;Visualising data without prejudice in order to derive true insight;Writing code:Data investigation;Producing self-service data models;Conducting and receiving code reviews;Accuracy & PerformanceReviewing and revisiting data outputs to ensure their continuing accuracy;Working with members of the data team to produce performant visualisations;Planning and design:Participating in group planning sessions and helping to elaborate requirements;Contributing to the design and architecture of new solutions;Ensuring that relevant data points are captured for future insights;Research and development:Taking regular R&D days to keep abreast of the latest developments;Prototyping alternative solutions and new products.Key Skills and Experience:Essential:Strong Financial Services background;Monitoring credit risk scorecards;Experience writing SQL code and querying databases;Strong statistical background;Methodical and logical approach to problem solving;Experience in using data visualisation tools and a strong understanding of what makes a good visualisation;Desirable:Experience writing T-SQL and using Microsoft SQL Server;Keen attention to detail;Quick learner;Degree/Masters in Maths or Statistics;Please apply below or email (see below) Capita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"Manchester, UK"	"IT"	NA	"£40k - £50k per annum"	"Capita Resourcing IT"	"Aiden Pople "	"JS-BBBH16297"	"05/12/2018 14:14:13"	"http://www.jobserve.com/Gln2J"	NA	NA	NA
"Programme Office Support"	"£300.00 - £350.00 per Day"	"Norfolk"	"Contract"	"Programme Office Support"	"Norfolk - £300.00 - £350.00 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Programme Office Support, Programme Support Officer, Programme Support Consultant, Programme Controls Support, Programme Support, Programme Management Officer, PMO Lead, PMO Consultant, Programme Administration, Programme Administrator, Project Office Support, Project Officer, Project Support Officer, Governance, Planning Controls, Dependency Controls, Project Delivery, MS Project, SharePoint, PRINCE2, MSP or P30Programme Office Support, CITB (Construction Industry Training Board), 4+1 Months, Norfolk, Out of ScopeOther Details: Candidate must be able to commute to Bircham Newton Mon - Thurs. Friday can be WFH.Key Tasks:Meet with Senior Project Managers and Programme Managers to carry out project status reviews and report on:Quality & Assurance; Risk and Issue Control; Planning Controls; Dependency Controls; Benefit Management ControlSupport Senior Project Managers and Programme Managers to report on the expected level using knowledge of governance process and escalate to Project Management Office Manager when projects are not meeting required standardsAssess requests for specific resources and propose recommendations for resource allocation to the Resourcing LeadsSupport the PMO Manager to manage and record exit gate reviews to ensure all governance activities are complete to the specified governance level. This includes completing the planning exit gate review and baselining the project plan ensuring milestones and KPI's are publishedCollate, interpret, create and present programme/portfolio reports as requestedPreparation of documentation (including, but not limited to: correspondence, agendas, minutes, statistics, presentations, spreadsheets, etc.) and inputting of data into databases, to be carried out as requiredSupport project meetings and workshops to maximise the value of the support function for the Change portfolio, Senior Project Managers and Programme ManagersCollate & maintain the Change project dependencies map and present dependency reporting to inform programme decisionsSupport Senior Project Managers and Programme Managers to ensure all administrative processes/procedures are followed and the relevant organisational systems used in carrying out dutiesEssentialEducated to A Level standard or equivalent experience within a project environmentProven experience of using Microsoft Office including spreadsheets, databases, document management and communication applicationsCompetent verbal and written communication skills to enable confident communication with a range of stakeholdersCustomer focussed approachAccuracy and attention to detailExcellent organisational & prioritisation skillsHighly/Self-motivated and positive attitude towards workExperience of working with Risks, Issues and GovernanceDesirableProject Delivery/Management Office experienceKnowledge of MS Project and SharePointPRINCE2, MSP or P30 qualifiedResource management experience"	"Norfolk, UK"	"IT"	"ASAP"	"£300.00 - £350.00 per Day"	"Experis IT"	"Jack Williams "	"JS-90577"	"05/12/2018 09:48:26"	"http://www.jobserve.com/GlldK"	"Public Sector"	NA	"4months +"
"Web Developer; PHP; MySQL; Baldock; £30k"	"£25k - £30k per annum"	"Baldock"	"Permanent"	"Web Developer; PHP; MySQL; Baldock; £30k"	"Baldock - £25k - £30k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Web Developer required by leading Digital and Design Agency based in Hertfordshire offering up to £30k pa. Reporting to the IT Manager you will conduct full system development and be responsible for further developing and enhancing the clients content management system (a platform that allows us to control, deliver content & retrieve analytics to and from android powered screens Embedded into retail displays globally).Working in PHP & MySQL you will update and maintain the web-based front and Back End system that communicates seamlessly with an android application developed in Kotlin.Working with our project teams you will also develop web-based content to run on the screens using HTML 5, JavaScript and other technologies as required to create interactive in-store experiences. You will be involved with the selection and testing of hardware and software for projects ensuring their suitability for retail use. You will be required to inject vision, enthusiasm, and ownership over the system, ensuring its stability and suitability for market. Whilst working with the key stakeholders define any future development needs and own the delivery of these against a timeline and budget. Responsibilities CMS System ownership, development and evolution, ensuring system security.  Ensure you create and keep up to date system documentation Ensure 'total' solutions are thoroughly tested including both hardware and software, using scenario, real-life testing and failure analysis. Ensure you are closely involved with live instore trials and support the business teams to solve any issues around software and technology.  Proactively find gaps in our technology offer and work to fill, developing revolutionary, unique solutions for the retail industry. Build up BETA test rigs to bring feasible ideas to life.  Manage our CMS platform, ensuring it performs and delivers against our client/business needs, be its owner. Build out data reports on usage and analytical statistics for internal and external use via dynamic interactive dashboards.  Be the point of contact/support line for the end customer should issues arise in-store.  Work with the wider internal business teams to provide support and in-depth knowledge around digital technologies and software. Work with the 2D creative team to support on storyboarding to ensure nothing is shown to the client that is either unachievable or cost prohibitive.Key Requirements  Passionate about software development & the latest digital technologies Self-motivated A good communicator, able to get ideas across and manage expectations in a non-confrontational manner Positive, creative approach to problem solving a lateral thinker Process discipline - excellent attention to detail, ensuring compliance and correct completion of all activities Good multi-tasker, unflappable.  Good time management, working in an organised fashion, driven to hit deadlines Ability to work flexible hours when necessaryEducation & Experience 2+ years working in a development role Strong knowledge and experience with OO PHP and related technologies JavaScript (inc jQuery), HTML5, CSS (Bootstrap) Database design and integration with MySQL Android Development knowledge; Gradle, Kotlin Strong analytical and problem-solving skillsAn excellent opportunity for an up and coming Web Developer ready to inject vision, enthusiasm and take ownership over the system, ensuring its stability and suitability for the market.Don't miss this one! \"Apply Now\""	"Baldock, UK"	"IT"	"ASAP"	"£25k - £30k per annum"	"Langley James Ltd "	"Dan Blackney "	"JS-JO0000011310"	"05/12/2018 11:31:54"	"http://www.jobserve.com/GlmkM"	NA	NA	NA
"Real World/HTA Statistician - Pharmaceutical"	"GBP"	"London"	"Unspecified"	"Real World/HTA Statistician - Pharmaceutical"	"London - GBP"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"HTA/Outcomes statistician. Global pharmaceutical company, SAS/R, CDISC/SDTM. Method development. LondonYour new companyIs a prestigious global pharmaceutical company with a history of innovation, looking to grow their Real World Evidence and HTA team, by adding several late phase/observational/HTA statisticians to work on a range of projects.Your new roleYou will be supporting a number of studies focused on HTA/Observational & late phase clinical development projects, working closely with clinical colleagues, senior stakeholders and programmers to provide comprehensive expertise, analysis, interpretation, and understanding of data.Major responsibilities will include:Statistical analysis of large real world and late phase trial data sets;Statistical method development and optimisation;Supporting late phase/HTA submission teams on the analysis and interpretation of data;Working on multiple concurrent projects.What you'll need to succeedAs well as a good technical background within statistics, you should have very strong analysis and data interpretation skills and exposure to late phase clinical/observational research and/or HTA submissions.Candidates should have:An MSc (or equivalent experience) within statistics, biostatistics, mathematics, informatics or related discipline. Candidates with higher degrees, ie PhD are preferred;A track record of method development or innovation within statistics/biostatistics;Experience of late phase/observational/real-world research, ideally with knowledge of HTA processes or submissions;A good knowledge of programming languages, such as R or SAS.Candidates with direct experience of the pharmaceutical industry (either from in-house or CRO experience) are preferred, as are those with hands-on experience of CDISC standards, eg SDTM or ADaM.There are several roles available at varying levels, and candidates with less/different experience are also encouraged to apply.What you'll get in returnYou'll get the chance to work for an innovative pharmaceutical company, with a collaborative working atmosphere, working on a range of interesting projects. You'll also get excellent career progression and development and a generous salary and benefits package.Keywords: statistics, biostatistics, SAS, R clinical, trial, development, late, phase, Phase IV, RWE, RWD, real, world, evidence, observational, outcomes, data, HTA, health, technology, assessment, analysis, science, pharmaceutical, CDISC, SDTM, ADaM, submission, interpretation, project, management, London, programmer, method, tool, small, molecule, biologics, research, biology "	"London, UK"	"Science"	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36690997/587525791"	"02/12/2018 11:11:40"	"http://www.jobserve.com/GlEdl"	NA	NA	NA
"Senior Lecturer/Reader in Medical Statistics"	"51630.00 - 58089.00 Annual GBP"	"Bristol"	"Permanent"	"Senior Lecturer/Reader in Medical Statistics"	"Bristol - 51630.00 - 58089.00 Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Senior Lecturer/Reader in Medical Statistics ACAD103686 £51,630 - £58,089 per annum This is an exciting opportunity for an experienced medical statistician with a strong track record in applied clinical trials research to join one of the UK's leading UK Clinical Research Collaboration (UKCRC) registered Clinical Trials Units. The post is at the Senior Lecturer/Reader level but for an exceptional candidate an appointment at the Professorial level may be considered. This post is funded by the University of Bristol as part of a strategic investment in clinical trials. The newly formed Bristol Trials Centre, which comprises the Clinical Trials and Evaluation Unit (CTEU) and the Bristol Randomised Trials Collaboration (BRTC), has a diverse portfolio of trials including studies evaluating hospital-based and community-based interventions, clinical trials of investigational medicinal products (CTIMPs) and non-CTIMPs. Currently, the Centre is running a range of trials in general surgery, cardiac surgery (adults and children), orthopaedic surgery, ophthalmology, emergency medicine, urology, primary care, mental health and public health. The Centre also has a portfolio of cohort studies in cardiovascular and other diseases. Improving the efficiency and quality of trial conduct through the use of innovative IT solutions and greater use of routinely collected data is a key focus. Working with multidisciplinary research teams, you will provide leadership in medical statistics, clinical trial methods and trials methodology and play a role in the development of the Centre. A key strategic objective is to increase the breath and number trials run through the Centre. Another key objective is to complete the harmonisation of working practices as the CTEU and BRTC come together as the Bristol Trials Centre. You will be based in the CTEU.  You are expected to make a significant contribution towards establishing the Centre as an international centre of excellence in clinical trials and translational research, evidenced through an increased research portfolio and publications in high-quality journals. You will also contribute to teaching and administration for the School's postgraduate taught programmes. Supervision of PhD students working on trials methodology topics will be encouraged. You will have a PhD in statistics (or a related quantitative topic) and a track record of high-quality research in trials or trials methodology, with a portfolio of research grants and research outputs in major international journals. We appreciate and value difference, seeking to attract, develop and retain a diverse mix of talented people that will contribute to the overall success of Bristol and help maintain our position as one of the world's leading universities. The closing date for applications is 23:59 on Sunday 16th December 2018."	"Bristol, UK"	"Education"	NA	"51630.00 - 58089.00 Annual GBP"	"University of Bristol"	"University of Bristol"	"JS3573_6816487/587812174"	"02/12/2018 11:05:30"	"http://www.jobserve.com/GlEZN"	NA	NA	NA
"Lead statistician"	""	"London"	"Contract"	"Lead statistician"	"London"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"12 Month contract with opportunities to extend, fully home based.Lead statistician job at leading pharmaceutical companyI am working with a market leading global pharmaceutical company to find multiple lead statisticians to join their expanding team. The role is based in Europe and you can work fully remotely. The job is on an initial 12 month contract with the likelihood of extension and an extremely attractive hourly rate of pay.The company works across the globe and works in multiple therapeutic areas and has had success in all of their areas of focus. The company is constantly striving to grow and improve on their already very successful history, with multiple innovative products in recent years and a very promising pipeline with great potential.Responsibilities: -Serve as an expert in the therapeutic area and provides strategic input by suggesting innovative statistical methods that will help accelerate the development process or market access-You will work with the study lead and other biostatisticians and programmers in the project to ensure that a high quality project is produced-You would work with the submission team to ensure that proper responses are made to any statistical related question from regulatory authorities are delivered in a timely manner-The biostatistics lead for scientific evaluation of in-licensing opportunities -Be proactive and use expertise to solve any problems before they occur and be an outlet to less experienced statisticians to improve their expertise -You will develop and maintain standardisation adheres to GSS across the clinical studies program-Manage and coordinate NDA/MAA submission for the program and ensure they're completed accurately and on timeSkills: -The ability to communicate complex problems or ideas in a non-technical way-Good knowledge in SAS or R programming -Able to coordinate a team of biostatisticians and statistical programmers in the process of a clinical program-Experience with NDA/MMA -Able to pro-actively propose and defend alternative and often innovative study designs and statistical methods. -Good knowledge in visualisation and simulation techniques-7+ (with Ph.D.) to 10+ (with Master's degree) years in biostatistics within the pharmaceutical industry-Familiarity with later Phase studies "	"London, UK"	"Science"	NA	NA	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36474081/592937002"	"04/12/2018 11:53:41"	"http://www.jobserve.com/GlZ3Q"	NA	NA	NA
"Operations Officer (Statistics and Internal Commun..."	"GBP"	"London"	"Permanent"	"Operations Officer (Statistics and Internal Commun..."	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Are you a skilled written communicator? Do you have a passion for statistics? Then we have the perfect role for you!If you're a whizz with Excel, we are looking for someone to prepare weekly and periodic operational statistics to support the senior management team in evaluating performance of our rehoming centres and wider operations team. The ideal candidate will have advanced skills in Excel and be confident with manipulating data.A lover of linguistics, this role also involves preparing weekly internal communications for operational staff. With an exceptional eye for spelling and grammar, and an ability to absorb the organisation's brand values, you will support our colleagues to deliver their messages to rehoming centre staff in a clear and concise way.Interviews will be held 17th and 18th December 2018.Don't forget to let us know why you will be great for this role in your covering letter.To apply for this position, please send your CV and cover letter explaining your interest in and suitability for the role by clicking the APPLY NOW button. "	"London, UK"	"Manufacturing"	NA	"GBP"	"Dogs Trust"	"Dogs Trust"	"JS606271/598785185"	"06/12/2018 11:22:48"	"http://www.jobserve.com/GlxMG"	NA	NA	NA
"Director, Early Phase Statistics"	"GBP"	"London"	"Unspecified"	"Director, Early Phase Statistics"	"London - GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Attractive salary and home basedDirector. Early phase StatisticsThe CompanyWe have partnered with a global pharmaceutical company based in Central London to find a Director for their Early Phase Statistics team on a permanent basis. The team has been created to provide excellence in statistical analyses and we want you to be at the forefront of this team. The company are striving to build on their successful past and believe that this team will be leading their future and ensuring they reach their extremely high potential.The TeamThe team has been formed to provide excellence in statistical analyses, modelling and simulation across the early phases of clinical development. In this role, you will lead the statistical strategy for the support and development of the clinical strategy from FIH through to PO. This role will develop flexible resourcing solutions to allow the expansion of the statistical support within pre-clinical and clinical areas.Responsibilities:You will be guiding the design, analysis and interpretation of preclinical and clinical studies in order to ensure effective decision-making and submissionEnsure the group becomes a centre of excellence for statistical modelling and simulationContributes to the design and analysis of early phases studiesPartner with non-clinical and pre-clinical research, developing strategy for good statistical practice in these areas and driving its implementationProposes, develops and maintains specific operating procedures, working instructions and user guides to ensure that the quality and compliance of Exploratory Statistics activities are kept to a high standardYou will follow up on scientific advances in statistics by regularly monitoring scientific literature, training courses, workshops and regulatory guidance'sWhat you need:You need experience in a leadership position in the pharmaceutical industryBachelors & Master's degree in statistics, programming, computer science or a related fieldExperience in vendor selection and managementExperience in statistics modelling and simulationExtensive knowledge of SASExcellent written and oral Communication skillsWhat you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV."	"London, UK"	"Science"	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36711864/592936631"	"05/12/2018 09:47:54"	"http://www.jobserve.com/Gllcr"	NA	NA	NA
"Principal Statistical Programmer - SAS"	"GBP"	"Berkshire"	"Unspecified"	"Principal Statistical Programmer - SAS"	"Berkshire - GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"We are currently looking for a Principal Statistical Programmer to join a leading company based in the Berkshire area. As the Principal Statistical Programmer you will be responsible for delivering clinical trial projects using SAS programming.KEY DUTIES AND RESPONSIBILITIES:Your duties as the Principal Statistical Programmer will be varied however the key duties and responsibilities are as follows:1. As the Principal Statistical Programmer you will demonstrate your SAS programming expertise through the development of ADaM datasets.2. You will demonstrate leadership skills in the coordination of analysis and reporting activities for statistical programming projects.3. As the Principal Statistical Programmer you will provide input to and develop clinical trial reporting documentation to support the analysis and reporting activities for statistical programming projects.4. You will contribute to departmental initiatives to identify process or tool developments to continuously increase project quality and efficiency.ROLE REQUIREMENTS:To be successful in your application to this exciting opportunity as the Principal Statistical Programmer we are looking to identify the following on your profile and past history:1. As the Principal Statistical Programmer you will have a relevant degree and demonstrable experience in working within a CRO or pharmaceutical industry.2. You will have proven industry experience in SAS and working to CDISC standards.3. As the Principal Statistical Programmer working knowledge and practical experience demonstrating strong leadership skills and have excellent communication skills.Key Words: clinical, trials, CDISC, SDTM, ADAM, data, analysis, statistics, statistician, biostatistician, SAS, program, develop, pharmaceutical, biotechnology, CRO, statistical methods, program, programming.Hyper Recruitment Solutions Ltd (HRS) is an Equal Opportunities employer who are certified by Investors in People for our talent development. We welcome applications for any applicant who fulfil the role requirements for this position. HRS is a company exclusively supporting the science and technology sectors, and is made up of a collaboration of recruitment processionals and scientists. We look forward to helping you with your next career moves. "	"Berkshire, UK"	"Science"	NA	"GBP"	"Hyper Recruitment Solutions Ltd"	"Hyper Recruitment Solutions Ltd"	"JS3561_36535647/567809694"	"05/12/2018 11:16:35"	"http://www.jobserve.com/Glmbv"	NA	NA	NA
"Senior Epidemiologist/Observational Researcher"	"GBP"	"London"	"Contract"	"Senior Epidemiologist/Observational Researcher"	"London - GBP"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Epidemiology/observational research scientist for global pharmaceutical company in London, 1 year contractYour new companyIs a leading global pharmaceutical company in London looking to bring in an experienced scientist/epidemiologist to their observational research & epidemiology department to work on Pan-European trials across multiple therapy areas.This client has an excellent market reputation and a track record of innovation within this area.Your new roleYou will be joining an extensive team of epidemiologists, statisticians, programmers, and outcomes researchers to design, manage and analyse large scale prospective and retrospective studies across European populations.Major responsibilities will include:Designing and managing observational studies to analyse observational data, eg from literature reviews, EMRs, physician surveys, etc. Working on both prospective and retrospective Pan-European studiesCarrying out literature reviewsAnalysing in-house and other medical databasesWriting protocols/SOPs and statistical analysis plansGuiding trial analysis, including working closely with programmers,Analysing results, and using the data to write reports & publicationsWorking closely with stakeholders in health economics/HTA, outcomes research, market access and medical departmentsProviding insight and analysis for the assessment of medicines, eg for efficacy studies or pricing & reimbursement dossiers.This is initially a 12 month contract, with the possibility of extension.What you'll need to succeedAlongside excellent communication and organisational skills, you should have:A BSc/MSc (or equivalent experience) in epidemiology, statistics, health economics, mathematics or a related subject. Higher degrees, ie PhD are preferred for this position;A track record of working on observational/epidemiological/Phase IV studies;Very strong statistics/epidemiology skills;A track record of working with large clinical/medical data sets;Experience of designing large epidemiology/outcomes/medical record studies;A publication record within observational research/epidemiology.Candidates with direct experience of working for the pharmaceutical or CRO industry are at an advantage for this position.What you'll get in returnThe chance to work on a number of exciting projects, in an innovative team with a highly collaborative working atmosphere, and a very generous pay rate.Keywords: epidemiology, epidemiologist, observational, research, scientist, science, statistics, statistician, programmer, programming, real, world, evidence, outcomes, RWE, data, SAS, R, genetic, population, clinical, trial, study, studies, literature, review, insight, treatment, EMR, medical, record, pharmaceutical, disease, therapy "	"London, UK"	"Science"	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36751287/593017025"	"04/12/2018 11:54:08"	"http://www.jobserve.com/GlZ3m"	NA	NA	NA
