"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Digital Media Executive"	"28k Annual 00 GBP"	"City, London"	"Unspecified"	"Digital Media Executive"	"City, London - 28k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Are you a recent graduate looking for an amazing opportunity? Want to work for an exciting online advertising company? Seeking a successful career in digital media? Then you might the Digital Media Executive that our client is looking for! Being a company that has rapidly grown and expanded worldwide; this role will provide incredible experience and skills for you. We are searching for a driven Digital Media Executive who will work with the Publisher Services team to focus on the planning and buying of digital media advertising campaigns while providing a top client service to the company's associates. Digital Media Executiveresponsibilities: Coordinating with teams worldwide daily to meet client needsAssisting the Publisher team in resolving all issues with sites and campaignsLiaise with domestic and global publishers with delivery and requests for the campaignsManaging inventory and making sure media campaigns are deliveredDeliver consumer statistics supportDigital Media Executiverequirements: A graduate with at least 12 months experience in Advertising TechnologyKnowledge of the digital media industryHighly organised and time-efficientExperienced with Microsoft OfficeBrilliant skills in writing and communicationIf you are a highly attentive individual who can work well in a high-pressure environment and has the ability to solve creative problems then you could be the next Digital Media Executive that we are looking for! Job Title: Digital Media ExecutiveLocation: Central LondonSalary:£23,000 - £28,000 "	"City, London, UK"	"Media"	NA	"28k Annual 00 GBP"	"Francis Consultancy"	"Francis Consultancy"	"JS3561_36473238/589178719"	"06/12/2018 07:04:04"	"http://www.jobserve.com/GlvGN"	"Graduate"	NA	NA
"Research Lay Member"	"GBP"	"United Kingdom"	"Permanent"	"Research Lay Member"	"United Kingdom - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Interested in ethical debate? Interested in health research? Would you enjoy promoting good ethical research by joining an NHS Research Ethics Committee (REC)? As a member of a REC you will review health research applications to ensure the safety and wellbeing of research participants and the public. Training will be provided and you will need to commit to attend at least 6 full REC meetings per year  We are keen to receive applications from lay' people from a variety of backgrounds and experiences who have an interest in health research and ethics but do not work in the NHS. This is a voluntary role but travel and training expenses are paid. As a REC member you will gain:  * increased knowledge in research methodology and statistics;  * a better understanding of research ethics and relevant legislation * committee skills * access to HRA member training events Practical considerations: Before applying you will need to consider whether you can commit to: * attending full REC meetings on a monthly basis (there is a maximum of 10 meetings a year and you will need to be able to attend a minimum of six). Meetings last about four to five hours and require five to six hours of reading in preparation. In most cases, we will be able to find you a REC that is local to you to help minimise travel. Any travel costs will be reimbursed in line with the HRA committee members reimbursement of expenses guidance; * undertaking sub-committee work in addition to full REC meetings (approximately two to three times a year) requiring approximately two hours reading for each subcommittee meeting; * reviewing research applications electronically through our Members' Portal or email; and * undertaking induction training within your first six months of appointment, equality and diversity training within your first year of appointment and then complete a minimum of five hours training related to research ethics for each of your remaining years as a REC member. INTERESTED - Please click on APPLY "	"United Kingdom"	"Healthcare"	NA	"GBP"	"Health and care research"	"Health and care research"	"JS5355_268999/586948193"	"05/12/2018 12:58:40"	"http://www.jobserve.com/GlnKt"	NA	NA	NA
"Marine Technician"	"40k Annual "	"London"	"Unspecified"	"Marine Technician"	"London - 40k Annual "	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"This is a newly created role within a well established and extremely highly regarded Marine department of a Lloyd's Broker, which will sit within a small existing team. The role will ideally suit someone with a wide range of Marine support experience ideally across all classes within Marine to include: Making payment to XIS using XMP/repository under terms of trade and reconciling accounts, keeping accurate recordsProducing documentation including cover notes, debit notes, slips, endorsements, letters and correspondence, premium and claims statisticsSetting up files ensuring all relevant documentation includedChasing and monitoring premiums, including warranties, under terms of trade through liaison with Finance team and ClientsDiarising, tracking and chasing subjectivities, surveys and application formsDealing with queries from Brokers and clients and escalating where appropriate to ensure timely resolutionThis is a strong, specialist team with a worldwide portfolio and excellent reputation. If you would be interested in joining their team and are able to demonstrate exceptional client servicing/delivery skills, then we would like to hear from you "	"London, UK"	"Finance"	NA	"40k Annual "	"AMC Insurance Appointments Ltd"	"AMC Insurance Appointments Ltd"	"JS3561_36353634/574781683"	"05/12/2018 10:52:47"	"http://www.jobserve.com/GlmLt"	NA	NA	NA
"Digital Campaign Executive"	"28k Annual 00 GBP"	"City, London"	"Unspecified"	"Digital Campaign Executive"	"City, London - 28k Annual 00 GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Digital Campaign Executive  Are you a graduate looking for an amazing opportunity? Want to work for an exciting online advertising company? Seeking a successful career in digital media? Then you might the Digital Campaign Executive that our client is looking for! Being a company that has rapidly grown and expanded worldwide; this role will provide incredible experience and skills for you. We are searching for a driven Digital Campaign Executive who will work with the Publisher Services team to focus on the planning and buying of digital media advertising campaigns while providing a top client service to the company's associates. Digital Campaign Executive responsibilities: Coordinating with teams worldwide daily to meet client needsAssisting the Publisher team in resolving all issues with sites and campaignsLiaise with domestic and global publishers with delivery and requests for the campaignsManaging inventory and making sure media campaigns are deliveredDeliver consumer statistics supportDigital Campaign Executive requirements: A graduate with at least 12 months experience in Advertising TechnologyKnowledge of the digital media industryHighly organised and time-efficientExperienced with Microsoft OfficeBrilliant skills in writing and communicationIf you are a highly attentive individual who can work well in a high-pressure environment and has the ability to solve creative problems then you could be the next Digital Campaign Executive that we are looking for! Job Title: Digital Campaign ExecutiveLocation: Central LondonSalary:£24,000 - £28,000 + exc bonus "	"City, London, UK"	"Media"	NA	"28k Annual 00 GBP"	"Francis Consultancy"	"Francis Consultancy"	"JS3561_36496513/596910445"	"05/12/2018 10:49:28"	"http://www.jobserve.com/GlmIy"	"Graduate"	NA	NA
"Pharmacovigilance Lead Physician"	"GBP"	"Oxfordshire"	"Unspecified"	"Pharmacovigilance Lead Physician"	"Oxfordshire - GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"*Pharmacovigilance Lead Physician - Oxfordshire - 6 month contract*My client a top Pharmaceutical company has an excellent opportunity for a Pharmacovigilance Lead Physician to join their team within Oncology.Within this role you will support developmental programs, including both early and late stage development as required. You will be responsible for the oversight of signal detection and risk management activities, together with global safety lead responsibly as appropriate.To be considered for this role you will be a GMC registered Physician with a high level of experience in Pharmacovigilance, Clinical research or Clinical development. You will have excellent knowledge of principles of epidemiology and statistics and clinical experience with patients following post-graduate training with significant knowledge of general medicine. Excellent analytical skills and ability to make high level decisions are a must.Before you apply for this position it is vital that you are in possession of an EU or UK passport or relevant visa to work without restrictions in the UK.To apply for this position or if you want to discuss other roles that we are working on, please do not hesitate to contact Roberta Atkins onKeywords: Director, \"Pharma\", \"Pharmacovigilance\", \"Epidemiology\", \"statistics\", \"PV Physician\", \"Drug Safety physician\", \"GMC\", Medical, \"Medical Director\", Pharmacovigilance, \"Medical Director Pharmacovigilance\", PV, Oncology, physician, GSL, global, pharmaceuticals, biotechnology, clinical, strategy, \"clinical safety\", \"drug safety\", \"Oxford\" "	"Oxfordshire, UK"	"Science"	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36759157/597209423"	"05/12/2018 09:34:23"	"http://www.jobserve.com/GllNe"	"Graduate"	NA	NA
"Clerical/Admin Officer"	"£9 Per Hour"	"North Shields, Tyne And Wear"	"Contract"	"Clerical/Admin Officer"	"North Shields, Tyne And Wear - £9 Per Hour"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Are you looking for a new, exciting Admin opportunity? Do you have excellent IT skills and a background in data entry? We are thrilled to support our public sector organisation in North Shields you'll be an essential part of a small, dedicated and friendly data processing team.Contract: Temporary, expected until end of February 2019.Location: North Shields Hours: Monday to Friday 9 - 5, 37 hours a week.Pay Rate: £9 p/hThis role is to work within an established public sector organisation based at North Shields. This is an involved Admin Officer role concentrating primarily on data entry. If successful, your responsibilities will include the following: - Covering general admin tasks, such as filing, photocopying, email correspondence etc.- Strong knowledge and understanding of Microsoft Office packages (Word and Excel) - Inputting figures and statistics from paper and electronic forms- Data entry into databases- Using in house systems to input data- Training provided on in house systems- Working in busy environment As the ideal candidate, you will:-Possess excellent IT skills, including proficiency with the Microsoft packages, in particular Word, Excel and Outlook-Be a skilled communicator, confident communicating internally and externally-Possess a keen eye for detail with a high level of accuracyThis is a full time temporary role, currently expected to last until the end of February 2019. If you think you have the skills and knowledge to fulfil this role, please do not hesitate to submit your online application. We are looking for the correct candidate to start ASAP and welcome your applications. "	"North Shields, Tyne And Wear, UK"	"Office and Admin"	NA	"£9 Per Hour"	"Brook Street"	"Brook Street"	"JS8530352/586923659"	"03/12/2018 16:28:37"	"http://www.jobserve.com/GlRWG"	"Public Sector"	NA	NA
"Senior Technical Pricing Analyst - Non-life"	""	"United Kingdom"	"Permanent"	"Senior Technical Pricing Analyst - Non-life"	"United Kingdom"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major insurer is seeking a part-qualified GI actuary to undertake analyses and support projects that improve the understanding of claims and fees cost drivers across Lines of Business, thereby informing appropriate changes to quoted prices and account profitability assessments.In this key role, you will contribute to the development of appropriate management information systems for pricing.You will also contribute to the specification, development and testing cycles for deployment of rates whilst considering the impact on customers of pricing actions, acting to avoid any unfair treatment.In addition, you will provide technical underwriting and pricing guidance to assist the business in achieving its plans and in support of operational areas.With a detailed understanding of appropriate statistical techniques for insurance risk analysis and demand pricing, the successful candidate will possess familiarity with personal lines products and financial processes.Experience in the use of statistics tools like R, SAS, Emblem or similar also required. Experience in the use of Python desirable."	"United Kingdom"	"Finance"	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4769/593978651"	"03/12/2018 14:14:14"	"http://www.jobserve.com/GlPwr"	NA	NA	NA
"Head of Operations - Legal"	"£60k - £75K"	"Liverpool"	"Unspecified"	"Head of Operations - Legal"	"Liverpool - £60k - £75K"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"HEAD OF OPERATION - LEGAL SECTOR LIVERPOOL £60k - £75K Our client offers a full suite of legal services and is comprised of two ABS Law firms. From Costs Drafting and recovery, litigation funding provision, claims management operations, claims handling services, IT services to the insurance industry and Sports management business Due to further growth they have an exciting opportunity for an Head of Operations to ensure an appropriate programme is developed and implemented that will achieve the business's operational objectives. To oversee customer service departments and ensure they are meeting customer satisfaction goals. Duties:- Drive business growth by developing a proactive action planProduce and deliver against an agreed plan and budgetEnsuring the company has the correct level of skills to growMonitor and review processes to ensure the customers receive the best serviceImplement measure to provide motivation for employeesPrepare reports and budgetsImplement quality management and regulatory compliance strategiesReview customer reviews and customer related statistics.Person:- Educated to degree level or equivalent.Successful working experience in operational management.In depth industry knowledge.Skills:-People management Team workingCommercial business awarenessCommunication skillsProfessionalCreativityMotivatingLeadershipPlanning and co-ordinationFlexibilityCommitmentIntegrityInfluencingNegotiating"	"Liverpool, UK"	"Legal"	NA	"£60k - £75K"	"Purchasing Professionals"	"Purchasing Professionals"	"JS3561_36610721/575957597"	"03/12/2018 08:06:22"	"http://www.jobserve.com/GlKv2"	NA	NA	NA
"Account Co-ordinator - Business Travel Sector"	"Up to £25k "	"London"	"Permanent"	"Account Co-ordinator - Business Travel Sector"	"London - Up to £25k "	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Account Co-ordinator - Business Travel Sector, London, Up to £25kOur client is a mid size Travel Management agency with international offices. Due to growth they are looking for an Account Co-ordinator to support the Business Travel Account Management team.  The responsibilities of the Account Co-ordinator are as follows: To manage a portfolio of approximate 50 small clients, making regular calls and acting as point of contact as required.To assist the AM team with management information reporting and statistics.To provide administrative support to the AM team, which will include extensive use of Salesforce ensuring that all information is kept up-to date.To assist in dealing with complaints and resolving to a satisfactory conclusion.To help arrange client functions, promotional events and familiarisation trips and to attend/escort when necessaryThe skills required for the Account Co-ordinator role is as follows:- At least 1 years travel industry experienceExperience of working with commercial agreements, RFP's would be desirablePassion for travelAbility to build relationships, and negotiateExcellent written and verbal communication skills as role is client facing and will also involve interaction with all departments of the companyProficient knowledge of Microsoft Office, particularly ExcelTo demonstrate a flexible approach to the work and functions of the post and to use flair and initiative when problem solving.To prioritise workloads working to deadlines and reaching targets where specified."	"London, UK"	"Sales and Marketing, Tourism"	NA	"Up to £25k "	"Prospects 4 Corporate Travel"	"Prospects 4 Corporate Travel"	"JS3561_36463641/587507147"	"03/12/2018 07:52:11"	"http://www.jobserve.com/GlKgm"	NA	NA	NA
"IEU Research Associate/Senior Research Associate in Epidemiology"	"33199.00 - 37345.00 Annual (Grade I) 37,345 - 42,036 (Grade J) GBP"	"Bristol"	"Permanent"	"IEU Research Associate/Senior Research Associate in Epidemiology"	"Bristol - 33199.00 - 37345.00 Annual (Grade I) 37,345 - 42,036 (Grade J) GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"We are seeking a postdoctoral researcher to work on an exciting research project exploring risk factors and potential intervention targets for chronic kidney disease progression. The research will employ causal inference methods, including Mendelian randomization, to analyse large genome-wide association and proteomic datasets. The successful candidate will join a vibrant interdisciplinary research environment in the MRC Integrative Epidemiology Unit (Director Prof George Davey Smith), as part of a MRC Stratified Medicine project (led by Prof Moin Saleem). The postholder will have the opportunity to develop their own research ideas within the programme, contribute to teaching and postgraduate training and will be supported in their career progression. They will also have access to a range of training opportunities to build their expertise in epidemiology, genetics and data science.  Who we are looking for: You will have a strong background in epidemiology, statistical genetics, applied statistics or data science, with experience working with large biomedical/health datasets. Ideally you will have expertise using R for statistical analyses, and knowledge and/or experience of Mendelian randomization methods. The successful applicant will be based within the MRC Integrative Epidemiology Unit (IEU) in the Bristol Medical School, at the University of Bristol, but there may also be an opportunity to spend some time visiting academic and/or industrial collaborators in the US. The deadline for applications is 11.59pm on Thursday 6th December 2018. The University is committed to creating and sustaining a fully inclusive culture. We welcome applicants from all backgrounds and communities.  "	"Bristol, UK"	"Education"	NA	"33199.00 - 37345.00 Annual (Grade I) 37,345 - 42,036 (Grade J) GBP"	"University of Bristol"	"University of Bristol"	"JS3573_6808721/572453702"	"02/12/2018 11:08:38"	"http://www.jobserve.com/GlEbc"	"Graduate"	NA	NA
"Human Resources Coordinator"	"GBP"	"London"	"Permanent"	"Human Resources Coordinator"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"*Human Resources is responsible for providing anideal work environment and personalised colleague experience. Inaddition the Team cooperates closely with the all teams ensuring that the guestand colleague preferences are noted and utilised to provide guests andcolleagues with the overall stay that reflects their particular needs.Being the first point of contact for the department,receiving external visitors and colleagues and handling all day to day queries. Attending meetings and take minutes; Responsible for the colleagues employment journey, from preparing Starter pack to leaver documents Preparing colleague communication, via monthly newsletters, posters, electronic and social media Organizing our colleague's social events to celebrate their successes through our Churchillian Parties, dinners and meetings Building good communication with all the departments and providing help and support to the HR team as required Maintaining and updating Human Resources systems Checking colleagues eligibility to work Responsible for the preparation of monthly statistics, including the Headcount Assist in preparing and running the Colleagues Engagement Survey Prepare monthly colleagues related cards and gifts, All office administrational tasks related ie distributing mail, ordering of stationary, filing etc. Prepare monthly colleagues service award Assist the UK Learning Manager and HR Officer with the organisation of the Learning Room To report for duty punctually wearing the correct uniform and name badge. To maintain a high standard of personal appearance and hygiene and adhere to the hotel and department grooming standards. To provide friendly, courteous and professional service at all times. To maintain good working relationships with your colleagues and all other departments. To actively participate in Hyatt Thrive activities. To be familiar with the Hotel's short term and long term promotions. To establish rapport with guests, providing guest recognition and good customer relations. To attend training sessions and meetings as and when required. To read the hotel's Colleague Handbook and have an understanding of and adhere to the hotel's rules and regulations. To be flexible in your job function and perform any other reasonable duties and responsibilities which may be assigned to you, including redeployment to other departments/areas if required, in order to meet business demands and guest service needs. The ideal candidate for this role should have worked in a high-volumeenvironment with relevant Human Resources experience, preferably gained inhospitality. The ideal candidate should have had exposure to administration tasksrelating to new starters, payroll processing systems, along with a methodicaland attention orientated approach to their daily tasks and work.CIPD membership or working towards it would be an added advantage.  "	"London, UK"	"HR"	NA	"GBP"	"Hyatt Regency London - The Churchill"	"Hyatt Regency London - The Churchill"	"JS5431_604413/587633895"	"01/12/2018 11:09:45"	"http://www.jobserve.com/Gkz0H"	NA	NA	NA
"Community Safety Support Officer"	"GBP"	"South East"	"Permanent"	"Community Safety Support Officer"	"South East - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Community Safety Support OfficerEast Herts is consistently rated as amongst the best areas in the country to live, with excellent schools and healthcare, a huge array of green space, beautiful waterways, unique market towns and picturesque villages. We also enjoy high levels of employment and a diverse local economy.Whatever their role, everyone contributes to delivering great services to our local community. Our vision is to preserve the unique character of East Herts and ensure it remains one of the best places to live and work. To accomplish this, our focus is to improve the health and wellbeing of our communities, enhance the quality of people's lives and enable a flourishing local economy.Our team is at the very heart of our council - we recognise that together with our elected members, we make the difference to our local communities. We are dedicated to staff development and individual success within a team framework. To help our staff deliver, we provide a supportive work environment, development opportunities and work to help everyone achieve their potential, whilst enjoying a positive work-life balance.Position: Community Safety Support OfficerLocation: Wallfields, Hertford although some travel may be requiredJob type: Full Time, PermanentHours: 37 hours per weekSalary: £21,138 to £26,060 per annumBenefits: A variety of flexible working options available, including part-time working, job share, compressed hours and home working. Flexi-time scheme. Local Government pension scheme. Generous annual leave. A range of discounts including high street retailers and local leisure centres.Closing date is: 16th December 2018 at 23:00.About the role:An opportunity for a highly driven Community Safety Support Officer has become available to work at Wallfields, Pegs Lane, Hertford as part of the Community Safety team. This is an exciting time for you to join us to work as part of the team who take responsibility for developing strategies and work operationally to reduce crime and disorder across the district.Responsibilities:- Providing a service to record and monitor enquiries, issues and reports of ASB coming into the Community Safety Service, including the production of performance statistics and where appropriate make revisions in procedures- Administrate meetings for the Service, including organising attendance and room bookings, take minutes/notes, ensuring actions are accurately recorded and appropriate documentation is circulated- Monitor performance against objectives and targets in relation to the Community Safety Partnership strategy and action plans- Ensure that the Council's policies and procedures relating to data protection and data exchange are met and that the partnership data sharing protocols are observed- Manage, promote and administrate the safety advisory group and coordinate its public events calendar for partnership use- Facilitate requests for advice and guidance about events and road closures under the Town Police Clauses Act (1947) as appropriate- Ensure that notifications about large public events and road closures are dealt with according to policy and procedure- Create databases, maintain and analyse statistical other information relating to crimeAbout you:- Ability to deal diplomatically and constructively with colleagues and external customers- Have effective communication skills that include meeting customers and clients, dealing with queries and to have the ability to respond in writing and verbally, both face to face or whilst on a telephone- Evidence of effective planning, prioritising and workload management- Attention to detail, thorough and methodical- Knowledge of community safety desirable but not essentialEHC is an equal opportunity employer committed to embracing a diverse and inclusive work environment. We aim to attract and retain the best people regardless of their gender, marital/parental status, ethnic origin, nationality, age, background, disability, sexual orientation and gender identity.You may have experience of the following: Community Safety Support Officer, Customer Service, Community Support, Community Safety, Customer Support, Community Liaison, Local Authority, Public Sector, Local Government, Administrator, Project Assistant, Administration, Project Support etc "	"South East, UK"	"Military"	NA	"GBP"	"East Herts Council"	"East Herts Council"	"JS608578/598783930"	"06/12/2018 11:23:45"	"http://www.jobserve.com/GlxMn"	NA	NA	NA
"Qualified Accountant - Business Partner"	"GBP"	"London"	"Permanent"	"Qualified Accountant - Business Partner"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Leading National CharityLondonSalary - £36,000 to £46,000 per annumThis is an exciting opportunity for a newly qualified accountant to join a leading UK charity as they embark on a new programme of business transformation and change. This is an excellent opportunity for a newly qualified accountant to FastTrack their progression in to a business partnering role. This charity are well known and highly regarded within the industry for their work over the past decade. The successful candidate will be overseeing a notably broad and challenging remit, taking a leading role in the finance team, managing two staff and reporting directly to the Head of Finance.The main responsibilities of the role:Focused predominately on 'business partnering' and analysis, but also taking a lead role with regard to statutory reporting during year end (April-June)The preparation of the trial balance and the statutory accounts for our Lottery-distribution activities.Oversee the payroll function, including the preparation of a salary budget and maintain the staff complement and staffing statisticsActing as the first point of contact for statistical information within Finance and the rest of the organisationTo ensure the timely payment of duly authorised grants including transmission of approved paymentsThe ideal candidate will be:A fully qualified accountant (or finalist level) CCAB or any equivalentCompetent in using excel spreadsheetsStrong communication skills and the ability to engage and influence a wide range of finance and non-finance stakeholdersA self starter who is able to think on their feet and react quickly to situationsKeen and able to take on a broad, challenging role in a newly structured teamBenefits:Annual leave of 26 days, rising to 31 days after 5 years' reckonable serviceCycle to work schemeBenenden HealthcareCivil Service Pension "	"London, UK"	"Military"	NA	"GBP"	"Allen Lane Financial Recruitment"	"Allen Lane Financial Recruitment"	"JS608110/598784302"	"06/12/2018 11:23:13"	"http://www.jobserve.com/GlxMS"	NA	NA	NA
"Head of Programme Office & Business Assurance"	"GBP"	"London"	"Permanent"	"Head of Programme Office & Business Assurance"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Immigration Enforcement has overall responsibility for the removal of Foreign National Offenders (FNOs) and works with the Ministry of Justice, the National Offender Management Service, the Foreign and Commonwealth Office and the Police to expedite the removal of FNOs. Criminal Casework's (CC) objective is to protect the public by deporting or removing FNOs who commit criminal offences, where legislation permits, and to actively monitor and manage FNOs released into the community pending deportation. We do this by rigorously pursuing deportation against foreign offenders who have committed criminal offences, managing each case through the legal process, negotiating barriers and ensuring that the use of immigration detention is appropriate. As Head of Programme Office & Business Assurance, you will lead on strategy, transformation, planning, risk and assurance and your role will include:  Lead the Programme Management Office team to ensure that appropriate governance is in place deliver the agreed outcomes and benefits of CC Transformation projects and the wider IE/Home Office Transformation programme;  Establish and operate controls to report on project progress to appropriate bodies; and manage business assurance processes to a high degree of buy-in across CC;  Consolidate the processes and standards for managing and mitigating risks and issues across CC, including critical incident groups;  Lead on business change and continuous improvement activity and the creation of business change products to prepare CC for the impact of changes being delivered by Transformation projects and initiatives (including a change network);  Act as CC Single Point of Contact for ICIBI inspections; IE Assurance and Risk Team reviews; HMCIP inspection reports of prisons and IRCs; Government Internal Audit Agency audits - working with thematic leads to monitor and report progress against related action plans, and supporting progress against the FNO Action Plan;  Lead as Data Protection Practitioner for CC reporting to Home Office Data Protection Officer; and as lead for Business Continuity across CC;  Lead the Data Analysis and Management Information Team to produce accurate statistics, data for Transparency Data and regular CC performance reports to inform strategic planning in casework teams; and to drive improvements in Data Quality across CC;  Ensure appropriate systems are in place to support the delivery of effective command meetings, including the quarterly Business Improvement Boards, and other regular boards eg the HO/HMPPS bilateral performance management board; and oversee CC's Outreach Programme. This is not an exhaustive list of duties and you will be required to undertake other activities. In addition, you will work collaboratively with the SMT delivering transformation and embedding a culture of innovation and continuous improvement in all aspects of the role, utilising data, management information and digital solutions to drive the business forward. You will deploy staff flexibly to deliver priority and urgent work, effectively managing risk in all that you do. You will be an approachable and visible leader, who will support and implement the CC people strategy, developing our people and driving up staff engagement. You will be asked to provide cover for other ADs/DDs on matters such as detention reviews and release referrals; and in line with other parts of IE, on a rotational basis, you will be asked to provide on-call weekend (Friday evening to Monday morning) cover for CC. Desirable skills:  Agile practitioner qualification.  Chartered Institute of Internal Audit: Assurance and Risk level 6 qualified.  Management of Risk practitioner qualification.  Data Protection practitioner. Person specificationEssential skills:  Programme and Project Management: experience in a project leadership role (as a project officer on a small to medium project, or as a work stream leader on a large project).  An inspiring and motivational leader with excellent communication and influencing skills, who builds strong teams with 'can do' capability.  Experience of managing, and learning from, change and continuous improvement.  Working effectively as part of a senior management team. CompetenciesWe'll assess you against these competencies during the selection process:Seeing the big picture Delivering at pace Collaborating and partnering Leading and communicating Changing and improving  Civil Service Competency Framework BenefitsPensionsCivil Service pension schemes may be available for successful candidates.Things you need to knowSecuritySuccessful candidates must meet the security requirements before they can be appointed. The level of security needed is counter-terrorist check .Nationality statementCandidates will be subject to UK immigration requirements as well as Civil Service nationality rules .If you're applying for a role requiring security clearance please be aware that foreign or dual nationality is not an automatic bar. However certain posts may have restrictions which could affect those who do not have sole British nationality or who have personal connections with certain countries outside the UK.Selection process detailsThis vacancy is using the Civil Service Competency Framework . Guidance on writing competency examples is available: A brief guide to competencies A sift on the lead competency, seeing the big picture, will be used to determine who is invited to interview, if a large number of application are received. If your application progresses to a full sift, all competences will then be considered. Feedback will only be provided if you attend an interview or assessment.Nationality requirementsOpen to UK, Commonwealth and European Economic Area (EEA) and certain non EEA nationals. Further information on whether you are able to apply is available here .Working for the Civil ServiceThe Civil Service Code sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles .The Civil Service embraces diversity and promotes equality of opportunity. There is a guaranteed interview scheme (GIS) for candidates with disabilities who meet the minimum selection criteria."	"London, UK"	"Consulting"	NA	"GBP"	"Home Office"	"Home Office"	"JS1611917/598810690"	"06/12/2018 11:19:34"	"http://www.jobserve.com/GlxKd"	NA	NA	NA
"CRM Analyst"	"GBP"	"Rugby, Warwickshire"	"Permanent"	"CRM Analyst"	"Rugby, Warwickshire - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"The Company: A wonderful global development charity are looking for a CRM Analyst with a strong data insight background.The Role: You will be responsible for leading and developing the insight team to help shape the direction of different fundraising channels. Utilising the data from CRM, you will work with communications colleagues to provide results, make suggestions and recommendations on campaigns and customer segments to deliver successful results across many different donor groups.Key responsibilities:Develop and implement CRM strategies for the regionCreate clear customer journey's using test and learn methodologyProfile and segment customers to gain a detailed understandingDeep-dive analysis to draw insight from dataUse of SQL in an analytical contextSPSS software experience and advanced MS Excel skillsPost campaign analysisTeam managementThe Candidate: To be considered for this CRM Analyst role you will have previously worked in a data role where you have worked with a large database and been involved in segmentation and analysis of campaigns to drive and deliver an excellent experience for donors. You will be degree educated ideally with a maths/statistics focus and have advanced knowledge of MS Excel. You will also have used SQL and SPSS in an analytical environment. You must understand GDPR regulations and ideally have worked within a fundraising or not for profit business. You must have managed a team previously.As well as a salary of circa £45,000, the company offer some great benefits as well as a fantastic family-friendly working environment where the opportunity to work two days per week at home is encouraged.This CRM Analyst role is commutable from Coventry, Leamington Spa, Rugby, DaventryThis CRM Analyst role would also suit; CRM Specialist, Database Manager, Data & Insight Manager, Insight ManagerInterviews to be held in December for an offer to be made before Christmas.BSMSA43518CRM Analyst, Rugby, circa £45,000 "	"Rugby, Warwickshire, UK"	"Community"	NA	"GBP"	"Blue Skies Marketing Recruitment"	"Blue Skies Marketing Recruitment"	"JS15645233/598611854"	"06/12/2018 09:04:56"	"http://www.jobserve.com/GlwXP"	NA	NA	NA
