"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Teacher - Business"	"College support staff pay scale GBP"	"Henley-on-thames, Oxfordshire"	"Permanent"	"Teacher - Business"	"Henley-on-thames, Oxfordshire - College support staff pay scale GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"PROFESSIONAL DUTIES (in line with the Sixth Form Colleges Association contract) To carry out your duties under the reasonable direction of the College Principal.  Teaching  planning and preparing learning material for courses and lessons; teaching, according to their educational needs and awarding body requirements, the students assigned to you including the setting and marking and assessment of work to be carried out by the student in college and elsewhere; assessing, recording and reporting on the development, progress and attainment of students in each case having regard to the curriculum for the college; Internal moderation and moderation of assessed work; Ensure the continuous improvement of retention and achievement on learner programmes. Other Activities promoting the general progress and well-being of individual students and of any class or group of students assigned to you; providing guidance and advice to students on educational and social matters and on their further education and future careers, including information about sources of more expert advice on specific questions; making relevant records and reports; making records of and reports on the personal and social needs of students; communicating and consulting with the parents of students; communicating and co-operating with persons or bodies outside the college; participating in meetings arranged for any of the purposes described above; contributing to the College marketing activities; to assist with the recruitment of new students; Adherence to College policies and procedures. GENERAL RESPONSIBILITIES    To identify personal and professional staff development needs to meet the College's Strategic and Operational Plan. To ensure continuous professional development (CPD) requirements as specified by the College and that may be identified during College processes, for example Appraisal. To participate in the College Appraisal Scheme. To be responsible for ensuring that the duties and responsibilities detailed in the College Health and Safety Policy are adhered to and carried out. To maintain awareness of the requirements of the College Health and Safety Policy. To read and apply the College Safeguarding procedures and to ensure that the duties and responsibilities detailed in the College Safeguarding Policy are adhered to and carried out. To read the College Single Equality Scheme and to act in accordance with statutory obligations under the equality duties and in compliance with current Equality and Diversity legislation. To ensure adherence to the College Data Protection Policy. To work to the College quality standards and systems within the context of the College quality systems. To undertake such other duties and responsibilities as are appropriate to this level of post. THE PERSON    Essential skills and characteristics  A relevant Degree or equivalent professional qualification Teaching qualification (or working towards a full teaching qualification) Evidence of continuing professional development Teaching experience (or relevant professional work experience) including knowledge and experience of the specified subject area(s) Experience of using a range of differentiated and creative teaching strategies and resources Experience of developing course material Commitment to active and student-centred learning A commitment to raising standards for all learners in order for students to achieve their full potential and overall achieve better than average progress from their starting point Commitment to keeping up-to-date with educational developments affecting the work of the College and the subject/course areas covered by the post Energy, enthusiasm and the ability to communicate effectively with students and staff Well-developed organisational skills The willingness and ability to work collaboratively with a committed team of teachers and support staff Effective ICT skills A commitment to Equal Opportunities and Diversity A commitment to safeguarding and promoting the welfare of students "	"Henley-on-thames, Oxfordshire, UK"	"Education"	NA	"College support staff pay scale GBP"	"The Henley College"	"The Henley College"	"JS4513_68436/587652790"	"07/12/2018 09:09:13"	"http://www.jobserve.com/Gl2oo"	NA
"Teacher in SEN and Behaviour"	"GBP"	"Dorset"	"Permanent"	"Teacher in SEN and Behaviour"	"Dorset - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Teaching Personnel are currently recruiting motivated and diverse Teachers, Teaching Assistants, and Cover Supervisors to work in our SEN schools in the Dorset region. From Bridport to Bournemouth, our schools all over Dorset cater for any of your teaching requirements or aspirations. There are positions for classroom staff and one to one teaching outside of the classroom if thats what suits you best. As a member of staff in these educational environments you will required to be very engaging and reliable. Work is set by class teachers and supporting teaching assistants will be supporting pupils with tasks set. Successful Candidates will need to be consistently positive and professional in the role which can be challenging at times. Personal Skills, abilities and experience will be used to place you in the most appropriate and suitable school for you.Pay Rates for these positions range from; £9ph for Teaching Assistants, £100 - £130 per day for Teachers & £60 - £80 per day for Cover Supervisors.Working Hours on average start at 08:00-08:30am and finish at 3:30-4:00pm, subject to school and role.Experience working in a school or SEN school IS NOT required. We also think outside the box, so if you have experience in youth work, one to one tutoring, sports coaching, Custodial Service and Residential Care don't hesitate to get in touch. We have Full time, Part time and ad-hoc hours available. Locations, distances and hours of work are found in accordance to your preferences!All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Dorset, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSBF8466DE/598091853"	"07/12/2018 07:06:02"	"http://www.jobserve.com/Gl2Il"	NA
"KS1 or KS2 NQT (September 2019 Start)"	"Inner London "	"Hackney, London"	"Permanent"	"KS1 or KS2 NQT (September 2019 Start)"	"Hackney, London - Inner London "	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Class Teacher (NQT) - Hackney The NQT Partnership are currently working alongside a fantastic 2 form entry primary school based in the London Borough of Hackney, East London. The Head teacher is looking for a passionate and enthusiastic Class Teacher (NQT) to join the team on a permanent basis from September 2019. An exciting opportunity for a tenacious Class Teacher (NQT) to join a high achieving primary school in the London Borough of Hackney has become available and the Head teacher is keen to meet potential candidates as soon as possible. Are you looking for a supportive inner city primary school where you can develop your teaching skills and make something of your career? Do you have a passion for education and want to make a difference within a deprived area? Do you want to work in a school where children are always put first over anything and everyone is focused on delivering outstanding outcomes? The NQT Partnership is looking for an outstanding Class Teacher (NQT) to join a lovely, 2 form entry primary school in Hackney, East London. As an NQT you will be offered excellent support and be given full creativity to plan lessons that will inspire and enthuse children. The successful NQT that joins will be an enthusiastic and driven and able to deliver exciting lessons with confidence. As an NQT you will be able to create an inclusive education environment where all children have equal access to the curriculum. As an NQT you will be given full support and development from your NQT mentor. Year group is flexible and open to discussion upon interview. The appointed NQT will be offered a permanent contract with the view of starting from July 2019 and be paid over the summer holidays. Class Teacher (NQT) Hackney, East London Permanent Teaching Post M1 - Inner London Salary The NQT Partnership is London's only specialist NQT recruitment service specialising in placing NQTs into their first teaching position. To apply for this exciting Class Teacher (NQT) post in Hackney, East London then please send a copy of your CV/Personal Statement today!  "	"Hackney, London, UK"	"Education"	NA	"Inner London "	"The NQT Partnership"	"The NQT Partnership"	"JS3573_6813570/586577226"	"02/12/2018 11:10:20"	"http://www.jobserve.com/GlEcs"	NA
"Supply Teachers - Coventry & Warwickshire"	"GBP"	"Coventry, Warwickshire"	"Permanent"	"Supply Teachers - Coventry & Warwickshire"	"Coventry, Warwickshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Supply Teacher Coventry & Warwickshire Day to day and long term assignments EYFS, KS1 & KS2 £95 - £155 based on experience Aspire People are recruiting for passionate and enthusiastic supply teacher's for primary schools across Coventry and Warwickshire for day to day and long term assignments. Aspire People are working with various schools in the local area whom we support for day to day and long term assignments for support across EYFS, KS1 & KS2 and we urgently require more staff to support the influx of supply work we get daily. We also offer £250 for any referral's - so if you know someone who would be suitable or who is currently looking for work at the moment we would love to hear from you. Please contact Shaniece Blakemore on for more information Aspire People Limited provides services as an Education Agency and an Education Employment Business. Aspire People is committed to safeguarding and promoting the welfare of pupils and expects every candidate to share this commitment. Placements are subject, to appropriate Child Protection screening, including checks with former employers and the Disclosure and Barring Checks. "	"Coventry, Warwickshire, UK"	"Education"	NA	"GBP"	"Aspire People Limited"	"Aspire People Limited"	"JSF73975A4/596972317"	"07/12/2018 09:08:13"	"http://www.jobserve.com/Gl2np"	NA
"Year 3&Year 5 Teacher-West Hampstead- Camden-Immediate/Jan 2019"	"663.00 - 48244.00 Annual 00 GBP"	"London"	"Unspecified"	"Year 3&Year 5 Teacher-West Hampstead- Camden-Immediate/Jan 2019"	"London - 663.00 - 48244.00 Annual 00 GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Year 3/Year 5 Teacher - KS2-Primary School in West Hampstead- Immediate start/January 2019 There is an exciting opportunity at an 'Outstanding', Primary School in the London borough of Camden, to begin as soon as possible, as well as in January 2019. This primary school has excellent transport links, tubes, buses; minutes walk away from West Hampstead stations/Kilburn High Road station and just one bus away from Central London! The Head Teacher of this friendly school are searching for a Year 3 or Year 5, teacher dependent on the suitability of the candidate. There are ample opportunities at this school for TLR and further responsibilities. The Teacher will be appointed on a Long Term/Permanent contract and will be offered plentiful CPD opportunities. This opportunity is suitable for Newly Qualified Teachers (NQT's) and those with more experience (QTS). Inclusion is at the heart of everything they do at this school. They strongly believe that their role is to provide a warm, friendly, safe place for children, no matter what their starting points in life are. At this school, the children develop a love of learning, create long lasting relationships, discover and celebrate their hidden talents, and express their individuality.  Year 3/Year 5 TeacherKey Stage 2 TeacherImmediately/January 2019Long Term/Permanent Contract 3 form entryExperienced TeachersNQTs welcomeRated 'Outstanding schoolLocation: West Hampstead/Kilburn-Borough: Camden TownMPS/UPS inner LondonThis Primary school have been commended by OFSTED for their established senior leadership team and excellent behaviour within the school. Planning for lessons will be shared between the teachers to combine ideas and reduce work-load. The Head Teacher allows all teachers to have creative freedom with their lessons. The successful teacher should offer engaging and forward-thinking lessons with the help of their teaching assistant in class. The ideal teacher will be carefully selected and should hold specialist subject interests, intellect and ambition to develop as a teacher. The Primary school in West Hampstead promises to offer a wide variety of training courses to ensure a continuing advancement in teacher's capability. The successful teacher will become a part of a warm, welcoming environment, with an enthusiastic, motivated and knowledgeable team. If you would like to apply for this position, please submit your CV ASAP. OR, alternatively send an updated version of your CV to:  Interviews will commence shortly for this role. "	"London, UK"	"Education"	NA	"663.00 - 48244.00 Annual 00 GBP"	"SERVOCA EDUCATION RESOURCING"	"SERVOCA EDUCATION RESOURCING"	"JS3561_36508121/596906877"	"05/12/2018 14:30:13"	"http://www.jobserve.com/GloAw"	NA
"Business Studies - Immediate Start"	"42k Annual"	"Merton, London"	"Unspecified"	"Business Studies - Immediate Start"	"Merton, London - 42k Annual"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"A Secondary Academy is looking for a Teacher who specialises in Business Studies to start in January or sooner. This is a great opportunity to join a hard-working Business department in a high-achieving successful school. Well managed school Supportive parent body Well established behaviour management policy is applied tirelessly by senior staff who back teachers Good programme of internal and external CPD Opportunities to contribute to a varied programme of Extra-Curricular activities The school will contribute to the Teachers' Pension Scheme The successful Candidate will need to be:  You are a qualified ICT teacher and you have experience teaching ICT and Business Studies up to Key Stage 5  You are flexible, adaptable and have what it takes to succeed teaching in a secondary environment. UK experience preferred. This Academy Group believes in creating great places to work for teachers, leaders and support staff. They believe there is no better place to grow your career, with outstanding development opportunities, career path, and support from inspirational colleagues across this school's network, and a generous benefits and rewards package. "	"Merton, London, UK"	"Education"	NA	"42k Annual"	"Lynx Education Ltd"	"Lynx Education Ltd"	"JS3561_36748553/592833260"	"02/12/2018 13:02:37"	"http://www.jobserve.com/GlEvh"	NA
"1:1 Tutor Stockport"	"GBP"	"Stockport, Cheshire"	"Permanent"	"1:1 Tutor Stockport"	"Stockport, Cheshire - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Are you a qualified teacher or experienced tutor looking for flexible work in the Stockport area?Would you like a role that is extremely rewarding, both professionally and financially? I am looking for 1:1 Tutors to support Looked After Children in the Stockport area across a range of core subjects. This tuition may take place in school, at the pupil's home or in a local community setting, and is often for two hours a day, five days a week during school hours. Many of our tutors complete several different assignments per day as the work is both consistent and flexible.RequirementsQTS or extensive tuition experienceChild Only DBS on the update serviceCalm and patient teaching styleDriving licence (preferred)All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Stockport, Cheshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS1F5A527A/592626218"	"02/12/2018 11:04:41"	"http://www.jobserve.com/GlEYo"	NA
"Recruitment Consultant - Education"	"GBP"	"Birmingham"	"Permanent"	"Recruitment Consultant - Education"	"Birmingham - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Our client are an well-established teacher training and recruitment consultancy. They are looking for someone who has excellent industry knowledge and wants to be part of an ambitious education business. This is an incredibly exciting opportunity for established consultants who wants a new challenge!Are you an forward thinking individual with experience within the Education Recruitment sector? Do you want to join a team filled with thriving and exciting people? Do you want to earn a life changing salary?The successful person will have -Self-motivationA diligent and robust recruitment practiseAbility to partner with candidates and clientsAdditionally, you may have experience of -A full 360 experience within recruitmentAbility to grow a cold deskA desire to solution find and forward thinkOur client is offering you -£100k package on offerUncapped earningsPromotional pathways for growth and developmentSupportive leadership team"	"Birmingham, UK"	"Education"	NA	"GBP"	"Harrison Sands"	"Harrison Sands"	"JS148DE1FF/581961054"	"07/12/2018 09:08:28"	"http://www.jobserve.com/Gl2n2"	NA
"Innovation Leader Drama/Performing Arts"	"3.00 Annual GBP"	"Southwark, London"	"Permanent"	"Innovation Leader Drama/Performing Arts"	"Southwark, London - 3.00 Annual GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"We are looking for a talented, qualified drama teacher who is a highly motivated middle leader and seeking a leadership post within supportive, yet challenging, academy that can offer a future Pathway to senior leadership. As Innovation Leader for Performing Arts/Drama, you will be a passionate practitioner who can lead the Department and help drive Harris Boys' Academy East Dulwich towards excellence. Our Innovation Leaders are highly regarded within the academy and specialists within their field, but also hold whole school responsibilities working collaboratively with departments across the academy. At Harris Boys' Academy East Dulwich, our Innovation Leaders hold similar responsibilities to a Lead Practitioner so would suit existing Lead Practitioners, or potentially, an aspiring lead practitioner. This is a fantastic opportunity to lead an established and successful department at a thriving academy where you will have excellent opportunities to engage in academy improvement and professional development activities across the wider Harris Federation. The successful applicant will be resilient, creative and a dynamic practitioner, and must hold QTS (or equivalent) and a relevant degree. You will be fully supported through a comprehensive Induction Programme both within and across the Harris Federation. Leaders with the Harris Federation receive a generous benefits package, including performance and loyalty bonus, pension scheme (TPS), Harris wellbeing cash plan and additional Harris benefits. About Harris Boys' Academy East Dulwich: Harris Boys' Academy East Dulwich opened in September 2009 and is judged Outstanding by Ofsted. Our vision is clear: nothing is impossible and everything is possible, irrespective of personal characteristics or background. Every problem has a solution. We believe we are more robust, resilient and determined as a team than as a group of individuals. We support, challenge and hold each other to account at all levels within the academy to ensure that our students achieve their potential, are motivated, engaged and fully prepared for life beyond our academy. The academy's specialisms are Enterprise and Sport with a 'can-do' ethos of always improving upon your personal best. We have now reached our full capacity of 750 students across Years 7 to 11 and we work in partnership with Harris Federation Post 16. In 2017, we achieved a Progress 8 score of +0.73, which places us in the top 6% of schools nationally. Why work at Harris Boys' Academy East Dulwich? The number seven boys' comprehensive school for student progress, which has been in the top 6% for student progress every year for the past five years Judged 'Outstanding' by Ofsted, we combine the traditional values of discipline, respect and good behaviour with contemporary best practice in teaching, learning and technology A superb group of students, teachers and support staff, led by an exceptionally experienced and supportive leadership team Excellent opportunities for personal and professional development Generous Harris rewards and benefits For a full job description and person specification, please download the Job Pack at our website via the button below.  For more information, or to arrange a visit or a confidential discussion with the Principal, please contact the academy on . Please note: academies may hold interviews as and when applications are received, and this job may be withdrawn at any point without notice. You will still be able to add information until the closing date, but you will not be able to submit your application. With this in mind, you are encouraged to apply as early as possible. Harris academies are committed to safeguarding and promoting the welfare of children and expect all staff and volunteers to share this commitment. All offers of employment are subject to an Enhanced DBS check, and where applicable, a prohibition from teaching check will be completed for all applicants. In line with our commitments to safeguarding, the Harris Federation uses preferred agencies and is unable to work with any agencies where Terms of Business have not been agreed by both parties prior to an engagement. "	"Southwark, London, UK"	"Education"	NA	"3.00 Annual GBP"	"HARRIS BOYS ACADEMY EAST DULWICH"	"HARRIS BOYS ACADEMY EAST DULWICH"	"JS3573_6822534/599154263"	"07/12/2018 07:06:09"	"http://www.jobserve.com/Gl2Ix"	NA
"Director of Learning Business"	"Leadership Scale (Outer London) GBP"	"South Croydon, Surrey"	"Permanent"	"Director of Learning Business"	"South Croydon, Surrey - Leadership Scale (Outer London) GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"We are seeking an exceptional, experienced and enthusiastic qualified teacher for a senior middle leadership role as Director of Learning (Business). Your opportunity The successful candidate will take responsibility for a strong and successful Business Department, providing vision, leadership and direction, and be a member of the Academy's middle leadership team. This is an excellent opportunity for an ambitious professional to join our team of committed staff who 'share a common sense of purpose and high expectations of what students can achieve' (Ofsted).  We can offer you the opportunity to advance your career within a supportive academy environment. You will be part of a Federation established in developing practitioners and nurturing excellent future leaders, with unrivalled opportunities for progression; whatever your aspirations as a teacher, middle or senior leader, our Teaching School Alliance provides a range of bespoke courses and qualifications, including our Aspiring Leaders NPQML and NPQSL programmes to help you achieve your ambitions more quickly.  What we are looking for: We look for talented individuals who want to be a part of transforming education in London, and helping create exceptional places of learning. We are looking for: A dynamic and outstanding teacher, holding QTS (or equivalent) and a relevant undergraduate degree The ability to teach the Business curriculum at Key Stages 3, 4 and 5 An ambitious person with high expectations for yourself and your students Please download the job pack for a full job description and person specification. Harris Benefits As part of the Harris Federation, we can offer you a range of benefits, including: Access to a diverse network of phase and subject specialist groups Support and mentoring from some of the best leaders in education A performance and loyalty bonus Pension scheme (TPS) and access to our Harris Wellbeing Cash Plan, covering a range of health and wellbeing benefits The opportunity to work with our amazing students!About Harris Academy Purley Harris Academy Purley is an oversubscribed 11-19 co-educational academy with currently 1050 students on roll, situated on the Croydon/Surrey border. Open since September 2009, we are judged Outstanding by Ofsted, and moved into a state-of-the-art new building in September 2012.  We are a happy, hard-working and highly ambitious community in which students and staff treat on another with care and respect, combining traditional values of discipline and good manners with contemporary best practice in teaching and technology. The academy's leadership team and staff share an expectation that each and every student who joins Harris Academy Purley achieves his or her \"personal best\". With an emphasis on Enterprise, the academy strives each and every day to create a culture and ethos which promotes curiosity, initiative and leadership in all our young people. Why work at Harris Academy Purley? \"This is an outstanding academy. High quality teaching promotes learning and enjoyment for all students.\" - Ofsted  The opportunity to be part of an oversubscribed, 'Outstanding'-rated academy A superb, modern working environment with state-of-the-art facilities A happy, hard-working and highly ambitious community in which students and staff treat one another with care and respect Generous Harris benefits and rewards package  Harris academies are committed to safeguarding and promoting the welfare of children and expect all staff and volunteers to share this commitment. All offers of employment are subject to an Enhanced DBS check, and where applicable, a prohibition from teaching check will be completed for all applicants. In line with our commitments to safeguarding, the Harris Federation uses preferred agencies and is unable to work with any agencies where Terms of Business have not been agreed by both parties prior to an engagement. "	"South Croydon, Surrey, UK"	"Education"	NA	"Leadership Scale (Outer London) GBP"	"HARRIS ACADEMY PURLEY"	"HARRIS ACADEMY PURLEY"	"JS3573_6818740/592930165"	"03/12/2018 12:09:41"	"http://www.jobserve.com/GlOXX"	"Graduate"
"1:1 Tutor: Cheshire"	"GBP"	"Knutsford, Cheshire"	"Permanent"	"1:1 Tutor: Cheshire"	"Knutsford, Cheshire - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description 1:1 Tutor: Cheshire EastAre you a qualified teacher or experienced tutor looking for flexible work in the Cheshire area?Would you like a role that is extremely rewarding, both professionally and financially? I am looking for 1:1 Tutors to support Looked After Children in the Cheshire area across a range of core subjects. This tuition may take place in school, at the pupil's home or in a local community setting, and is often for two hours a day, five days a week during school hours. Many of our tutors complete several different assignments per day as the work is both consistent and flexible.RequirementsQTS or extensive tuition experienceChild Only DBS on the update serviceCalm and patient teaching styleDriving licence (preferred)If this sounds like the role for you, or you would like further information, please get in touch using the details below.All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Knutsford, Cheshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS917F7470/592626455"	"02/12/2018 11:04:42"	"http://www.jobserve.com/GlEYp"	NA
"PE Teachers - Cannock"	"GBP"	"Cannock, Staffordshire"	"Permanent"	"PE Teachers - Cannock"	"Cannock, Staffordshire - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Are you an experienced or newly qualified PE teacher? Are you available for a long term contract?Academics Ltd are a teacher recruitment Consultancy specialising in Day to Day Supply and Long Term/Permanent Vacancies - we are now looking for experienced and Newly Qualified PE Teachers for schools in the Stafford and Cannock area.We are looking for teachers who are qualified to teach key stage 3, 4 and 5 in PE. You will have a proven track record of good teaching and a strong background in classroom management. You will be able to deliver the curriculum in an enthusiastic way meeting the needs of all your students.You will have strong subject knowledge and you will be able to plan effective lessons that encourage your pupils to get involved and learn.To be considered you must have:QTS or QTLSRelevant degreeClassroom experienceGood behaviour managementIf you are a PE teacher looking for a long term or permanent teaching position please forward your CV now. "	"Cannock, Staffordshire, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSBA75AEE0/592626291"	"02/12/2018 13:03:23"	"http://www.jobserve.com/GlEwK"	NA
"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"GBP"	"Merton, London"	"Permanent"	"Media studies teaching job - Merton - January 2019 - MPS/UPS"	"Merton, London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Media studies teaching job - KS3/KS4 - Merton - January 2019 - MPS/UPS.JOB DESCRIPTIONMedia Studies Teacher required for an exceptional school in Merton, South London they are looking for a Media teacher to join them in January and to teach across Key Stages 3 and 4. The school has excellent English/Media Faculty and the school is looking for a teacher on a full time basis. This is a great opportunity to work in an outstanding school. The school is keen to meet teachers ASAP, ideally in the next few weeks.SCHOOL INFORMATIONThe school is based in a lovely area in Merton, South London and the school was rated as \"Outstanding\" by OFSTED in its last inspection. The school was newly opened in 2006 and has superb facilities in all departments. The school has a very good level of behaviour and the academic standards are very high, and this is reflected in their exam results. They believe students should take responsibility for their learning and their actions. The pupils are encouraged to be challenged in lessons and to understand that learning is not always about getting the right answer.\"Outstanding\" OFSTED report.81% + at GCSE level 5 GCSE or moreFantastic facilitiesEstablished Media DepartmentFriendly staff and good working environmentApplications are welcome from teachers at any stage in their career including NQT's and both British trained Media Studies teachers and overseas trained Media Studies teachers will be considered for this position. All applicants should have UK QTS or an overseas formal secondary school teaching qualification. Please send your CV to Thomas on today!REQUIREMENTSAll applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Merton, London, UK"	"Media, Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC7E2F0F1/575216783"	"02/12/2018 13:15:27"	"http://www.jobserve.com/GlE78"	NA
"Teachers required - supporting young people within care system"	"GBP"	"Tower Hamlets, London"	"Permanent"	"Teachers required - supporting young people within care system"	"Tower Hamlets, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Experienced Teachers Required - Working with young people within the care systemAre you an experienced primary, secondary or SEN teacher seeking a new challenge away from classroom teaching?Would you be interested in a role working with young people within the care system?Are you looking for a role that is 3 - 5 days per week?* Non teaching role* Role working with young people within the care system* East London based* January start* Flexible working days* Long term supplyMy client, an East London based organisation that work with young people within the care system are looking for two experienced teachers to join the team from January.This may be the ideal role if you are an experienced teacher with varied experienced and are looking to get away from classroom teaching.The main duties of this role will be to visit schools, liaise with Head teachers, social workers and external agencies in regards to the pupils you are supporting.The current team is a mixture of experienced primary/secondary and SEN teachers who have picked up a good range of varied experiences within their teaching career.All teachers work on a long term supply basis at the school. Some of the teachers have worked for the organisation for over 7 years.The school open to teachers who can commit to 3- 5 days per week.To apply for this role please send an up to date CV or call James at Academics on  "	"Tower Hamlets, London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JS6F65D6F3/599779428"	"08/12/2018 11:04:24"	"http://www.jobserve.com/GmDiD"	NA
"Support Workers"	"GBP"	"Norfolk"	"Permanent"	"Support Workers"	"Norfolk - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	" Experienced Support Workers needed for day to day, medium and longer term placements.Teach Ltd is a local specialist Teacher and Support Staff supply agency. We always want to welcome local Support Staff to join our friendly team. Please get in touch if you are available - we are looking for both full and part time teachers to join us. We offer great rates of pay, a supportive team behind you, free certified training courses and the opportunity to try working at a variety of local schools. Please get in touch anytime - call the office on or email us at  We look forward to hearing from you."	"Norfolk, UK"	"Education"	NA	"GBP"	"Teach Norfolk"	"Teach Norfolk"	"JS6295_329918375/597370301"	"07/12/2018 09:09:39"	"http://www.jobserve.com/Gl2o6"	NA
"English/Maths/Science Graduate TAs - Hammersmith & Fulham!"	"GBP"	"Hammersmith And Fulham, London"	"Permanent"	"English/Maths/Science Graduate TAs - Hammersmith & Fulham!"	"Hammersmith And Fulham, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description  Maths/English/Science Graduate Teaching Assistants - \"Outstanding\" Secondary School & 6th Form  - Borough of Hammersmith & Fulham - Immediate Starts - Opportunity to complete teacher training - NO FEES! I am currently working with an Ofsted rated \"Outstanding\" Secondary School & 6th Form in the Borough of Hammersmith and Fulham who wish to appoint strong Maths/English/Science Graduates for Teaching Assistant positions. These positions are available immediately and the opportunity to train to become fully qualified Maths/English/Science Teachers is available!* Maths/English/Science Graduate Teaching Assistant*Ofsted rated \"Outstanding\" Secondary School & 6th Form *Borough of Hammersmith & Fulham - Excellent public transport links*Competitive rates of pay *Opportunity to train to become a fully qualified teacher - NO FEES! Keen to kick start your career in teaching in an \"Outstanding\" Secondary School?Passionate about your subject and driven to instil a passion for learning in your students?If you answered yes to the above, then I want to hear from you today!The school has state of the art facilities and resources to aid teaching and learning. You will be joining a team of highly experienced teachers and support staff, who are committed to delivering an outstanding education and opportunity for each and every student to go to university. As a Graduate Teaching Assistant you will support the classroom teacher with all relevant classroom duties. You will provide students with one to one support and small group intervention in the build up to the examination period. You must have a very positive and confident approach and strong subject knowledge. You will have the personality to inspire students and encourage them to achieve their highest academic potential.In return, the school offers you the chance to train to become a fully qualified teacher in a supportive environment, with an excellent Continued Professional Development programme post qualification. If you are interested in this fantastic opportunity, please submit your CV without delay! "	"Hammersmith And Fulham, London, UK"	"Science"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JSA83F474C/575216758"	"05/12/2018 14:19:58"	"http://www.jobserve.com/Gln42"	"Graduate"
