"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"duration"	"category"
"Data Scientist"	"£60k - £100k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £60k - £100k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Senior Data Scientist - Investment BankingA leading Investment Bank who are looking to expand their Digital Global Transaction Banking teamare looking to add a Data Scientist to the team.The Global Transaction Banking organisation is investing in an important step change in managing and leveraging data to accelerate the business into the digital era. Data will play a significant role in building out future digital applications with the aim to utilise the latest analytics, machine learning and AI capabilities.Key Responsibilities:Building data products utilising agile development frameworks, delivering value quickly and continuously, and above all build products that solve customer problemsIdentifying and implementing artificial intelligence/machine learning models to enhance business performanceBuilding key relationships with internal business partners to facilitate agile data application product developmentBuilding and championing analytics, data science and reporting best practice frameworksArchitect and rapidly build cost effective proof of concepts/Minimum Viable Products to test commercial opportunity for new applications of data productsResearching new concepts and applications for data products and technology which will provide commercial value or efficiency benefitsWorking with senior stakeholders to understand and translate technical business requirements and applications that would benefit Deutsche Bank into working prototypesMentoring and training peers on building practical data applications and show their benefits Skills & Qualifications:Have hands on experience working with big data platforms and associated products (not just a theoretical understanding) such as hive, impala, oozie, Spark, neo4j etcHave a strong programming with big data foundation- including Python, Scala, Java or C++, R and SQLHave hands on experience in data analysis and science, with a good understanding of data-mining, machine-learning and other data science techniques and applications, including prediction, optimisation, classification, anomaly detection and text analyticsUnderstand the model build life cycle, including feature selection and optimisation, model selection and validation, and ongoing model maintenanceMust have a firm grasp of statistical techniques for analysis, including, distributions, testing methodologies, probability theory etcHands on experience data mining and querying using SQL and/or Spark using large and complex structured and unstructured data setsAbility to deliver high quality data visualisations that capture the essence of the insight in the simplest way, through Tableau, Qlikview or equivalent data visualisation toolsHave a good understanding of software engineering principles and agile delivery methodologiesDefine data quality process and frameworks to demonstrate and ensure a good quality data pipeline. Familiar with data quality process and vendor tools"	"London, UK"	"IT"	"£60k - £100k per annum"	"ThomsonKeene"	"Jack Cannell "	"JS-9911"	"10/12/2018 09:29:54"	"http://www.jobserve.com/GcyEg"	NA	"ASAP"	NA	"Executive"
"Data Scientist"	"£40k - £55k per annum"	"Gloucestershire"	"Permanent"	"Data Scientist"	"Gloucestershire - £40k - £55k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Role: Data ScientistLocation: GloucestershireDuration: PermanentSalary/Rate: Excellent SalaryStart Date: ASAPClearance: SC or Willing to UndergoData Scientist - Permanent - Gloucestershire - Excellent Salary - SC or Willing to Undergo The candidate will work within the company's rapidly-growing analytics development team to apply expertise in processes and technology to a wide variety of platform data. The role entails deriving meaningful insights from data and interprets and communicates findings and recommendations. The individual selected will develop data analytics, machine learning and artificial intelligence based capabilities and apply these to a wide variety of system and platform data to enable high level decision-making across different application domains. Data flows may be from a wide variety of sources, such as radio frequency data from systems of interest and social media data analysis. Skills/Experience:At least a bachelor's degree in a numerical, science or similar subjectEffective collaboration with other data scientists, engineers, software teams, management, other stakeholders and customersAbility to perform exploratory analysis, use machine learning to build models, generate visualizations and create & present reportsExperience of designing efficient algorithms for data analysis, data mining, text mining, data manipulation and statistical analysisApply knowledge of tools for software development and engineering research to create models of relevancyKnowledge of related technical domains including systems coding, programming languages, deep mathematical calculation and emerging analytics and big-data technologiesDesired skills, qualifications and experience [JP]One or more of the following skills is desirable:Develop information tools, algorithms, dashboards, and queries to monitor and improve business performanceExperience with statistics (descriptive and inferential)Experience with data manipulation, fusion and visualisation tools and techniquesExperienced in data structures and hierarchiesStrong analytical skills and understanding of system databases, data elements and application software solutions to optimise data gathering and analysisExperience in web application developmentFamiliarity with Hadoop/MapReduce, Pig, Hive, and SparkFamiliarity with Cloud TechnologiesExperience with complex computer networksWeb application development and database modellingRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of SC or Willing to Undergo. If you do not hold an active SC or Willing to Undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Gloucestershire, UK"	"IT"	"£40k - £55k per annum"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7074"	"07/12/2018 15:51:50"	"http://www.jobserve.com/Gl6PO"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	"ASAP"	NA	NA
"Graduate Information Security Engineer - Security, Data, Degree"	"Benefits"	"Cambridge"	"Permanent"	"Graduate Information Security Engineer - Security, Data, Degree"	"Cambridge - Benefits"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Graduate Information Security Engineer - Security, Data, Degree, £in line with grad salaries + awesome benefits, CambridgeIt is always good to be moving with a company that is at the very forefront of technology and this intelligent software house is certainly one of those. They are guided by probably of one the smartest technology management teams in the UK with solid backgrounds in artificial intelligence and machine learning.An outstanding first time opportunity for a graduate or someone with some industry experience who is looking to take their career to the next level.About you:-A bright graduate holding a degree ideally in computing, networking, security or something similar. -Able to work with and analyse vast amounts of data and spot things out of place.-You will have a thirst for wanting to build a career in a security related field, comprehension of cloud/AWS, cyber security awareness and networking.-Someone with an understanding of penetration testing, OWASP or cyber security could do very well in this role. -Enjoy being in a fast paced tech environment with strong communication skills.-Ability to adapt to an ever changing industry.Please note this is not a software development position.Activities to be getting involved with:-Looking at different security threats with ways to lessen this risk.-Researching security breaches and identifying weaknesses.-Playing a part in the on going information security policies.-Adhering to best practise across the company.-Working with new and existing security systemsA fantastic opportunity for a first time graduate or as mentioned someone with some industry experience perhaps via an internship. Juicy benefits with lots going on throughout the year, smart offices and a competitive salary.Please don't delay in applying below.Please note we are on the client's supplier list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis are operating as an Employment Agency. Modis are an equal opportunities employerKeywords: Graduate, Security, Data, Cyber, Degree, Information, CloudModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"Cambridge, UK"	"IT"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1155134"	"11/12/2018 13:10:54"	"http://www.jobserve.com/Gmufq"	NA	"ASAP"	NA	"Graduate"
"Software Developer/Engineer, Javascript, React, Cambridge"	"£35k - 50k per annum"	"Cambridge"	"Permanent"	"Software Developer/Engineer, Javascript, React, Cambridge"	"Cambridge - £35k - 50k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Software Developer/Engineer, Javascript, React, Cambridge- £35,000-£50,000Tech: Javascript, React, HTML5, CSS This is a Front End Developer role, you will be using Javascript along with React to develop the Front End of products relating to the AI engine.The company: AI is a burgeoning technology, and one that fascinates many. My client are building an absolutely brilliant Artificial intelligence Engine, one that is specifically targeted at the Healthcare industry, and are looking for Front End developers with around 2 years' experience to help them achieve their fantastic vision.They are based in Cambridge.BenefitsCompetitive Salary (£35,000-£50,000)Exciting projects!A large amount of creative autonomyFlexible working hoursRemote working up to 2 days per week My client is reviewing C.Vs this week, to be considered or to find out more information please get in touch by clicking apply now to forward me an up to date copy of your CV. "	"Cambridge, UK"	"IT"	"£35k - 50k per annum"	"Opus Recruitment Solutions Ltd"	"Rory Donaldson "	"JS737637637378"	"06/12/2018 12:11:05"	"http://www.jobserve.com/GlxRy"	NA	"2018-12-21"	NA	NA
"AI and Machine Learning Engineer - Central Bristol - up to £60K"	"£45k - £60k per annum"	"Bristol"	"Permanent"	"AI and Machine Learning Engineer - Central Bristol - up to £60K"	"Bristol - £45k - £60k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"AI & Machine Learning Software Engineer Central Bristol£45,000 - £60,000My client who are a cutting edge and fast-growing 3D visionary and Machine learning organisation based in Central Bristol are seeking and talented AI & Machine Learning Software Engineer. You would get involved with the core of their technology and shape its ongoing development.They are centrally based in Bristol which is a dynamic and vibrant multi-cultured city. From day one you will be a key member of the growing development team. You will be passionate about researching new concepts on how AI can advance this company.The Role: You will be joining their R&D Team and play a major part in improving their core product and investigating new applications of Machine Learning and applied Artificial Intelligence.You time will be spent becoming a subject matter expertise in this area and to stay up to date new technical developments.Skills Needed:Experience with one or more in the following programming languages: Java, C/C++, Python or JavaScriptDeveloping on Linux, OpenCV Strong background in Deep Learning and Computer VisionExperience in deep learning frameworks like TensorfloOther Skills:A clear communicatorUse your creative abilities will make a difference in technologyShow a passion for computer vision, machine learning, artificial intelligenceBenefits: Relaxed, R&D environmentBe a part of a rapidly growing and diverse companyOpportunity to work on cutting edge technologyCompetitive salary25 days holiday plus bank holidaysGenerous pension schemeIn-house Gym Freedom to come up with new ideasGreat working environment in central BristolFlexible working hoursTo apply, please click below or, for more information, please get in touch with Hassan Lenga-Kroma at Sanderson Recruitment or email (see below) "	"Bristol, UK"	"IT"	"£45k - £60k per annum"	"Sanderson Recruitment Plc"	"Hassan Lenga-Kroma "	"JS-HQ00092138"	"06/12/2018 15:06:23"	"http://www.jobserve.com/Glxf2"	NA	NA	NA	NA
"Project Manager - North West - Biggest UK Transformation Programme - New"	"£60k + Full Benefits + Bonus"	"Manchester - North West"	"Permanent"	"Project Manager - North West - Biggest UK Transformation Programme - New"	"Manchester - North West - £60k + Full Benefits + Bonus"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Project Manager - North West - Biggest UK Transformation Programme - New - Greenfield Would you be interested in helping successfully deliver a scale of transformation and profile project never attempted or seen before ? The overall Eco System is an incredible £6 Billion pounds and this particular programme tream is the most important and far reaching. You will be influencing the success of the entire system with Integration, Design, Build and Test. A full life cycle opportunity that is truly green field. Smart Co has helped this programme for 3 years now, however this particular project is the one we are most excited about. It will revolutionise probably the last true Digital Transformation and open the areas of Data, IoT, RPA and Artificial intelligence. Skills: Excellent stakeholder management - Internal and external Experience with System integration Design, Build, Test Phases Experience of multiple programme streams Large Greenfield project experience Exposure to complex multi supplier Delivery Programme Desirable: Telecoms or Wireless Networks Utilities Highly regulated environments Government sponsored projects (Although this is the private sector) You will also be talking daily to the wider programme community of Project Managers, Programme Managers and Programme Directors. This team is the number 1 Greenfield team in the North West and you will be also be gaining exposure to the latest technology stack as reported by Gartner. For a full confidential overview and to talk about our project time frames please contact Lloyd Norman Smart Account Director at your earliest convenience."	"Manchester - North West, UK"	"IT, Energy, Agriculture"	"£60k + Full Benefits + Bonus"	"Smart Co Consulting Limited"	"Lloyd Norman "	"JS/PM233309"	"11/12/2018 11:30:08"	"http://www.jobserve.com/GlEJi"	NA	"Immediate 2018/19"	NA	"Executive"
"Test Development Engineer"	"£40-45k + benefits"	"London"	"Contract/Permanent"	"Test Development Engineer"	"London - £40-45k + benefits"	"Contract/Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Founded in 2004, T-Impact is a rapidly growing Digital transformation consultancy. We work with global brands on a wide range of exciting and challenging projects, using industry leading tools and technology. Our teams are comprised of business design and technology specialists, who work in Tandem to deliver extraordinary client benefits for both enterprise and SME businesses. We love what we do, and work hard to deliver outstanding solutions for our clients. T-Impact staff are engaged as thought leaders, supporting Digital Transformation projects for legal, banking, health care and retail clients and responsible for:  Developing Cognitive Analytics and Artificial Intelligence solutions.  Delivering Digital Innovation projects, a service layer comprised of technologies such as Robotics, Artificial Intelligence and Process Automation  Optimising Business Performance using our proprietary operational management and control solutions We have secured several new client engagements and are investing heavily to grow our teams. We are looking for a talented Test Development Engineer with in-depth experience of JavaScript, Test Automation, Test Scripting and Amazon Web Services (AWS).  Technical Skills in the following  Development  Javascript AWS Lambda AWS Dynamodb AWS Pure Serverless (Development happens without access to AWS server)Test Automation Protractor (Framework used in End to end testing in Angular APP)  Jasmine or any test Scripting exp (accessing web components & interacting with it) THIS IS A FIXED TERM ENGAGEMENT "	"London, UK"	"IT"	"£40-45k + benefits"	"T-Impact Ltd"	"Paul Hunt "	"JS PH TESTDEV"	"12/12/2018 13:47:45"	"http://www.jobserve.com/Glx0G"	NA	"2ND January 2019"	NA	NA
"Chief Technology Officer - Manchester"	"£150k - £200k per annum + Benefits"	"Manchester"	"Permanent"	"Chief Technology Officer - Manchester"	"Manchester - £150k - £200k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Chief Technology Officer - Manchester - £150-£200K + Benefits. Our client is looking for a highly experienced CTO who is a Technical expert. You will need to understand infrastructure, business systems and online technology and in addition, you need up to date and detailed experience of Products, Vendors and evolving practices. Reporting directly to the Managing Director, the Chief Technology Officer is responsible for all aspects of the technology business including Service Operation, Technical/Infrastructure services, Technical Project Delivery, Database Architecture, System Architecture, Security, Data Analysis, AI, Programming, Software Design and Supplier Management.Responsibilities:* Leads and defines the overall Technology strategy incorporating all processes managed by the area within a DEVOPs/Agile environment. Establishes formal policies and frameworks to support consistent service delivery.* Leads and defines the Technical Architecture strategy and delivery ensuring cost-effective solutions in accordance with IT risk, security & policy standards.* Accountable for ensuring Service Operations, Technical Services & Technical projects are delivered in accordance with the companies IT policies, standards & agreed SLAs and with respect to all relevant Financial Services regulation. * Accountable for the IT Architecture, ensuring the required levels of IT resilience are provisioned for both internal technology and technology supplied by 3rd parties.Skills:- Knowledgeable in database architecture, system architecture, security, data analysis, Artificial Intelligence, programming, and software design.- Experience of running an IT function within a strong regulatory regime (eg FCA for Financial Services), in particular, all aspects of IT resilience & managing of major outsourcing suppliers.- The pursuit of Service Excellence essential- Customer contact experience essential with a strong emphasis on telephony & digital business models.- A proven track record delivering technical transformation in relation to data centre/cloud solutions, telephony platform & Office 365 applications - all underpinned by a robust network & security infrastructure.- A proven track record of achieving outstanding results within an ITIL service operations environment including management of 3rd party suppliers and effective use of service management & system monitoring tools.Chief Technology Officer - Manchester - £150-£200K + BenefitsIf you are interested in this position, please send your CV to (see below) Chief Technology Officer - Manchester - £150-£200K + Benefits"	"Manchester, UK"	"IT"	"£150k - £200k per annum + Benefits"	"Adria Solutions Ltd"	"David Berwick "	"JS-DB34676"	"07/12/2018 16:00:55"	"http://www.jobserve.com/Gl6TC"	"About Adria Solutions Ltdwww.adriasolutions.co.ukAdria SolutionsWelcome to Adria Solutions, one of the UK's most trusted, credible and successful specialist IT recruiters. Our experienced and professional team of IT recruitment experts successfully place candidates in many specialist areas of IT, including  .NET, C#, PHP, JavaScript, Java, UX, UI, Business Intelligence, IT Support, Developers, Business Analyst, Project Managers, and more.   We operate from the heart of the North West but recruit nationally, finding the best calibre of IT professionals to fill diverse roles to help organisations of all sectors fulfil their IT demands. Visit our website to learn more about how Adria Solutions can meet and exceed your IT recruitment needs."	"ASAP"	"Permanent"	"Executive"
"C# MVC Developer - Permanent"	"£50k - £85k per annum"	"City of London"	"Permanent"	"C# MVC Developer - Permanent"	"City of London - £50k - £85k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"I am currently recruiting for a c# MVC Developer for my Client based in London the role is working for a company who specalises in building data rooms for companies in Financial services.As part of the role you will be required to develop tools and applications to enhance the productivity of the company. the exciting part of this role is that the projects are all greenfield projects so there is room to leave your own mark on the development process.C# MVC within a commercial environmentStrong JavaScript DeveloperStrong jQuery/AjaxStrong HTML/HTML5Strong CSS 3 (SCSS/Less)Responsive Design experienceBackend technologies - WCF, Entity Framework, SQL ServerTFS source control systemUnit testingHave a business mind-set and understand client and product requirementsAdvocate of Agile methodologiesExcellent communication and collaboration skillsAbility to quickly pick up new technologiesExperience in the following is advantageous (if you have any of the following, please specify whilst applying):Working in an ISO27001 environmentSearch Systems/Machine Learning/Artificial Intelligence (Azure, Algorithms etc..)If this role is of interest to yourself please give me a call or submit your CV to: (see below) McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"City of London, UK"	"IT"	"£50k - £85k per annum"	"McGregor Boyall"	"Joseph Preston "	"JS-90119"	"11/12/2018 10:08:53"	"http://www.jobserve.com/GmtGx"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA	NA	NA
"Software Engineer Java"	"£45K"	"Havant, Hampshire"	"Permanent"	"Software Engineer Java"	"Havant, Hampshire - £45K"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Software Engineer Java - Permanent - Havant - Up to £45K Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Contribute to architectural decisions to create scalable solutions for business problems.Contribute towards identifying suitable software modelling and development tools.Provide estimates for work and contribute to the production of metrics to track progress.Support software development through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Support other engineering disciplines in capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Support and guide other engineers in applying and delivering product features driven by appropriate development techniques.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides etc.Required skills, qualifications and experience:Java 7/8 Design and Development.Agile Methodologies especially Scrum.Ability to create a collaborative team environment and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.An understanding of optimisation of software design and code for speed, memory constraints, maintainability etc.Good communication skills, ability to plan, arrange and deliver training sessions when necessary.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£45K"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7137"	"10/12/2018 10:57:46"	"http://www.jobserve.com/GmhRb"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	"ASAP"	NA	NA
"Lead Software Engineer"	"£60k"	"Havant, Hampshire"	"Permanent"	"Lead Software Engineer"	"Havant, Hampshire - £60k"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Software Engineer - Permanent - Havant - up to £60k Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Lead the way on architectural decisions to create scalable solutions for business problems.Identify suitable software modelling and development tools and techniques.Provide estimates for work and contribute to the production of metrics to track progress.Ensure software is developed through the SDLC according to the Software Development Plan.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are other quality-related activities are carried out by the Software team.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Ensure collaboration with other engineering disciplines to support requirements capture and testing of software.Ensure Configuration Management documentation is produced accurately, such as Software Version Description Documents.Work with Operational Excellence staff to identify improvements to processes and other ways of reducing costs.Maintain current knowledge of industry techniques and technologies, including those in academia where relevant, in order to assess viability for use.Be active in transferring knowledge to staff using documentation and modelling of design and code, user guides, development guides, white board sessions, seminars and 1-2-1 training.Support Business Development and Programme Management during capture and proposal phases.Working under consultative direction towards long-range goals and objectives.Support the Engineering management in writing processes, disseminating them and ensuring they are used to produce high quality software.Act as advisor to management and customers on Software technical research studies and applications.Required skills, qualifications and experience:Solid skills in Java 7/8.Agile Methodologies especially Scrum.Ability to create a collaborative team environemt and facilitate communication of ideas in an inclusive environment.Strong background in software development techniques including eg design patterns.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Clear and concise communication/presentation skills to influence and invoke change throughout the organisation, including liaising with other disciplines to ensure a joined-up approach to the challenges of ML development.Ability to proactively set the direction for use of new technologies and associated tools, and to develop roadmaps which have the support of relevant stakeholders.Be able to guide the direction of work with minimal managerial direction, while working collaboratively in order to guide team-members and the organisation as a whole to implement change, including working cross-site.Ability to synthesize requirements from internal/external customers and strategic imperatives into software solutions that take into account technical, schedule and cost constraints, as well as requirements to optimise software for speed, memory constraints, maintainability etc.Ability to proactively transfer knowledge and spread best practice to relevant staff, using a variety of media and communication techniques.Ability to interpret current practices and processes and recommend modifications.Ability to work with all levels of engineering, programme management and leadership in order to achieve the necessary impact required.Ability to design metrics for work and to use them to track progress.Proven ability to implement change successfully.Ability to work on multiple projects simultaneously.Desired skills, qualifications and experience:Experience with model-based software development and code generation.Machine Learning or other Artificial IntelligenceScrum Master experience.JSF/PFJEE5/6Oracle or other dB technologiesUML and associated toolsJenkinsMavenData ScienceHadoopKafkaDesign patternsMachine Learning or other Artificial Intelligence.RECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£60k"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7138"	"10/12/2018 10:54:41"	"http://www.jobserve.com/GmhQe"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	"ASAP"	NA	NA
"Software Engineer Java"	""	"Hampshire"	"Permanent"	"Software Engineer Java"	"Hampshire"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Work with colleagues in other engineering disciplines to support capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Required skills, qualifications and experience:Java 7/8 Design and Development.Jira or similar tools for tracking work progress and producing metrics.Ability to collaborate and communicate ideas in an inclusive environment.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Desired skills, qualifications and experience:SpringHibernateDroolsJSF/PFJEE5/6UMLEclipseJenkinsMavenHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Hampshire, UK"	"IT"	NA	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7136"	"10/12/2018 10:59:04"	"http://www.jobserve.com/GmhR1"	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	"ASAP"	NA	NA
"Junior .NET Developer"	"up to £35,000 and a benefits package."	"Nottinghamshire"	"Permanent"	"Junior .NET Developer"	"Nottinghamshire - up to £35,000 and a benefits package."	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"I hope you are well? I am currently recruiting for the following role and thought you might be interested? If you are, please could you send me an up dated copy of your CV and I will give you a call?Junior .NET Developer Junior .NET Developer/C#/.Net/WebAPI/SQLServer/SSIS/Azure/Junior.NET Developer/NottinghamshireOne of my clients, a market leader in in retail industry is looking for a Junior Developer to join their IT department in Shirebrook. Working in a highly skilled team and working closely with Network and Database teams.My client is looking for a Junior Developer as they are a data orientated company SQL and Database programming experience is needed. Do you have experience working with .NET and C#?As a Junior Developer you will be required to:*The ability to demonstrate analytical and programming skills across a range of platforms.*To be able to interpret requirements into working code.*Strong problem solving skills.*Agile development process.*Work to deadlines provided, escalating issues as appropriate*Willingness to learn new technologies within the company such as Artificial Intelligence, automation or robotics.My client is offering a salary of up to £35,000 and a benefits package.Junior .NET Developer/C#/.Net/WebAPI/SQLServer/SSIS/Azure/Junior.NET Developer/NottinghamshireApply ASAP to this excellent opportunity by submitting your CV for immediate consideration and do not hesitate to get in touch if you have any queries.Many Thanks Jaye Downes Permanent Recruitment Consultant Spring | Birmingham | B3 2PBSpring acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer. By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explains how we will use your information. "	"Nottinghamshire, UK"	"IT"	"up to £35,000 and a benefits package."	"Spring Technology"	"Jaye Downes "	"JS-JD129111"	"06/12/2018 09:37:01"	"http://www.jobserve.com/Glwmx"	NA	NA	NA	NA
