"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Application Developer: .NET/C++/Python: Global Energy Trading"	"Dependent on Experience"	"West End, London"	"Contract"	"Application Developer: .NET/C++/Python: Global Energy Trading"	"West End, London - Dependent on Experience"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Application Developer: .NET/C++/Python: Global Energy Trading CompanyA World Leading Global Energy Trading Company has an exciting opportunity for an Application Developer to join a Front Office IT development team in the Gas, Power and Environmental trading division. The development team will be working in a systematic trading and fundamental analysis team providing IT tools, data and analysis directly to the traders and trading desk analysts. This will be a fast-paced and dynamic environment where the needs will be changing on a frequent basis. The ideal candidates will have a flexible mindset and a strong track record working within commodity trading. This role will be an application developer tasked to deliver tools and applications for use directly on the trading desk. It will involve developing tools directly on top of and within an Azure cloud platform. The role is part of a small team so there is an expectation that it will involve designing, building, testing and releasing small applications and data handling tools end-to-end, independently. Attributes: * Adaptable to change, versatile and pragmatic* Uses best practice development techniques but can change approach according to conflicting timelines/risks involved* Comfortable talking to trading business users and can translate business needs into tangible IT deliverables * Keeps up-to-date knowledge with recent IT software developments (open source and cloud in particular)* Uses initiative and owns end-to-end solution delivery* Brings ideas to the table, is inquisitive and excited by new technology * Proactively communicates and shares understanding and experience within a team* Used to working in a flexible, independent manner on a mixture of small unstructured and large structured itemsKey Skills and Experience:Essential: * 5+ Years development experience in designing, developing and maintaining, Front End applications using .NET/C++/Python * 5+ Years' experience working in a Front Office trading environment (commodity trading or banking) * Has used Azure or other Cloud offering (Serverless computing (AWS Lambda/AZURE Functions etc)* Has built low latency solutions for data acquisition and/or trading* Has created proprietary code libraries (with documentation) to be used by other developers* Hand-on time series data experience* Has created proprietary code libraries (with documentation) to be used by other developers* Uses version control and manages their code base appropriately* Has both supported their own solutions post go-live and offloaded support to a third-partyDesirable: * Some exposure to Statistics/Machine Learning in previous projects * Some exposure to or knowledge of Visualisation Tools (PowerBI/Spotfire)This needs combining with a positive attitude and an ability to work within a large, globally dispersed project team in a multi-cultural environment. You also need to be a self-starter, a logical thinker and a quick learner, with strong initiative and excellent communication, interpersonal and presentation skills, able to write clearly and concisely.We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"West End, London, UK"	"IT"	"6-12 months"	"ASAP"	"Dependent on Experience"	"Eaglecliff Recruitment"	"Alfie Law "	"JS-17835"	"12/12/2018 15:31:11"	"http://www.jobserve.com/Gm8Jy"	NA	NA
"Business Intelligence Analyst"	"£45k - £55k per annum"	"London"	"Permanent"	"Business Intelligence Analyst"	"London - £45k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Excellent opportunity as a Business Intelligence Data Analyst/BI Data Analyst/to join a well-established company based in London. Ideal for someone who is passionate about pursuing their career within the Business Intelligence field, playing an integral part in the future of the company. This organisation has recently developed its Business Intelligence division and is looking for an experienced Business Intelligence Analyst to become a core member of the team.As a Business Intelligence Analyst/BI Analyst you will be responsible for a number of different elements, including creating a delivery and roadmap for the unit, suggest and delivering Business Intelligence solutions and modelling data. You will be an expert in SQL, and will have extensive experience in creating visualisation dashboards.This position is fantastic for someone who enjoys a challenge, is willing to get stuck into providing solutions and has a motivation for data.Expertise and Responsibilities:-) Experience as Business Intelligence Analyst/BI Analyst/Business Intelligence Data Analyst/BI Data Analyst or similar-) Experience in Datamodelling is an integral element of this role-) Extensive knowledge & experience in SQL-) Visualisation Implementation experience - (Tableau, Qlickview etc)-) A numerical background is nice to have (eg Statistics, Maths etc)-) Knowledge & a presence of managing stakeholders & their needs-) Knowledge of data warehousing"	"London, UK"	"IT"	NA	"ASAP"	"£45k - £55k per annum"	"Marks Sattin"	"Holly Inglis "	"JS-BIAN/1012/HI"	"10/12/2018 12:31:23"	"http://www.jobserve.com/Gmhgf"	NA	NA
"Data Scientist/Machine Learning Engineer - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist/Machine Learning Engineer - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Data Scientist/Machine Learning Engineer - contract£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to help with designing a data engine to be built using Machine learning technology (likely TensorFlow) and algorithyms, and build a Machine Learning bot for 10 plus use cases for this company.To be considered for this contract role you will have:+2 years of commercial experience working in Data ScienceObject-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, HiveExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Machine Learning Engineer - contract"	"London, UK"	"IT"	"6 months +"	"ASAP"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"10/12/2018 12:04:13"	"http://www.jobserve.com/GmheU"	NA	NA
"Real World/HTA Statistician - Pharmaceutical"	"GBP"	"London"	"Unspecified"	"Real World/HTA Statistician - Pharmaceutical"	"London - GBP"	"Unspecified"	"Posted: Tuesday, 11 December 2018"	""	"HTA/Outcomes statistician. Global pharmaceutical company, SAS/R, CDISC/SDTM. Method development. LondonYour new companyIs a prestigious global pharmaceutical company with a history of innovation, looking to grow their Real World Evidence and HTA team, by adding several late phase/observational/HTA statisticians to work on a range of projects.Your new roleYou will be supporting a number of studies focused on HTA/Observational & late phase clinical development projects, working closely with clinical colleagues, senior stakeholders and programmers to provide comprehensive expertise, analysis, interpretation, and understanding of data.Major responsibilities will include:Statistical analysis of large real world and late phase trial data sets;Statistical method development and optimisation;Supporting late phase/HTA submission teams on the analysis and interpretation of data;Working on multiple concurrent projects.What you'll need to succeedAs well as a good technical background within statistics, you should have very strong analysis and data interpretation skills and exposure to late phase clinical/observational research and/or HTA submissions.Candidates should have:An MSc (or equivalent experience) within statistics, biostatistics, mathematics, informatics or related discipline. Candidates with higher degrees, ie PhD are preferred;A track record of method development or innovation within statistics/biostatistics;Experience of late phase/observational/real-world research, ideally with knowledge of HTA processes or submissions;A good knowledge of programming languages, such as R or SAS.Candidates with direct experience of the pharmaceutical industry (either from in-house or CRO experience) are preferred, as are those with hands-on experience of CDISC standards, eg SDTM or ADaM.There are several roles available at varying levels, and candidates with less/different experience are also encouraged to apply.What you'll get in returnYou'll get the chance to work for an innovative pharmaceutical company, with a collaborative working atmosphere, working on a range of interesting projects. You'll also get excellent career progression and development and a generous salary and benefits package.Keywords: statistics, biostatistics, SAS, R clinical, trial, development, late, phase, Phase IV, RWE, RWD, real, world, evidence, observational, outcomes, data, HTA, health, technology, assessment, analysis, science, pharmaceutical, CDISC, SDTM, ADaM, submission, interpretation, project, management, London, programmer, method, tool, small, molecule, biologics, research, biology "	"London, UK"	"Science"	NA	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36690997/587525791"	"11/12/2018 13:08:54"	"http://www.jobserve.com/Gmuej"	NA	NA
"Senior Lecturer/Reader in Medical Statistics"	"51630.00 - 58089.00 Annual GBP"	"City, Bristol"	"Permanent"	"Senior Lecturer/Reader in Medical Statistics"	"City, Bristol - 51630.00 - 58089.00 Annual GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Senior Lecturer/Reader in Medical Statistics ACAD103686 £51,630 - £58,089 per annum This is an exciting opportunity for an experienced medical statistician with a strong track record in applied clinical trials research to join one of the UK's leading UK Clinical Research Collaboration (UKCRC) registered Clinical Trials Units. The post is at the Senior Lecturer/Reader level but for an exceptional candidate an appointment at the Professorial level may be considered. This post is funded by the University of Bristol as part of a strategic investment in clinical trials. The newly formed Bristol Trials Centre, which comprises the Clinical Trials and Evaluation Unit (CTEU) and the Bristol Randomised Trials Collaboration (BRTC), has a diverse portfolio of trials including studies evaluating hospital-based and community-based interventions, clinical trials of investigational medicinal products (CTIMPs) and non-CTIMPs. Currently, the Centre is running a range of trials in general surgery, cardiac surgery (adults and children), orthopaedic surgery, ophthalmology, emergency medicine, urology, primary care, mental health and public health. The Centre also has a portfolio of cohort studies in cardiovascular and other diseases. Improving the efficiency and quality of trial conduct through the use of innovative IT solutions and greater use of routinely collected data is a key focus. Working with multidisciplinary research teams, you will provide leadership in medical statistics, clinical trial methods and trials methodology and play a role in the development of the Centre. A key strategic objective is to increase the breath and number trials run through the Centre. Another key objective is to complete the harmonisation of working practices as the CTEU and BRTC come together as the Bristol Trials Centre. You will be based in the CTEU.  You are expected to make a significant contribution towards establishing the Centre as an international centre of excellence in clinical trials and translational research, evidenced through an increased research portfolio and publications in high-quality journals. You will also contribute to teaching and administration for the School's postgraduate taught programmes. Supervision of PhD students working on trials methodology topics will be encouraged. You will have a PhD in statistics (or a related quantitative topic) and a track record of high-quality research in trials or trials methodology, with a portfolio of research grants and research outputs in major international journals. For an informal discussion please contact: Professor Chris Rogers, Director Bristol Trials Centre, Co-Director of the Clinical Trials and Evaluation Unit, Telephone: ; E-mail:  We appreciate and value difference, seeking to attract, develop and retain a diverse mix of talented people that will contribute to the overall success of Bristol and help maintain our position as one of the world's leading universities. To apply please click the button below and follow the link to the on line application process. The closing date for applications is 23:59 on Sunday 16th December 2018. "	"City, Bristol, UK"	"Education"	NA	NA	"51630.00 - 58089.00 Annual GBP"	"University of Bristol"	"University of Bristol"	"JS3573_6816487/587812174"	"10/12/2018 07:08:40"	"http://www.jobserve.com/GmgIx"	NA	NA
"Lead statistician"	"GBP"	"London"	"Unspecified"	"Lead statistician"	"London - GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"12 Month contract with opportunities to extend, fully home based.Lead statistician job at leading pharmaceutical companyI am working with a market leading global pharmaceutical company to find multiple lead statisticians to join their expanding team. The role is based in Europe and you can work fully remotely. The job is on an initial 12 month contract with the likelihood of extension and an extremely attractive hourly rate of pay.The company works across the globe and works in multiple therapeutic areas and has had success in all of their areas of focus. The company is constantly striving to grow and improve on their already very successful history, with multiple innovative products in recent years and a very promising pipeline with great potential.Responsibilities: -Serve as an expert in the therapeutic area and provides strategic input by suggesting innovative statistical methods that will help accelerate the development process or market access-You will work with the study lead and other biostatisticians and programmers in the project to ensure that a high quality project is produced-You would work with the submission team to ensure that proper responses are made to any statistical related question from regulatory authorities are delivered in a timely manner-The biostatistics lead for scientific evaluation of in-licensing opportunities -Be proactive and use expertise to solve any problems before they occur and be an outlet to less experienced statisticians to improve their expertise -You will develop and maintain standardisation adheres to GSS across the clinical studies program-Manage and coordinate NDA/MAA submission for the program and ensure they're completed accurately and on timeSkills: -The ability to communicate complex problems or ideas in a non-technical way-Good knowledge in SAS or R programming -Able to coordinate a team of biostatisticians and statistical programmers in the process of a clinical program-Experience with NDA/MMA -Able to pro-actively propose and defend alternative and often innovative study designs and statistical methods. -Good knowledge in visualisation and simulation techniques-7+ (with Ph.D.) to 10+ (with Master's degree) years in biostatistics within the pharmaceutical industry-Familiarity with later Phase studies To apply for this role please click the apply icon below If you would be interested in a position similar to this please feel free to get in contact. "	"London, UK"	"Science"	NA	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36474081/592937002"	"12/12/2018 09:09:00"	"http://www.jobserve.com/Gm4M6"	NA	NA
"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"GBP"	"London"	"Permanent"	"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Lead Machine Learning Scientist (Bayesian Inference, Statistics)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Machine Learning Scientist (Bayesian Inference, Statistics) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Machine Learning Scientist within our startup/SME (currently 600 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Machine Learning Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Machine Learning Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Machine Learning Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil "	"London, UK"	"Science"	NA	NA	"GBP"	"Understanding Recruitment"	"Understanding Recruitment"	"JSDFBBE997/603304364"	"12/12/2018 09:10:45"	"http://www.jobserve.com/Gm4OU"	NA	NA
"Principal Statistical Programmer - SAS"	"GBP"	"Berkshire"	"Unspecified"	"Principal Statistical Programmer - SAS"	"Berkshire - GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"We are currently looking for a Principal Statistical Programmer to join a leading company based in the Berkshire area. As the Principal Statistical Programmer you will be responsible for delivering clinical trial projects using SAS programming.KEY DUTIES AND RESPONSIBILITIES:Your duties as the Principal Statistical Programmer will be varied however the key duties and responsibilities are as follows:1. As the Principal Statistical Programmer you will demonstrate your SAS programming expertise through the development of ADaM datasets.2. You will demonstrate leadership skills in the coordination of analysis and reporting activities for statistical programming projects.3. As the Principal Statistical Programmer you will provide input to and develop clinical trial reporting documentation to support the analysis and reporting activities for statistical programming projects.4. You will contribute to departmental initiatives to identify process or tool developments to continuously increase project quality and efficiency.ROLE REQUIREMENTS:To be successful in your application to this exciting opportunity as the Principal Statistical Programmer we are looking to identify the following on your profile and past history:1. As the Principal Statistical Programmer you will have a relevant degree and demonstrable experience in working within a CRO or pharmaceutical industry.2. You will have proven industry experience in SAS and working to CDISC standards.3. As the Principal Statistical Programmer working knowledge and practical experience demonstrating strong leadership skills and have excellent communication skills.Key Words: clinical, trials, CDISC, SDTM, ADAM, data, analysis, statistics, statistician, biostatistician, SAS, program, develop, pharmaceutical, biotechnology, CRO, statistical methods, program, programming.Hyper Recruitment Solutions Ltd (HRS) is an Equal Opportunities employer who are certified by Investors in People for our talent development. We welcome applications for any applicant who fulfil the role requirements for this position. HRS is a company exclusively supporting the science and technology sectors, and is made up of a collaboration of recruitment processionals and scientists. We look forward to helping you with your next career moves. "	"Berkshire, UK"	"Science"	NA	NA	"GBP"	"Hyper Recruitment Solutions Ltd"	"Hyper Recruitment Solutions Ltd"	"JS3561_36535647/598341782"	"12/12/2018 09:17:52"	"http://www.jobserve.com/Gm4Th"	NA	NA
"Senior Epidemiologist/Observational Researcher"	"GBP"	"London"	"Unspecified"	"Senior Epidemiologist/Observational Researcher"	"London - GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"Epidemiology/observational research scientist for global pharmaceutical company in London, 1 year contractYour new companyIs a leading global pharmaceutical company in London looking to bring in an experienced scientist/epidemiologist to their observational research & epidemiology department to work on pan-European trials across multiple therapy areas.This client has an excellent market reputation and a track record of innovation within this area.Your new roleYou will be joining an extensive team of epidemiologists, statisticians, programmers, and outcomes researchers to design, manage and analyse large scale prospective and retrospective studies across European populations.Major responsibilities will include:Designing and managing observational studies to analyse observational data, eg from literature reviews, EMRs, physician surveys, etc. Working on both prospective and retrospective pan-European studiesCarrying out literature reviewsAnalysing in-house and other medical databasesWriting protocols/SOPs and statistical analysis plansGuiding trial analysis, including working closely with programmers,Analysing results, and using the data to write reports & publicationsWorking closely with stakeholders in health economics/HTA, outcomes research, market access and medical departmentsProviding insight and analysis for the assessment of medicines, eg for efficacy studies or pricing & reimbursement dossiers.This is initially a 12 month contract, with the possibility of extension.What you'll need to succeedAlongside excellent communication and organisational skills, you should have:A BSc/MSc (or equivalent experience) in epidemiology, statistics, health economics, mathematics or a related subject. Higher degrees, ie PhD are preferred for this position;A track record of working on observational/epidemiological/Phase IV studies;Very strong statistics/epidemiology skills;A track record of working with large clinical/medical data sets;Experience of designing large epidemiology/outcomes/medical record studies;A publication record within observational research/epidemiology.Candidates with direct experience of working for the pharmaceutical or CRO industry are at an advantage for this position.What you'll get in returnThe chance to work on a number of exciting projects, in an innovative team with a highly collaborative working atmosphere, and a very generous pay rate.What you need to do nowIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call me on .Keywords: epidemiology, epidemiologist, observational, research, scientist, science, statistics, statistician, programmer, programming, real, world, evidence, outcomes, RWE, data, SAS, R, genetic, population, clinical, trial, study, studies, literature, review, insight, treatment, EMR, medical, record, pharmaceutical, disease, therapy "	"London, UK"	"Science"	NA	NA	"GBP"	"Hays Specialist Recruitment Limited"	"Hays Specialist Recruitment Limited"	"JS3561_36751287/593017025"	"12/12/2018 09:09:15"	"http://www.jobserve.com/Gm4NI"	NA	NA
"Business Manager - Stalking Helpline"	"GBP"	"London"	"Unspecified"	"Business Manager - Stalking Helpline"	"London - GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"Role: Manager - Stalking Helpline Based: London (able to work one day a week from home) Rate: £32,000 per annum (pro rata) Hours: 3 days a week (flexibility on days worked) Start date: ASAP Resourcing Group Futures are recruiting for a Business Manager on behalf of a National Charity specialising in supporting and advocating on behalf of victims of stalking and harassment. They are looking for an experienced Service Manager to oversee the strategic management and development of their National Stalking Helpline and to promote and develop their extensive partnership work. The role will be covering all externally facing duties including liaising with funders and commissioners, training and development of partner services and linked professionals, sitting on national, regional and local steering groups, compiling and submitting statistics and managing referral pathways. You will be working closely with local and regionally partners who provide front line services to victims of stalking and harassment to support them with training and development and to work together to effect legislation change and promote joint working. You will also sit on a number of steering groups and specialist Stalking and Harassment Hubs including London STAC (which includes the Metropolitan Police, Mental Health Services, Probation and the CPS) and will ensure the victims' voices and experiences are heard and listened to. You will be working constructively with multi-agency colleagues and will be working together to develop a new response to stalking. You will receive specialist training and will have a key role in the development of the service.Essential Requirements:Proven track record of working within the VAWG sector and experience of working with people affected by gender-based violence (including stalking and harassment, domestic violence, sexual violence, CSE, FGM, forced marriage and honour based violence)Previous management experience and experience of working with external agencies and commissioners in a strategic capacityAble to work in a multiagency setting and work in a stand alone capacity For details on this or any other role please contact Ria Hjelm-Smith on or emailResourcing Group is acting as an Employment Agency in relation to this vacancy. "	"London, UK"	"Community"	NA	NA	"GBP"	"Resourcing Group"	"Resourcing Group"	"JS3561_36810614/603396265"	"12/12/2018 13:27:59"	"http://www.jobserve.com/Gm6tA"	NA	NA
"Mobile Plant Fitter"	"38k Annual GBP"	"Guildford, Surrey"	"Permanent"	"Mobile Plant Fitter"	"Guildford, Surrey - 38k Annual GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Mobile Plant Fitter required in Guildford Salary - Up to £38,000 Plus Bonus and Overtime Hours Monday to Friday 40 Hours per week We are currently seeking a Mobile Plant Fitter to join our client's Commercial Fleet Company. You will be covering the Guildford/Basingstoke Area. We are looking for a talented, efficient Mobile Plant Technician who can work independently and to a high standard, this candidate will working on a wide variety of plant equipment. The role will include the following; Routine service & maintenance to all types of plant equipment. Preventative Maintenance works to avoid potential avoidable breakdowns. Carry out fault diagnosis on complex hydraulic, pneumatic and electrical systems. Annual statutory testing such as LOLER. To complete associated paperwork to ensure that all statistics and legal information are produced, update dedicated workshop computer system as necessary. To ensure that all relevant legislation and Health and Safety procedures are adhered to. Working on customer sites & depots To maintain the company vehicles to a high standard. We welcome applications from Plant experienced candidates only who have either worked in a workshop or mobile. You must have a full UK driving licence. Apply now with your full CV at Progress Recruitment Solutions (UK) Ltd quoting job ref PRS18278 Unfortunately we are unable to contact every application that we receive, if you do not receive a response please assume that you have been unsuccessful with this particular application, however if you have transport & logistics experience we will keep your details on file and contact you should a vacancy arise that matches your skills and experience. Follow us on Twitter! Automotive | Motor Trade | Commercial Vehicles | Plant | Heavy Goods Vehicles | Mobile | Technician | Plant Fitter | Guildford | Surrey| "	"Guildford, Surrey, UK"	"Trades & Services"	NA	NA	"38k Annual GBP"	"Progress Recruitment Solutions (UK) Ltd"	"Progress Recruitment Solutions (UK) Ltd"	"JS10386808/600438576"	"12/12/2018 13:21:51"	"http://www.jobserve.com/Gm6os"	NA	NA
"Clerical/Admin Officer"	"9.85 Hourly GBP"	"North Shields, Tyne And Wear"	"Permanent"	"Clerical/Admin Officer"	"North Shields, Tyne And Wear - 9.85 Hourly GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Are you looking for a new, exciting Admin opportunity? Do you have excellent IT skills and a background in data entry? We are thrilled to support our public sector organisation in North Shields you'll be an essential part of a small, dedicated and friendly data processing team.Contract: Temporary, expected until end of February 2019.Location: North Shields Hours: Monday to Friday 9 - 5, 37 hours a week.Pay Rate: £9 p/hThis role is to work within an established public sector organisation based at North Shields. This is an involved Admin Officer role concentrating primarily on data entry. If successful, your responsibilities will include the following: - Covering general admin tasks, such as filing, photocopying, email correspondence etc.- Strong knowledge and understanding of Microsoft Office packages (Word and Excel) - Inputting figures and statistics from paper and electronic forms- Data entry into databases- Using in house systems to input data- Training provided on in house systems- Working in busy environment As the ideal candidate, you will:-Possess excellent IT skills, including proficiency with the Microsoft packages, in particular Word, Excel and Outlook-Be a skilled communicator, confident communicating internally and externally-Possess a keen eye for detail with a high level of accuracyThis is a full time temporary role, currently expected to last until the end of February 2019. If you think you have the skills and knowledge to fulfil this role, please do not hesitate to submit your online application. We are looking for the correct candidate to start ASAP and welcome your applications. "	"North Shields, Tyne And Wear, UK"	"Office and Admin"	NA	NA	"9.85 Hourly GBP"	"Brook Street"	"Brook Street"	"JS8530352/586923659"	"12/12/2018 13:19:40"	"http://www.jobserve.com/Gm6nM"	"Public Sector"	NA
"Dialler Analyst"	"25k Annual GBP"	"City, Leeds"	"Unspecified"	"Dialler Analyst"	"City, Leeds - 25k Annual GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"Dialler AnalystLeeds (LS1)Monday to Thursday 10am-7pm Friday 9am - 4pmSalary up to £35,000My client is looking for a Dialler Analyst to join their team in Leeds city centre to help their contact centre with MI, measuring data and keeping on top of data going into the diallerThe Dialler Analyst will work closely in a Dialler team to monitor and maintain campaign, system and Real Time performance to support all relevant collections and servicing groups.Additional responsibilities include maintaining day to day dialler strategy, report dialler related issues to management, monitor work task loads, assist with weekly audits, execute strategic scheduling and provide coverage when required inside the dialler team. Role of the Dialler Analyst Assists with the administration of the call centre phone system, maintains user records (add/delete users), monitors Real Time call volumes and service level statistics to ensure adherence to internal/client scheduling and service level metrics.Gathers call data and assists with data analyses to determine call volume trends, service activity, or resource availability to forecast required staffing levels and provide reporting to management.Assists with the creation of reporting that may include dashboard reporting, scorecards, and presentations of call centre statistics such as call volume trends, variances from staffing schedules and performance to established service level metrics. May participate in continuous improvement initiatives as required.Monitors staffing levels and schedule adherence of Customer Service Representatives (CSRs) to assure internal and/or client service levels and customer satisfactions goals are met. Assists with the maintenance of the Workforce Planning Tools by entering Real Time exceptions (absence, tardiness, early departure, meetings, overtime, call outs, etc.).Operational duties for the Dialler Analyst Monitoring of inbound/outbound activity, utilizing dialler software and other monitoring tools and reportsMaking Real Time adjustments to optimize campaign and strategy effectivenessMonitoring, reporting and maintaining collections queues.Assist in implementing and maintaining dialler strategies including, but not limited to list building, campaign creation, maintain hours of operations for all business units as requiredWeekly compliance audits maintainedTraining and development duties for the Dialler Analyst Assist end users with troubleshooting procedures and report issues to relevant parties as requiredAssist end users with use of systems as requiredAssist/train collections team on operation of technology resources that impact them. Solicit feedback and inform of changes as required.Assist other departments with documentation as requiredTo apply for the Dialler Analyst role please attach a copy of your most recent CV "	"City, Leeds, UK"	"Customer Services"	NA	NA	"25k Annual GBP"	"The Recruitment Crowd (Yorkshire) Ltd"	"The Recruitment Crowd (Yorkshire) Ltd"	"JS3561_36814949/603937221"	"12/12/2018 11:03:21"	"http://www.jobserve.com/Gm5sP"	NA	NA
