"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"duration"
"Data Scientist"	"£60k - £100k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £60k - £100k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Senior Data Scientist - Investment BankingA leading Investment Bank who are looking to expand their Digital Global Transaction Banking space are looking to add a Data Scientist to the team.The Global Transaction Banking organisation is investing in an important step change in managing and leveraging data to accelerate the business into the digital era. Data will play a significant role in building out future digital applications with the aim to utilise the latest analytics, machine learning and AI capabilities.Key Responsibilities:Building data products utilising agile development frameworks, delivering value quickly and continuously, and above all build products that solve customer problemsIdentifying and implementing artificial intelligence/machine learning models to enhance business performanceBuilding key relationships with internal business partners to facilitate agile data application product developmentBuilding and championing analytics, data science and reporting best practice frameworksArchitect and rapidly build cost effective proof of concepts/Minimum Viable Products to test commercial opportunity for new applications of data productsResearching new concepts and applications for data products and technology which will provide commercial value or efficiency benefitsWorking with senior stakeholders to understand and translate technical business requirements and applications that would benefit Deutsche Bank into working prototypesMentoring and training peers on building practical data applications and show their benefits Skills & Qualifications:Have hands on experience working with big data platforms and associated products (not just a theoretical understanding) such as hive, impala, oozie, Spark, neo4j etcHave a strong programming with big data foundation- including Python, Scala, Java or C++, R and SQLHave hands on experience in data analysis and science, with a good understanding of data-mining, machine-learning and other data science techniques and applications, including prediction, optimisation, classification, anomaly detection and text analyticsUnderstand the model build life cycle, including feature selection and optimisation, model selection and validation, and ongoing model maintenanceMust have a firm grasp of statistical techniques for analysis, including, distributions, testing methodologies, probability theory etcHands on experience data mining and querying using SQL and/or Spark using large and complex structured and unstructured data setsAbility to deliver high quality data visualisations that capture the essence of the insight in the simplest way, through Tableau, Qlikview or equivalent data visualisation toolsHave a good understanding of software engineering principles and agile delivery methodologiesDefine data quality process and frameworks to demonstrate and ensure a good quality data pipeline. Familiar with data quality process and vendor tools"	"London, UK"	"IT"	"Executive"	"£60k - £100k per annum"	"ThomsonKeene"	"Jack Cannell "	"JS-9911"	"03/12/2018 08:19:01"	"http://www.jobserve.com/GdTdX"	NA	NA	NA
"Graduate Proofreader/Resourcer"	"£18k - £24k + bonus + benefits"	"Godalming"	"Permanent"	"Graduate Proofreader/Resourcer"	"Godalming - £18k - £24k + bonus + benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Graduate Proofreader/Resourcer Are you organised and methodical, with a love for writing and ticking off a detailed to-do list? Are you an English language pedant who is irked by spelling errors and grammatical mistakes in written copy? Are you a friendly people-person, with a good sense of humour and a tolerance for poor puns and rubbish jokes? Are you looking to build a long-term career at a successful technical communications recruitment company? Are you a lover of cake, who might also be tempted by the occasional salted caramel brownie? Then look no further! Edissero has an excellent opportunity for a graduate/junior to join our small, friendly and professional resourcing team based in the heart of Godalming. We've been recruiting technical authors since 2003 and we work with some of the most innovative and interesting gaming, software, artificial intelligence, fintech and engineering companies all over the UK, Europe and sometimes further afield, too. What's a technical author?!, we hear you cry well don't worry, we didn't know what one of those was when we started, either. Forget everything you think you know about recruitment companies. At Edissero, we won't expect you to cold call potential clients all day or make 30 placements a month. Our focus is to do our job as effectively, ethically, and helpfully as possible; words you don't always associate with recruiters, right? So what do we need you to do for us? To give you an idea, in this varied and interesting role and with full training and support from lovely colleagues, you will find yourself: Taking and filling specialist vacancies for companies working on some pretty cool new technology and concepts. Speaking to clients and candidates on the phone, getting to know them and their requirements/skills, and generally being a little bit nosy. Poring over CVs and writing samples, spotting and correcting spelling, grammatical and formatting errors. Composing exciting and engaging job adverts (just like this one ). Writing incisive and informative supporting notes for each submitted CV. Keeping our database meticulously up-to-date. Being obsessively organised; we gain huge satisfaction from writing and then gleefully ticking off a daily-to do list (we should probably get out more). Visiting clients and nosing around their often very exciting offices. Sometimes you'll even go out for coffee and cake, which leads neatly on to: Either talking about or actually eating delicious food. Being genuinely (or at least pretending to be) interested in looking at our respective pet dog/cat pictures. In exchange for the above, we're offering a salary of £18,000 - £24,000 p.a., a generous bonus and a nice benefits package including 25 days' holiday, contributory pension, private health insurance and a company mobile phone. Sound good so far? Great! We'd love to hear from you. A CV and covering letter stating your suitability and interest will be gratefully received by Michelle Shoubridge (see below) or if you'd like any further information, please give us a call"	"Godalming, UK"	"IT, Office and Admin, HR"	"Graduate"	"£18k - £24k + bonus + benefits"	"Edissero Ltd"	"Michelle Shoubridge "	"JSGRADEDISSERO"	"29/11/2018 10:48:37"	"http://www.jobserve.com/Gkg2Y"	NA	NA	NA
"Proofreader/Resourcer"	"£18k - £24k + bonus + benefits"	"Godalming"	"Permanent"	"Proofreader/Resourcer"	"Godalming - £18k - £24k + bonus + benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Proofreader/Resourcer Are you organised and methodical, with a love for writing and ticking off a detailed to-do list?Are you an English language pedant who is irked by spelling errors and grammatical mistakes in written copy?Are you a friendly people-person, with a good sense of humour and a tolerance for poor puns and rubbish jokes?Are you looking to build a long-term career at a successful technical communications recruitment company?Are you a lover of cake, who might also be tempted by the occasional salted caramel brownie?Then look no further! Edissero has an excellent opportunity for an enthusiastic candidate to join our small, friendly and professional resourcing team based in the heart of Godalming. We've been recruiting technical authors since 2003 and we work with some of the most innovative and interesting gaming, software, artificial intelligence, fintech and engineering companies all over the UK, Europe and sometimes further afield, too. What's a technical author, we hear you cry well don't worry, we didn't know what one of those was when we started, either. Forget everything you think you know about recruitment companies. At Edissero, we won't expect you to cold call potential clients all day or make 30 placements a month.Our focus is to do our job as effectively, ethically, and helpfully as possible; words you don't always associate with recruiters, right? So what do we need you to do for us? To give you an idea, in this varied and interesting role and with full training and support from lovely colleagues, you will find yourself: Taking and filling specialist vacancies for companies working on some pretty cool new technology and concepts. Speaking to clients and candidates on the phone, getting to know them and their requirements/skills, and generally being a little bit nosy. Poring over CVs and writing samples, spotting and correcting spelling, grammatical and formatting errors. Composing exciting and engaging job adverts (just like this one ). Writing incisive and informative supporting notes for each submitted CV. Keeping our database meticulously up-to-date. Being obsessively organised; we gain huge satisfaction from writing and then gleefully ticking off a daily-to do list (we should probably get out more). Visiting clients and nosing around their often very exciting offices. Sometimes you'll even go out for coffee and cake, which leads neatly on to: Either talking about or actually eating delicious food. Being genuinely (or at least pretending to be) interested in looking at our respective pet dog/cat pictures. In exchange for the above, we're offering a salary of £18,000 - £24,000 p.a., a generous bonus and a nice benefits package including 25 days' holiday, contributory pension, private health insurance and a company mobile phone. Sound good so far? Great! We'd love to hear from you. A CV and covering letter stating your suitability and interest will be gratefully received by Michelle Shoubridge or if you'd like any further information, please give us a call."	"Godalming, UK"	"Office and Admin, HR"	"Graduate"	"£18k - £24k + bonus + benefits"	"Edissero Ltd"	"Michelle Shoubridge "	"JSEDISSERO"	"29/11/2018 10:47:56"	"http://www.jobserve.com/Gkg13"	NA	NA	NA
"Managing IT Consultant/Senior Project Manager - IT Consultancy"	"Negotiable + Bonus + Benefits"	"London"	"Permanent"	"Managing IT Consultant/Senior Project Manager - IT Consultancy"	"London - Negotiable + Bonus + Benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Position: Managing IT Consultant/Senior Project Manager - IT Consultancy  Due to continued growth, Wavestone is currently looking for experienced Managing IT Consultant/Senior Project Managers to help drive and support its growing customer demand. If you have consulting experience from a global consultancy and are keen to specialise, we provide an opportunity for you to work on high profile national and international engagements. We will provide you with a tailored learning and development plan to help you realise your full potential as an IT Managing consultant. We are looking for experience within one of more of the following technology topics: IT Infrastructure and Operations: Cloud Transformation, Software Delivery Optimisation & Automation, Digital workplace design and implementation, IT Infrastructure Security transformation, IT Operation Strategy and Organisation, IT Process and Operations automation and enhancement, Outsourcing & Service Level Management, Demand and Capacity Management and IT Asset Management. Digital Innovation: Robotic process automation (RPA), Smart work-flows/Workflow automation, Cognitive agents, Natural-language-processing (NLP)/Artificial Intelligence, Machine-learning, Innovation Management, Blockchain/Distributed Ledger Technology (DLT), Big Data, Cloud Services/APIs/Microservices. Cyber Security: Risk Management, Data Protection & Privacy, Data Leakage Prevention, Identity & Access Management, Suspicious Activity Monitoring, Forensics & Audit Trail, Threat Intelligence, Incident & Crisis Management, Disaster Recovery & Business Continuity, IT Security Organization, Awareness & Training Data Management: Data Governance, Master Data Management, Quality and Controls Management, Data Security, Storage, and Architecture. Complex Change - Within Financial Services delivering large and complex programmes, large scale systems integrations, separations and transfer of Legacy systems to banking packages. Data Migration, Test Strategy and Test Management, Cutover & Conversion, Assurance & Direction, Programme Leadership & Management, Programme Support and Planning & Control. Company overview Wavestone is a premier global management consulting company that is dedicated to delivering high-impact results to its clients. Wavestone is one of the leaders in management consulting services in the European market and is expanding its footprint in the UK and North America. Our global team of more than 2,500 professionals over 4 continents brings deep industry knowledge and experience, strategic insight and operational expertise, and a passion for delivering measurable bottom line results. As a part of the Wavestone team, you will be constantly engaged with projects and opportunities that will develop your skills and advance your career. Wavestone hires the brightest, creative, and most dedicated candidates and develops them into confident and knowledgeable leaders and business experts. Our collaborative culture ensures that-from Day 1-you become an integral member of the Wavestone team. At Wavestone, you will work on technology consulting projects that intimately involve you with both your engagement team and your clients. As a technology-focused management consultant, you will primarily work on projects in one or more of the following areas: Complex Change Banking Re-Platforming Digital Innovation IT Infrastructure & Operations Cyber Security Data Management Card Platforming Responsibilities During your work, you will assume project-critical responsibilities, develop strategic recommendations and guidance, and ensure the highest service quality to the client. You will be a source of unwavering reliable, high-quality work for Wavestone management, and serve as a leader and mentor for junior team members. You will have opportunities to develop industry-relevant thought leadership, participate in business development practices, and present material to management teams, ultimately making your mark on the client and on the Wavestone practice. Commitment to quality and on-schedule delivery; proven ability to establish and meet milestones and deadlines Customer-focused mentality to understand and appropriately respond to customers' business needs  Exceptional drive, interpersonal skills, and demonstrated ability to interface effectively and collaborate with clients, peers, and senior management to help develop solutions and ensure stakeholder buy-in Proven ability and to contribute to business development (ie proposals, market offers, white papers, etc.) and internal initiatives (ie recruitment, training, social events, etc.)  Strong analytical skills and problem solving abilities; versatile, flexible, and proactive when solving problems and dealing with ambiguity Highly structured, hypothesis-driven thought process with ability to translate thoughts into verbal, written and graphical arguments Highly motivated, knowledge-seeking and self-starting attitude proven ability to work on own initiative within challenging work environments Advanced desktop tool skills, including Microsoft PowerPoint, Excel, Word, and Project Required experience and skills Applications are sought from candidates with: Strong, proven consulting skills and an understanding and experience of at least two of the following in a large complex environment:  IT architecture IT operating model IT outsourcing/managed services strategy IT strategic sourcing and/or contract negotiation IT transition/transformation programme management IT vendor management IT risk management and cybersecurity Experience of either Financial Services, Public Sector, Large Multinationals An strong academic background, through an undergraduate degree; graduate degree/MBA a plus Excellent presentation, report writing and articulation skills A high level of personal intellect and a never-ending willingness to learn Ambition and a strong work ethic, passion for the quality of your work  A collaborative working style and evidence of being a team player Candidates must have the right to live and work in the UK. Although our offices are based in London, you must be able to work on our customer sites in various UK and potentially European locations."	"London, UK"	"IT"	NA	"Negotiable + Bonus + Benefits"	"Wavestone"	"John Harold"	"JSXCREQ-2905"	"29/11/2018 15:19:43"	"http://www.jobserve.com/GkjKp"	NA	"January 2019"	NA
"Project Manager - North West - Biggest UK Transformation Programme - New"	"£60k + Full Benefits + Bonus"	"Manchester - North West"	"Permanent"	"Project Manager - North West - Biggest UK Transformation Programme - New"	"Manchester - North West - £60k + Full Benefits + Bonus"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Project Manager - North West - Biggest UK Transformation Programme - New - Greenfield Would you be interested in helping successfully deliver a scale of transformation and profile project never attempted or seen before ? The overall Eco System is an incredible £6 Billion pounds and this particular programme tream is the most important and far reaching. You will be influencing the success of the entire system with Integration, Design, Build and Test. A full life cycle opportunity that is truly green field. Smart Co has helped this programme for 3 years now, however this particular project is the one we are most excited about. It will revolutionise probably the last true Digital Transformation and open the areas of Data, IoT, RPA and Artificial intelligence. Skills: Excellent stakeholder management - Internal and external Experience with System integration Design, Build, Test Phases Experience of multiple programme streams Large Greenfield project experience Exposure to complex multi supplier Delivery Programme Desirable: Telecoms or Wireless Networks Utilities Highly regulated environments Government sponsored projects (Although this is the private sector) You will also be talking daily to the wider programme community of Project Managers, Programme Managers and Programme Directors. This team is the number 1 Greenfield team in the North West and you will be also be gaining exposure to the latest technology stack as reported by Gartner. For a full confidential overview and to talk about our project time frames please contact Lloyd Norman Smart Account Director at your earliest convenience."	"Manchester - North West, UK"	"IT, Energy, Agriculture"	"Executive"	"£60k + Full Benefits + Bonus"	"Smart Co Consulting Limited"	"Lloyd Norman "	"JS/PM233309"	"02/12/2018 09:55:00"	"http://www.jobserve.com/GlEJi"	NA	"Immediate 2018/19"	NA
"Senior IT Consultant/Project Manager - IT Consultancy"	"Negotiable + Bonus + Benefits"	"London"	"Permanent"	"Senior IT Consultant/Project Manager - IT Consultancy"	"London - Negotiable + Bonus + Benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Position: Senior IT Consultant/Project Manager - IT Consultancy. Due to continued growth, Wavestone is currently looking for experienced Senior IT Consultant/Project Managers to help drive and support its growing customer demand. If you have consulting experience from a global consultancy and are keen to specialise, we provide an opportunity for you to work on high profile national and international engagements. We will provide you with a tailored learning and development plan to help you realise your full potential as an IT Managing consultant. We are looking for experience within one of more of the following technology topics: IT Infrastructure and Operations: Cloud Transformation, Software Delivery Optimisation & Automation, Digital workplace design and implementation, IT Infrastructure Security transformation, IT Operation Strategy and Organisation, IT Process and Operations automation and enhancement, Outsourcing & Service Level Management, Demand and Capacity Management and IT Asset Management. Digital Innovation: Robotic process automation (RPA), Smart work-flows/Workflow automation, Cognitive agents, Natural-language-processing (NLP)/Artificial Intelligence, Machine-learning, Innovation Management, Blockchain/Distributed Ledger Technology (DLT), Big Data, Cloud Services/APIs/Microservices. Cyber Security: Risk Management, Data Protection & Privacy, Data Leakage Prevention, Identity & Access Management, Suspicious Activity Monitoring, Forensics & Audit Trail, Threat Intelligence, Incident & Crisis Management, Disaster Recovery & Business Continuity, IT Security Organization, Awareness & Training Data Management: Data Governance, Master Data Management, Quality and Controls Management, Data Security, Storage, and Architecture. Complex Change - Within Financial Services delivering large and complex programmes, large scale systems integrations, separations and transfer of Legacy systems to banking packages. Data Migration, Test Strategy and Test Management, Cutover & Conversion, Assurance & Direction, Programme Leadership & Management, Programme Support and Planning & Control. Company overview Wavestone is a premier global management consulting company that is dedicated to delivering high-impact results to its clients. Wavestone is one of the leaders in management consulting services in the European market and is expanding its footprint in the UK and North America. Our global team of more than 2,500 professionals over 4 continents brings deep industry knowledge and experience, strategic insight and operational expertise, and a passion for delivering measurable bottom line results. As a part of the Wavestone team, you will be constantly engaged with projects and opportunities that will develop your skills and advance your career. Wavestone hires the brightest, creative, and most dedicated candidates and develops them into confident and knowledgeable leaders and business experts. Our collaborative culture ensures that-from Day 1-you become an integral member of the Wavestone team. At Wavestone, you will work on technology consulting projects that intimately involve you with both your engagement team and your clients. As a technology-focused management consultant, you will primarily work on projects in one or more of the following areas: Complex Change Banking Re-Platforming Digital Innovation IT Infrastructure & Operations Cyber Security Data Management Card Platforming Responsibilities During your work, you will assume project-critical responsibilities, develop strategic recommendations and guidance, and ensure the highest service quality to the client. You will be a source of unwavering reliable, high-quality work for Wavestone management, and serve as a leader and mentor for junior team members. You will have opportunities to develop industry-relevant thought leadership, participate in business development practices, and present material to management teams, ultimately making your mark on the client and on the Wavestone practice. Commitment to quality and on-schedule delivery; proven ability to establish and meet milestones and deadlines Customer-focused mentality to understand and appropriately respond to customers' business needs Exceptional drive, interpersonal skills, and demonstrated ability to interface effectively and collaborate with clients, peers, and senior management to help develop solutions and ensure stakeholder buy-in Proven ability and to contribute to business development (ie proposals, market offers, white papers, etc.) and internal initiatives (ie recruitment, training, social events, etc.) Strong analytical skills and problem solving abilities; versatile, flexible, and proactive when solving problems and dealing with ambiguity Highly structured, hypothesis-driven thought process with ability to translate thoughts into verbal, written and graphical arguments Highly motivated, knowledge-seeking and self-starting attitude proven ability to work on own initiative within challenging work environments Advanced desktop tool skills, including Microsoft PowerPoint, Excel, Word, and Project Required experience and skills Applications are sought from candidates with: Strong, proven consulting skills and an understanding and experience of at least two of the following in a large complex environment: IT architecture IT operating model IT outsourcing/managed services strategy IT strategic sourcing and/or contract negotiation IT transition/transformation programme management IT vendor management IT risk management and cybersecurity Experience of either Financial Services, Public Sector, Large Multinationals An strong academic background, through an undergraduate degree; graduate degree/MBA a plus Excellent presentation, report writing and articulation skills A high level of personal intellect and a never-ending willingness to learn Ambition and a strong work ethic, passion for the quality of your work A collaborative working style and evidence of being a team player Candidates must have the right to live and work in the UK. Although our offices are based in London, you must be able to work on our customer sites in various UK and potentially European locations."	"London, UK"	"IT"	NA	"Negotiable + Bonus + Benefits"	"Wavestone"	"John Harold"	"JSXCREQ-2904"	"29/11/2018 15:22:58"	"http://www.jobserve.com/GkjK2"	NA	"January 2019"	NA
"IT Consultant/Project Manager/Business Analyst - IT Consultancy"	"Negotiable + Bonus + Benefits"	"London"	"Permanent"	"IT Consultant/Project Manager/Business Analyst - IT Consultancy"	"London - Negotiable + Bonus + Benefits"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Position: IT Consultant/Project Manager/Business Analyst - IT Consultancy  Due to continued growth, Wavestone is currently looking for experienced IT Consultants/Project Managers/Business Analysts to help drive and support its growing customer demand. If you have consulting experience from a global consultancy and are keen to specialise, we provide an opportunity for you to work on high profile national and international engagements. We will provide you with a tailored learning and development plan to help you realise your full potential as an IT Managing consultant. We are looking for experience within one of more of the following technology topics: IT Infrastructure and Operations: Cloud Transformation, Software Delivery Optimisation & Automation, Digital workplace design and implementation, IT Infrastructure Security transformation, IT Operation Strategy and Organisation, IT Process and Operations automation and enhancement, Outsourcing & Service Level Management, Demand and Capacity Management and IT Asset Management.Digital Innovation: Robotic process automation (RPA), Smart work-flows/Workflow automation, Cognitive agents, Natural-language-processing (NLP)/Artificial Intelligence, Machine-learning, Innovation Management, Blockchain/Distributed Ledger Technology (DLT), Big Data, Cloud Services/APIs/Microservices.Cyber Security: Risk Management, Data Protection & Privacy, Data Leakage Prevention, Identity & Access Management, Suspicious Activity Monitoring, Forensics & Audit Trail, Threat Intelligence, Incident & Crisis Management, Disaster Recovery & Business Continuity, IT Security Organization, Awareness & TrainingData Management: Data Governance, Master Data Management, Quality and Controls Management, Data Security, Storage, and Architecture.Complex Change: Within Financial Services delivering large and complex programmes, large scale systems integrations, separations and transfer of Legacy systems to banking packages. Data Migration, Test Strategy and Test Management, Cutover & Conversion, Assurance & Direction, Programme Leadership & Management, Programme Support and Planning & Control.Company overview: Wavestone is a premier global management consulting company that is dedicated to delivering high-impact results to its clients. Wavestone is one of the leaders in management consulting services in the European market and is expanding its footprint in the UK and North America. Our global team of more than 2,500 professionals over 4 continents brings deep industry knowledge and experience, strategic insight and operational expertise, and a passion for delivering measurable bottom line results. As a part of the Wavestone team, you will be constantly engaged with projects and opportunities that will develop your skills and advance your career. Wavestone hires the brightest, creative, and most dedicated candidates and develops them into confident and knowledgeable leaders and business experts. Our collaborative culture ensures that-from Day 1-you become an integral member of the Wavestone team. At Wavestone, you will work on technology consulting projects that intimately involve you with both your engagement team and your clients. As a technology-focused management consultant, you will primarily work on projects in one or more of the following areas: Complex Change Banking Re-Platforming Digital Innovation IT Infrastructure & Operations Cyber Security Data Management Card Platforming Responsibilities: During your work, you will assume project-critical responsibilities, develop strategic recommendations and guidance, and ensure the highest service quality to the client. You will be a source of unwavering reliable, high-quality work for Wavestone management, and serve as a leader and mentor for junior team members. You will have opportunities to develop industry-relevant thought leadership, participate in business development practices, and present material to management teams, ultimately making your mark on the client and on the Wavestone practice. Commitment to quality and on-schedule delivery; proven ability to establish and meet milestones and deadlines Customer-focused mentality to understand and appropriately respond to customers' business needs Exceptional drive, interpersonal skills, and demonstrated ability to interface effectively and collaborate with clients, peers, and senior management to help develop solutions and ensure stakeholder buy-in Proven ability and to contribute to business development (ie proposals, market offers, white papers, etc.) and internal initiatives (ie recruitment, training, social events, etc.) Strong analytical skills and problem solving abilities; versatile, flexible, and proactive when solving problems and dealing with ambiguity Highly structured, hypothesis-driven thought process with ability to translate thoughts into verbal, written and graphical arguments Highly motivated, knowledge-seeking and self-starting attitude proven ability to work on own initiative within challenging work environments Advanced desktop tool skills, including Microsoft PowerPoint, Excel, Word, and Project Required experience and skills: Applications are sought from candidates with: Strong, proven consulting skills and an understanding and experience of at least two of the following in a large complex environment: IT architecture IT operating model IT outsourcing/managed services strategy IT strategic sourcing and/or contract negotiation IT transition/transformation programme management IT vendor management IT risk management and cybersecurity Experience of either Financial Services, Public Sector, Large Multinationals An strong academic background, through an undergraduate degree; graduate degree/MBA a plus Excellent presentation, report writing and articulation skills A high level of personal intellect and a never-ending willingness to learn Ambition and a strong work ethic, passion for the quality of your work A collaborative working style and evidence of being a team player Candidates must have the right to live and work in the UK. Although our offices are based in London, you must be able to work on our customer sites in various UK and potentially European locations."	"London, UK"	"IT"	NA	"Negotiable + Bonus + Benefits"	"Wavestone"	"John Harold"	"JSXCREQ-2904"	"29/11/2018 15:26:19"	"http://www.jobserve.com/GkjLf"	NA	"January 2019"	NA
"SAP MDG Programme Manager (global consultancy)"	"Up to £700 per Day"	"City of London"	"Contract"	"SAP MDG Programme Manager (global consultancy)"	"City of London - Up to £700 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"SAP MDG Programme Manager (global consultancy)Looking for a SAP Master Data Governance Programme and Project manager to joing one of top consulting organisation. You should have experience on most of the following:-Experience working with global management consultancies working for top class clients as a Master Data Management/MDG Project and Programme Manager- with strong data background.Must have strong skills in data analysis and interpretation, deep experience in the world of Datamodelling, Artificial Intelligence, Big Data, Microsoft BI capabilityVery strong data management and data governance background (MDM/MDG)ERP SAP experience will be a bonusExperience of managing On and Offshore teamShould have managed global MDG Projects"	"City of London, UK"	"IT, Consulting"	NA	"Up to £700 per Day"	"Careerwise"	"Shubha Singh "	"JS-0000005580"	"28/11/2018 14:21:01"	"http://www.jobserve.com/GkZs0"	NA	NA	NA
"Site reliability Engineer"	"£80k - £100k per annum + Excellent benefits"	"London"	"Permanent"	"Site reliability Engineer"	"London - £80k - £100k per annum + Excellent benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"I have an opportunity that's just 2 minutes away from Kings Cross as a Site Relibaility Engineer, working on a AI project that could save lives. It's a Site Reliability Engineer role, but is very very dev focussed. not your typical DevOps Infra type of opportunity. This is your opportunity to join a massive GCP house, developing and supporting an Artificial Intelligence platform with Go, Python, Linux, containers (Docker, Kubernetes) whilst utilising their proprietary infrastructure services and products. It's something you can proudly add to your profile. The projects carry a lot of weight in the industry and are essentially life-changing. If you're interested in this opportunity don't hesitate, you can call me for more information or apply directly below with your most up to date CV."	"London, UK"	"IT"	"Executive"	"£80k - £100k per annum + Excellent benefits"	"Linuxrecruit"	"Ethan Farrell "	"JS-BBBH3266"	"27/11/2018 09:28:15"	"http://www.jobserve.com/GkMmJ"	NA	NA	NA
"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"£75k - £90k per annum + company benefits, equity"	"London"	"Permanent"	"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"London - £75k - £90k per annum + company benefits, equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Software Developer (Python, Linux, ML Tech):We're looking for a passionate Software Engineer/Software Developer (Python, Linux, ML Tech) who is willing to take on a hands-on approach and bring their own relevant experience to an organisation that are focusing their Machine Learning Research and development on building an advanced Machine Learning platforms for trading and analytics, specifically within sporting.As a Software Engineer/Software Developer you will be a part of a very dynamic and collaborative team who are building a next generation platform, which will help turn prototype trading models into systems that are production-ready. You will be an integral part of their vision as they draw on their industry-leading machine learning research and development. You will be part of a small team, with opportunity to publish papers, work on own projects and collaborate on ML models and algorithms with your surrounding team members.As a Software Engineer/Software Developer you will be working closely with the surrounding Machine Learning Engineers, Software Developers, as well as the Research team - programming in Python and C++ mainly. What we can offer a Software Engineer/Software Developer (Python, Linux, ML Tech):To work in a high profile start-up who are self-funded and profitable alreadyStrong salary and package offeredFlexible working environment and hoursPublishing papers, time to work on own projects during the weekKey Skills: Software Engineer/Software Developer (Python, Linux, ML Tech); Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, start-up, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, Computer Vision, Machine Intelligence, Cython, Linux"	"London, UK"	"IT"	NA	"£75k - £90k per annum + company benefits, equity"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:31"	"http://www.jobserve.com/GlHhm"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	"ASAP"	NA
