"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
"Enterprise Architect (Aviation & Airlines MRO Solutions)"	"£75k - £95k per annum + bonus, benefits, negotiable"	"London"	"Permanent"	"Enterprise Architect (Aviation & Airlines MRO Solutions)"	"London - £75k - £95k per annum + bonus, benefits, negotiable"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Enterprise Architect (Aviation & Airlines MRO Solutions) is required by a large and well established technology transformation consulting company to join one of the fastest growing consulting groups in the UK and to lead architecture and support the delivery of Aviation MRO Systems and Solutions.Required experience and skills:Enterprise Architect with ability to define and ensure a comprehensive and coherent view across Business, Information, Systems and Technology dimension of an enterpriseextensive experience in defining requirements for, designing, building, integrating and delivering Aviation MRO Systems and solutionsExperience with Business Process modelling and leading joint requirements/blueprint teams/collaborative workshopsbreadth of experience with wide range of MRO vendors and tools (f.e. some of the following: IFS, Maintenix, EmpowerMX, Ramco, Rusada, Trax, AMOS, SAP MRO, Oracle Complex MRO etc..)good understanding of MRO processes, challenges and innovationsability to apply a structured approach to define application, data and information architecture (TOGAF certification will be beneficial)Software Engineering background will be beneficialany experience with predictive maintenance using data analytics and machine learning will be beneficial"	"London, UK"	"IT"	"Executive"	"ASAP"	"£75k - £95k per annum + bonus, benefits, negotiable"	"Careerwise"	"Konrad Chmura "	"JS-0000005404"	"03/12/2018 11:44:45"	"http://www.jobserve.com/GlOFR"	NA	NA
"Head of Data Science - Top Tier Bank"	"£100k per annum + Company Benefits"	"London"	"Permanent"	"Head of Data Science - Top Tier Bank"	"London - £100k per annum + Company Benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Head of Data Science - Top Tier Bank - London - £100k+ with excellent company benefitsMy client is a well-known top tier bank based in central London. As they develop their data driven decision making model, they are using the latest data science techniques and sophisticated algorithms to produce powerful insight.You will get the opportunity to work for a great brand on disruptive banking projects. You'll have the chance to build out a data science team work alongside data engineers and product owners to improve overall performance of the banking products and customer engagement.The ideal Candidate will have:Extensive experience as a hands on data scientist and the ability to build your own Machine Learning algorithms. This will not always be required but this is not just a hands off management role.A track record of building and developing high performance data science teamsworked with large volumes of data on Big Data Platformsexperience of working in cross-functional teamsThe ability to work directly with external stakeholders to develop and deliver analytical solutionsDevelop reporting solutions, integrate current strategy with disruptive new ideasThis is a great opportunity to work in with a strong team and great company. As this team grows, evolves and new projects are work this will become even more of a long term career opportunity. Data Science within Financial services is changing and this is a great opportunity to be part of it.This is an excellent to opportunity to take your career to a new level. DON'T get left behind APPLY NOW! To discuss this exciting Business Intelligence and Analytics opportunity in more detail please send your CV to (see below) or call Andrew Poxton on (see below) in complete confidence ASAP.  Parallel Consulting is a leading Analytics Recruitment Consultancy with many live Contract and Permanent job opportunities. We deal with Clients throughout the UK, Europe and USA. Parallel Consulting is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	"Executive"	NA	"£100k per annum + Company Benefits"	"Parallel Consulting"	"Andrew Poxton "	"JS-4585 AP"	"27/11/2018 18:34:25"	"http://www.jobserve.com/GkRem"	NA	NA
"Credit Risk Manager - Existing Customer Management"	"Up to £75k per annum + bonus, Pension, healthcare"	"City of London"	"Permanent"	"Credit Risk Manager - Existing Customer Management"	"City of London - Up to £75k per annum + bonus, Pension, healthcare"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Credit Risk Manager - Existing Customer Management - SAS, SQL, Retail BankingUp to £75,000 + bonus, healthcare, pensionPermanentLondonThe RoleMy Client is looking for an experienced risk professional to manage a small team, but remain hands on analytically, within their Existing Customer Management division for their Credit Cards and Personal Loans Portfolio. In this role you will have a team of 3 reporting into you, including Analysts and Senior Analysts. You will lead a team of commercially focused analysts assessing risk against reward and ensuring that the portfolios remain profitable. The business used SAS and SQL, along with statistical modelling and machine learning algorithms, to produce effective insight.The CompanyMy client is a leading lender within the UK, offering a range of consumer products, to a varied customer base. They are based in the heart of London and are investing heavily into their analytics departments to ensure they remain a leader in a competitive market. They offer excellent career progression within a hierarchy that allows autonomy and direct board contact. They offer a very strong salary and more than competitive bonus structure, while allowing for the flexibility to shape your own team.What you needAn ideal candidate will need to be able to demonstrate:A strong background in retail banking across consumer productsVery strong knowledge of SAS and SQL, happy to remain hands onThe ability to deal with non-technical stakeholders and deliver on their needsHigh level communication skills both written and verbalNice to have:Cards and personal loans experience within the UKSome managerial or mentoring responsibilitiesIf this role interests you please apply or contact Steven Harrison (see below) Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"City of London, UK"	"Finance"	NA	NA	"Up to £75k per annum + bonus, Pension, healthcare"	"Parallel Consulting"	"Steven Harrison "	"JS-SJH3945"	"27/11/2018 17:06:00"	"http://www.jobserve.com/GkQ5H"	NA	NA
"Data Scientist"	""	"Kingston upon Thames, Surrey"	"Contract"	"Data Scientist"	"Kingston upon Thames, Surrey"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Data Scientist (Azure, Hadoop, Spark, Python) - 6 Month Contract - Kingston upon ThamesMy client, a large consumer goods company are looking for 2 Data Scientists to join them in Kingston upon Thames on an initial 6 month contract basis, offering a competitive daily rate. The role will be working as part of a larger Analytics and Data Science function to better understand the market place and business problems.Role Background:The successful candidate will focus on advanced demand forecasting within the consumer goods space. Building models that enable markets to make better planning decisions.You will also work to understand the business problems and how to deliver relevant insights that lead to actions.Another part of the role will involve gathering data and building machine learning models to solve advanced forecasting problems requiring predictive and/or prescriptive analyticsYou will work with a range of internal and external teams around Data Science and Supply Chain.Required Skills:Candidates should be well versed with Machine learning forecasting techniques as well as statistical modelling.A working knowledge of operational research and supply chain processes would also be of interest.The client has also expressed an interest in seeing candidates with Python coding experience and an understanding of Cloud architecture, in particular MS Azure.Any prior experience of Hadoop and Spark would be beneficial as well as exposure to simulation packages such as Anylogic.Candidates should be comfortable communicating at a range of levels in an Agile environment to deliver complex insights in a precise and actionable manner."	"Kingston upon Thames, Surrey, UK"	"IT"	NA	"ASAP"	NA	"Experis IT"	"James Concar "	"JS-BBBH94088"	"29/11/2018 18:37:23"	"http://www.jobserve.com/GkkFR"	NA	"6 months"
"BI Consultant - Edinburgh - 3 months"	"£450 - £500 per Day"	"Edinburgh, Scotland"	"Contract"	"BI Consultant - Edinburgh - 3 months"	"Edinburgh, Scotland - £450 - £500 per Day"	"Contract"	"Posted: Friday, 30 November 2018"	""	"BI Consultant - Edinburgh - 3 monthsBI Consultant required on a 3 month rolling contract based in Edinburgh. You will provide additional resource to design and develop enhancements to existing data marts, within a Corporate Data Warehouse. The following skills and experience are essential:Oracle SQL and PL/SQLSAP Data Services (experience of other ETL tools such as Informatica will be considered as a substitute)Data WarehousingDimensional modelling (Kimball methodology)Data integration skillsThe following skills are highly desirable:Data Virtualisation (Denodo)ExadataBusiness ObjectsTableauCloud platforms, storage and connectivityBig data platformsAI/Machine LearningMachine Data integration and analyticsPLEASE NOTE THIS CONTRACT ROLE FALLS INSIDE OF IR35Parity - Source, Develop, TransformParity Professionals Ltd acts in the capacity of an Employment Business when providing contract work finding services.We welcome applications from all sections of society and applicants will be considered on the basis of their suitability for the positionAt Parity, we are committed to protecting your privacy, we will process and hold your CV and use the information you have provided lawfully and in accordance with our Terms and Conditions and our Privacy Policy."	"Edinburgh, Scotland, UK"	"IT"	NA	"ASAP"	"£450 - £500 per Day"	"Parity Professionals"	"Craig Ross "	"JS-BBBH59556"	"30/11/2018 17:27:02"	"http://www.jobserve.com/Gkqul"	NA	"3 months"
"Data Architect, Northampton, 6-12 Month Contract, Good rates"	"£600 - £650 per Day"	"Northampton, Northamptonshire"	"Contract"	"Data Architect, Northampton, 6-12 Month Contract, Good rates"	"Northampton, Northamptonshire - £600 - £650 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Architect, Northampton, 6-12 Month ContractWe have a really exciting opportunity for a Data Architect to join financial organisation.In this role, you will define, develop and deliver the strategy for Data Architecture, taking overall accountability for designing data processes in order to automate the management of data and provide consultancy to delivery teams on everything data related.Essential experience:Datamodelling background and skill to do logical Datamodelling for a multi-dimensional analytics model.Solid data architecture experience of writing policies, patterns, reference architectures, standards and guidelinesExperience working with Microsoft technologiesExperience working with SQL Server, SSIS, SSAS and SSDTDesirable experience:Experience with Data Factory, HDInsights, Data Catalogue and Azure SearchStream Analytics, Machine Learning, AI and understanding of broader Microsoft portfolioExperience architecting and creating PowerBI platform and reportsUnderstanding of performance impacts in different types of configuration using tabular vs multi-dimensional modelsDesigning business analytics queries using SSAS with PowerBI visualization layerUnderstanding PowerBI configurations from on prem to Cloud and exposing reports from secure networksIf interested please contact (see below) "	"Northampton, Northamptonshire, UK"	"IT"	NA	"ASAP"	"£600 - £650 per Day"	"Sanderson Recruitment Plc"	"Joshua Simpkins "	"JS-DATA ARCHITECT"	"28/11/2018 12:16:26"	"http://www.jobserve.com/GkX8P"	NA	"6-12 months"
"Digital Supply Chain Lead/Analyst"	""	"Kingston upon Thames, Surrey"	"Contract"	"Digital Supply Chain Lead/Analyst"	"Kingston upon Thames, Surrey"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Digital Supply Chain Lead/Analyst (Supply Chain, Azure, Analytics) - Kingston upon Thames/Port Sunlight - 6 Month ContractMy client, a large consumer goods company are looking for 2 Supply Chain Specialists to join them in either Kingston upon Thames or Port Sunlight on a 6 month contract basis. The role can offer a competitive daily rate and will form part of a large Supply Chain platform project.Role Background:The successful candidates will be responsible for both leading and supporting the concept development, design and project management of the building of a Supply Chain Real Time Visibility platform.You will be responsible for facilitating concept ideas as well as leading a collaborative Agile approach to the solution design process.You will also need to champion the solution to senior stakeholders in the business ready for a pilot.Required Skills:Candidates should have a solid background and understanding of Supply Chain processes.A good understanding of advanced analytics such as machine learning and simulations would also be an advantage.Experience of or an understanding of data driven decision making is also of interest.Prior experience of managing relationships and working with a range of stakeholders at different levels globally is also essential.As the solution will likely be deployed to MS Azure and prior experience with this would be beneficial."	"Kingston upon Thames, Surrey, UK"	"IT"	NA	"ASAP"	NA	"Experis IT"	"James Concar "	"JS-BBBH94090"	"29/11/2018 18:51:49"	"http://www.jobserve.com/GkkGu"	NA	"6 months"
"Insurance Consultant (AI or Claims or UW specialist)"	"£60k - £100k per annum + bonus +car allow. +lunch etc."	"City of London"	"Permanent"	"Insurance Consultant (AI or Claims or UW specialist)"	"City of London - £60k - £100k per annum + bonus +car allow. +lunch etc."	"Permanent"	"Posted: Monday, 3 December 2018"	""	"OverviewBig 4 Consultancy with openings for Management Consultants with a background in Insurance.The Insurance Transformation team is at the heart of supporting clients in shaping, planning and delivering critical business change. You will be focussing on the delivery of strategic changes that encompass innovation, customer experience, growth transformation, regulatory change and large scale cost reduction/efficiency improvements. RoleWe are seeking professionals from the Insurance industry, or Consultants operating at Manager or Senior Manager Grades, who have strong Operational change experience specialising in either; Underwriting, or Claims, or Intelligent Automation (eg AI, RPA, EPA, Machine Learning or Cognitive).These are high profile roles, with accountability for the development and delivery of the Operations proposition, requiring supporting major bids and proposals. The Insurance Transformation team is a priority growth area with significant investment plans and big growth ambitions. Joining the team offers the opportunity to work with Insurance sector clients on exciting, high profile and leading edge engagements with the potential to:Rapidly develop your career by becoming part of a growing teamAccelerate your personal development through varied and exciting client opportunities coupled with focused learning and development with a world class brandDevelop yourself as a consultant, manager and leader Main Duties and ResponsibilitiesUsing Insurance experience and knowledge, delivering complex streams of work within transformation programmes, setting up the engagement, scoping the work, planning the work and briefing and leading a team of consultantsBuild and maintain strong client relationships within the sector, leveraging proven industry content and delivery capabilitySolution development, showing a clear ability to enhance existing solutions, and develop new onesStrong bid management experience including presenting or pitching to clients to win new businessPeople management, building a team of consultants with the right mix of grades, competencies and experience to support client opportunities and projected growth Required Skills, Qualifications and Experience * Detailed and applied knowledge of either underwriting, claims, or intelligent automation within the insurance sector* Prior experience in consulting or leading large scale, complex business and transformation programmes in the capacity of Project/Programme Manager applying relevant methods* In-depth understanding of the key industry, market and regulatory drivers shaping the Insurance/FS industry and an ability to articulate these by way of client opportunities"	"City of London, UK"	"Finance, Consulting"	"Executive"	"ASAP"	"£60k - £100k per annum + bonus +car allow. +lunch etc."	"Sanderson Recruitment Plc"	"Daniel Ovenden "	"JS-HQ00090527"	"03/12/2018 11:58:51"	"http://www.jobserve.com/GlOQK"	NA	NA
"Full-Stack Software Developer (JavaScript, Angular, Node)"	"£40k - £55k per annum + shares"	"Cambridge"	"Permanent"	"Full-Stack Software Developer (JavaScript, Angular, Node)"	"Cambridge - £40k - £55k per annum + shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Full-Stack Software Developer (JavaScript, Angular, Node)We are looking for a Full-Stack Software Developer (JavaScript, Angular, Node) to join our innovative, AI-driven start up. We are an advanced analytics company, developing the important technology that allows world-leading specialists to be linked to companies within Healthcare and Life Sciences, Finance, Tech and more.We have developed this platform with smart AI technology and expertise from individuals with links to some of the best universities in the world, to develop and turn this product into one that will improve vast areas of the commercial environment.As an experienced Full-Stack Software Developer (JavaScript, Angular, Node) within our business, you will be a part of a very dynamic and collaborative team where you can develop new features and modules of our analytical platform. Specialising in JavaScript you will be working with Angular/Node and React, becoming an integral part of forming their vision; creatively solving problems and devising solutions, leading the platform to become more valuable and scalable.Realistically, what we're after is a very hands on experienced Full-Stack Software Developer (JavaScript, Angular, Node), experienced in using JavaScript, who would be interested in immersing themselves in a Machine Learning and Data environment.What we can offer as a Software Developer:A chance to develop a product that can change the way an industry operates.The chance to work with and learn from experience Software Developers.To be a part of a rapidly growing startup, working in a very friendly flexible environment.The opportunity to utilise benefits such as an onsite gym, regular socials, onsite BBQ and an excellent range of employee benefits.Key Skills: JavaScript, Angular, Software Engineer, Software Developer, Full-Stack, Startup, Node.JS, MongoDB, SQL, Python, SaaS, Comp Sci, BSc, MSc, PhD, Analytics, Machine Learning, Data, AI, Artificial Intelligence"	"Cambridge, UK"	"IT"	NA	NA	"£40k - £55k per annum + shares"	"Understanding Recruitment"	"Thomas Attwell "	"JS-BBBH5431"	"03/12/2018 05:00:29"	"http://www.jobserve.com/GlHhi"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Bayesian Inference Researcher/ML Scientist (leading tech)"	"£120k - £150k per annum + shares"	"London"	"Permanent"	"Bayesian Inference Researcher/ML Scientist (leading tech)"	"London - £120k - £150k per annum + shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Lead Bayesian Inference Researcher/ML Scientist (Leading tech company)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Bayesian Inference Researcher/ML Scientist (Leading tech company) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Bayesian Inference Researcher/ML Scientist within our startup/SME (currently 250 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless! As a Lead Bayesian Inference Researcher/ML Scientist, the research that you create within the areas of Bayesian Inference, Gaussian Process, Probabilistic Programming, and Probabilistic Modelling you could be able push forward work theoretically within the areas of Energy waste reduction, the affect of electronic cars on power grids, compleix decision making of AI agents and more.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Bayesian Inference Researcher/ML Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Bayesian Inference Researcher/ML Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Bayesian Inference Researcher/ML Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil"	"London, UK"	"IT"	"Executive"	"ASAP"	"£120k - £150k per annum + shares"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:00:38"	"http://www.jobserve.com/GlHhr"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"C++ Engineer (Linear Algebra, C++, Computer Vision)"	"£50k - £60k per annum + equity"	"Oxford, Oxfordshire"	"Permanent"	"C++ Engineer (Linear Algebra, C++, Computer Vision)"	"Oxford, Oxfordshire - £50k - £60k per annum + equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"C++ Engineer (Linear Algebra, C++, Computer Vision)We are an already-profitable UK leading self-driving vehicle SME who are looking for a C++ Engineer/Software Engineer (Linear Algebra, C++, Computer Vision) to help join us as we push forward in implementing the latest research from around the world into our autonomous cars. We have very strong links with leading academic institutionsAs a C++ Engineer/Software Engineer you will be working on bringing not just our vehicles to the UK, though you will be working on several different products which are already live worldwide in different industries (mining, logistics, trains etc). As a C++ Engineer/Software Engineer you will also help us in our aim to have vehicles running at the highest level of autonomy, whilst being as safe and robust as possible. As a C++ Engineer/Software Engineer you will be able to work across our Research teams, SW Engineering teams, Data Science teams as we move forward into becoming the UK's favourite autonomous vehicle provider.As a C++ Engineer/Software Engineer within our company, you won't be bogged down with bureaucracy and red-tape - giving you opportunity as a C++ Engineer/Software Engineer to build and scale systems without a sky-high chain of command for approval. You will be trusted and be given autonomy within our company.As a C++ Engineer/Software Engineer we can offer you:A chance to implement cutting edge research within Computer Vision from leading institutions worldwide.To be part of an already profitable AI company who are changing the future of autonomous vehicles.An environment where you are surrounded with highly dedicated and passionate individuals who have great determination and ambition.A chance to be an important part of the future of self-driving vehicles.Key Skills include: C++ Engineer/Software Engineer, Comp Vision, CVPR, C++ Boost, STL, Real Time systems, Linux, OpenCV, Machine Learning, Python, Neural Networks, Robotics, Real world data, Machine Perception, Autonomous Vehicles, Self-Driving, Cloud Processing."	"Oxford, Oxfordshire, UK"	"IT"	NA	"ASAP"	"£50k - £60k per annum + equity"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:01:00"	"http://www.jobserve.com/GlHiA"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Head of Robotics (C++, Robotic Limbs, Control Systems)"	"£70k - £80k per annum"	"Oxford, Oxfordshire"	"Permanent"	"Head of Robotics (C++, Robotic Limbs, Control Systems)"	"Oxford, Oxfordshire - £70k - £80k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Head of Robotics (C++, Robotic Limbs, Control Systems)We are rapidly expanding Computer Vision and Robotics SME developing technology that is implemented internationally who are looking for a Head of Robotics/Senior Roboticist (C++, Robotic Arms/Limbs) to join our team as we continue to operate as leaders worldwide for Computer Vision and Robotics for a number of difference markets.As our Head of Robotics/Senior Roboticist you will not just be working on a single project, you will be working on applying our Computer Vision and Robotics solutions to a wide array of real-world problems, providing an innovative resolution and increasing the efficiency of world renowned organisations. As our Head of Robotics/Senior Roboticist you will spearhead the production more universal technology capable of providing excellent solutions in an as many environments as possible. As our Head of Robotics/Senior Roboticist you will have the opportunity to construct your own team spanning across Research, SW Engineering, Data Science teams as we continue to progress as one of the UK's leading specialists in Computer Vision and Robotics.As our Head of Robotics/Senior Roboticist, you will be given the freedom to intuitively develop your own solutions, as our Head of Robotics/Senior Roboticist, without command for approval from the entire administration. You will be valued, trusted and given autonomy in our company.As our Head of Robotics/Senior Roboticist we can offer you:An opportunity to apply world-leading research in the field of Computer Vision providing solutions to real-world problems on an international scale.To be part of a fast growing AI company who are based in central Oxford (near the train station).A dynamic environment in which innovation is celebrated by the team of dedicated and passionate individuals that surround you.A chance to be an integral part of the future of Computer Vision.Key Skills: Head of Robotics/Senior Roboticist, Computer Vision, Robotics, Machine Learning, Neural Networks, C++, Python, Machine Perception, Real World Data"	"Oxford, Oxfordshire, UK"	"IT"	NA	NA	"£70k - £80k per annum"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-BBBH5056"	"03/12/2018 05:00:43"	"http://www.jobserve.com/GlHhv"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Deep Learning Scientist/ML Researcher"	"£60k - £75k per annum + shares"	"London"	"Permanent"	"Deep Learning Scientist/ML Researcher"	"London - £60k - £75k per annum + shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Deep Learning Scientist/ML Researcher (Robotics, Applied Deep Learning)We are looking for a Deep Learning Scientist/ML Researcher to come and be part of our early-stage startup, where you will be involved with changing the future of robotics. We come with a great vision of taking Deep Learning and Electronics to new heights using the latest research within the field which we will be more than happy, and are excited to share with you. If we are successful in our vision, as a Deep Learning Scientist/ML Researcher you will have a hand in transforming the power of Deep Learning within mobilised robotics; we're looking at a solution which increases performance 60 times over!As a Deep Learning Scientist/ML Researcher you will be part of a small but dedicated team who have come from top industry/academic backgrounds. Ideally, you will produced commercial grade software in Python, AWS and the ability to work without supervision. We are looking for someone who is able to understand the problems we are faced with currently and be excited to tackle them. Machine Learning is a nice to have, though it's not a deal-breaker whatsoever. If you come eager to learn with an open mind on top of a strong Mathematic ability, we are more than happy to get you up to speed.Quite importantly, we have an existing client base already, strong VC backing on top of some of the greatest minds in Electronic Engineering as advisors to the company.What we can offer a Deep Learning Scientist/ML Researcher A chance to be part of work which will could change how society interacts with roboticsTo be part of a dynamic, early-stage startup who are able to grant flexible and even remote working.To be surrounded by work which will inspire and push your ability to new levels.A culture where you will be valued for the great work you will create.Key words include: Deep Learning Scientist/ML Researcher, Mathematics, C++, Machine Learning, Numpy, AWS, Cloud Services, Startup, Tensorflow, Keras, Caffe, Theano, Parallel programming, BSc, MSc, PhD, Startup. "	"London, UK"	"IT"	NA	"ASAP"	"£60k - £75k per annum + shares"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:00:41"	"http://www.jobserve.com/GlHht"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
